# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F277W     NIRISS-F200W     NIRISS-F115W     NIRISS-F140M     NIRISS-F480M     NIRISS-F158M     NIRISS-F090W     NIRISS-F356W     NIRISS-F380M     NIRISS-F150W     NIRISS-F444W     NIRISS-F430M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06000000       1.00000000E-03   2987.99591910    -1.49663688      0.66734706       3.56786244       5.68690247       5.81947931       6.75432476       6.39122523       5.19909117       5.99561802       7.67190830       5.30134954       5.13736991       6.19823151       5.15894597       5.15566935      
  0.06000000       1.26638017E-03   2987.99591910    -1.50606223      0.66014742       3.57728416       5.71048091       5.84339295       6.77810158       6.41499222       5.22271616       6.01967698       7.69491145       5.32497547       5.16108029       6.22214691       5.18261443       5.17932192      
  0.06000000       1.60371874E-03   2987.99591910    -1.51657686      0.65218275       3.58782717       5.73687041       5.87014585       6.80470891       6.44158433       5.24915779       6.04658796       7.72066171       5.35141198       5.18760901       6.24890097       5.20910103       5.20579032      
  0.06000000       2.03091762E-03   2988.13352457    -1.53210840      0.64058152       3.60341706       5.77575955       5.90950397       6.84387766       6.48068990       5.28817321       6.08614592       7.75850354       5.39038752       5.22672234       6.28823526       5.24816953       5.24482694      
  0.06000000       2.57191381E-03   2988.40875451    -1.55893257      0.62098155       3.63040816       5.84307379       5.97755931       6.91164492       6.54831826       5.35572028       6.15451682       7.82399767       5.45782808       5.29439137       6.35623805       5.31578783       5.31238666      
  0.06000000       3.25702066E-03   2989.02811458    -1.61822813      0.57975392       3.69007826       5.99196823       6.12783061       7.06143581       6.69771154       5.50514276       6.30537437       7.96895516       5.60686753       5.44388360       6.50636592       5.46528081       5.46173750      
  0.06000000       4.12462638E-03   2989.23459645    -1.75415318      0.49570749       3.82611765       6.33315142       6.47116751       7.40433486       7.03957198       5.84721223       6.64962002       8.30254496       5.94740488       5.78509806       6.84940586       5.80706876       5.80313684      
  0.06000000       5.22334507E-03   2991.25247973    -1.87983606      0.42835712       3.95295634       6.64995938       6.78798062       7.72152233       7.35500218       6.16571248       6.96618388       8.61117562       6.26324105       6.10131054       7.16535322       6.12465757       6.12016199      
  0.06000000       6.61474064E-03   2986.82700625    -1.98976772      0.37854996       4.06032186       6.92518939       7.06323193       7.99730260       7.63043239       6.44048863       7.24121095       8.88440143       6.53530772       6.37290885       7.44053431       6.39810462       6.39305385      
  0.06000000       8.37677640E-03   2977.65118612    -2.09005518      0.33934922       4.15527276       7.17483961       7.31275595       8.24732897       7.88123463       6.68817940       7.49036401       9.13615070       6.78001304       6.61645488       7.69046070       6.64401961       6.63837670      
  0.06000000       1.06081836E-02   2967.94967347    -2.18265506      0.30703282       4.24219791       7.40544736       7.54241106       8.47749577       8.11241999       6.91675970       7.71909105       9.36937892       7.00503010       6.83998827       7.92034961       6.87042416       6.86410380      
  0.06000000       1.34339933E-02   2957.74488445    -2.26989398      0.27960610       4.32347491       7.62295547       7.75826457       8.69382450       8.33001750       7.13217174       7.93352597       9.58988811       7.21632526       7.04951329       8.13628319       7.08329445       7.07622225      
  0.06000000       1.70125428E-02   2946.66522071    -2.35361333      0.25583508       4.40064539       7.83169043       7.96474177       8.90069247       8.53851444       7.33861594       8.13814237       9.80219285       7.41808364       7.24919218       8.34274138       7.28682044       7.27892781      
  0.06000000       2.15443469E-02   2929.60402934    -2.43817068      0.23481606       4.47511277       8.04118432       8.17179325       9.10785159       8.74898648       7.54387824       8.34313246       10.01946823      7.61792898       7.44607742       8.55035421       7.48847245       7.47969945      
  0.06000000       2.72833338E-02   2912.72039538    -2.51945864      0.21631882       4.54637755       8.24321873       8.37072747       9.30664071       8.95140541       7.74183381       8.53947943       10.22891906      7.80978022       7.63476926       8.74959624       7.68247199       7.67276273      
  0.06000000       3.45510729E-02   2892.09911947    -2.60086139      0.19978415       4.61544487       8.44511598       8.56890329       9.50445713       9.15401618       7.93850607       8.73456018       10.44059442      7.99925281       7.82039833       8.94826231       7.87444141       7.86370993      
  0.06000000       4.37547938E-02   2858.35488295    -2.68814534      0.18497359       4.68234621       8.65998208       8.77845419       9.71293557       9.37182231       8.14380106       8.93998313       10.67419003      8.19436561       8.00943377       9.15957894       8.07290927       8.06095116      
  0.06000000       5.54102033E-02   2826.53948432    -2.77203498      0.17175289       4.74675959       8.86890883       8.98018800       9.91347921       9.58174219       8.34397959       9.13634422       10.89994254      8.38215369       8.19093859       9.36232756       8.26509593       8.25177371      
  0.06000000       7.01703829E-02   2788.22099626    -2.85822799      0.15983005       4.80925080       9.08470955       9.18651139       10.11854377      9.79859334       8.54902095       9.33602752       11.13670029      8.57101545       8.37221888       9.57002887       8.45968366       8.44479009      
  0.06000000       8.88623816E-02   2740.68238210    -2.94830196      0.14912814       4.86944713       9.31283306       9.40123104       10.33043103      10.02782020      8.76379618       9.54201019       11.39016919      8.76311286       8.55462795       9.78678463       8.65987178       8.64299801      
  0.06000000       1.12533558E-01   2686.53441836    -3.04071425      0.13953416       4.92720531       9.55282525       9.62207087       10.55021147      10.26624629      8.98916636       9.75017176       11.65741258      8.95571798       8.73594347       10.00860555      8.86459601       8.84518664      
  0.06000000       1.42510267E-01   2622.21010717    -3.13802524      0.13093904       4.98242733       9.81076963       9.85435240       10.78310765      10.52320019      9.22987072       9.96632651       11.94787451      9.15249579       8.91893120       10.24285599      9.07806379       9.05566631      
  0.06000000       1.80472177E-01   2545.92312535    -3.24191226      0.12324483       5.03502812       10.09469770      10.10270235      11.03398380      10.80499117      9.49535911       10.19360421      12.26581357      9.35539964       9.10521095       10.49367844      9.30524596       9.27927314      
  0.06000000       2.28546386E-01   2461.09120224    -3.34983685      0.11647970       5.08406498       10.40070073      10.36210467      11.29865105      11.10430252      9.78629751       10.42398735      12.59949335      9.55874517       9.29003147       10.75270168      9.54268651       9.51269746      
  0.06000000       2.89426612E-01   2362.05704176    -3.46650839      0.11055727       5.12939085       10.72983417      10.64445436      11.59177925      11.43492529      10.10073969      10.66764063      12.97437518      9.76868333       9.47889049       11.03064545      9.79078468       9.75895082      
  0.06000000       3.66524124E-01   2249.99445284    -3.59166206      0.10549285       5.17011942       11.06543957      10.94947139      11.91339601      11.79989425      10.41368949      10.92577945      13.39948817      9.98892300       9.67215032       11.32841460      10.03909833      10.01170820     
  0.06000000       4.64158883E-01   2139.81917625    -3.71535802      0.10115701       5.20657349       11.37989049      11.25690851      12.23512057      12.16506537      10.68536532      11.18206651      13.82014442      10.22543264      9.86355745       11.62222281      10.26793327      10.25194903     
  0.06000000       5.87801607E-01   2023.19068736    -3.84555727      0.09740304       5.23942069       11.70031099      11.58566965      12.57128328      12.55000596      10.93311002      11.45156373      14.25046629      10.51370443      10.06811101      11.92806905      10.49194478      10.49220841     
  0.06000000       7.44380301E-01   1903.10464124    -3.98062954      0.09422821       5.26820400       12.03170577      11.93562082      12.90853363      12.95934891      11.15442572      11.73881987      14.66771873      10.86928021      10.29818364      12.24992802      10.71381957      10.73273159     
  0.06000000       9.42668455E-01   1780.81246506    -4.12118405      0.09153848       5.29335879       12.38288245      12.31565331      13.23421792      13.39047328      11.35110272      12.05483574      15.07015809      11.29375375      10.58401090      12.59392035      10.94087862      10.97509147     
  0.06000000       1.19377664E+00   1668.79216008    -4.25637590      0.08921363       5.31570325       12.73787977      12.69954287      13.52447943      13.81984753      11.52480340      12.38554510      15.43269653      11.71868830      10.92282458      12.94369029      11.16746712      11.20836104     
  0.06000000       1.51177507E+00   1559.42500761    -4.39410314      0.08718559       5.33567613       13.12872850      13.10955340      13.79081198      14.29291733      11.67669338      12.76255006      15.79466014      12.13830455      11.32756493      13.33489530      11.39887649      11.43041607     
  0.06000000       1.91448198E+00   1463.05901091    -4.52289561      0.08539932       5.35365686       13.51785984      13.50197841      14.03879880      14.77570199      11.80525877      13.15098354      16.15668210      12.52353076      11.73216976      13.73333118      11.61308232      11.62003507     
  0.06000000       2.42446202E+00   1367.45301443    -4.65696757      0.08377642       5.37032194       13.97072031      13.93337768      14.29105763      15.34179175      11.93132108      13.59930487      16.55809098      12.89512623      12.11718541      14.19438059      11.82455028      11.81146184     
  0.06000000       3.07029063E+00   1267.23197162    -4.80405784      0.08235318       5.38520477       14.46415271      14.40163512      14.58708117      15.93728718      12.07425547      14.08583617      17.01948431      13.25510729      12.47549791      14.69006261      12.04075685      12.02044290     
  0.06000000       3.88815518E+00   1186.68017030    -4.93134450      0.08111254       5.39838951       14.88628002      14.82656408      14.87021534      16.47219824      12.21682721      14.49470888      17.43325564      13.53330151      12.74272596      15.11345989      12.22583403      12.21192931     
  0.06000000       4.92388263E+00   1113.18641063    -5.05440388      0.07999907       5.41039565       15.26486183      15.22358080      15.16082719      16.95090023      12.35831847      14.85295215      17.82298005      13.76932896      12.96791914      15.48549573      12.39492063      12.39173137     
  0.06000000       6.23550734E+00   1047.66046163    -5.17100154      0.07897230       5.42161587       15.64042730      15.62515282      15.45364609      17.41173455      12.50449681      15.19448893      18.20847886      13.99609834      13.18605796      15.83991624      12.56316890      12.57202390     
  0.06000000       7.89652287E+00   987.73976234     -5.28390059      0.07801775       5.43217861       16.00758940      16.03137948      15.75535391      17.84840870      12.65626678      15.52480220      18.58996544      14.20790087      13.39109669      16.18107943      12.72950523      12.74870610     
  0.06000000       1.00000000E+01   934.15513430     -5.39105623      0.07710061       5.44244982       16.34544329      16.40741424      16.04700431      18.24431616      12.79988916      15.83108561      18.94256925      14.39844524      13.57570636      16.49587220      12.88410566      12.91029835     
