# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F277W     NIRISS-F200W     NIRISS-F115W     NIRISS-F140M     NIRISS-F480M     NIRISS-F158M     NIRISS-F090W     NIRISS-F356W     NIRISS-F380M     NIRISS-F150W     NIRISS-F444W     NIRISS-F430M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05800000       1.00000000E-03   2978.24211056    -1.51618215      0.65678273       3.56699900       5.73141560       5.86735166       6.80131347       6.44056932       5.24012621       6.04530918       7.72430871       5.34388759       5.17951385       6.24780860       5.20046166       5.19749048      
  0.05800000       1.26638017E-03   2978.24211056    -1.53020403      0.64624572       3.58104752       5.76658540       5.90296776       6.83676205       6.47598764       5.27536843       6.08112276       7.75862984       5.37910632       5.21484738       6.28342684       5.23575316       5.23275381      
  0.05800000       1.60371874E-03   2978.31068791    -1.54049535      0.63862061       3.59135670       5.79233193       5.92900376       6.86268922       6.50187131       5.30119242       6.10728467       7.78370256       5.40489462       5.24071967       6.30945069       5.26160510       5.25858242      
  0.05800000       2.03091762E-03   2978.37926684    -1.55416013      0.62861499       3.60507315       5.82661708       5.96366323       6.89721226       6.53633582       5.33557264       6.14210793       7.81711493       5.43922038       5.27515242       6.34409584       5.29601730       5.29296348      
  0.05800000       2.57191381E-03   2978.51642943    -1.57664607      0.61248528       3.62765109       5.88304488       6.02065515       6.95400700       6.59301390       5.39216658       6.19934618       7.87210091       5.49569630       5.33179636       6.40105523       5.35264791       5.34954003      
  0.05800000       3.25702066E-03   2978.85936355    -1.62237823      0.58093997       3.67357997       5.99782453       6.13640161       7.06945101       6.70815296       5.50731462       6.31551249       7.98395153       5.61050285       5.44691415       6.51670722       5.46781306       5.46458455      
  0.05800000       4.12462638E-03   2978.51642943    -1.74339119      0.50551197       3.79438019       6.30136885       6.44182400       7.37456065       7.01243711       5.81147820       6.62175955       8.28110278       5.91329806       5.75023690       6.82195781       5.77168960       5.76809841      
  0.05800000       5.22334507E-03   2979.81978914    -1.88089348      0.43112650       3.93263515       6.64771659       6.78813947       7.72137422       7.35752101       6.15937970       6.96784169       8.61912501       6.25825234       6.09548317       7.16748209       6.11851986       6.11427290      
  0.05800000       6.61474064E-03   2976.46311278    -1.99667552      0.37816736       4.04647695       6.93814855       7.07829214       8.01212876       7.64760984       6.44972247       7.25760693       8.90621757       6.54567219       6.38250049       7.45735525       6.40747238       6.40261656      
  0.05800000       8.37677640E-03   2966.77759554    -2.10129783      0.33745274       4.14541713       7.19870584       7.33831743       8.27272174       7.90914728       6.70816931       7.51706135       9.16900824       6.80077465       6.63625959       7.71778984       6.66389774       6.65839646      
  0.05800000       1.06081836E-02   2956.39646353    -2.19686878      0.30441494       4.23491221       7.43667290       7.57524950       8.51014636       8.14777672       6.94387848       7.75302610       9.40987466       7.03277848       6.86666303       7.95501632       6.89731337       6.89111522      
  0.05800000       1.34339933E-02   2945.65448634    -2.28614626      0.27668424       4.31787441       7.65920271       7.79601270       8.73134462       8.37042886       7.16413326       7.97230186       9.63560679       7.24875027       7.08075635       8.17589276       7.11490708       7.10793845      
  0.05800000       1.70125428E-02   2933.18681148    -2.37193321      0.25279628       4.39630172       7.87291945       8.00738879       8.94303982       8.58418208       7.37508961       8.18176552       9.85374768       7.45479878       7.28451022       8.38739545       7.32275919       7.31495094      
  0.05800000       2.15443469E-02   2914.84076486    -2.45804457      0.23183124       4.47150034       8.08614637       8.21793734       9.15362238       8.79857520       7.58363475       8.39012618       10.07556922      7.65758533       7.48409171       8.59864028       7.52745530       7.51873880      
  0.05800000       2.72833338E-02   2899.49856162    -2.53889041      0.21346906       4.54317391       8.28779070       8.41603389       9.35157774       8.99991386       7.78174343       8.58534968       10.28336074      7.84928259       7.67270545       8.79676745       7.72152409       7.71183941      
  0.05800000       3.45510729E-02   2872.54806949    -2.62453245      0.19707365       4.61258778       8.49930226       8.62318856       9.55800014       9.21344810       7.98585094       8.78907407       10.50907699      8.04498392       7.86350685       9.00516796       7.92003514       7.90924584      
  0.05800000       4.37547938E-02   2838.89668933    -2.71170115      0.18250426       4.67929905       8.71514549       8.83275156       9.76626121       9.43166919       8.19211044       8.99398696       10.74347001      8.23994338       8.05212725       9.21638867       8.11881842       8.10673948      
  0.05800000       5.54102033E-02   2805.98092084    -2.79627634      0.16948049       4.74360539       8.92648112       9.03612218       9.96843652       9.64391341       8.39426411       9.19165737       10.97249012      8.42865212       8.23423446       9.42090274       8.31230039       8.29881539      
  0.05800000       7.01703829E-02   2763.40838614    -2.88497778      0.15777778       4.80575283       9.14951385       9.24804728       10.17860320      9.86840408       8.60539943       9.39619413       11.21898603      8.62076628       8.41784075       9.63472197       8.51118804       8.49591749      
  0.05800000       8.88623816E-02   2714.07193877    -2.97593895      0.14730250       4.86542462       9.38178892       9.46521171       10.39257675      10.10148053      8.82373984       9.60374520       11.47682070      8.81375817       8.60059446       9.85402273       8.71329217       8.69592959      
  0.05800000       1.12533558E-01   2656.16215013    -3.07049949      0.13793422       4.92249984       9.62989230       9.69125717       10.61901782      10.34785960      9.05630371       9.81540430       11.75454483      9.00854382       8.78311957       10.08119204      8.92228372       8.90217596      
  0.05800000       1.42510267E-01   2588.77199216    -3.16950467      0.12956707       4.97685371       9.89380670       9.92739042       10.85487234      10.61265235      9.30190802       10.03524402      12.05189814      9.20710988       8.96694010       10.32090036      9.13887492       9.11584565      
  0.05800000       1.80472177E-01   2509.31255494    -3.27530119      0.12208326       5.02853004       10.18963674      10.18158189      11.11370892      10.90286717      9.58102796       10.26460003      12.37765084      9.41130902       9.15366554       10.57605062      9.37246179       9.34543095      
  0.05800000       2.28546386E-01   2421.55789802    -3.38523795      0.11550839       5.07661530       10.50228526      10.44635093      11.38503077      11.21016410      9.87998767       10.49759158      12.71936358      9.61562093       9.33900174       10.83935749      9.61310913       9.58278352      
  0.05800000       2.89426612E-01   2314.60499844    -3.50782874      0.10978607       5.12074779       10.84365891      10.74405036      11.69548400      11.56399883      10.20445414      10.75253455      13.12300945      9.83310287       9.53327409       11.13242118      9.86815433       9.83813884      
  0.05800000       3.66524124E-01   2201.06670821    -3.63466432      0.10491118       5.16019871       11.17427338      11.05467411      12.02351858      11.93566422      10.50492813      11.01418391      13.55703943      10.06059318      9.72822800       11.43373911      10.11189394      10.08978286     
  0.05800000       4.64158883E-01   2091.18721461    -3.75913988      0.10071005       5.19569663       11.48772575      11.36663499      12.34752061      12.30537386      10.76631767      11.27255914      13.97411449      10.31172831      9.92221198       11.72916935      10.33749945      10.32917138     
  0.05800000       5.87801607E-01   1969.63174306    -3.89494429      0.09709073       5.22748680       11.82144900      11.71204131      12.69487379      12.71131334      11.01179651      11.55502473      14.41391644      10.63210069      10.13924987      12.04897527      10.56646884      10.57697807     
  0.05800000       7.44380301E-01   1845.22478787    -4.03625959      0.09401446       5.25545297       12.16706936      12.08400805      13.04035053      13.14075113      11.22507157      11.86062446      14.83436442      11.03373255      10.39508149      12.38738455      10.79491962      10.82478889     
  0.05800000       9.42668455E-01   1727.00283911    -4.17567802      0.09141189       5.27983716       12.52423999      12.46975840      13.34914798      13.57314808      11.41207126      12.18740399      15.21990041      11.46536293      10.71018703      12.73746112      11.02368236      11.06408771     
  0.05800000       1.19377664E+00   1613.62126732    -4.31525688      0.08916444       5.30145951       12.90250158      12.87571551      13.63939418      14.03164387      11.58240799      12.54558952      15.58890481      11.90291438      11.09260417      13.11269503      11.26098034      11.30278065     
  0.05800000       1.51177507E+00   1507.94034267    -4.45221798      0.08720855       5.32072446       13.30073032      13.28799806      13.89729626      14.51838068      11.72394940      12.93823837      15.95454060      12.31456409      11.51081089      13.51686539      11.48954731      11.51393367     
  0.05800000       1.91448198E+00   1417.60052554    -4.57710230      0.08546129       5.33830335       13.70181549      13.67851626      14.14192857      15.02367268      11.84674429      13.33734589      16.32346586      12.68186083      11.89863709      13.92749451      11.69507825      11.69291071     
  0.05800000       2.42446202E+00   1312.79592579    -4.72659294      0.08389410       5.35437946       14.19489365      14.14790524      14.42538999      15.62010932      11.98340752      13.82800086      16.77454203      13.06449698      12.28792732      14.42681774      11.91746167      11.90121345     
  0.05800000       3.07029063E+00   1223.85722924    -4.86269708      0.08253052       5.36861315       14.66650468      14.60121970      14.71564524      16.20246306      12.12890002      14.28771238      17.21492835      13.39147849      12.60729383      14.89886107      12.12190317      12.10409745     
  0.05800000       3.88815518E+00   1143.54656580    -4.99328886      0.08133400       5.38129803       15.07755345      15.02563371      15.01613720      16.72545934      12.27631109      14.68206363      17.63041981      13.65321879      12.85718562      15.30815643      12.30369699      12.29540046     
  0.05800000       4.92388263E+00   1071.60970847    -5.11767909      0.08026305       5.39281095       15.46889227      15.43712892      15.31840396      17.21316318      12.42383006      15.04298475      18.03307482      13.89336008      13.08708972      15.68306504      12.47783253      12.48183542     
  0.05800000       6.23550734E+00   1005.99654794    -5.23802276      0.07928965       5.40340923       15.86475173      15.87081056      15.63485115      17.68884761      12.58279405      15.39863167      18.44064384      14.12510723      13.31122223      16.05120664      12.65525861      12.67142969     
  0.05800000       7.89652287E+00   950.16878857     -5.34706119      0.07839455       5.41327047       16.21092695      16.25314239      15.92912136      18.09690707      12.72781620      15.71050226      18.80070906      14.32083144      13.50087921      16.37244267      12.81252231      12.83676099     
  0.05800000       1.00000000E+01   899.74986113     -5.45139786      0.07753107       5.42289064       16.54576423      16.63228349      16.21692690      18.48784463      12.86897817      16.01498023      19.14594401      14.51149971      13.68671073      16.68474939      12.96507774      12.99523584     
