# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03600000       1.00000000E-03   2843.73971962    -1.86521130      0.48199134       3.62864096       6.01114763       6.00078556       6.33883710       6.12650077       5.93140312       6.49190575       6.57975928       6.24515514       5.96541471       5.96758800       6.06975904      
  0.03600000       1.26638017E-03   2841.14569553    -1.91432393      0.45632167       3.67617541       6.13395277       6.12327150       6.46102345       6.24759859       6.05218511       6.61531227       6.70284234       6.36668004       6.08685213       6.08921500       6.19057944      
  0.03600000       1.60371874E-03   2839.63986606    -1.94269722      0.44213196       3.70361323       6.20494712       6.19407145       6.53159107       6.31750312       6.12189251       6.68663232       6.77395353       6.43685552       6.15697669       6.15945928       6.26031164      
  0.03600000       2.03091762E-03   2838.86986639    -1.95634956      0.43546644       3.71680788       6.23914908       6.22817704       6.56557726       6.35115557       6.15544331       6.72099684       6.80821575       6.47064663       6.19073896       6.19328157       6.29387727      
  0.03600000       2.57191381E-03   2838.37693012    -1.96611774      0.43075718       3.72625230       6.26359526       6.25255357       6.58985066       6.37519564       6.17941371       6.74553865       6.83267844       6.49478523       6.21486295       6.21745020       6.31785529      
  0.03600000       3.25702066E-03   2837.61909226    -1.97904616      0.42460819       3.73874036       6.29601755       6.28488175       6.62205398       6.40707051       6.21118666       6.77811489       6.86515482       6.52679910       6.24684684       6.24949370       6.34964428      
  0.03600000       4.12462638E-03   2836.45032861    -1.99997211      0.41485565       3.75892309       6.34840499       6.33711429       6.67405323       6.45853806       6.26248983       6.83072313       6.91759253       6.57849547       6.29850093       6.30124830       6.40097074      
  0.03600000       5.22334507E-03   2833.91637125    -2.04054730      0.39661633       3.79797594       6.45010803       6.43850431       6.77496785       6.55834831       6.36194588       6.93289670       7.01943366       6.67879036       6.39868677       6.40163938       6.50048870      
  0.03600000       6.61474064E-03   2826.01721126    -2.14818501      0.35235509       3.90075570       6.71959961       6.70708247       7.04203304       6.82206290       6.62451028       7.20379210       7.28936156       6.94405311       6.66352332       6.66708522       6.76330997      
  0.03600000       8.37677640E-03   2807.82518524    -2.30581692      0.29769173       4.04718402       7.11205229       7.09789177       7.43057959       7.20381765       7.00356482       7.60004194       7.68397103       7.32918564       7.04720069       7.05173898       7.14330168      
  0.03600000       1.06081836E-02   2775.36132097    -2.44239514      0.26036759       4.16354595       7.44384605       7.42762443       7.75946036       7.52289742       7.31829104       7.93964802       8.02229009       7.65327642       7.36819083       7.37360979       7.46001891      
  0.03600000       1.34339933E-02   2750.05223619    -2.55545833      0.23281427       4.26069987       7.72296327       7.70467765       8.03365405       7.78834310       7.58001218       8.22358844       8.30496239       7.92336916       7.63619183       7.64255912       7.72332975      
  0.03600000       1.70125428E-02   2710.27896411    -2.66731315      0.21073955       4.34722725       7.99387252       7.97295228       8.29888906       8.04050706       7.82672624       8.50323930       8.58347383       8.18233864       7.89201075       7.89930348       7.97250500      
  0.03600000       2.15443469E-02   2670.41500634    -2.77087435      0.19267779       4.42505480       8.24737971       8.22382389       8.54436666       8.27169823       8.05257879       8.76425112       8.84415859       8.42074196       8.12837136       8.13661373       8.20060868      
  0.03600000       2.72833338E-02   2622.29162316    -2.87410387      0.17742372       4.49669373       8.49942394       8.47307250       8.78622269       8.49572520       8.27048714       9.02557531       9.10568388       8.65355248       8.35972571       8.36871502       8.42097752      
  0.03600000       3.45510729E-02   2562.55125102    -2.98018826      0.16443314       4.56274013       8.76845035       8.73558421       9.03302482       8.71796624       8.48601002       9.29929738       9.38170903       8.88726870       8.59477333       8.60494276       8.63856713      
