# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02800000       1.00000000E-03   2767.26730698    -2.02914462      0.42146025       3.63606204       6.36549146       6.35441392       6.70662639       6.48147967       6.28016957       6.87081685       6.96247279       6.60504886       6.31748270       6.31885401       6.42253300      
  0.02800000       1.26638017E-03   2761.04991659    -2.09524140      0.39233910       3.69825087       6.52995308       6.51832222       6.87015116       6.64255306       6.44022926       7.03733302       7.12800657       6.76738109       6.47913285       6.48077162       6.58293677      
  0.02800000       1.60371874E-03   2755.39746945    -2.14904003      0.37028267       3.74850604       6.66378923       6.65166556       7.00311019       6.77328421       6.57002814       7.17300119       7.26281538       6.89926687       6.61040257       6.61227257       6.71306633      
  0.02800000       2.03091762E-03   2751.75163620    -2.18182205      0.35751562       3.77898267       6.74533190       6.73288645       7.08404875       6.85276773       6.64889853       7.25571089       7.34496757       6.97951164       6.69025023       6.69226875       6.79215865      
  0.02800000       2.57191381E-03   2749.87951910    -2.19762950      0.35154269       3.79361667       6.78464732       6.77204019       7.12306344       6.89104277       6.68685986       7.29562389       7.38460380       7.01817478       6.72870920       6.73080052       6.83023604      
  0.02800000       3.25702066E-03   2748.72096593    -2.20733511      0.34793221       3.80258365       6.80876539       6.79605717       7.14698874       6.91450732       6.71012883       7.32010913       7.40891666       7.04188185       6.75229021       6.75442708       6.85357752      
  0.02800000       4.12462638E-03   2747.30451891    -2.21885660      0.34370042       3.81321274       6.83741078       6.82458030       7.17540231       6.94236069       6.73774374       7.34920269       7.43780320       7.07003042       6.78028463       6.78247596       6.88128166      
  0.02800000       5.22334507E-03   2745.06947548    -2.23654128      0.33732095       3.82948623       6.88136531       6.86834275       7.21899023       6.98506629       6.78007287       7.39386071       7.48213883       7.11320204       6.82321336       6.82548949       6.92375284      
  0.02800000       6.61474064E-03   2740.87990444    -2.26831374      0.32620273       3.85859762       6.96028611       6.94690485       7.29721524       7.06164013       6.85593981       7.47408580       7.56177186       7.19065145       6.90020933       6.90264188       6.99988970      
  0.02800000       8.37677640E-03   2728.50447693    -2.34364041      0.30182569       3.92606014       7.14629660       7.13197650       7.48163080       7.24148741       7.03379525       7.66396684       7.75020328       7.37292237       7.08113551       7.08393345       7.17855564      
  0.02800000       1.06081836E-02   2692.06139104    -2.51166890      0.25551592       4.07073661       7.55885927       7.54195462       7.88952933       7.63644765       7.42311877       8.08704890       8.17013827       7.77479566       7.47932399       7.48302859       7.57028849      
  0.02800000       1.34339933E-02   2635.02697168    -2.67174548      0.22181364       4.19359783       7.94942533       7.92871244       8.27036492       7.99700343       7.77548474       8.49071708       8.57211281       8.14600167       7.84654735       7.85137292       7.92625497      
  0.02800000       1.70125428E-02   2579.72898824    -2.80660316      0.19814546       4.29160414       8.28213344       8.25737753       8.58961567       8.29490966       8.06594381       8.83408490       8.91473833       8.45474012       8.15365682       8.15924055       8.21965816      
  0.02800000       2.15443469E-02   2513.26236889    -2.93509727      0.18005411       4.37476633       8.60589814       8.57362271       8.88988076       8.56816667       8.33092616       9.16518993       9.24621036       8.74143303       8.44084743       8.44723941       8.48759439      
  0.02800000       2.72833338E-02   2440.58196491    -3.05853088      0.16564508       4.44721656       8.93268797       8.89047491       9.17746225       8.82240350       8.57803147       9.49055954       9.57705092       9.01100615       8.71837237       8.72465371       8.73601423      
  0.02800000       3.45510729E-02   2359.35677169    -3.18162370      0.15382186       4.51153717       9.27870235       9.22317736       9.46227057       9.06747558       8.81707475       9.82037479       9.92019330       9.27354183       8.99604033       9.00201479       8.97485300      
  0.02800000       4.37547938E-02   2263.65612071    -3.31161655      0.14387747       4.56958818       9.65028523       9.57799580       9.75268011       9.31346930       9.05856537       10.15992380      10.29064727      9.53980866       9.28482061       9.28694308       9.21436058      
