# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03100000       1.00000000E-03   2800.20079597    -1.96337179      0.44398402       3.63504426       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.26638017E-03   2795.58422659    -2.02381522      0.41550055       3.69263320       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.60371874E-03   2791.87815468    -2.06687785      0.39645169       3.73339709       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       2.03091762E-03   2789.74998068    -2.08973106      0.38674617       3.75492426       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       2.57191381E-03   2788.68415000    -2.10100368      0.38205087       3.76553415       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       3.25702066E-03   2787.69496583    -2.11119647      0.37786801       3.77509592       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       4.12462638E-03   2786.24756427    -2.12564127      0.37201723       3.78865025       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       5.22334507E-03   2783.74539424    -2.14984469      0.36244286       3.81129685       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       6.61474064E-03   2778.27261072    -2.19944543      0.34367521       3.85747993       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       8.37677640E-03   2760.30173316    -2.33219488      0.29882769       3.97893438       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.06081836E-02   2723.36518772    -2.49386162      0.25484443       4.11722858       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.34339933E-02   2679.77240811    -2.63102901      0.22475768       4.22634931       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.70125428E-02   2632.85431547    -2.75320827      0.20228746       4.31784081       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       2.15443469E-02   2578.74185019    -2.86980013      0.18437880       4.39835611       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       2.72833338E-02   2515.26811972    -2.98485288      0.16975441       4.47013593       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       3.45510729E-02   2443.96057498    -3.09943959      0.15758631       4.53474147       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       4.37547938E-02   2362.28469277    -3.21767430      0.14720460       4.59393553       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       5.54102033E-02   2268.07209454    -3.34220382      0.13835933       4.64776069       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       7.01703829E-02   2160.96312649    -3.47431560      0.13090881       4.69583924       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       8.88623816E-02   2051.17150379    -3.60750844      0.12464131       4.73845239       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.12533558E-01   1935.64019982    -3.74558681      0.11939612       4.77579593       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.42510267E-01   1826.74212613    -3.87923206      0.11493716       4.80885654       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03100000       1.80472177E-01   1702.96485263    -4.03066413      0.11109363       4.83839796       11.25226171      12.24448501      10.88203359      10.15897859     
  0.03100000       2.28546386E-01   1592.89002305    -4.17201573      0.10790679       4.86367942       11.54517920      12.62031962      11.17126331      10.44300973     
  0.03100000       2.89426612E-01   1491.07575916    -4.30928241      0.10514677       4.88618462       11.82113523      12.99680921      11.44713394      10.78962546     
  0.03100000       3.66524124E-01   1401.03900273    -4.43805082      0.10268477       4.90676474       12.07685424      13.36440396      11.70618763      11.15022438     
  0.03100000       4.64158883E-01   1296.34643778    -4.59125129      0.10054367       4.92506718       12.36193229      13.81645915      12.00291811      11.59748872     
  0.03100000       5.87801607E-01   1226.20897512    -4.70461076      0.09862708       4.94178429       12.57727107      14.15853139      12.22398804      11.89602359     
  0.03100000       7.44380301E-01   1126.09671835    -4.86781622      0.09691397       4.95700372       12.85935142      14.64840588      12.51223453      12.28827522     
  0.03100000       9.42668455E-01   1040.20374903    -5.01849934      0.09548558       4.96990060       13.09176837      15.09259214      12.75314822      12.62147564     
  0.03100000       1.19377664E+00   968.24111150     -5.15460326      0.09422242       4.98146753       13.29094432      15.51562993      12.95641214      12.92518437     
  0.03100000       1.51177507E+00   899.96606792     -5.29220575      0.09308123       4.99205179       13.48754404      15.96948166      13.15137627      13.24465225     
  0.03100000       1.91448198E+00   835.14821784     -5.43187991      0.09203560       5.00186423       13.64723441      16.42750921      13.31223298      13.55998216     
  0.03100000       2.42446202E+00   771.60179051     -5.57815050      0.09110871       5.01065616       13.78870448      16.93439242      13.46700525      13.88439709     
  0.03100000       3.07029063E+00   715.21841834     -5.71783327      0.09028963       5.01850021       13.92493958      17.44399953      13.60967164      14.21105023     
  0.03100000       3.88815518E+00   668.49828199     -5.84239027      0.08954043       5.02573755       14.03748301      17.90888005      13.74102991      14.51154038     
  0.03100000       4.92388263E+00   623.84593057     -5.96933002      0.08883938       5.03256492       14.14243738      18.40822813      13.89780273      14.82333012     
  0.03100000       6.23550734E+00   582.06097544     -6.09601835      0.08820207       5.03881837       14.24924186      18.92808427      14.05628397      15.14578160     
  0.03100000       7.89652287E+00   545.95734295     -6.21297994      0.08762419       5.04452788       14.38106572      19.42191575      14.23833009      15.45221749     
  0.03100000       1.00000000E+01   516.21637025     -6.31561584      0.08708526       5.04988661       14.51235094      19.84422173      14.41192383      15.71642997     
