# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F322W2    NIRCAM-F164N     NIRCAM-F090W     NIRCAM-F277W     NIRCAM-F162M     NIRCAM-F115W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F444W     NIRCAM-F250M     NIRCAM-F430M     NIRCAM-F323N     NIRCAM-F212N     NIRCAM-F466N     NIRCAM-F460M     NIRCAM-F200W     NIRCAM-F070W     NIRCAM-F182M     NIRCAM-F360M     NIRCAM-F405N     NIRCAM-F335M     NIRCAM-F140M     NIRCAM-F150W     NIRCAM-F187N     NIRCAM-F480M     NIRCAM-F210M     NIRCAM-F470N     NIRCAM-F356W     NIRCAM-F150W2   
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06000000       1.00000000E-03   2987.99591910    -1.49663688      0.66734706       3.56786244       5.49992087       5.77115935       7.67713797       5.67997940       5.87030670       6.73987209       5.11741248       5.64441093       5.15849242       5.71442212       5.15027753       5.50871881       5.72172659       5.16865444       5.20341027       5.82540259       9.40162808       5.89428824       5.24693172       5.09370904       5.41336311       6.38999287       6.18180185       5.93406109       5.19394435       5.74485296       5.19972331       5.30314001       6.21799124      
  0.06000000       1.26638017E-03   2987.99591910    -1.50606223      0.66014742       3.57728416       5.52352503       5.79540565       7.70013398       5.70355175       5.89446307       6.76365104       5.14109760       5.66791579       5.18216105       5.73804805       5.17393265       5.53223090       5.74556298       5.19230492       5.22706617       5.84931462       9.42359283       5.91827994       5.27058408       5.11740315       5.43692186       6.41376022       6.20572811       5.95792295       5.21756933       5.76870764       5.22334563       5.32676443       6.24190179      
  0.06000000       1.60371874E-03   2987.99591910    -1.51657686      0.65218275       3.58782717       5.54994014       5.82252310       7.72587630       5.72993469       5.92148153       6.79026065       5.16759950       5.69422451       5.20864786       5.76448913       5.20040385       5.55854395       5.77222870       5.21877655       5.25354239       5.87606580       9.44819762       5.94511964       5.29704887       5.14391468       5.46328493       6.44035272       6.23249397       5.98462030       5.24401107       5.79539460       5.24978467       5.35319927       6.26865245      
  0.06000000       2.03091762E-03   2988.13352457    -1.53210840      0.64058152       3.60341706       5.58887575       5.86238239       7.76370599       5.76881512       5.96119913       6.82943318       5.20667942       5.73300811       5.24771668       5.80344440       5.23944464       5.59733942       5.81147036       5.25783831       5.29260968       5.91542114       9.48425738       5.98459231       5.33606314       5.18300855       5.50215125       6.47945874       6.27184446       6.02388965       5.28302681       5.83466595       5.28879759       5.39217212       6.30800701      
  0.06000000       2.57191381E-03   2988.40875451    -1.55893257      0.62098155       3.63040816       5.65625839       5.93125954       7.82917927       5.83611566       6.02983968       6.89720663       5.27429889       5.80015009       5.31533559       5.87086354       5.30701128       5.66448668       5.87932400       5.32547230       5.36024700       5.98347204       9.54671643       6.05283973       5.40356412       5.25065017       5.56941045       6.54708777       6.33987340       6.09180049       5.35057491       5.90257414       5.35634209       5.45960804       6.37606101      
  0.06000000       3.25702066E-03   2989.02811458    -1.61822813      0.57975392       3.69007826       5.80523458       6.08316446       7.97409187       5.98498533       6.18125880       7.04700885       5.42371460       5.94869736       5.46483014       6.01995513       5.45637588       5.81296621       6.02913390       5.47511243       5.50987267       6.13373578       9.68532149       6.20352175       5.55270846       5.40010548       5.71808846       6.69648228       6.49005136       6.24180639       5.50000132       6.05252214       5.50576448       5.60863755       6.52634999      
  0.06000000       4.12462638E-03   2989.23459645    -1.75415318      0.49570749       3.82611765       6.14609957       6.42937350       8.30759049       6.32613743       6.52655387       7.38991550       5.76490613       6.28917118       5.80662336       6.36145807       5.79779762       6.15277183       6.37121335       5.81775267       5.85245395       6.47707203       10.00751919      6.54782794       5.89333385       5.74133232       6.05806633       7.03834375       6.83316840       6.58494403       5.84208312       6.39504046       5.84784534       5.94915632       6.86982084      
  0.06000000       5.22334507E-03   2991.25247973    -1.87983606      0.42835712       3.95295634       6.46241639       6.74735348       8.61613655       6.64295418       6.84392517       7.70710429       6.08133970       6.60562511       6.12421993       6.67827666       6.11483893       6.46839043       6.68694779       6.13675535       6.17154344       6.79389284       10.30602305      6.86528804       6.20908381       6.05775241       6.37358107       7.35376824       7.14913560       6.90175886       6.16059040       6.71124146       6.16634614       6.26497399       7.18672137      
  0.06000000       6.61474064E-03   2986.82700625    -1.98976772      0.37854996       4.06032186       6.73602155       7.02284468       8.88932312       6.91821671       7.11914835       7.98284151       6.35324955       6.88035895       6.39767655       6.95349439       6.38772832       6.74132220       6.96055607       6.41184085       6.44695448       7.06919097       10.57941020      7.14152093       6.48086426       6.32955579       6.64595068       7.62919138       7.42429596       7.17801831       6.43535715       6.98552885       6.44108175       6.53703962       7.46209809      
  0.06000000       8.37677640E-03   2977.65118612    -2.09005518      0.33934922       4.15527276       6.98312188       7.27172655       9.14106481       7.16792303       7.36803129       8.23279072       6.59721420       7.12940669       6.64360302       7.20309350       6.63303422       6.98778773       7.20796836       6.65970690       6.69535037       7.31879392       10.83921698      7.39228715       6.72511143       6.57333784       6.89147132       7.87998634       7.67416756       7.42936893       6.68302577       7.23380550       6.68869456       6.78175680       7.71169238      
  0.06000000       1.06081836E-02   2967.94967347    -2.18265506      0.30703282       4.24219791       7.21083681       7.49976541       9.37429593       7.39861024       7.59626567       8.46286954       6.82130187       7.35949452       6.87002093       7.43352391       6.85873781       7.21502107       7.43543332       6.88841540       6.92471167       7.54854126       11.08326040      7.62314362       6.94956094       6.79720136       7.11755228       8.11116306       7.90397245       7.66118461       6.91157910       7.46220184       6.91716782       7.00678920       7.94127649      
  0.06000000       1.34339933E-02   2957.74488445    -2.26989398      0.27960610       4.32347491       7.42512031       7.71315699       9.59481626       7.61621843       7.81001897       8.67910020       7.03150785       7.57653244       7.08290651       7.65075277       7.07082674       7.42893681       7.64899285       7.10395291       7.14098871       7.76449960       11.31697924      7.84018580       7.16019219       7.00714421       7.33013085       8.32875130       8.11979693       7.87951209       7.12696255       7.67676479       7.13244556       7.21810246       8.15692210      
  0.06000000       1.70125428E-02   2946.66522071    -2.35361333      0.25583508       4.40064539       7.63022342       7.91637122       9.80714077       7.82507374       8.01375745       8.88585781       7.23199797       7.78480481       7.28645008       7.85912419       7.27349606       7.63374941       7.85300112       7.31055991       7.34840227       7.97109654       11.54520322      8.04789181       7.36118727       7.20732728       7.53340851       8.53723892       8.32612167       8.08883204       7.33337886       7.88187243       7.33872789       7.41988205       8.36305355      
  0.06000000       2.15443469E-02   2929.60402934    -2.43817068      0.23481606       4.47511277       7.83467788       8.11911951       10.02446853      8.03472391       8.21733378       9.09286211       7.42989838       7.99359823       7.48812408       8.06819910       7.47421166       7.83783145       8.05672985       7.51609121       7.55484531       8.17831553       11.78799750      8.25666888       7.56003543       7.40480316       7.73542764       8.74770393       8.53355829       8.29991824       7.53861363       8.08704253       7.54376421       7.61976266       8.56962916      
  0.06000000       2.72833338E-02   2912.72039538    -2.51945864      0.21631882       4.54637755       8.03137330       8.31294549       10.23397377      8.23693217       8.41213711       9.29148924       7.61975788       8.19491202       7.68214911       8.26974779       7.66721383       8.03421242       8.25220544       7.71452586       7.75415882       8.37742914       12.02428617      8.45733836       7.75082116       7.59419753       7.92961217       8.95011721       8.73260345       8.50316938       7.73655461       8.28404457       7.74149102       7.81164872       8.76788274      
  0.06000000       3.45510729E-02   2892.09911947    -2.60086139      0.19978415       4.61544487       8.22672663       8.50482461       10.44572343      8.43904040       8.60526551       9.48910778       7.80681010       8.39587910       7.87414989       8.47107967       7.85808363       8.22917451       8.44621077       7.91195228       7.95248223       8.57582369       12.27002912      8.65760603       7.93902641       7.78067666       8.12193540       9.15272298       8.93102879       8.70664238       7.93322161       8.47988824       7.93789378       8.00116371       8.96519249      
  0.06000000       4.37547938E-02   2858.35488295    -2.68814534      0.18497359       4.68234621       8.43111655       8.70475598       10.67946830      8.65423328       8.80733497       9.69727637       7.99803120       8.60917004       8.07266666       8.68508103       8.05519020       8.43292281       8.64918809       8.11874738       8.16029031       8.78572648       12.56119867      8.87055494       8.13222281       7.97095931       8.32158906       9.37052655       9.14196368       8.92478749       8.13854667       8.68573206       8.14248225       8.19634703       9.17346507      
  0.06000000       5.54102033E-02   2826.53948432    -2.77203498      0.17175289       4.74675959       8.62871861       8.89536668       10.90536641      8.86354401       9.00022945       9.89749109       8.18209027       8.81638551       8.26490918       8.89299071       8.24586297       8.62977782       8.84395938       8.32041492       8.36313981       8.98783171       12.84679334      9.07571244       8.31795957       8.15396646       8.51410924       9.58043930       9.34428287       9.13565072       8.33873483       8.88361641       8.34218224       8.38419924       9.37358490      
  0.06000000       7.01703829E-02   2788.22099626    -2.85822799      0.15983005       4.80925080       8.82994169       9.08807616       11.14230529      9.07986024       9.19565926       10.10213937      8.36661074       9.02981331       8.45956315       9.10749611       8.43867869       8.82967002       9.04144031       8.52676002       8.57109986       9.19461686       13.15927501      9.28638330       8.50432597       8.33711674       8.70872017       9.79727575       9.55143819       9.35347000       8.54373603       9.08504541       8.54673681       8.57313522       9.57801207      
  0.06000000       8.88623816E-02   2740.68238210    -2.94830196      0.14912814       4.86944713       9.03839121       9.28478835       11.39600536      9.30871178       9.39596388       10.31349225      8.55344260       9.25449705       8.65983644       9.33374534       8.63659842       9.03588416       9.24437111       8.74141553       8.78900087       9.40995531       13.51010188      9.50697258       8.69328454       8.52203971       8.90823460       10.02648587      9.76746589       9.58367348       8.75834450       9.29320061       8.76143923       8.76532305       9.78998868      
  0.06000000       1.12533558E-01   2686.53441836    -3.04071425      0.13953416       4.92720531       9.25184758       9.48249867       11.66344419      9.54969055       9.59770528       10.53255421      8.74075814       9.48904556       8.86467343       9.57153018       8.83839884       9.24516591       9.44954194       8.96687104       9.01857737       9.63156644       13.89915884      9.73548746       8.88210081       8.70668050       9.10961205       10.26485481      9.98829645       9.82451813       8.98343007       9.50527278       8.98709074       8.95801053       10.00773234     
  0.06000000       1.42510267E-01   2622.21010717    -3.13802524      0.13093904       4.98242733       9.47491434       9.68559585       11.95409314      9.80897758       9.80589716       10.76454008      8.93173776       9.73961577       9.07828746       9.82612540       9.04833776       9.46246583       9.66127163       9.21054822       9.26566967       9.86484598       14.34130062      9.97802251       9.07422825       8.89390170       9.31728057       10.52170327      10.22118389      10.08314277      9.22391549       9.72597822       9.22737136       9.15487541       10.23685189     
  0.06000000       1.80472177E-01   2545.92312535    -3.24191226      0.12324483       5.03502812       9.71147037       9.89716246       12.27216591      10.09471082      10.02356350      11.01423214      9.12882706       10.01172609      9.30567544       10.10703107      9.27113855       9.69018901       9.88262874       9.47748740       9.53997998       10.11447301      14.84232084      10.24018290      9.27151019       9.08552297       9.53361124       10.80331431      10.47016154      10.36628253      9.48903529       9.95891847       9.49042690       9.35786111       10.48173060     
  0.06000000       2.28546386E-01   2461.09120224    -3.34983685      0.11647970       5.08406498       9.95539958       10.11080040      12.60581725      10.40303136      10.24376703      11.27739193      9.32776748       10.29886793      9.54341208       10.41200009      9.50344087       9.92097938       10.10804944      9.76950158       9.84388473       10.37540792      15.38308852      10.51734880      9.46856886       9.27701749       9.75237834       11.10229957      10.72678665      10.66976716      9.77893422       10.19849295      9.77912514       9.56123819       10.73688448     
  0.06000000       2.89426612E-01   2362.05704176    -3.46650839      0.11055727       5.12939085       10.20942145      10.33739655      12.98064749      10.73452850      10.47713969      11.56856989      9.53340906       10.60054601      9.79188165       10.74523745      9.74823487       10.16002895      10.35008968      10.08386800      10.17335509      10.65944589      15.98950345      10.82130769      9.67140127       9.47370119       9.98099056       11.43239135      11.00164998      11.00468646      10.09158073      10.45662605      10.09364082      9.77112717       11.01454956     
  0.06000000       3.66524124E-01   2249.99445284    -3.59166206      0.10549285       5.17011942       10.46925711      10.57693945      13.40584585      11.07163443      10.72468722      11.88782025      9.74454555       10.90282912      10.04060776      11.09358489      9.99932085       10.41142693      10.61140469      10.39589465      10.49870725      10.96615061      16.65945946      11.15056319      9.88337112       9.67569637       10.22779748      11.79660804      11.29563667      11.36692456      10.40253571      10.73459270      10.40589968      9.99125157       11.31512916     
  0.06000000       4.64158883E-01   2139.81917625    -3.71535802      0.10115701       5.20657349       10.73042402      10.81817551      13.82671438      11.38591720      10.97269497      12.20723254      9.95002938       11.18954842      10.26986575      11.42637925      10.23792120      10.69140159      10.87914222      10.66820315      10.77863836      11.27483135      17.28554715      11.47922249      10.10851170      9.87358701       10.51562621      12.16080661      11.58559882      11.72412181      10.67211705      11.01694497      10.68113189      10.22791069      11.61633776     
  0.06000000       5.87801607E-01   2023.19068736    -3.84555727      0.09740304       5.23942069       11.02737446      11.07647290      14.25736719      11.70435014      11.23637211      12.54118428      10.16131690      11.49260609      10.49423153      11.76878759      10.47650326      11.06832713      11.16927148      10.91675837      11.02991992      11.60431173      17.93014015      11.82614243      10.38569120      10.07801725      10.91158351      12.54461686      11.88742674      12.09643014      10.91809631      11.32096671      10.93332205      10.51745808      11.93539176     
