# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F322W2    NIRCAM-F164N     NIRCAM-F090W     NIRCAM-F277W     NIRCAM-F162M     NIRCAM-F115W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F444W     NIRCAM-F250M     NIRCAM-F430M     NIRCAM-F323N     NIRCAM-F212N     NIRCAM-F466N     NIRCAM-F460M     NIRCAM-F200W     NIRCAM-F070W     NIRCAM-F182M     NIRCAM-F360M     NIRCAM-F405N     NIRCAM-F335M     NIRCAM-F140M     NIRCAM-F150W     NIRCAM-F187N     NIRCAM-F480M     NIRCAM-F210M     NIRCAM-F470N     NIRCAM-F356W     NIRCAM-F150W2   
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03600000       1.00000000E-03   2843.73971962    -1.86521130      0.48199134       3.62864096       6.34072023       6.69789298       8.65487889       6.53847112       6.79526101       7.63494497       5.93193320       6.49254645       5.97037687       6.57939043       5.96494980       6.33988540       6.60610978       5.97672673       6.01166744       6.72737284       10.51494221      6.81034903       6.07048113       5.90746208       6.24173202       7.32062628       7.11246114       6.84901177       6.00170707       6.63407691       6.00838523       6.12726300       7.12502619      
  0.03600000       1.26638017E-03   2841.14569553    -1.91432393      0.45632167       3.67617541       6.46291735       6.81981762       8.77740277       6.66192520       6.91725935       7.75781701       6.05273357       6.61595779       6.09207115       6.70246919       6.08638737       6.46192394       6.72761377       6.09946255       6.13448340       6.84982907       10.64059462      6.93326728       6.19130333       6.02817030       6.36323567       7.44388459       7.23505999       6.97230198       6.12419411       6.75599770       6.13086612       6.24836866       7.24756606      
  0.03600000       1.60371874E-03   2839.63986606    -1.94269722      0.44213196       3.70361323       6.53349145       6.89006527       8.84818607       6.73326757       6.98756615       7.82871344       6.12245286       6.68728070       6.16235850       6.77357770       6.15651196       6.53241814       6.79771224       6.17040621       6.20548459       6.92049224       10.71338766      7.00419263       6.26103669       6.09783098       6.43339812       7.51501379       7.30576583       7.04348028       6.19499403       6.82634685       6.20166403       6.31827794       7.31825567      
  0.03600000       2.03091762E-03   2838.86986639    -1.95634956      0.43546644       3.71680788       6.56748089       6.92387486       8.88233000       6.76764410       7.02140849       7.86285854       6.15600975       6.72164665       6.19620264       6.80783858       6.19027421       6.56637016       6.83146277       6.20458025       6.23969005       6.95452420       10.74860318      7.03835373       6.29460293       6.13135789       6.46718270       7.54928402       7.33981837       7.07777363       6.22909937       6.86022256       6.23576943       6.35193274       7.35229788      
  0.03600000       2.57191381E-03   2838.37693012    -1.96611774      0.43075718       3.72625230       6.59175655       6.94797900       8.90665384       6.79219095       7.04553735       7.88721671       6.17998458       6.74618945       6.22038725       6.83230031       6.21439819       6.59062325       6.85554861       6.22900559       6.26413874       6.97880453       10.77364131      7.06272023       6.31858138       6.15531137       6.49131667       7.57371743       7.36409603       7.10223695       6.25347568       6.88439613       6.26014514       6.37597450       7.37657970      
  0.03600000       3.25702066E-03   2837.61909226    -1.97904616      0.42460819       3.73874036       6.62396305       6.97998302       8.93904255       6.82477890       7.07757679       7.91956430       6.21176366       6.77876708       6.25245259       6.86477536       6.24638205       6.62279650       6.88751482       6.26139777       6.29656455       7.01104467       10.80713107      7.09508391       6.35037098       6.18706041       6.52332413       7.60619239       7.39635146       7.13473640       6.28580340       6.91648474       6.29247363       6.40785167       7.40882584      
  0.03600000       4.12462638E-03   2836.45032861    -1.99997211      0.41485565       3.75892309       6.67596742       7.03158358       8.99128508       6.87740186       7.12923912       7.97175570       6.26307707       6.83137754       6.30424372       6.91721090       6.29803607       6.67475424       6.93909736       6.31373265       6.34895783       7.06306586       10.86114241      7.14729748       6.40169845       6.23832432       6.57501003       7.65857677       7.44837210       7.18717910       6.33803496       6.96826525       6.34470601       6.45932297       7.46084685      
  0.03600000       5.22334507E-03   2833.91637125    -2.04054730      0.39661633       3.79797594       6.77689266       7.13165204       9.09298951       6.97961345       7.22944755       8.07307253       6.36255465       6.93355571       6.40471072       7.01904755       6.39822167       6.77559283       7.03917464       6.41531656       6.45067324       7.16404529       10.96682976      7.24866907       6.50121862       6.33769740       6.67528333       7.76034530       7.54936621       7.28904435       6.43942205       7.06874962       6.44609830       6.55914081       7.56181911      
  0.03600000       6.61474064E-03   2826.01721126    -2.14818501      0.35235509       3.90075570       7.04398990       7.39562696       9.36359349       7.25063207       7.49394473       8.34108761       6.62518760       7.20446471       6.67039244       7.28896194       6.66305679       7.04252794       7.30368870       6.68440125       6.72020345       7.43121953       11.25107961      7.51695156       6.76404723       6.59999799       6.94048103       8.02999348       7.81652084       7.55898264       6.70798769       7.33447317       6.71468171       6.82287747       7.82885244      
  0.03600000       8.37677640E-03   2807.82518524    -2.30581692      0.29769173       4.04718402       7.43260171       7.77799757       9.76475723       7.64727688       7.87768402       8.73103963       7.00438556       7.60074227       7.05550889       7.68354529       7.04672838       7.43103047       7.68811273       7.07605780       7.11272536       7.82087688       11.68609646      7.90876199       7.14405648       6.97847501       7.32548641       8.42526557       8.20647076       7.95457270       7.09877750       7.72124572       7.10536544       7.20467128       8.21774599      
  0.03600000       1.06081836E-02   2775.36132097    -2.44239514      0.26036759       4.16354595       7.76157847       8.10226371       10.12376656      7.98798527       8.20414728       9.06381112       7.31931050       7.94039124       7.37797614       8.02183008       7.36770670       7.75979172       8.01419326       7.40693756       7.44460694       8.15461729       12.10448619      8.24593237       7.46080172       7.29232275       7.64940556       8.76961660       8.54288042       8.29730542       7.42851653       8.05062722       7.43482815       7.52379739       8.55047212      
  0.03600000       1.34339933E-02   2750.05223619    -2.55545833      0.23281427       4.26069987       8.03585716       8.36860961       10.42124742      8.27296522       8.47270270       9.33893050       7.58123167       8.22437135       7.64753530       8.30446971       7.63569573       8.03411614       8.28444334       7.68498651       7.72381092       8.43156748       12.45354921      8.52563380       7.72413857       7.55319871       7.91934677       9.05513664       8.82077998       8.58250790       7.70558585       8.32383625       7.71152550       7.78928307       8.82573494      
  0.03600000       1.70125428E-02   2710.27896411    -2.66731315      0.21073955       4.34722725       8.30122083       8.62501045       10.72694480      8.55468136       8.73241325       9.60692845       7.82823883       8.50408564       7.90513614       8.58293206       7.89149308       8.29909776       8.54533817       7.95393776       7.99483938       8.70270406       12.84040116      8.80121975       7.97335266       7.79857580       8.17809970       9.34080812       9.09478894       8.86629046       7.97388493       8.58914395       7.97952242       8.04150134       9.09463141      
  0.03600000       2.15443469E-02   2670.41500634    -2.77087435      0.19267779       4.42505480       8.54683373       8.85931102       11.01389099      8.81861800       8.97031893       9.85443747       8.05442391       8.76517288       8.14343445       8.84355660       8.12782707       8.54373484       8.78518685       8.20414084       8.24848617       8.95373743       13.21208724      9.05707015       8.20149752       8.02288715       8.41627751       9.60745349       9.34828510       9.13122777       8.22478674       8.83378960       8.23004266       8.27274874       9.34302368      
  0.03600000       2.72833338E-02   2622.29162316    -2.87410387      0.17742372       4.49669373       8.78886318       9.08785139       11.30807780      9.08417532       9.20331596       10.09944450      8.27275582       9.02659800       8.37677347       9.10500521       8.35914339       8.78397586       9.02003085       8.45027811       8.50070326       9.20278216       13.61009353      9.31237510       8.42191657       8.23871483       8.64881585       9.87725501       9.60096263       9.39798906       8.47414703       9.07464864       8.47908984       8.49684262       9.58904357      
