# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05300000       1.00000000E-03   2953.58857893    -1.58641723      0.61591161       3.58365415       6.41058052       5.29247062       5.71222953       5.96338164       6.43992198       5.93801899       5.35575617       5.70738082       5.50642380       5.31689041       6.16010067       5.35050573       5.88807713       7.90769858       9.66166995       5.36607578       5.85094462       5.92575858       5.39670600       6.61646254       6.95889128       5.99873394       5.62018448       6.04710312       5.39979094       5.39034582       6.11901500       6.09702727       5.44909333      
  0.05300000       1.26638017E-03   2953.45256428    -1.60456440      0.60322662       3.60172960       6.45647593       5.33795326       5.75750635       6.00912924       6.48581540       5.98371246       5.40126682       5.75279868       5.55181358       5.36236543       6.20592355       5.39597108       5.93352298       7.95219667       9.70471326       5.41163517       5.89628271       5.97125832       5.44221488       6.66216592       7.00466317       6.04508196       5.66549614       6.09296364       5.44536247       5.43584772       6.16502076       6.14323994       5.49450745      
  0.05300000       1.60371874E-03   2953.38455931    -1.61493502      0.59609666       3.61205701       6.48266956       5.36392758       5.78337075       6.03524430       6.51201324       6.00979563       5.42726352       5.77874158       5.57773653       5.38833589       6.23208409       5.42194083       5.95948587       7.97761363       9.72931688       5.43766808       5.92218709       5.99724883       5.46821787       6.68825657       7.03080061       6.07152417       5.69137726       6.11914256       5.47140111       5.46184647       6.19128068       6.16960748       5.52044229      
  0.05300000       2.03091762E-03   2953.29813575    -1.62680216      0.58805167       3.62385948       6.51260479       5.39361303       5.81293923       6.06509039       6.54195517       6.03960397       5.45697975       5.80839898       5.60736603       5.41801745       6.26198707       5.45162567       5.98917143       8.00668553       9.75749021       5.46743218       5.95180714       6.02696408       5.49794692       6.71807979       7.06067971       6.10173436       5.72096186       6.14906243       5.50117086       5.49157046       6.22129292       6.19973450       5.55008360      
  0.05300000       2.57191381E-03   2953.11255507    -1.64510587      0.57585559       3.64206325       6.55883085       5.43942863       5.85859634       6.11117111       6.58818996       6.08562279       5.50285301       5.85419351       5.65310353       5.46382826       6.30817127       5.49744985       6.03502417       8.05164139       9.80115576       5.51339110       5.99755896       6.07286035       5.54385033       6.76414484       7.10682733       6.14836458       5.76663722       6.19526135       5.54713731       5.53746562       6.26763696       6.24624060       5.59583562      
  0.05300000       3.25702066E-03   2952.76181342    -1.67891874      0.55400648       3.67566059       6.64408433       5.52396681       5.94289372       6.19616846       6.67347776       6.17049746       5.58753609       5.93873418       5.73751109       5.54836067       6.39338479       5.58203303       6.11970159       8.13469692       9.88199846       5.59827238       6.08206261       6.15760279       5.62863173       6.84914395       7.19200100       6.23430147       5.85094821       6.28047852       5.63203861       5.62222901       6.35311684       6.33196289       5.68025782      
  0.05300000       4.12462638E-03   2951.75290957    -1.76343172      0.50298360       3.75958252       6.85681879       5.73508490       6.15373253       6.40830813       6.88638403       6.38227401       5.79925699       6.15012197       5.94839015       5.75948293       6.60623785       5.79343392       6.33161816       8.34280808       10.08569882      5.81070742       6.29361148       6.36958996       5.84086614       7.06150455       7.40487255       6.44836543       6.06169805       6.49318796       5.84460501       5.83439760       6.56646352       6.54557334       5.89109969      
  0.05300000       5.22334507E-03   2951.11469960    -1.91214411      0.42401370       3.90793332       7.23014794       6.10707038       6.52563670       6.78123521       7.26050192       6.75453123       6.17272497       6.52288897       6.32004150       6.13150610       6.98050358       6.16620329       6.70552749       8.70893830       10.44463927      6.18599229       6.66712706       6.74333334       6.21591479       7.43451803       7.77950511       6.82351110       6.43327135       6.86704125       6.22011600       6.20911691       6.94126310       6.92007777       6.26256589      
  0.05300000       6.61474064E-03   2947.87135325    -2.03613100      0.36841788       4.03001172       7.54004199       6.41471812       6.83471470       7.09069714       7.57097367       7.06321550       6.48239550       6.83257497       6.62796853       6.43926377       7.29209161       6.47520254       7.01707010       9.01612911       10.75165107      6.49789760       6.97833815       7.05458010       6.52745424       7.74493523       8.09063737       7.13351807       6.74164668       7.17751570       6.53233273       6.52059646       7.25262517       7.22987062       6.57010693      
  0.05300000       8.37677640E-03   2936.62668035    -2.14656597      0.32692293       4.13380054       7.81437546       6.68185638       7.10589415       7.36314468       7.84490008       7.33452402       6.75233221       7.10432671       6.89651300       6.70662971       7.56860291       6.74446242       7.29226383       9.29414898       11.04268842      6.77054283       7.25299119       7.32942342       6.79973276       8.02094557       8.36511282       7.40572800       7.01148511       7.45155242       6.80557752       6.79306838       7.52799307       7.50230271       6.83794080      
