# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05800000       1.00000000E-03   2978.24211056    -1.51618215      0.65678273       3.56699900       6.23260048       5.13452093       5.55196571       5.79192248       6.26593746       5.76720898       5.19856644       5.54534735       5.34679866       5.15884756       5.98469989       5.19268270       5.72344922       7.72413711       9.45840247       5.20999535       5.68840894       5.75976551       5.24082427       6.43927185       6.78775214       5.82042506       5.46003083       5.87355221       5.24386812       5.23440969       5.94309031       5.91917466       5.28937289      
  0.05800000       1.26638017E-03   2978.24211056    -1.53020403      0.64624572       3.58104752       6.26823187       5.16983530       5.58703363       5.82745323       6.30155608       5.80270972       5.23385963       5.58054148       5.38201402       5.19415196       6.02024788       5.22794920       5.75861975       7.75845527       9.49125447       5.24527715       5.72347812       5.79499709       5.27606521       6.47468983       6.82320295       5.85650333       5.49515634       5.90916564       5.27915756       5.26965257       5.97881890       5.95512676       5.32462506      
  0.05800000       1.60371874E-03   2978.31068791    -1.54049535      0.63862061       3.59135670       6.29426472       5.19569684       5.61271397       5.85343188       6.32759360       5.82866696       5.25971253       5.60630896       5.40779971       5.22000636       6.04623164       5.25378015       5.78436690       7.78352581       9.51521143       5.27113157       5.74915831       5.82078326       5.30188896       6.50057305       6.84913192       5.88285645       5.52087671       5.93519961       5.30501641       5.29547716       6.00493041       5.98139017       5.35043594      
  0.05800000       2.03091762E-03   2978.37926684    -1.55416013      0.62861499       3.60507315       6.32892145       5.23011621       5.64690329       5.88801330       6.36225668       5.86321800       5.29412582       5.64061441       5.44212208       5.25441690       6.08082755       5.28816423       5.81865295       7.81693528       9.54718583       5.30555435       5.78335583       5.85511976       5.33626927       6.53503699       6.88365710       5.91792881       5.55511574       5.96985664       5.33944291       5.32985823       6.03969163       6.01634545       5.38478979      
  0.05800000       2.57191381E-03   2978.51642943    -1.57664607      0.61248528       3.62765109       6.38589861       5.28674274       5.70316896       5.94487869       6.41925721       5.92003086       5.35075765       5.69706623       5.49859243       5.31103012       6.13772243       5.34474560       5.87508242       7.87191650       9.59984735       5.36222257       5.83964705       5.91162485       5.39286453       6.59171397       6.94045510       5.97556536       5.61145538       6.02684487       5.39611357       5.38645377       6.09684668       6.07379577       5.44130696      
  0.05800000       3.25702066E-03   2978.85936355    -1.62237823      0.58093997       3.67357997       6.50158209       5.40184142       5.81760131       6.06037356       6.53503141       6.03540899       5.46592329       5.81185907       5.61338774       5.42610621       6.25330091       5.45979940       5.98986615       7.98375744       9.70714396       5.47753481       5.95417447       6.02653720       5.50801855       6.70685022       7.05590463       6.09249784       5.72600923       6.14258522       5.51142141       5.50160557       6.21291088       6.19037322       5.55617939      
  0.05800000       4.12462638E-03   2978.51642943    -1.74339119      0.50551197       3.79438019       6.80688945       5.70517941       6.11985109       6.36504861       6.84060397       6.33966966       5.76978960       6.11502199       5.91615816       5.72942167       6.55862430       5.76333226       6.29342546       8.28088339       9.99500834       5.78218093       6.25709755       6.33034562       5.81220672       7.01112690       7.36101442       6.40042324       6.02836533       6.44800638       5.81604567       5.80577933       6.51922226       6.49751196       5.85903094      
  0.05800000       5.22334507E-03   2979.81978914    -1.88089348      0.43112650       3.93263515       7.15242460       6.05065440       6.46473712       6.71064370       7.18705821       6.68470562       6.11658421       6.46066465       6.26108332       6.07491317       6.90508641       6.10952578       6.63979861       8.61887692       10.32343856      6.13058601       6.60306862       6.67666829       6.16015915       7.35619071       7.70782046       6.74795662       6.37307045       6.79433322       6.16460246       6.15368931       6.86630722       6.84440994       6.20385424      
  0.05800000       6.61474064E-03   2976.46311278    -1.99667552      0.37816736       4.04647695       7.44227463       6.33790408       6.75296547       6.99988199       7.47731917       6.97325626       6.40549018       6.74956539       6.54849523       6.36224727       7.19616747       6.39787395       6.93025964       8.90594696       10.60935109      6.42129713       6.89308229       6.96702227       6.45051149       7.64626883       7.99853648       7.03829409       6.66077181       7.08452921       6.45558198       6.44403079       7.15738904       7.13445046       6.49098368      
  0.05800000       8.37677640E-03   2966.77759554    -2.10129783      0.33745274       4.14541713       7.70263941       6.59194095       7.01012248       7.25860244       7.73739073       7.23100975       6.66184815       7.00733673       6.80361475       6.61646201       7.45825588       6.65364023       7.19085457       9.16871951       10.88159021      6.67988058       7.15309091       7.22744564       6.70879380       7.90780776       8.25904798       7.29731096       6.91687846       7.34464518       6.71469858       6.70246168       7.41870886       7.39353711       6.74554982      
  0.05800000       1.06081836E-02   2956.39646353    -2.19686878      0.30441494       4.23491221       7.93977787       6.82268251       7.24451734       7.49421154       7.97423858       7.46560764       6.89518733       7.24225379       7.03564109       6.84740627       7.69751675       6.88634173       7.42886329       9.40956842       11.13439348      6.91573058       7.39053695       7.46521319       6.94437039       8.14644085       8.49638252       7.53250237       7.15008735       7.58167925       6.95115241       6.93815376       7.65691471       7.62895201       6.97694547      
  0.05800000       1.34339933E-02   2945.65448634    -2.28614626      0.27668424       4.31787441       8.16054240       7.03720598       7.46327392       7.71362852       8.19476678       7.68394105       7.11269230       7.46142042       7.25163975       7.06216415       7.92091650       7.10314340       7.65144033       9.63528349       11.37437675      7.13615111       7.61259378       7.68744367       7.16447328       8.36909796       8.71748182       7.75064288       7.36748527       7.80255794       7.17224679       7.15839110       7.87892832       7.84748862       7.19221565      
  0.05800000       1.70125428E-02   2933.18681148    -2.37193321      0.25279628       4.39630172       8.37190549       7.24147997       7.67268544       7.92350716       8.40576667       7.89258942       7.32044050       7.67119258       7.45772314       7.26672176       8.13545395       7.31012726       7.86521207       9.85340762       11.61076675      7.34733351       7.82580656       7.90077798       7.37524372       8.58286079       8.92906124       7.95850720       7.57528544       8.01407198       7.38417118       7.36932936       8.09166998       8.05594689       7.39743606      
  0.05800000       2.15443469E-02   2914.84076486    -2.45804457      0.23183124       4.47150034       8.58296414       7.44168513       7.88007650       8.13204047       8.61579435       8.09951812       7.52500645       7.87902742       7.66056523       7.46732001       8.35041386       7.51386991       8.07850925       10.07521335      11.86070319      7.55625573       8.03830335       8.11354462       7.58353216       8.79727826       9.13948583       8.16436970       7.78052672       8.22481103       7.59392348       7.57785392       8.30408407       8.26273684       7.59914390      
  0.05800000       2.72833338E-02   2899.49856162    -2.53889041      0.21346906       4.54317391       8.78089643       7.63104016       8.07624798       8.32829845       8.81314226       8.29421628       7.71893854       8.07551564       7.85231002       7.65706447       8.55275312       7.70692806       8.28022721       10.28298681      12.09408460      7.75494139       8.23930365       8.31466467       7.78139592       8.99863803       9.33729274       8.35709635       7.97459962       8.42309223       7.79336904       7.77595160       8.50381266       8.45645724       7.78977238      
  0.05800000       3.45510729E-02   2872.54806949    -2.62453245      0.19707365       4.61258778       8.98900146       7.82283380       8.27894864       8.53248785       9.01927183       8.49601478       7.91725603       8.27878550       8.04809738       7.84948691       8.76678347       7.90425724       8.49184677       10.50868586      12.36505817      7.96017875       8.44964387       8.52547206       7.98501594       9.21222378       9.54348136       8.55650890       8.17408920       8.63054246       7.99942763       7.98004623       8.71369798       8.65754427       7.98389271      
  0.05800000       4.37547938E-02   2838.89668933    -2.71170115      0.18250426       4.67929905       9.19982190       8.01279925       8.48302413       8.73820037       9.22737939       8.69857072       8.11578571       8.48364310       8.24316572       8.04031945       8.98547686       8.10164133       8.70784179       10.74306178      12.66014112      8.16795254       8.66389771       8.74034309       8.19078952       9.43051671       9.75143867       8.75560342       8.37398736       8.84049513       8.20817876       8.18629591       8.92678690       8.85891591       8.17680710      
  0.05800000       5.54102033E-02   2805.98092084    -2.79627634      0.16948049       4.74360539       9.40388738       8.19647727       8.68135850       8.93749336       9.42907598       8.89441461       8.30898175       8.68296892       8.43197865       8.22496610       9.19862000       8.29359413       8.91935995       10.97206129      12.95340906      8.37153133       8.87344865       8.95056981       8.39252176       9.64283008       9.95328792       8.94719685       8.56787779       9.04427983       8.41288631       8.38843186       9.13380926       9.05290366       8.36332312      
  0.05800000       7.01703829E-02   2763.40838614    -2.88497778      0.15777778       4.80575283       9.61709337       8.38216085       8.88589406       9.14381985       9.63884011       9.09610715       8.50747172       8.88941136       8.62422428       8.41202626       9.42384873       8.49051455       9.14266741       11.21852569      13.28547351      8.58387463       9.09372821       9.17201489       8.60308952       9.86741543       10.16302189      9.14371508       8.76672798       9.25676221       8.62696493       8.59948772       9.35078093       9.25252991       8.55264933      
  0.05800000       8.88623816E-02   2714.07193877    -2.97593895      0.14730250       4.86542462       9.83561548       8.56761787       9.09390416       9.35380517       9.85301915       9.30020795       8.70908115       9.10035541       8.81736528       8.59932195       9.65802885       8.69028108       9.37532962       11.47631237      13.64740116      8.80132456       9.32215415       9.40227111       8.82181053       10.10062237      10.37646561      9.34134993       8.96790628       9.47463263       8.84825203       8.81769592       9.57442615       9.45400303       8.74229482      
  0.05800000       1.12533558E-01   2656.16215013    -3.07049949      0.13793422       4.92249984       10.06166042      8.75380122       9.30699315       9.56995529       10.07607090      9.50832260       8.91736570       9.31867180       9.01229401       8.78822552       9.90675677       8.89618070       9.62399537       11.75392978      14.06083609      9.03576322       9.56408277       9.64774963       9.05434443       10.34708848      10.60217050      9.54166348       9.17269078       9.70158086       9.08577673       9.05014393       9.80921171       9.65869976       8.93289836      
  0.05800000       1.42510267E-01   2588.77199216    -3.16950467      0.12956707       4.97685371       10.29992644      8.94200706       9.52754767       9.79370428       10.30895098      9.72225309       9.13308560       9.54558733       9.21103569       8.98011654       10.17169627      9.10936953       9.88862074       12.05114891      14.51553141      9.28389860       9.82017304       9.90801321       9.29903605       10.61200441      10.83717198      9.74695616       9.38344720       9.93885570       9.33794707       9.29562307       10.05662901      9.86969678       9.12655666      
