# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03000000       1.00000000E-03   2789.48819863    -1.98483753      0.43646423       3.63564118       7.41312293       6.16187114       6.60678913       6.91556668       7.41538130       6.88311957       6.22668878       6.61181936       6.38875054       6.18759914       7.14526291       6.22363068       6.81668398       8.97887122       10.91115890      6.23626282       6.76903985       6.85905632       6.26791723       7.62544837       7.92582515       6.98927317       6.50923900       7.01444627       6.27059427       6.26011292       7.10273851       7.08698419       6.32917673      
  0.03000000       1.26638017E-03   2784.41325018    -2.04723288      0.40770016       3.69485610       7.56826380       6.31346186       6.76134732       7.06953370       7.57018310       7.03633396       6.38006340       6.76643911       6.54130559       6.33936450       7.30187843       6.37669017       6.97359799       9.13605724       11.07732920      6.39157328       6.92603152       7.01528247       6.42282929       7.78217143       8.08105996       7.14232741       6.66276400       7.16930651       6.42602623       6.41507152       7.25830927       7.24039662       6.48117390      
  0.03000000       1.60371874E-03   2780.07497335    -2.09386075      0.38759485       3.73878093       7.68408868       6.42629317       6.87673528       7.18441270       7.68568642       7.15058649       6.49441163       6.88186451       6.65498199       6.45234942       7.41900976       6.49078735       7.09097373       9.25400090       11.20335415      6.50755541       7.04347025       7.13207890       6.53850892       7.89935490       8.19684868       7.25628947       6.77728004       7.28492803       6.54211751       6.53077294       7.37450809       7.35469084       6.59438097      
  0.03000000       2.03091762E-03   2777.50878451    -2.11961104      0.37696743       3.76292818       7.74799192       6.48844226       6.94041571       7.24777866       7.74939191       7.21358443       6.55746629       6.94556001       6.71764096       6.51459159       7.48371367       6.55369686       7.15582795       9.31927412       11.27355673      6.57158077       7.10836181       7.19658953       6.60236602       7.96407193       8.26069769       7.31905497       6.84044369       7.34872875       6.60621139       6.59463815       7.43864155       7.41766339       6.65676230      
  0.03000000       2.57191381E-03   2776.26350712    -2.13192786      0.37199166       3.77446969       7.77854941       6.51815581       6.97088558       7.27808370       7.77985425       7.24370939       6.58762900       6.97603475       6.74760659       6.54435139       7.51467588       6.58378806       7.18687255       9.35052095       11.30724185      6.60222407       7.13942570       7.22746413       6.63292853       7.99503176       8.29122571       7.34904567       6.87065920       7.37924545       6.63688976       6.62520391       7.46931840       7.44775841       6.68659134      
  0.03000000       3.25702066E-03   2775.24553863    -2.14174262      0.36808420       3.78364166       7.80287196       6.54178909       6.99513681       7.30220131       7.80409744       7.26768060       6.61162840       7.00028933       6.77144636       6.56802257       7.53932963       6.60772980       7.21159182       9.37542013       11.33414727      6.62661449       7.16416030       7.25204527       6.65725450       8.01968314       8.31551933       7.37290257       6.89470329       7.40353517       6.66130923       6.64953205       7.49373794       7.47170138       6.71031996      
  0.03000000       4.12462638E-03   2773.83238656    -2.15510762      0.36283435       3.79611923       7.83599570       6.57395844       7.02816756       7.33504397       7.83710996       7.30032023       6.64430805       7.03332350       6.80390402       6.60024493       7.57291806       6.64032970       7.24527239       9.40936161       11.37089732      6.65983830       7.19786207       7.28553386       6.69039033       8.05326557       8.34859815       7.40537377       6.92744608       7.43661625       6.69457427       6.68267039       7.52699803       7.50429376       6.74262320      
  0.03000000       5.22334507E-03   2771.45998294    -2.17691066      0.35444783       3.81643132       7.89000877       6.62637481       7.08203825       7.38859321       7.89093350       7.35352915       6.69758590       7.08719695       6.85680827       6.65275123       7.62772268       6.69347443       7.30023395       9.46478965       11.43109722      6.71403252       7.25285877       7.34017283       6.74444057       8.10805394       8.40252382       7.45827655       6.98083250       7.49056446       6.74884007       6.73672372       7.58124379       7.55740414       6.79526805      
  0.03000000       6.61474064E-03   2766.49324082    -2.21938935      0.33874156       3.85579901       7.99519536       6.72822060       7.18692260       7.49282211       7.99570218       7.45705537       6.80122288       7.19207919       6.95967943       6.75478653       7.73456701       6.79684212       7.40738011       9.57309260       11.54954163      6.81956442       7.36007061       7.44665579       6.84969013       8.21486448       8.50746668       7.56111044       7.08471326       7.59561785       6.85452855       6.84197603       7.68690769       7.66068165       6.89760302      
  0.03000000       8.37677640E-03   2750.50467008    -2.33240022      0.30088480       3.95873502       8.27455490       6.99669287       7.46490397       7.76906625       8.27351652       7.73113756       7.07526314       7.47002463       7.23140041       7.02386579       8.01902183       7.07009184       7.69239420       9.86340954       11.87305098      7.09939061       7.64516244       7.72972548       7.12874534       8.49938438       8.78556514       7.83285447       7.35961089       7.87442307       7.13493354       7.12105738       7.96760250       7.93387188       7.16769149      
