# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00800000       1.00000000E-03   2208.65372915    -2.89993239      0.24277277       3.57110446       9.75465967       7.91015278       8.62701336       9.00865570       9.61348273       8.91134719       8.12029527       8.63883663       8.23876463       7.96657455       9.52185141       8.14095259       9.08249965       11.80160572      14.80308696      8.24894118       9.00379689       9.08233667       8.27702603       10.17968218      10.12921481      9.04441008       8.45094701       9.19777844       8.30986047       8.26919700       9.36960029       9.19338925       8.14329982      
  0.00800000       1.26638017E-03   2157.95948515    -2.99610494      0.22766185       3.62692596       10.00075726      8.09883810       8.84406065       9.23271298       9.84843694       9.12674812       8.34213760       8.86154494       8.43695885       8.16159047       9.79021540       8.36653387       9.34661213       12.09065014      15.17776979      8.50523950       9.25404914       9.34368139       8.53110152       10.46164395      10.36730084      9.25184263       8.66018897       9.43544609       8.57395579       8.52388763       9.61920555       9.40788494       8.33834660      
  0.00800000       1.60371874E-03   2099.53684540    -3.09697037      0.21414240       3.68009977       10.25871132      8.29059158       9.06491099       9.46592176       10.09584585      9.35030397       8.57090501       9.08998213       8.63867176       8.36071705       10.07586908      8.60138390       9.62307184       12.40295396      15.57922634      8.77271202       9.51120528       9.62018715       8.79780680       10.76254446      10.62091968      9.46708436       8.87436023       9.68515815       8.85169338       8.79104503       9.88372080       9.63084734       8.53685921      
  0.00800000       2.03091762E-03   2038.67112883    -3.19859804      0.20204111       3.73062711       10.51754230      8.48133717       9.28614050       9.70084882       10.34707177      9.57466224       8.79866902       9.31792032       8.83972478       8.55932611       10.36994587      8.83917962       9.90303882       12.71684536      15.97827376      9.04006857       9.76820561       9.90339715       9.06498537       11.07130191      10.88078103      9.68033969       9.08999286       9.93890908       9.13121025       9.05819819       10.15464674      9.85307906       8.73430520      
  0.00800000       2.57191381E-03   1970.35294067    -3.30565999      0.19120756       3.77849483       10.78823793      8.67718553       9.52155919       9.94769741       10.61338828      9.80944965       9.03165778       9.55497106       9.05077610       8.76351535       10.68514128      9.08688719       10.19543670      13.04909093      16.39348639      9.31761508       10.03377338      10.20349885      9.34195852       11.40271234      11.15887012      9.90262898       9.32383185       10.20780786      9.41925943       9.33304219       10.44404540      10.08415654      8.93918190      
  0.00800000       3.25702066E-03   1895.29306865    -3.41780850      0.18162029       3.82317792       11.06734533      8.87694714       9.78889329       10.20466048      10.89262072      10.05281519      9.26596548       9.80575979       9.27970079       8.97146258       11.01677203      9.34068809       10.49752784      13.39066066      16.82963908      9.59800498       10.30888296      10.51783566      9.61866148       11.75253712      11.45250291      10.13299290      9.59490226       10.48937399      9.70606891       9.60638718       10.74848585      10.32271683      9.15922930      
  0.00800000       4.12462638E-03   1824.00065530    -3.52644199      0.17304375       3.86519418       11.33376819      9.07299419       10.10092618      10.45853868      11.16557102      10.29304006      9.48640541       10.06554955      9.52940750       9.17365270       11.33900694      9.58263226       10.78740244      13.70016132      17.25505837      9.84924107       10.58010885      10.82365537      9.87266831       12.09321324      11.73519307      10.35566992      9.91902740       10.76656015      9.96281321       9.85433170       11.04595977      10.55347507      9.39769062      
  0.00800000       5.22334507E-03   1734.04239672    -3.65325261      0.16545648       3.90413887       11.63836069      9.29362876       10.55305703      10.75429030      11.48376776      10.57105727      9.72605017       10.38548621      9.85085884       9.40013625       11.71206713      9.85202760       11.11703534      14.04805722      17.79102283      10.10947625      10.89750403      11.17789366      10.13639642      12.49039717      12.06125717      10.61325789      10.38035859      11.09022762      10.22547342      10.11053855      11.39181762      10.81959474      9.70959192      
  0.00800000       6.61474064E-03   1646.78132483    -3.77813369      0.15888800       3.93932400       11.93062010      9.51463810       11.14362176      11.05305491      11.79869674      10.85154599      9.94918009       10.73406495      10.22444740      9.62609850       12.06377021      10.09836387      11.42900753      14.37591039      18.40921768      10.32328726      11.21169880      11.52605996      10.35102090      12.86863128      12.36899047      10.87661715      10.96754240      11.41293995      10.43774891      10.31987079      11.72653015      11.08772392      10.09873076     
  0.00800000       8.37677640E-03   1566.89355529    -3.89693501      0.15306905       3.97173135       12.21293430      9.73590591       11.75003881      11.34962251      12.10531728      11.12930682      10.16338228      11.08125516      10.60592308      9.85277538       12.39507966      10.32802961      11.72418056      14.66329076      19.04860570      10.50933146      11.50770972      11.86972434      10.53824255      13.22906027      12.65053063      11.14370347      11.56992096      11.73078009      10.62335674      10.50277490      12.04943738      11.35651714      10.51801852     
  0.00800000       1.06081836E-02   1488.69339102    -4.01627255      0.14780572       4.00212355       12.50948112      9.97608652       12.31664915      11.66487113      12.42325394      11.42633158      10.38585892      11.44001752      11.00691972      10.10168398      12.72488615      10.55488024      12.02202698      14.94135036      19.72885009      10.67949268      11.79685369      12.23687595      10.71073686      13.59485672      12.91757968      11.44752838      12.13415149      12.06532776      10.79357893      10.67141175      12.38508575      11.65496203      10.97841339     
  0.00800000       1.34339933E-02   1384.15498115    -4.16948443      0.14332518       4.02886038       12.92584410      10.31261470      12.96452989      12.09061247      12.85094525      11.83114768      10.67916831      11.92288182      11.55437277      10.45524691      13.15428239      10.83510189      12.41712422      15.32555215      20.63715235      10.86885732      12.16163017      12.76072849      10.90156020      14.09009149      13.24454695      11.91617977      12.77473504      12.51692554      10.98288142      10.85996459      12.84808476      12.10001699      11.60727590     
