# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05100000       1.00000000E-03   2943.30679563    -1.61577854      0.59960687       3.59025274       6.48483240       5.35839533       5.77918583       6.03486525       6.51251380       6.00921189       5.42141536       5.77506198       5.57305691       5.38285845       6.23326880       5.41640685       5.95688779       7.98451386       9.74704282       5.43132168       5.91891080       5.99510662       5.46190552       6.69046968       7.03039151       6.07302666       5.68705935       6.11946568       5.46499421       5.45553870       6.19236939       6.17114415       5.51574423      
  0.05100000       1.26638017E-03   2942.99822388    -1.63611145      0.58585052       3.61041144       6.53618412       5.40921027       5.82983447       6.08601902       6.56385503       6.06029529       5.47228592       5.82586389       5.62379149       5.43366779       6.28454727       5.46722349       6.00775911       8.03447313       9.79566869       5.48227264       5.96966542       6.04603071       5.51280192       6.74164516       7.08163185       6.12482368       5.73772721       6.17075626       5.51596066       5.50642262       6.24382916       6.22280183       5.56649501      
  0.05100000       1.60371874E-03   2942.84434602    -1.64689330      0.57869033       3.62109244       6.56336186       5.43612112       5.85666638       6.11309763       6.59103280       6.08733530       5.49923402       5.85277437       5.65066175       5.46057625       6.31169517       5.49414118       6.03471110       8.06093855       9.82145105       5.50927222       5.99655901       6.07300700       5.53977259       6.76873791       7.10876650       6.15222528       5.76456543       6.19790676       5.54296881       5.53338617       6.27106723       6.25013263       5.59337144      
  0.05100000       2.03091762E-03   2942.64807767    -1.65818462      0.57129169       3.63226885       6.59184358       5.46430245       5.88477669       6.14146786       6.61951160       6.11566284       5.52745944       5.88096753       5.67880506       5.48875568       6.34014742       5.52233393       6.06295597       8.08870740       9.84856223       5.53755598       6.02474206       6.10127654       5.56802701       6.79713698       7.13720393       6.18093115       5.79267888       6.22635533       5.57126295       5.56163246       6.29960990       6.27876614       5.62151932      
  0.05100000       2.57191381E-03   2942.34663494    -1.67505884      0.56041254       3.64896912       6.63439326       5.50640995       5.92679385       6.18385189       6.66206073       6.15798020       5.56964434       5.92310577       5.72086001       5.53086128       6.38266267       5.56446674       6.10518083       8.13023544       9.88916410       5.57983884       6.06687779       6.14353384       5.61026831       6.83957609       7.17970401       6.22379726       5.83469465       6.26885759       5.61356487       5.60386037       6.34225205       6.32152809       5.66357746      
  0.05100000       3.25702066E-03   2941.84644367    -1.70511898      0.54153125       3.67873765       6.71012380       5.58142050       6.00168390       6.25930649       6.73781123       6.23330884       5.64482965       5.99819953       5.79578515       5.60587090       6.45836770       5.63954695       6.18045037       8.20425415       9.96164705       5.65523260       6.14200269       6.21884471       5.68559669       6.91514930       7.25540978       6.30003753       5.90956462       6.34452162       5.68900584       5.67916108       6.41815796       6.39759511       5.73849735      
  0.05100000       4.12462638E-03   2940.89825726    -1.77573905      0.49956986       3.74879203       6.88773344       5.75768249       6.17782233       6.43638298       6.91557502       6.41006425       5.82165280       6.17477203       5.97187881       5.78214100       6.63609187       5.81607041       6.35752156       8.37824077       10.13242920      5.83269854       6.31880305       6.39593168       5.86295726       7.09254124       7.43324918       6.47863474       6.08558604       6.52208006       5.86662809       5.85641559       6.59624706       6.57583596       5.91453408      
  0.05100000       5.22334507E-03   2939.38791005    -1.92342844      0.42188897       3.89559075       7.25827300       6.12634003       6.54669328       6.80634453       7.28680334       6.77932488       6.19183552       6.54450886       6.34033505       6.15084875       7.00759428       6.18555984       6.72857878       8.74211410       10.49063232      6.20477393       6.68948304       6.76677436       6.23483017       7.46287977       7.80501919       6.85076526       6.45405527       6.89302541       6.23890906       6.22788337       6.96818570       6.94737163       6.28276749      
  0.05100000       6.61474064E-03   2936.09283472    -2.05176822      0.36476078       4.02197120       7.57879278       6.44471963       6.86677924       7.12649684       7.60797017       7.09864334       6.51244866       6.86516768       6.65906975       6.46935375       7.33005485       6.50544259       7.05127595       9.06008271       10.80911184      6.52785529       7.01190272       7.08907932       6.55753557       7.78410048       8.12695237       7.17116311       6.77333457       7.21423003       6.56233243       6.55051769       7.29028794       7.26760582       6.60105596      
  0.05100000       8.37677640E-03   2924.08141883    -2.16512120      0.32276588       4.12821155       7.86019038       6.71848082       7.14504107       7.40588249       7.88890210       7.37679823       6.78926143       7.14398770       6.93439539       6.74336861       7.61386615       6.78153607       7.33385908       9.34581348       11.10964457      6.80764489       7.29396015       7.37122444       6.83692094       8.06743300       8.40848156       7.45004358       7.05010825       7.49530824       6.84274925       6.83010584       7.57276655       7.54678659       6.87559136      
  0.05100000       1.06081836E-02   2911.73506119    -2.26628697      0.28971825       4.22203579       8.11033316       6.96125744       7.39300447       7.65426791       8.13862096       7.62388350       7.03552365       7.39234305       7.17896564       6.98643616       7.86703556       7.02702303       7.58632083       9.60198950       11.38351713      7.05731580       7.54594455       7.62314153       7.08610299       8.32000231       8.65885146       7.69679683       7.29638835       7.74540244       7.09313156       7.07958179       7.82418665       7.79406810       7.11926188      
