# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.01800000       1.00000000E-03   2615.84369589    -2.31241504      0.34040149       3.62970672       8.23415128       6.83206721       7.33216500       7.67401941       8.20261931       7.62808981       6.91303721       7.34225121       7.08090837       6.86147287       7.95987405       6.91286328       7.59130711       9.92265392       12.13932391      6.93547601       7.53834009       7.62853010       6.96621340       8.47775674       8.71128442       7.76282136       7.21851348       7.79320875       6.97093460       6.95822773       7.90118456       7.86778776       7.01317569      
  0.01800000       1.26638017E-03   2597.69270821    -2.38973901      0.31577451       3.69493383       8.42607589       7.00869833       7.52025554       7.86057507       8.39120287       7.81216102       7.09564237       7.52996060       7.26158727       7.03896082       8.15644741       7.09520284       7.78749665       10.12976156      12.38800793      7.12351113       7.73458044       7.82238562       7.15400786       8.67673807       8.89954709       7.94433094       7.40306120       7.98273225       7.15991186       7.14604828       8.09302018       8.05128903       7.19204974      
  0.01800000       1.60371874E-03   2580.93490237    -2.46301287      0.29401293       3.75695565       8.60786961       7.17640407       7.69915820       8.03762659       8.56990266       7.98677385       7.26980784       7.70850466       7.43320057       7.20756127       8.34343442       7.26899948       7.97455613       10.32611463      12.62415860      7.30376258       7.92151306       8.00715130       7.33396900       8.86570904       9.07778530       8.11562457       7.57851979       8.16268084       7.34112353       7.32597241       8.27516101       8.22462150       7.36192785      
  0.01800000       2.03091762E-03   2562.47797357    -2.53489662      0.27457368       3.81637028       8.78636184       7.33909773       7.87410679       8.21077725       8.74486691       8.15721086       7.43998742       7.88316889       7.60015751       7.37130266       8.52777699       7.43877939       8.15885743       10.52102470      12.86296812      7.48121057       8.10543021       8.18897614       7.51100462       9.05238769       9.25213573       8.28227562       7.74973093       8.33910199       7.51957238       7.50286923       8.45406358       8.39356752       7.52702257      
  0.01800000       2.57191381E-03   2536.36407393    -2.60687920      0.25796968       3.87055015       8.96565563       7.49498728       8.04600282       8.38164191       8.91874286       8.32444282       7.60567063       8.05494526       7.76167514       7.52866341       8.71388537       7.60421070       8.34370163       10.72367727      13.12527357      7.65660112       8.28938627       8.37071952       7.68572193       9.24288871       9.42516715       8.44558206       7.91681923       8.51450761       7.69606708       7.67726287       8.63305788       8.55991958       7.68617750      
  0.01800000       3.25702066E-03   2515.51601083    -2.66284262      0.24589351       3.91219461       9.10529109       7.61560548       8.17966167       8.51442172       9.05387521       8.45426121       7.73452200       8.18850100       7.88687699       7.65053610       8.85919402       7.73285415       8.48803764       10.88193782      13.33144127      7.79382534       8.43291712       8.51250090       7.82200462       9.39182616       9.55944975       8.57204526       8.04658239       8.65099556       7.83410780       7.81339951       8.77247421       8.68888407       7.80948709      
  0.01800000       4.12462638E-03   2502.20641028    -2.69899866      0.23838628       3.93912493       9.19546017       7.69355669       8.26612285       8.60021803       9.14114364       8.53810961       7.81800208       8.27492117       7.96780740       7.72933385       8.95325345       7.81618726       8.58160488       10.98398594      13.46442038      7.88299313       8.52590882       8.60438575       7.91040127       9.48815041       9.64611280       8.65356875       8.13050312       8.73922957       7.92382285       7.90178742       8.86262265       8.77205043       7.88918979      
  0.01800000       5.22334507E-03   2493.73045748    -2.72054332      0.23412519       3.95479138       9.24932406       7.73954493       8.31746618       8.65122976       9.19314179       8.58788185       7.86752362       8.32627426       8.01566979       7.77587193       9.00954675       7.86563217       8.63753657       11.04541938      13.54540978      7.93616081       8.58142489       8.65927229       7.96303144       9.54596334       9.69776304       8.70194503       8.18025209       8.79180591       7.97734940       7.95443856       8.91643629       8.82145481       7.93628582      
  0.01800000       6.61474064E-03   2487.79945647    -2.73517540      0.23132053       3.96525946       9.28587578       7.77052952       8.35219067       8.68575581       9.22837514       8.62153563       7.90103571       8.36102140       8.04796084       7.80725165       9.04780332       7.89909121       8.67552819       11.08728284      13.60088700      7.97225134       8.61909047       8.69654271       7.99872472       9.58532584       9.73276664       8.73462578       8.21386563       8.82743845       8.01373856       7.99017969       8.95294624       8.85485538       7.96804642      
  0.01800000       8.37677640E-03   2481.44542497    -2.75034129      0.22847979       3.97599271       9.32389115       7.80255615       8.38820801       8.72158807       9.26499652       8.65641897       7.93583856       8.39710324       8.08137452       7.83971456       9.08770027       7.93384074       8.71516361       11.13098962      13.65914396      8.00984624       8.65832393       8.73541873       8.03588835       9.62641181       9.76917693       8.76847040       8.24869713       8.86448290       8.05172384       8.02744386       8.99095355       8.88947400       8.00089484      
