# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F277W     NIRISS-F200W     NIRISS-F115W     NIRISS-F140M     NIRISS-F480M     NIRISS-F158M     NIRISS-F090W     NIRISS-F356W     NIRISS-F380M     NIRISS-F150W     NIRISS-F444W     NIRISS-F430M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00400000       1.00000000E-03   1692.58907953    -3.54117917      0.19757568       3.44900878       10.88066326      10.78580891      11.82666691      12.35720401      9.82926544       10.89985536      13.84569252      9.36744410       8.93950496       11.50267921      9.44164818       9.67927879      
  0.00400000       1.26638017E-03   1631.79667616    -3.64470778      0.18868392       3.48900645       11.16895066      11.05523758      12.09871684      12.69388377      10.09064331      11.13082503      14.11091070      9.57948194       9.11738510       11.75992122      9.66948144       9.95356922      
  0.00400000       1.60371874E-03   1561.66838931    -3.75892351      0.18063126       3.52689069       11.48011201      11.35495143      12.39407934      13.06234458      10.36795526      11.38045269      14.39697603      9.82551865       9.30856696       12.03578223      9.91524268       10.25585602     
  0.00400000       2.03091762E-03   1486.33402369    -3.87981813      0.17349461       3.56190260       11.80788282      11.68023564      12.69287264      13.44360865      10.65385320      11.64384601      14.69452881      10.11587712      9.51793370       12.32187473      10.17477306      10.57172843     
  0.00400000       2.57191381E-03   1410.60594087    -4.00288409      0.16717588       3.59412708       12.14494787      12.02616085      12.97179209      13.82191552      10.93863235      11.91802592      15.00086941      10.45131865      9.75321439       12.61158802      10.44362493      10.88846402     
  0.00400000       3.25702066E-03   1334.80637166    -4.12836913      0.16158946       3.62365034       12.50185296      12.40560141      13.24351745      14.20170366      11.23118829      12.21963601      15.33203825      10.84348251      10.04795728      12.91923769      10.72897452      11.19835162     
  0.00400000       4.12462638E-03   1265.45906544    -4.24818870      0.15661841       3.65079074       12.84299993      12.77454295      13.47670372      14.55670807      11.49746493      12.52248801      15.63737120      11.23540030      10.37836129      13.22006026      11.00502969      11.47840989     
  0.00400000       5.22334507E-03   1197.89061686    -4.36892495      0.15210051       3.67621381       13.18148307      13.14673583      13.69525113      14.91246859      11.75396046      12.85440663      15.94899719      11.63045868      10.74694841      13.54097631      11.28185337      11.74003251     
  0.00400000       6.61474064E-03   1131.55936827    -4.49150690      0.14802280       3.69981890       13.52643387      13.52284927      13.94141774      15.31453841      12.02183962      13.23525506      16.30687716      11.99226142      11.10337381      13.90913322      11.56082583      12.00793862     
  0.00400000       8.37677640E-03   1067.61786395    -4.61435112      0.14435229       3.72162869       13.87533132      13.89723048      14.20202150      15.73033609      12.28229315      13.63505894      16.68056406      12.34150731      11.46115937      14.29556835      11.83321705      12.26771400     
