# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06600000       1.00000000E-03   3018.88081350    -1.41063141      0.72179723       3.54112842       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       1.26638017E-03   3018.60860199    -1.42161978      0.71286270       3.55194684       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       1.60371874E-03   3018.35279379    -1.43352237      0.70328382       3.56369695       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       2.03091762E-03   3018.07480603    -1.45152385      0.68897467       3.58155187       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       2.57191381E-03   3017.93582175    -1.48425672      0.66355318       3.61420688       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       3.25702066E-03   3019.04787523    -1.56368460      0.60512443       3.69426883       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       4.12462638E-03   3021.64254469    -1.70821531      0.51147975       3.84030397       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       5.22334507E-03   3025.04637508    -1.82842958      0.44437372       3.96246446       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       6.61474064E-03   3020.10499540    -1.93603026      0.39387673       4.06723930       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       8.37677640E-03   3010.97894552    -2.03448968      0.35380177       4.16043954       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       1.06081836E-02   3002.82961386    -2.12498348      0.32053078       4.24622140       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06600000       1.34339933E-02   2993.93950635    -2.21087567      0.29207805       4.32696287       7.61322771       7.54360654       7.73577377       7.70463611       7.51231764      
  0.06600000       1.70125428E-02   2984.57794082    -2.29320827      0.26733742       4.40384125       7.81690323       7.74615293       7.94184334       7.90967140       7.71382177      
  0.06600000       2.15443469E-02   2973.55142386    -2.37374091      0.24547253       4.47795507       8.01557156       7.94354151       8.14335586       8.10988240       7.91002751      
  0.06600000       2.72833338E-02   2953.14898484    -2.45771831      0.22594325       4.54996217       8.22048670       8.14643933       8.35285540       8.31731693       8.11120066      
  0.06600000       3.45510729E-02   2936.63758635    -2.53658632      0.20865728       4.61909357       8.41351122       8.33768267       8.55000719       8.51252541       8.30085264      
  0.06600000       4.37547938E-02   2915.86715277    -2.61652607      0.19303056       4.68670668       8.60803295       8.53004140       8.74957546       8.70971984       8.49131454      
  0.06600000       5.54102033E-02   2884.36542442    -2.70121085      0.17894385       4.75252633       8.81156079       8.73037479       8.96062694       8.91723535       8.68889081      
  0.06600000       7.01703829E-02   2852.22521506    -2.78432590      0.16629754       4.81618721       9.01097588       8.92620232       9.16865232       9.12106911       8.88148878      
  0.06600000       8.88623816E-02   2814.02987250    -2.86975969      0.15484368       4.87817152       9.21508390       9.12571906       9.38378991       9.33082667       9.07687125      
  0.06600000       1.12533558E-01   2766.28815768    -2.95946165      0.14450876       4.93816985       9.42854318       9.33300734       9.61196931       9.55189961       9.27865387      
  0.06600000       1.42510267E-01   2712.05411409    -3.05135704      0.13525408       4.99565739       9.64741872       9.54392743       9.84959322       9.78057884       9.48259582      
  0.06600000       1.80472177E-01   2647.08027309    -3.14814311      0.12700597       5.05030989       9.87837235       9.76373778       10.10628458      10.02514744      9.69275943      
  0.06600000       2.28546386E-01   2571.00454318    -3.25024745      0.11970077       5.10176667       10.12161631      9.99283844       10.38253322      10.28612934      9.90998932      
  0.06600000       2.89426612E-01   2487.64435658    -3.35490008      0.11334599       5.14914751       10.37234969      10.22556159      10.67475904      10.55953115      10.12829661     
  0.06600000       3.66524124E-01   2394.13750589    -3.46502001      0.10779929       5.19272841       10.63734822      10.46917151      10.98894959      10.85192033      10.35587338     
  0.06600000       4.64158883E-01   2286.56455576    -3.58389686      0.10306434       5.23174314       10.92574970      10.73331624      11.33279747      11.17199007      10.60316433     
  0.06600000       5.87801607E-01   2180.97536363    -3.70074715      0.09902505       5.26646817       11.21271415      10.99831865      11.66838240      11.48739431      10.85381313     
  0.06600000       7.44380301E-01   2075.40490422    -3.81815525      0.09553218       5.29765943       11.50664583      11.27165935      12.00516469      11.80676410      11.11437653     
  0.06600000       9.42668455E-01   1962.34767599    -3.94310316      0.09253925       5.32530684       11.82313020      11.56771640      12.35962092      12.14579216      11.39842898     
  0.06600000       1.19377664E+00   1849.24042680    -4.07053392      0.08998811       5.34958845       12.15745391      11.88330874      12.71947512      12.49522534      11.70422212     
  0.06600000       1.51177507E+00   1740.91738590    -4.19668249      0.08780702       5.37089993       12.50343076      12.20997394      13.08534598      12.85385032      12.02253978     
  0.06600000       1.91448198E+00   1637.26334191    -4.32244945      0.08589572       5.39001531       12.86167754      12.54704504      13.46184088      13.22597606      12.35088088     
  0.06600000       2.42446202E+00   1541.10135038    -4.44474140      0.08421467       5.40718273       13.22070469      12.87901723      13.85894389      13.61668576      12.67457145     
  0.06600000       3.07029063E+00   1454.93605609    -4.56053776      0.08269129       5.42303860       13.57145017      13.19936556      14.26344163      14.01458709      12.98720545     
  0.06600000       3.88815518E+00   1362.99555639    -4.68897078      0.08127269       5.43806888       13.97531935      13.56129260      14.76557394      14.50034361      13.34007272     
  0.06600000       4.92388263E+00   1270.27954996    -4.82478242      0.08002715       5.45148353       14.39747383      13.94029909      15.30566389      15.02120538      13.71053738     
  0.06600000       6.23550734E+00   1200.63040062    -4.93491027      0.07891321       5.46365879       14.76153763      14.27356573      15.76150875      15.46228404      14.03751895     
  0.06600000       7.89652287E+00   1139.26572097    -5.03861443      0.07777910       5.47623234       15.09498181      14.58507594      16.16245273      15.85419423      14.34466462     
  0.06600000       1.00000000E+01   1074.43767997    -5.15375898      0.07659164       5.48959548       15.47738347      14.94535670      16.61431369      16.29931063      14.69827930     
