# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02000000       1.00000000E-03   2655.19840964    -2.24320136      0.35779630       3.63217498       7.61320993       7.51935141       7.78463206       7.74005140       7.47262540      
  0.02000000       1.26638017E-03   2641.78787507    -2.31671772      0.33209966       3.69691002       7.79409882       7.69826493       7.97082423       7.92354356       7.64955217      
  0.02000000       1.60371874E-03   2624.12838065    -2.39159664      0.30878132       3.76014504       7.97742885       7.87907177       8.16083708       8.11023236       7.82788696      
  0.02000000       2.03091762E-03   2610.55322372    -2.45719886      0.28931193       3.81671304       8.13851645       8.03807296       8.32757384       8.27406768       7.98481694      
  0.02000000       2.57191381E-03   2599.24981744    -2.51028411      0.27452585       3.86227929       8.26896324       8.16673736       8.46285811       8.40685847       8.11172486      
  0.02000000       3.25702066E-03   2587.92033755    -2.54802991      0.26516195       3.89242254       8.36097856       8.25705937       8.55936889       8.50113971       8.20043339      
  0.02000000       4.12462638E-03   2579.95027708    -2.57023354      0.26006441       3.90928290       8.41493702       8.30983662       8.61644131       8.55669158       8.25210106      
  0.02000000       5.22334507E-03   2574.68949358    -2.58420678      0.25696630       3.91969260       8.44880023       8.34291050       8.65238045       8.59162071       8.28443763      
  0.02000000       6.61474064E-03   2569.21327344    -2.59847168      0.25386089       3.93025371       8.48340251       8.37667877       8.68917262       8.62734874       8.31742972      
  0.02000000       8.37677640E-03   2561.18827188    -2.61932743      0.24939267       3.94567806       8.53405438       8.42608275       8.74309916       8.67968301       8.36567569      
  0.02000000       1.06081836E-02   2548.55224377    -2.65302490      0.24228790       3.97078174       8.61603088       8.50602675       8.83041347       8.76439272       8.44373805      
  0.02000000       1.34339933E-02   2523.32274589    -2.71895338      0.22909319       4.01942065       8.77654663       8.66232600       9.00199333       8.93057822       8.59616049      
  0.02000000       1.70125428E-02   2448.43546007    -2.87852001      0.20248151       4.12667364       9.16456984       9.03687565       9.42482877       9.33689033       8.95866597      
  0.02000000       2.15443469E-02   2328.73782505    -3.08661011      0.17614989       4.24767956       9.67257879       9.51799053       9.99957048       9.88163857       9.41779404      
  0.02000000       2.72833338E-02   2205.67731576    -3.26927468      0.15911238       4.33603720       10.11836601      9.93262872       10.52078817      10.37106429      9.80997812      
  0.02000000       3.45510729E-02   2072.68738780    -3.44502562      0.14717704       4.40376564       10.55073806      10.33049860      11.03558774      10.85301320      10.18491937     
  0.02000000       4.37547938E-02   1938.65770855    -3.61558704      0.13823993       4.45817915       10.97972493      10.72480453      11.54480757      11.33079744      10.55620635     
  0.02000000       5.54102033E-02   1821.12264742    -3.76931049      0.13124740       4.50326482       11.36822671      11.08583715      11.98786179      11.75259009      10.89823145     
  0.02000000       7.01703829E-02   1679.83158534    -3.94732628      0.12567164       4.54097122       11.83244516      11.52105496      12.48769631      12.23771752      11.31149048     
  0.02000000       8.88623816E-02   1558.63405874    -4.10926223      0.12114750       4.57281643       12.27824641      11.94250182      12.94120719      12.68898522      11.71407247     
  0.02000000       1.12533558E-01   1448.46564784    -4.26276877      0.11754993       4.59899991       12.72164806      12.36327524      13.38476564      13.14243402      12.12288850     
  0.02000000       1.42510267E-01   1350.13609169    -4.40763278      0.11451552       4.62171576       13.14215181      12.75763952      13.83127968      13.60152581      12.51282203     
  0.02000000       1.80472177E-01   1260.89713542    -4.54674601      0.11186656       4.64204446       13.54341693      13.12757397      14.29267388      14.07126693      12.88520431     
  0.02000000       2.28546386E-01   1176.51335410    -4.68562163      0.10950187       4.66060138       13.95455157      13.49846678      14.80972928      14.58463429      13.25742533     
