# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00800000       1.00000000E-03   2208.65372915    -2.89993239      0.24277277       3.57110446       9.17663134       9.01614955       9.51943376       9.40116193       8.91136989      
  0.00800000       1.26638017E-03   2157.95948515    -2.99610494      0.22766185       3.62692596       9.41342009       9.24068354       9.78764255       9.65604734       9.12678503      
  0.00800000       1.60371874E-03   2099.53684540    -3.09697037      0.21414240       3.68009977       9.66187895       9.47438529       10.07310300      9.92654258       9.35035365      
  0.00800000       2.03091762E-03   2038.67112883    -3.19859804      0.20204111       3.73062711       9.91403596       9.70979550       10.36694812      10.20401181      9.57472309      
  0.00800000       2.57191381E-03   1970.35294067    -3.30565999      0.19120756       3.77849483       10.18082103      9.95708823       10.68185928      10.50066565      9.80951757      
  0.00800000       3.25702066E-03   1895.29306865    -3.41780850      0.18162029       3.82317792       10.45981020      10.21439375      11.01315514      10.81267924      10.05288363     
  0.00800000       4.12462638E-03   1824.00065530    -3.52644199      0.17304375       3.86519418       10.73437515      10.46837285      11.33504481      11.11693131      10.29309902     
  0.00800000       5.22334507E-03   1734.04239672    -3.65325261      0.16545648       3.90413887       11.05472224      10.76394894      11.70767936      11.47013128      10.57109192     
  0.00800000       6.61474064E-03   1646.78132483    -3.77813369      0.15888800       3.93932400       11.37428045      11.06189561      12.05896112      11.80870533      10.85153146     
  0.00800000       8.37677640E-03   1566.89355529    -3.89693501      0.15306905       3.97173135       11.68898976      11.35718828      12.38988851      12.13245431      11.12922733     
  0.00800000       1.06081836E-02   1488.69339102    -4.01627255      0.14780572       4.00212355       12.01975332      11.67051748      12.71930586      12.46340737      11.42615820     
  0.00800000       1.34339933E-02   1384.15498115    -4.16948443      0.14332518       4.02886038       12.46389296      12.09293740      13.14807892      12.90876466      11.83080184     
