# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04000000       1.00000000E-03   2875.65648196    -1.79277482      0.51235183       3.62134033       6.53969644       6.46561617       6.67123783       6.63860276       6.43395995      
  0.04000000       1.26638017E-03   2874.17134747    -1.83227988      0.49007943       3.65994201       6.63843114       6.56406743       6.77037533       6.73769949       6.53214636      
  0.04000000       1.60371874E-03   2873.26404326    -1.85265164      0.47901012       3.67978549       6.68935152       6.61482684       6.82154699       6.78882469       6.58275535      
  0.04000000       2.03091762E-03   2872.82133409    -1.86333072      0.47331103       3.69018114       6.71598020       6.64137240       6.84831016       6.81555809       6.60922143      
  0.04000000       2.57191381E-03   2872.32094891    -1.87422641      0.46757360       3.70077474       6.74317395       6.66847698       6.87565204       6.84286436       6.63624133      
  0.04000000       3.25702066E-03   2871.52858042    -1.89045651      0.45916081       3.71654503       6.78371117       6.70887643       6.91642485       6.88357518       6.67650979      
  0.04000000       4.12462638E-03   2870.19932325    -1.91888344      0.44479483       3.74415506       6.85458301       6.77950717       6.98772704       6.95474772       6.74690596      
  0.04000000       5.22334507E-03   2867.10692634    -1.98318709      0.41393644       3.80660715       7.01489003       6.93924408       7.14913222       7.11575626       6.90607282      
  0.04000000       6.61474064E-03   2858.40577690    -2.13246328      0.35071287       3.95057354       7.38597627       7.30880656       7.52353362       7.48868785       7.27406552      
  0.04000000       8.37677640E-03   2841.64165506    -2.27175189      0.30228582       4.07963961       7.73013287       7.65076038       7.87278422       7.83559437       7.61389377      
  0.04000000       1.06081836E-02   2817.89178989    -2.39312603      0.26731125       4.18644249       8.02761058       7.94546433       8.17682953       8.13660340       7.90601097      
  0.04000000       1.34339933E-02   2794.63163164    -2.50014888      0.24027283       4.27906809       8.28930482       8.20433591       8.44538525       8.40187340       8.16221951      
  0.04000000       1.70125428E-02   2766.40637048    -2.60151071      0.21819502       4.36278701       8.53590237       8.44747309       8.70058544       8.65288541       8.40211485      
  0.04000000       2.15443469E-02   2729.35736145    -2.70186721      0.19969940       4.43972138       8.77851339       8.68530647       8.95508464       8.90161810       8.63556686      
