# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04100000       1.00000000E-03   2883.28227158    -1.77532952      0.51998359       3.61922094       5.75157293       5.69783239       5.57106207       5.55294089       5.53733445       5.51151531       5.47834354       5.45141699       5.41999085      
  0.04100000       1.26638017E-03   2881.93609399    -1.81254852      0.49862908       3.65564378       5.84424159       5.79044555       5.66309101       5.64502182       5.62961248       5.60402154       5.57105657       5.54424679       5.51284126      
  0.04100000       1.60371874E-03   2881.23488286    -1.83139029      0.48817360       3.67404968       5.89112215       5.83730877       5.70963359       5.69159396       5.67629114       5.65082149       5.61796451       5.59121476       5.55981875      
  0.04100000       2.03091762E-03   2880.81006626    -1.84167693      0.48256633       3.68408470       5.91671969       5.86289640       5.73503430       5.71701061       5.70176801       5.67636643       5.64356943       5.61685272       5.58546128      
  0.04100000       2.57191381E-03   2880.30658568    -1.85298883      0.47648364       3.69510232       5.94486064       5.89102571       5.76294818       5.74494180       5.72976708       5.70444189       5.67171169       5.64503152       5.61364464      
  0.04100000       3.25702066E-03   2879.58171085    -1.87015276      0.46739801       3.71182447       5.98755998       5.93371511       5.80530666       5.78732949       5.77226060       5.74705395       5.71442687       5.68780285       5.65642316      
  0.04100000       4.12462638E-03   2878.21338214    -1.90093812      0.45155591       3.74177539       6.06413762       6.01028059       5.88124171       5.86332006       5.84845022       5.82346508       5.79102845       5.76450710       5.73313941      
  0.04100000       5.22334507E-03   2874.90964769    -1.97361757      0.41625617       3.81247691       6.24522154       6.19137677       6.06070509       6.04293952       6.02858624       6.00417068       5.97221452       5.94594810       5.91460894      
  0.04100000       6.61474064E-03   2866.44780507    -2.12677071      0.35103166       3.96050682       6.62676860       6.57290861       6.43802378       6.42067531       6.40764366       6.38467807       6.35390532       6.32825528       6.29698663      
  0.04100000       8.37677640E-03   2849.84147335    -2.26259346      0.30373070       4.08622236       6.95977589       6.90500388       6.76436084       6.74731096       6.73585855       6.71463780       6.68522357       6.66027798       6.62906645      
  0.04100000       1.06081836E-02   2827.85967860    -2.38092175      0.26918702       4.19109033       7.24559173       7.18933301       7.04184374       7.02501198       7.01530399       6.99599803       6.96801280       6.94381245       6.91265044      
  0.04100000       1.34339933E-02   2804.23188331    -2.48729967      0.24218545       4.28290250       7.50091044       7.44302514       7.28805260       7.27146744       7.26364271       7.24635671       7.21980793       7.19636966       7.16526326      
  0.04100000       1.70125428E-02   2779.81991762    -2.58554269      0.22009957       4.36596062       7.73613978       7.67663169       7.51351385       7.49727289       7.49154835       7.47646131       7.45140919       7.42878452       7.39776445      
  0.04100000       2.15443469E-02   2742.72818945    -2.68573012      0.20146460       4.44280251       7.97002530       7.90804544       7.73243321       7.71655430       7.71384686       7.70183787       7.67871592       7.65718187       7.62627517      
  0.04100000       2.72833338E-02   2706.60013725    -2.78023345      0.18555030       4.51427490       8.19283199       8.12815618       7.93873725       7.92339006       7.92401985       7.91532641       7.89414016       7.87376709       7.84302905      
  0.04100000       3.45510729E-02   2658.39790852    -2.87860774      0.17174583       4.58142738       8.42096365       8.35175326       8.14340576       8.12850820       8.13341149       8.12896204       8.11015109       8.09128865       8.06082648      
