# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.01800000       1.00000000E-03   2615.84369589    -2.31241504      0.34040149       3.62970672       6.89069514       6.81492516       6.63622839       6.61111264       6.60033608       6.57930975       6.54871746       6.52299453       6.48955089      
  0.01800000       1.26638017E-03   2597.69270821    -2.38973901      0.31577451       3.69493383       7.07620179       6.99897486       6.81319754       6.78804889       6.77884689       6.75958950       6.73024931       6.70526672       6.67201210      
  0.01800000       1.60371874E-03   2580.93490237    -2.46301287      0.29401293       3.75695565       7.25336059       7.17468415       6.98173016       6.95667892       6.94922620       6.93194436       6.90397380       6.87981920       6.84681976      
  0.01800000       2.03091762E-03   2562.47797357    -2.53489662      0.27457368       3.81637028       7.42682206       7.34639990       7.14529125       7.12038915       7.11498114       7.10001617       7.07361205       7.05042342       7.01774731      
  0.01800000       2.57191381E-03   2536.36407393    -2.60687920      0.25796968       3.87055015       7.59646277       7.51333060       7.30123608       7.27639454       7.27361700       7.26164808       7.23719314       7.21523876       7.18298615      
  0.01800000       3.25702066E-03   2515.51601083    -2.66284262      0.24589351       3.91219461       7.72852799       7.64309957       7.42193505       7.39715052       7.39658450       7.38716497       7.36436735       7.34347808       7.31162103      
  0.01800000       4.12462638E-03   2502.20641028    -2.69899866      0.23838628       3.93912493       7.81415769       7.72721284       7.50003987       7.47530168       7.47620954       7.46849349       7.44679702       7.42662212       7.39504079      
  0.01800000       5.22334507E-03   2493.73045748    -2.72054332      0.23412519       3.95479138       7.86502308       7.77708984       7.54607392       7.52135858       7.52319989       7.51656262       7.49555204       7.47582685       7.44442263      
  0.01800000       6.61474064E-03   2487.79945647    -2.73517540      0.23132053       3.96525946       7.89947395       7.81082730       7.57708187       7.55238705       7.55489762       7.54903676       7.52851648       7.50911505       7.47784246      
  0.01800000       8.37677640E-03   2481.44542497    -2.75034129      0.22847979       3.97599271       7.93530531       7.84587396       7.60913812       7.58446779       7.58770727       7.58269220       7.56269999       7.54364929       7.51252082      
  0.01800000       1.06081836E-02   2471.81673851    -2.77255926      0.22444683       3.99146015       7.98787245       7.89721343       7.65581008       7.63118224       7.63555089       7.63184633       7.61266096       7.59414965       7.56324508      
  0.01800000       1.34339933E-02   2454.73776546    -2.80931051      0.21815048       4.01617576       8.07493356       7.98198889       7.73196880       7.70742283       7.71384793       7.71253452       7.69479076       7.67725268       7.64675663      
  0.01800000       1.70125428E-02   2419.30361325    -2.88021605      0.20698108       4.06182544       8.24412119       8.14603416       7.87669839       7.85238532       7.86337405       7.86739654       7.85278111       7.83737664       7.80778131      
  0.01800000       2.15443469E-02   2331.66567433    -3.03629572      0.18618537       4.15379603       8.62057039       8.50748988       8.18441477       8.16065943       8.18387612       8.20242738       8.19588801       8.18600792       8.15853195      
  0.01800000       2.72833338E-02   2179.83698522    -3.26802793      0.16314037       4.26856627       9.16605383       9.01620996       8.60330897       8.57808414       8.61792946       8.65694060       8.66003068       8.65723946       8.63171335      
  0.01800000       3.45510729E-02   2021.92080884    -3.47962086      0.14862398       4.34951101       9.61241586       9.42937549       8.93545095       8.90359323       8.95081183       9.00116184       9.00795780       9.00848621       8.98243909      
  0.01800000       4.37547938E-02   1870.33835694    -3.67440015      0.13879708       4.40892818       9.97871975       9.79817341       9.20987794       9.16612460       9.21467917       9.26873476       9.27321885       9.27238427       9.24270660      
  0.01800000       5.54102033E-02   1729.46438355    -3.85724342      0.13151625       4.45572887       10.27408734      10.13701957      9.44357308       9.38195443       9.42569583       9.47639021       9.47540876       9.47176136       9.43869285      
  0.01800000       7.01703829E-02   1593.56671737    -4.03694108      0.12595250       4.49327395       10.55008805      10.46990839      9.65943303       9.57040668       9.60608282       9.65399561       9.64985047       9.64615916       9.61098681      
  0.01800000       8.88623816E-02   1468.00971715    -4.21045603      0.12154880       4.52418619       10.83261113      10.78984577      9.86480505       9.74110170       9.76938088       9.81769196       9.81515632       9.81314718       9.77674125      
  0.01800000       1.12533558E-01   1361.51114886    -4.36640674      0.11808234       4.54931777       11.10933611      11.07890606      10.05145408      9.89458707       9.91726235       9.96644207       9.97294273       9.97621320       9.93969635      
  0.01800000       1.42510267E-01   1269.26190435    -4.51041372      0.11511366       4.57143394       11.39268390      11.36023289      10.23202847      10.04601659      10.06468558      10.11631226      10.13764985      10.14948447      10.11317402     
  0.01800000       1.80472177E-01   1181.08041069    -4.65543582      0.11250380       4.59135323       11.70272769      11.65439548      10.43608226      10.22392790      10.23609336      10.28765179      10.31672126      10.33658784      10.29889037     
  0.01800000       2.28546386E-01   1092.17113414    -4.80876971      0.11027410       4.60874047       12.04443246      11.96990300      10.68046217      10.44423517      10.44325254      10.48441109      10.50548689      10.53108226      10.49034796     
  0.01800000       2.89426612E-01   1014.08838303    -4.95282923      0.10835600       4.62398092       12.36089258      12.24819970      10.93210217      10.68013452      10.65990359      10.67579602      10.67189756      10.69981615      10.65601080     
  0.01800000       3.66524124E-01   942.79593750     -5.09303093      0.10668210       4.63750417       12.67807743      12.52555146      11.19957091      10.93598766      10.89551532      10.87549063      10.83608525      10.86441251      10.81635635     
  0.01800000       4.64158883E-01   873.46540768     -5.23785954      0.10519994       4.64965624       12.98221636      12.78173124      11.47513332      11.19909792      11.13910062      11.06947451      10.98144093      11.00776913      10.95765260     
  0.01800000       5.87801607E-01   808.44117179     -5.38299511      0.10390688       4.66039858       13.30830986      13.06518075      11.76220423      11.47144172      11.39691312      11.26967159      11.13126722      11.15578089      11.10441384     
  0.01800000       7.44380301E-01   749.56106651     -5.52402051      0.10275867       4.67005015       13.62615521      13.34819395      12.03924390      11.72625263      11.63964990      11.45559370      11.27325908      11.29538051      11.24403642     
  0.01800000       9.42668455E-01   692.07510083     -5.67137731      0.10172901       4.67879726       13.96208941      13.65209218      12.32065775      11.97384480      11.87882548      11.63431426      11.41509859      11.43528334      11.38371552     
  0.01800000       1.19377664E+00   645.11855177     -5.80145384      0.10079089       4.68684428       14.27840258      13.95051598      12.59159447      12.19627713      12.09960779      11.79734051      11.55055511      11.56883805      11.51795722     
  0.01800000       1.51177507E+00   601.06884127     -5.93173063      0.09993493       4.69425220       14.61192276      14.25476275      12.86776578      12.40074922      12.31256615      11.95782199      11.68842309      11.70294265      11.65172325     
