# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03400000       1.00000000E-03   2826.81334284    -1.90335771      0.46683067       3.63157707       6.02557732       5.96745813       5.83250515       5.81280791       5.79762602       5.77218744       5.73914643       5.71221303       5.68019382      
  0.03400000       1.26638017E-03   2823.71210017    -1.95703754      0.43980481       3.68337536       6.15907538       6.10090945       5.96447647       5.94486152       5.93008271       5.90509629       5.87242371       5.84568778       5.81369036      
  0.03400000       1.60371874E-03   2821.74395454    -1.99055299      0.42374797       3.71567871       6.24246292       6.18427452       6.04686336       6.02731010       6.01280375       5.98812174       5.95569471       5.92908961       5.89710809      
  0.03400000       2.03091762E-03   2820.76461672    -2.00698888      0.41610341       3.73149097       6.28332130       6.22512267       6.08721691       6.06769668       6.05332965       6.02880302       5.99650068       5.96996184       5.93798880      
  0.03400000       2.57191381E-03   2820.14638029    -2.01675619      0.41163049       3.74087860       6.30761442       6.24940751       6.11119807       6.09169753       6.07741550       6.05298349       6.02075676       5.99425803       5.96228995      
  0.03400000       3.25702066E-03   2819.39102515    -2.02841012      0.40636416       3.75206278       6.33658058       6.27836286       6.13978460       6.12030807       6.10612932       6.08181219       6.04967703       6.02322681       5.99126475      
  0.03400000       4.12462638E-03   2818.12789537    -2.04643338      0.39836936       3.76932185       6.38137309       6.32313237       6.18396039       6.16452067       6.15050649       6.12637200       6.09438171       6.06800809       6.03605509      
  0.03400000       5.22334507E-03   2815.68504005    -2.07928659      0.38424378       3.80067968       6.46293336       6.40464185       6.26434024       6.24497079       6.23127000       6.20748254       6.17576601       6.14953686       6.11760118      
  0.03400000       6.61474064E-03   2809.09446836    -2.15888078      0.35224386       3.87620648       6.66027008       6.60180601       6.45852479       6.43934651       6.42647926       6.40361151       6.37261308       6.34676241       6.31487571      
  0.03400000       8.37677640E-03   2789.42885267    -2.32024234      0.29666833       4.02535275       7.05704652       6.99768205       6.84664352       6.82787851       6.81712365       6.79656830       6.76732879       6.74240793       6.71064669      
  0.03400000       1.06081836E-02   2754.30052268    -2.46514882      0.25753321       4.14822837       7.40287419       7.34124502       7.17881505       7.16029848       7.15234269       7.13479688       7.10771472       7.08395834       7.05233615      
  0.03400000       1.34339933E-02   2723.73636254    -2.58539043      0.22929918       4.24908953       7.69140745       7.62759346       7.45412224       7.43602288       7.43089670       7.41633539       7.39130311       7.36869781       7.33728444      
  0.03400000       1.70125428E-02   2680.55472829    -2.70127396      0.20717849       4.33720669       7.96319705       7.89587896       7.70664292       7.68891162       7.68751893       7.67683262       7.65424587       7.63308472       7.60193512      
  0.03400000       2.15443469E-02   2636.26144260    -2.80884442      0.18924947       4.41582429       8.21538401       8.14411033       7.93735627       7.92009824       7.92287506       7.91645242       7.89634464       7.87672607       7.84589451      
  0.03400000       2.72833338E-02   2582.47227927    -2.91629766      0.17426132       4.48749367       8.46765433       8.39037528       8.15948274       8.14275809       8.15102770       8.15035415       8.13355179       8.11609452       8.08589638      
  0.03400000       3.45510729E-02   2518.01011913    -3.02569152      0.16160956       4.55296164       8.72355811       8.63813990       8.37569321       8.35940624       8.37473081       8.38176802       8.36948186       8.35502117       8.32587788      
  0.03400000       4.37547938E-02   2446.18412036    -3.13587711      0.15083689       4.61288006       8.98848478       8.89149060       8.58652163       8.57090774       8.59559909       8.61324051       8.60700075       8.59649855       8.56866941      
  0.03400000       5.54102033E-02   2364.14773110    -3.25113208      0.14141946       4.66887653       9.26645150       9.15367381       8.79714256       8.78186162       8.81737035       8.84735721       8.84759079       8.84136581       8.81473352      
  0.03400000       7.01703829E-02   2269.78344082    -3.37281435      0.13336943       4.71978214       9.54705080       9.41161170       9.00170372       8.98518695       9.03001173       9.07099004       9.07635035       9.07370555       9.04778949      
  0.03400000       8.88623816E-02   2161.86263829    -3.50330992      0.12650776       4.76566095       9.82032462       9.65880209       9.19927620       9.17888182       9.22898431       9.27729430       9.28562329       9.28532605       9.25951052      
  0.03400000       1.12533558E-01   2053.10143635    -3.63373033      0.12071008       4.80640678       10.06719028      9.89472234       9.38299805       9.35640563       9.40850686       9.46038027       9.46900246       9.46897855       9.44165324      
  0.03400000       1.42510267E-01   1937.99559929    -3.76993819      0.11581098       4.84239448       10.30811315      10.13971791      9.56203679       9.52608681       9.57799300       9.63087611       9.63756524       9.63618258       9.60627530      
  0.03400000       1.80472177E-01   1826.28634323    -3.90520057      0.11160807       4.87450326       10.52235734      10.38206684      9.72927722       9.68010920       9.72845919       9.77917025       9.78284917       9.77979825       9.74762345      
  0.03400000       2.28546386E-01   1704.52710333    -4.05350351      0.10800982       4.90296753       10.74633580      10.65382989      9.90165805       9.83192789       9.87450930       9.92374434       9.92618050       9.92309186       9.88913063      
  0.03400000       2.89426612E-01   1594.48975555    -4.19407114      0.10499094       4.92759052       10.96956368      10.91456410      10.06653530      9.97197019       10.00906969      10.05861588      10.06191702      10.05988782      10.02477649     
  0.03400000       3.66524124E-01   1491.65033600    -4.33190155      0.10236366       4.94960240       11.20367948      11.16688665      10.22992662      10.10814900      10.14057014      10.19136286      10.19931628      10.19998483      10.16357192     
  0.03400000       4.64158883E-01   1403.50772033    -4.45788362      0.10001329       4.96977858       11.43708115      11.40452639      10.38436415      10.23842171      10.26765629      10.32073652      10.33836405      10.34424277      10.30772082     
  0.03400000       5.87801607E-01   1296.73649351    -4.61327688      0.09797058       4.98770244       11.75254370      11.70825530      10.58659628      10.41244747      10.43575322      10.49101036      10.51924768      10.53270074      10.49468911     
  0.03400000       7.44380301E-01   1227.26198111    -4.72528556      0.09614110       5.00407560       12.00707183      11.94778138      10.76281171      10.57014557      10.58573542      10.63804375      10.66702839      10.68519659      10.64572573     
