# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03700000       1.00000000E-03   2851.96410699    -1.84666752      0.48955769       3.62701109       5.90435750       5.84814636       5.71693131       5.69791307       5.68251234       5.65687864       5.62376131       5.59681767       5.56504896      
  0.03700000       1.26638017E-03   2849.66397363    -1.89332691      0.46470486       3.67226396       6.02041156       5.96414093       5.83183893       5.81288559       5.79779356       5.77251202       5.73969104       5.71290803       5.68115858      
  0.03700000       1.60371874E-03   2848.29480314    -1.91947351      0.45135627       3.69757761       6.08544217       6.02913957       5.89619602       5.87728391       5.86237585       5.83730297       5.80465601       5.77796673       5.74622871      
  0.03700000       2.03091762E-03   2847.61553405    -1.93205624      0.44507134       3.70975689       6.11675685       6.06043908       5.92717862       5.90828767       5.89347100       5.86850150       5.83594038       5.80929723       5.77756493      
  0.03700000       2.57191381E-03   2847.10116913    -1.94197844      0.44018049       3.71935490       6.14142361       6.08509612       5.95158693       5.93271411       5.91797049       5.89308356       5.86059100       5.83398467       5.80225729      
  0.03700000       3.25702066E-03   2846.41288541    -1.95562033      0.43353732       3.73256318       6.17536426       6.11902577       5.98517446       5.96632835       5.95168680       5.92691513       5.89451818       5.86796319       5.83624310      
  0.03700000       4.12462638E-03   2845.17906220    -1.97812842      0.42280762       3.75433086       6.23138997       6.17502838       6.04059028       6.02178873       6.00732075       5.98274451       5.95050888       5.92404026       5.89233195      
  0.03700000       5.22334507E-03   2842.61274819    -2.02333556      0.40208662       3.79797688       6.34387700       6.28747143       6.15181227       6.13310998       6.11900817       6.09484239       6.06294368       6.03665490       6.00497226      
  0.03700000       6.61474064E-03   2834.19097243    -2.14482363      0.35168978       3.91429649       6.64567785       6.58916018       6.44958607       6.43119551       6.41824401       6.39534207       6.36445159       6.33869119       6.30707262      
  0.03700000       8.37677640E-03   2816.45827739    -2.29758496      0.29869087       4.05617441       7.02152876       6.96420810       6.81783120       6.79982889       6.78875518       6.76791283       6.73860730       6.71367579       6.68215124      
  0.03700000       1.06081836E-02   2786.27926681    -2.43006149      0.26202305       4.16993918       7.33817035       7.27893725       7.12317083       7.10536120       7.09656131       7.07816428       7.05061741       7.02661591       6.99515008      
  0.03700000       1.34339933E-02   2762.17726720    -2.54093155      0.23467050       4.26570100       7.60589518       7.54518283       7.38080904       7.36342747       7.35693626       7.34098468       7.31514260       7.29207184       7.26075114      
  0.03700000       1.70125428E-02   2724.31568046    -2.65072863      0.21258925       4.35153599       7.86379547       7.80038115       7.62304722       7.60601564       7.60268004       7.59000812       7.56630206       7.54444438       7.51330429      
  0.03700000       2.15443469E-02   2686.53522627    -2.75252485      0.19443618       4.42906472       8.10391138       8.03735270       7.84568331       7.82910508       7.82920675       7.82003141       7.79846058       7.77788496       7.74697819      
  0.03700000       2.72833338E-02   2640.57186139    -2.85412811      0.17904209       4.50070831       8.34072199       8.26993278       8.06009375       8.04397409       8.04829828       8.04337541       8.02420708       8.00514502       7.97452976      
  0.03700000       3.45510729E-02   2583.79850257    -2.95823595      0.16588091       4.56702444       8.58434895       8.50695716       8.27118947       8.25561190       8.26572225       8.26684772       8.25113476       8.23434385       8.20439890      
  0.03700000       4.37547938E-02   2518.96828329    -3.06369505      0.15457451       4.62834166       8.83189780       8.74609923       8.47757141       8.46248191       8.47986538       8.48896813       8.47794497       8.46424187       8.43538797      
  0.03700000       5.54102033E-02   2446.32230234    -3.17157919      0.14474953       4.68538351       9.09221162       8.99422960       8.68185693       8.66747638       8.69446635       8.71438035       8.70941808       8.69965982       8.67203468      
  0.03700000       7.01703829E-02   2363.26998429    -3.28511182      0.13609331       4.73894398       9.36498843       9.25070678       8.88651705       8.87238630       8.91008524       8.94214709       8.94346245       8.93784298       8.91130445      
