# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02200000       1.00000000E-03   2689.66224840    -2.18190432      0.37417610       3.63468729       6.61728179       6.54801615       6.38697497       6.36375906       6.35091823       6.32770564       6.29583436       6.26938686       6.23623028      
  0.02200000       1.26638017E-03   2678.54634312    -2.25454274      0.34702524       3.70011737       6.79475612       6.72478005       6.55927304       6.53612189       6.52434535       6.50231096       6.47133046       6.44538451       6.41233628      
  0.02200000       1.60371874E-03   2664.95426445    -2.32766267      0.32227083       3.76439687       6.97223787       6.90130802       6.73046874       6.70737927       6.69686863       6.67623917       6.64629234       6.62093623       6.58802190      
  0.02200000       2.03091762E-03   2648.99179188    -2.39440188      0.30204022       3.82070877       7.13228380       7.06012516       6.88326308       6.86019924       6.85108445       6.83200740       6.80316657       6.77845216       6.74568672      
  0.02200000       2.57191381E-03   2639.46127795    -2.43802808      0.28932113       3.85807686       7.23782903       7.16492944       6.98417868       6.96118354       6.95302310       6.93500829       6.90691881       6.88264493       6.84999665      
  0.02200000       3.25702066E-03   2635.36173999    -2.45963722      0.28308587       3.87700131       7.29065837       7.21744474       7.03487528       7.01193849       7.00424988       6.98675976       6.95904124       6.93498572       6.90240074      
  0.02200000       4.12462638E-03   2633.40027508    -2.47040587      0.28002493       3.88644421       7.31695960       7.24359581       7.06013105       7.03722732       7.02977519       7.01254787       6.98501472       6.96106854       6.92851610      
  0.02200000       5.22334507E-03   2631.55733859    -2.47980616      0.27739242       3.89464793       7.33996370       7.26645580       7.08216829       7.05929196       7.05205431       7.03506537       7.00769929       6.98385193       6.95132864      
  0.02200000       6.61474064E-03   2628.90192293    -2.49285594      0.27380913       3.90594162       7.37177087       7.29805228       7.11258901       7.08975022       7.08281759       7.06616757       7.03903784       7.01533065       6.98284869      
  0.02200000       8.37677640E-03   2624.03419212    -2.51425296      0.26813372       3.92413406       7.42366671       7.34954977       7.16199932       7.13921522       7.13281277       7.11675193       7.09002868       7.06656381       7.03415239      
  0.02200000       1.06081836E-02   2611.97594407    -2.55644877      0.25778278       3.95832971       7.52440155       7.44924246       7.25683666       7.23411837       7.22889155       7.21413829       7.18829859       7.16536649       7.13310530      
  0.02200000       1.34339933E-02   2569.83819651    -2.66694703      0.23449755       4.04056033       7.78303730       7.70385927       7.49463127       7.47201372       7.47071113       7.46030664       7.43725576       7.41605799       7.38430293      
  0.02200000       1.70125428E-02   2479.24770587    -2.86980283      0.19947318       4.18106872       8.26110489       8.17134245       7.91984908       7.89782942       7.90660572       7.90748040       7.89125130       7.87453267       7.84440725      
  0.02200000       2.15443469E-02   2378.15283060    -3.04888019      0.17640078       4.28783851       8.69035258       8.58490402       8.27461666       8.25332974       8.27551527       8.29201736       8.28474123       8.27406093       8.24625122      
  0.02200000       2.72833338E-02   2271.93265251    -3.21085771      0.16040351       4.37041070       9.08144387       8.95298617       8.57508987       8.55376404       8.58977826       8.62266605       8.62362022       8.61864060       8.59250345      
  0.02200000       3.45510729E-02   2154.57093992    -3.36944229      0.14859023       4.43685860       9.43500743       9.27567887       8.83752361       8.81328506       8.85791570       8.90205177       8.90778909       8.90658827       8.88117731      
  0.02200000       4.37547938E-02   2033.63872521    -3.52536280      0.13938028       4.49243612       9.75140764       9.57188058       9.07284681       9.04266652       9.09138521       9.14222248       9.14976514       9.15016013       9.12370482      
