# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03000000       1.00000000E-03   2789.48819863    -1.98483753      0.43646423       3.63564118       6.20032206       6.13926400       5.99793217       5.97730465       5.96266833       5.93774453       5.90496649       5.87813344       5.84578423      
  0.03000000       1.26638017E-03   2784.41325018    -2.04723288      0.40770016       3.69485610       6.35468407       6.29343729       6.14994843       6.12941400       6.11534167       6.09104156       6.05875936       6.03219462       5.99988136      
  0.03000000       1.60371874E-03   2780.07497335    -2.09386075      0.38759485       3.73878093       6.46987316       6.40845823       6.26315306       6.24269303       6.22909046       6.20530656       6.17342879       6.14708089       6.11479517      
  0.03000000       2.03091762E-03   2777.50878451    -2.11961104      0.37696743       3.76292818       6.53343035       6.47191371       6.32553585       6.30511977       6.29179438       6.26831410       6.23667232       6.21045049       6.17818089      
  0.03000000       2.57191381E-03   2776.26350712    -2.13192786      0.37199166       3.77446969       6.56384303       6.50227751       6.35537336       6.33497975       6.32179115       6.29846056       6.26693479       6.24077485       6.20851344      
  0.03000000       3.25702066E-03   2775.24553863    -2.14174262      0.36808420       3.78364166       6.58804590       6.52643970       6.37910723       6.35873171       6.34565424       6.32244516       6.29101330       6.26490345       6.23264866      
  0.03000000       4.12462638E-03   2773.83238656    -2.15510762      0.36283435       3.79611923       6.62100904       6.55934587       6.41141865       6.39106837       6.37814532       6.35510493       6.32380319       6.29776269       6.26551715      
  0.03000000       5.22334507E-03   2771.45998294    -2.17691066      0.35444783       3.81643132       6.67476495       6.61300470       6.46407894       6.44377131       6.43110778       6.40835060       6.37726658       6.35134207       6.31911227      
  0.03000000       6.61474064E-03   2766.49324082    -2.21938935      0.33874156       3.85579901       6.77938972       6.71741532       6.56642305       6.54620147       6.53407317       6.51189875       6.48125978       6.45557227       6.42337500      
  0.03000000       8.37677640E-03   2750.50467008    -2.33240022      0.30088480       3.95873502       7.05638089       6.99358210       6.83622172       6.81624500       6.80575526       6.78535818       6.75605210       6.73108023       6.69898956      
  0.03000000       1.06081836E-02   2713.05807696    -2.50124596      0.25461371       4.10377467       7.46277021       7.39738176       7.22669172       7.20704364       7.19984780       7.18299246       7.15623217       7.13266861       7.10081581      
  0.03000000       1.34339933E-02   2664.61853179    -2.64545481      0.22357714       4.21668346       7.80278385       7.73359014       7.54511053       7.52582754       7.52290096       7.51060979       7.48683971       7.46502036       7.43352621      
  0.03000000       1.70125428E-02   2616.14691132    -2.77056854      0.20082107       4.30991898       8.09734324       8.02376796       7.81580192       7.79700763       7.79877595       7.79141374       7.77061127       7.75063148       7.71957795      
  0.03000000       2.15443469E-02   2557.44645136    -2.89130451      0.18287906       4.39121008       8.38069648       8.30059581       8.06614750       8.04787589       8.05575265       8.05490889       8.03792706       8.02044444       7.99018296      
  0.03000000       2.72833338E-02   2491.43362373    -3.00869465      0.16833909       4.46316755       8.65740117       8.56855349       8.30059105       8.28279552       8.29824921       8.30579998       8.29371305       8.27948479       8.25037842      
  0.03000000       3.45510729E-02   2417.26809737    -3.12558918      0.15630791       4.52757604       8.93729445       8.83670633       8.52501880       8.50781423       8.53293874       8.55160190       8.54589245       8.53588853       8.50826624      
  0.03000000       4.37547938E-02   2331.56916212    -3.24726076      0.14604923       4.58653928       9.23306934       9.11468255       8.74756695       8.73056733       8.76716405       8.79901893       8.79998878       8.79443804       8.76799512      
  0.03000000       5.54102033E-02   2231.50028817    -3.37634956      0.13742442       4.63940983       9.52473525       9.38121824       8.96066635       8.94174899       8.98689479       9.02919980       9.03494757       9.03284729       9.00703025      
  0.03000000       7.01703829E-02   2123.08623711    -3.51001230      0.13016364       4.68655827       9.80157324       9.63387206       9.16291913       9.13973219       9.18959897       9.23884305       9.24719172       9.24723412       9.22137651      
  0.03000000       8.88623816E-02   2012.12456454    -3.64470687      0.12409876       4.72800253       10.05528751      9.87886152       9.35145542       9.32139705       9.37295145       9.42550475       9.43367087       9.43365057       9.40581292      
  0.03000000       1.12533558E-01   1894.61236209    -3.78539381      0.11903954       4.76415424       10.29919351      10.13415012      9.53448942       9.49371774       9.54426022       9.59690502       9.60239346       9.60053679       9.56997679      
  0.03000000       1.42510267E-01   1786.68980336    -3.91969805      0.11467991       4.79656199       10.51066160      10.37795013      9.70121004       9.64636899       9.69296339       9.74343867       9.74610370       9.74287154       9.71014026      
  0.03000000       1.80472177E-01   1663.32810925    -4.07229694      0.11100056       4.82488545       10.74040036      10.65815983      9.87771021       9.80007540       9.84024452       9.88907624       9.89029478       9.88715038       9.85284339      
  0.03000000       2.28546386E-01   1556.16029199    -4.21241417      0.10792350       4.84930457       10.96642411      10.91732306      10.04286199      9.93942717       9.97412959       10.02348899      10.02609118      10.02431691      9.98872513      
  0.03000000       2.89426612E-01   1459.67604147    -4.34551008      0.10523458       4.87121965       11.19585035      11.16112314      10.20159954      10.07146500      10.10180502      10.15238807      10.16060222      10.16196655      10.12551395     
  0.03000000       3.66524124E-01   1363.04888997    -4.48456013      0.10283325       4.89126906       11.45877950      11.42516762      10.37238000      10.21543761      10.24193009      10.29506862      10.31447829      10.32216633      10.28540704     
  0.03000000       4.64158883E-01   1271.87660173    -4.62250648      0.10075917       4.90896661       11.74500375      11.70040593      10.55655287      10.37442434      10.39579027      10.45087661      10.48014864      10.49504784      10.45715377     
  0.03000000       5.87801607E-01   1199.26746364    -4.74113579      0.09886177       4.92547890       12.01402992      11.95180543      10.74649389      10.54565935      10.55753505      10.60716615      10.63444850      10.65397087      10.61428569     
  0.03000000       7.44380301E-01   1091.54767540    -4.91900345      0.09723847       4.93985940       12.37827206      12.28116226      11.02443366      10.80330438      10.79341793      10.81958754      10.82706674      10.85082232      10.80677786     
  0.03000000       9.42668455E-01   1014.36405016    -5.05896072      0.09584638       4.95238441       12.68297534      12.54602495      11.28190981      11.04850150      11.01596414      11.00761093      10.98204602      11.00673185      10.95947459     
  0.03000000       1.19377664E+00   945.05997191     -5.19316533      0.09460918       4.96366914       12.96728542      12.78945257      11.53515178      11.29086823      11.23906003      11.18941465      11.12450125      11.14813400      11.09682180     
  0.03000000       1.51177507E+00   879.06480641     -5.32928434      0.09348526       4.97404933       13.25496811      13.03558434      11.79273221      11.53228876      11.46474131      11.36797339      11.25900136      11.28120620      11.22897995     
  0.03000000       1.91448198E+00   813.25247018     -5.47406207      0.09245796       4.98364686       13.57663997      13.31863206      12.07275051      11.79088617      11.71109412      11.55779025      11.40317446      11.42399357      11.37118560     
  0.03000000       2.42446202E+00   751.49362316     -5.61977415      0.09155508       4.99217062       13.89992978      13.60594332      12.34512571      12.03210178      11.94211879      11.73403265      11.54241989      11.56227265      11.50918836     
  0.03000000       3.07029063E+00   696.84788501     -5.75856362      0.09075551       4.99978951       14.21349318      13.89024405      12.60402721      12.25046800      12.15676786      11.89323192      11.67423688      11.69309858      11.63933451     
