# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04400000       1.00000000E-03   2904.47235522    -1.72460664      0.54322559       3.61190779       5.64200602       5.59012346       5.46621401       5.44871629       5.43298944       5.40704427       5.37382682       5.34690621       5.31571220      
  0.04400000       1.26638017E-03   2903.62753926    -1.75556147      0.52451209       3.64235616       5.71910050       5.66717332       5.54289883       5.52543945       5.50985029       5.48406592       5.45100177       5.42416940       5.39299151      
  0.04400000       1.60371874E-03   2903.23908437    -1.77054877      0.51568135       3.65710468       5.75644909       5.70450934       5.58004724       5.56260942       5.54709093       5.52138800       5.48840030       5.46161136       5.43044113      
  0.04400000       2.03091762E-03   2903.00753796    -1.78051546      0.50989176       3.66691125       5.78127365       5.72933027       5.60474230       5.58732044       5.57185024       5.54620265       5.51326656       5.48650678       5.45534182      
  0.04400000       2.57191381E-03   2902.63287067    -1.79319349      0.50261727       3.67939242       5.81293233       5.76098005       5.63621577       5.61881289       5.60340629       5.57783110       5.54496176       5.51823934       5.48708008      
  0.04400000       3.25702066E-03   2902.10006496    -1.81346870      0.49120035       3.69934990       5.86353034       5.81157535       5.68652582       5.66915752       5.65385615       5.62840002       5.59563966       5.56897784       5.53782822      
  0.04400000       4.12462638E-03   2901.06453844    -1.85251536      0.46995391       3.73775666       5.96098432       5.90904091       5.78340024       5.76610621       5.75102090       5.72580688       5.69326461       5.66672246       5.63559088      
  0.04400000       5.22334507E-03   2897.34358770    -1.95556372      0.41844535       3.83858949       6.21804678       6.16613056       6.03854843       6.02147433       6.00705224       5.98257101       5.95066451       5.92446164       5.89336946      
  0.04400000       6.61474064E-03   2890.52634887    -2.10649964      0.35336814       3.98541300       6.59471043       6.54279413       6.41160839       6.39495803       6.38174575       6.35859930       6.32780605       6.30218401       6.27116307      
  0.04400000       8.37677640E-03   2874.04076689    -2.23410089      0.30859569       4.10309015       6.90664474       6.85374747       6.71728859       6.70088139       6.68909244       6.66751872       6.63795477       6.61296453       6.58197005      
  0.04400000       1.06081836E-02   2856.07853068    -2.34509499      0.27500680       4.20318006       7.17644187       7.12233021       6.98019503       6.96404718       6.95377417       6.93385813       6.90554035       6.88119779       6.85024310      
  0.04400000       1.34339933E-02   2831.50407921    -2.44977252      0.24802461       4.29287891       7.42651643       7.37063852       7.22123201       7.20526742       7.19678299       7.17879938       7.15186714       7.12824945       7.09731936      
  0.04400000       1.70125428E-02   2813.92352692    -2.54193590      0.22585852       4.37419594       7.65032613       7.59321067       7.43771682       7.42212014       7.41530454       7.39909098       7.37340236       7.35045189       7.31959695      
  0.04400000       2.15443469E-02   2782.66423178    -2.63791051      0.20680187       4.45075993       7.87533969       7.81605133       7.65090178       7.63553315       7.63102656       7.61721410       7.59310674       7.57101415       7.54020236      
  0.04400000       2.72833338E-02   2747.42046107    -2.73151539      0.19046215       4.52225102       8.09442983       8.03282001       7.85542868       7.84048635       7.83893801       7.82808429       7.80575292       7.78467639       7.75395065      
  0.04400000       3.45510729E-02   2707.25343209    -2.82467365      0.17620843       4.58981528       8.31216283       8.24755374       8.05485019       8.04046075       8.04251551       8.03516886       8.01478724       7.99490135       7.96431377      
  0.04400000       4.37547938E-02   2656.89244126    -2.92124207      0.16370640       4.65373723       8.53606778       8.46641024       8.25333479       8.23941427       8.24596872       8.24307980       8.22518209       8.20690382       8.17664062      
  0.04400000       5.54102033E-02   2600.40100037    -3.01889737      0.15271716       4.71409270       8.76301790       8.68689414       8.44867829       8.43527432       8.44736339       8.45013811       8.43539549       8.41919814       8.38949183      
  0.04400000       7.01703829E-02   2534.09114228    -3.12053438      0.14305905       4.77083807       9.00380710       8.91885102       8.64494003       8.63226220       8.65223178       8.66369678       8.65413203       8.64125204       8.61269157      
  0.04400000       8.88623816E-02   2458.77559001    -3.22679570      0.13446025       4.82468064       9.25843768       9.16107529       8.84242420       8.83045744       8.86020283       8.88257777       8.87911043       8.87016416       8.84279043      
  0.04400000       1.12533558E-01   2374.34576165    -3.33771922      0.12690498       4.87491185       9.52342894       9.40904257       9.03841340       9.02666628       9.06696120       9.10109519       9.10355122       9.09848617       9.07198149      
  0.04400000       1.42510267E-01   2271.95056236    -3.46043047      0.12034245       4.92103074       9.79586299       9.65759398       9.23359458       9.21992693       9.26872556       9.31278125       9.31967502       9.31771517       9.29169999      
  0.04400000       1.80472177E-01   2161.99080991    -3.58793474      0.11474997       4.96236183       10.05220605      9.89025447       9.41816964       9.39998041       9.45292495       9.50296429       9.51212643       9.51192145       9.48555964      
  0.04400000       2.28546386E-01   2050.75428496    -3.71684052      0.10994399       4.99952393       10.28512751      10.11690754      9.59215251       9.56689647       9.62084787       9.67319476       9.68195191       9.68146705       9.65332095      
  0.04400000       2.89426612E-01   1932.80534907    -3.85287667      0.10583123       5.03264056       10.51484468      10.35675057      9.76399411       9.72819125       9.78091712       9.83318976       9.83980778       9.83779582       9.80720994      
  0.04400000       3.66524124E-01   1812.15352925    -3.99436727      0.10229560       5.06215396       10.73100343      10.60820667      9.93159199       9.87999325       9.92820157       9.97835621       9.98266696       9.97954279       9.94683724      
  0.04400000       4.64158883E-01   1694.56885190    -4.13672350      0.09930035       5.08796637       10.94875675      10.87195528      10.09591981      10.02284564      10.06576988      10.11573264      10.12033250      10.11786938      10.08365900     
  0.04400000       5.87801607E-01   1583.78969080    -4.27707029      0.09671457       5.11088350       11.17918455      11.13285830      10.26133876      10.16260738      10.20073491      10.25203433      10.25922204      10.25831241      10.22293802     
  0.04400000       7.44380301E-01   1480.37895262    -4.41486652      0.09446060       5.13136640       11.42130890      11.38621707      10.42609533      10.30071741      10.33462079      10.38769858      10.40154021      10.40427379      10.36763928     
  0.04400000       9.42668455E-01   1389.47150776    -4.54368153      0.09244664       5.15008538       11.67306839      11.63512468      10.59111150      10.44236429      10.47238105      10.52770243      10.55119395      10.55959095      10.52230686     
  0.04400000       1.19377664E+00   1287.22893767    -4.69304475      0.09069741       5.16667751       11.98277356      11.92762709      10.79664199      10.62290834      10.64459415      10.69908600      10.72828585      10.74294497      10.70356092     
  0.04400000       1.51177507E+00   1206.57485177    -4.82076982      0.08911352       5.18197990       12.26864296      12.19198176      11.00580370      10.81350940      10.82165996      10.86558522      10.88843111      10.90716901      10.86555945     
  0.04400000       1.91448198E+00   1103.84917153    -4.98872469      0.08774915       5.19538116       12.60124417      12.48867831      11.27360631      11.06533647      11.04938770      11.06378928      11.06225142      11.08372221      11.03788604     
  0.04400000       2.42446202E+00   1029.47266938    -5.12164242      0.08656960       5.20713616       12.88495727      12.73552592      11.51736673      11.29817399      11.26061854      11.24031511      11.20626502      11.22828453      11.17937536     
  0.04400000       3.07029063E+00   952.49887059     -5.26749489      0.08549597       5.21797559       13.19354466      12.99581984      11.78895250      11.55426386      11.49750392      11.43091302      11.35451040      11.37538489      11.32268957     
  0.04400000       3.88815518E+00   879.71039388     -5.41504937      0.08457017       5.22743254       13.49919027      13.26186213      12.06576843      11.80989900      11.73809741      11.61866397      11.49605812      11.51575222      11.46192462     
  0.04400000       4.92388263E+00   822.80420000     -5.53955852      0.08376248       5.23576780       13.76876898      13.50015677      12.29906101      12.01959419      11.93903689      11.77322550      11.61660685      11.63537653      11.58109072     
  0.04400000       6.23550734E+00   775.70504153     -5.64963240      0.08302714       5.24342678       14.01175354      13.71541069      12.50293185      12.19653720      12.10955081      11.90401742      11.72266720      11.74111848      11.68627445     
  0.04400000       7.89652287E+00   733.82130308     -5.75333324      0.08233427       5.25070566       14.25197555      13.93285209      12.69596747      12.36078084      12.27114139      12.02552377      11.82498715      11.84358394      11.78865940     
  0.04400000       1.00000000E+01   695.58321870     -5.85326811      0.08167419       5.25769725       14.48292803      14.14182501      12.88408827      12.51493394      12.42323583      12.13974283      11.92366758      11.94156437      11.88619717     
