# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05300000       1.00000000E-03   2953.58857893    -1.58641723      0.61591161       3.58365415       6.03535088       5.96680850       6.15872802       6.12624863       5.93792836      
  0.05300000       1.26638017E-03   2953.45256428    -1.60456440      0.60322662       3.60172960       6.08118129       6.01255514       6.20455077       6.17219258       5.98362168      
  0.05300000       1.60371874E-03   2953.38455931    -1.61493502      0.59609666       3.61205701       6.10734347       6.03866972       6.23071121       6.19841866       6.00970476      
  0.05300000       2.03091762E-03   2953.29813575    -1.62680216      0.58805167       3.62385948       6.13724437       6.06851536       6.26061405       6.22839335       6.03951301      
  0.05300000       2.57191381E-03   2953.11255507    -1.64510587      0.57585559       3.64206325       6.18341386       6.11459562       6.30679795       6.27468147       6.08553171      
  0.05300000       3.25702066E-03   2952.76181342    -1.67891874      0.55400648       3.67566059       6.26857840       6.19959267       6.39201074       6.36006584       6.17040617      
  0.05300000       4.12462638E-03   2951.75290957    -1.76343172      0.50298360       3.75958252       6.48116482       6.41173518       6.60486084       6.57321911       6.38218233      
  0.05300000       5.22334507E-03   2951.11469960    -1.91214411      0.42401370       3.90793332       6.85483771       6.78467085       6.97911965       6.94778158       6.75443911      
  0.05300000       6.61474064E-03   2947.87135325    -2.03613100      0.36841788       4.03001172       7.16516575       7.09415623       7.29069747       7.25911666       7.06312370      
  0.05300000       8.37677640E-03   2936.62668035    -2.14656597      0.32692293       4.13380054       7.43901574       7.36665458       7.56719124       7.53465850       7.33443347      
  0.05300000       1.06081836E-02   2924.94504585    -2.24591417      0.29392686       4.22621350       7.68459881       7.61085103       7.81572701       7.78195661       7.57736706      
  0.05300000       1.34339933E-02   2912.58521757    -2.33802093      0.26660154       4.31096585       7.91177379       7.83656258       8.04615931       8.01093057       7.80172940      
  0.05300000       1.70125428E-02   2893.53167785    -2.42933665      0.24316909       4.39087546       8.13525422       8.05798522       8.27435046       8.23698920       8.02132437      
  0.05300000       2.15443469E-02   2876.20538955    -2.51475393      0.22304981       4.46588639       8.34441678       8.26512903       8.48833533       8.44864322       8.22659138      
  0.05300000       2.72833338E-02   2854.04894855    -2.60010113      0.20532892       4.53779268       8.55222772       8.47038610       8.70230435       8.65963422       8.42951069      
  0.05300000       3.45510729E-02   2819.57715132    -2.69011543      0.18967182       4.60668560       8.76885500       8.68314037       8.92832712       8.88116310       8.63878981      
  0.05300000       4.37547938E-02   2785.66061506    -2.77696042      0.17582536       4.67252946       8.97783024       8.88801910       9.14723145       9.09528756       8.83996918      
  0.05300000       5.54102033E-02   2743.81603842    -2.86660412      0.16346308       4.73585125       9.19263108       9.09727776       9.37547605       9.31703928       9.04426786      
  0.05300000       7.01703829E-02   2694.79096088    -2.95855177      0.15244066       4.79648958       9.41280833       9.31021500       9.61298339       9.54628607       9.25082952      
