# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02700000       1.00000000E-03   2755.60303864    -2.05230750      0.41384905       3.63609711       7.16045152       7.07655958       7.31011827       7.27326644       7.03797141      
  0.02700000       1.26638017E-03   2748.82084181    -2.11992105      0.38473441       3.69945646       7.32799732       7.24307593       7.48024981       7.44212267       7.20343261      
  0.02700000       1.60371874E-03   2742.53011100    -2.17720138      0.36185021       3.75272243       7.46963364       7.38376444       7.62429194       7.58496246       7.34315387      
  0.02700000       2.03091762E-03   2738.08799321    -2.21416160      0.34790026       3.78686937       7.56099280       7.47446261       7.71733810       7.67716109       7.43318146      
  0.02700000       2.57191381E-03   2735.78709213    -2.23243385      0.34123076       3.80368200       7.60613073       7.51925963       7.76334940       7.72273202       7.47763348      
  0.02700000       3.25702066E-03   2734.44864935    -2.24251085      0.33762177       3.81291713       7.63102635       7.54395948       7.78874604       7.74787681       7.50213625      
  0.02700000       4.12462638E-03   2733.02621761    -2.25318913      0.33384102       3.82269920       7.65740167       7.57012588       7.81565759       7.77451781       7.52809207      
  0.02700000       5.22334507E-03   2730.84391505    -2.26917213      0.32827713       3.83729738       7.69684740       7.60925194       7.85592497       7.81437022       7.56689643      
  0.02700000       6.61474064E-03   2726.79897318    -2.29683933      0.31893175       3.86238310       7.76503698       7.67685729       7.92561556       7.88330505       7.63391743      
  0.02700000       8.37677640E-03   2715.37700508    -2.35808890      0.29972286       3.91633847       7.91543188       7.82569668       8.07996529       8.03570993       7.78123950      
  0.02700000       1.06081836E-02   2681.84717555    -2.51207028      0.25735241       4.04872470       8.29268362       8.19829646       8.46918948       8.41899140       8.14933154      
  0.02700000       1.34339933E-02   2621.09803799    -2.68198424      0.22155150       4.17883101       8.70510249       8.60206875       8.90385173       8.84280504       8.54504776      
  0.02700000       1.70125428E-02   2560.48613736    -2.82408265      0.19712029       4.28031663       9.04939217       8.93645580       9.27317971       9.20011385       8.87050545      
  0.02700000       2.15443469E-02   2490.34475331    -2.95698905      0.17881565       4.36496913       9.37036622       9.24477187       9.62590520       9.53791623       9.16773570      
  0.02700000       2.72833338E-02   2414.12657181    -3.08394533      0.16441317       4.43790697       9.67773171       9.53589099       9.97304845       9.86697041       9.44530297      
  0.02700000       3.45510729E-02   2329.02373379    -3.21064545      0.15267032       4.50227103       9.98771711       9.82475197       10.33385847      10.20551510      9.71788283      
  0.02700000       4.37547938E-02   2226.63211791    -3.34614036      0.14291013       4.55965409       10.31704297      10.12832613      10.72464855      10.57054951      10.00326593     
  0.02700000       5.54102033E-02   2116.00566229    -3.48500771      0.13486235       4.60999830       10.65806847      10.44132627      11.13218889      10.95129955      10.29759384     
  0.02700000       7.01703829E-02   2003.44722222    -3.62392052      0.12820568       4.65396533       11.00386249      10.75961590      11.54090641      11.33518544      10.59753685     
  0.02700000       8.88623816E-02   1884.67690911    -3.76789395      0.12274557       4.69176752       11.37042998      11.09877261      11.96479441      11.73589497      10.91817914     
  0.02700000       1.12533558E-01   1775.43769280    -3.90523204      0.11808768       4.72537034       11.72260775      11.42938907      12.34934817      12.10766639      11.23398029     
  0.02700000       1.42510267E-01   1651.21515212    -4.06054811      0.11416909       4.75468120       12.14001559      11.82360187      12.78332636      12.53461314      11.61135498     
  0.02700000       1.80472177E-01   1543.86680179    -4.20237613      0.11092552       4.77971619       12.54080218      12.20262063      13.19077303      12.94280177      11.97691199     
  0.02700000       2.28546386E-01   1447.50819049    -4.33663672      0.10811055       4.80204297       12.92882580      12.56884394      13.59010425      13.34943401      12.33507746     
  0.02700000       2.89426612E-01   1349.51439112    -4.47871314      0.10561560       4.82232252       13.34300885      12.95194380      14.05211537      13.81640183      12.71328698     
  0.02700000       3.66524124E-01   1262.71807277    -4.61221376      0.10344455       4.84036347       13.73710528      13.31105160      14.52337875      14.28816306      13.07239531     
  0.02700000       4.64158883E-01   1184.36183127    -4.74029912      0.10146640       4.85713396       14.13523947      13.66829302      15.03532602      14.78917178      13.42626676     
  0.02700000       5.87801607E-01   1085.24260048    -4.90661960      0.09978654       4.87163463       14.64121541      14.12424745      15.69573463      15.43711211      13.87706582     
  0.02700000       7.44380301E-01   1007.77540035    -5.04809809      0.09832332       4.88446498       15.11584049      14.56284890      16.28863531      16.02601139      14.30629950     
  0.02700000       9.42668455E-01   938.47246991     -5.18336536      0.09702935       4.89597207       15.58435092      15.00256693      16.84717539      16.59288775      14.72605543     
  0.02700000       1.19377664E+00   874.45499006     -5.31664059      0.09586120       4.90649244       16.06556333      15.46412176      17.38321918      17.14304730      15.16427688     
  0.02700000       1.51177507E+00   809.90784005     -5.45959365      0.09478829       4.91626868       16.61909647      15.99838482      17.98077331      17.76313479      15.65743046     
  0.02700000       1.91448198E+00   746.99641840     -5.60882105      0.09383764       4.92502380       17.21392805      16.57603547      18.61069980      18.41508263      16.18632018     
  0.02700000       2.42446202E+00   692.39968612     -5.74841673      0.09300424       4.93277248       17.78883978      17.13736907      19.21752435      19.03124847      16.69435619     
  0.02700000       3.07029063E+00   648.98021310     -5.86817565      0.09223127       4.94002159       18.32975159      17.66771488      19.79225600      19.60342600      17.18979033     
  0.02700000       3.88815518E+00   604.55332010     -5.99823435      0.09150508       4.94688756       18.95825962      18.28563384      20.46679531      20.25883223      17.77151878     
  0.02700000       4.92388263E+00   561.56372827     -6.13269132      0.09083846       4.95323848       19.67777344      18.99600685      21.25033345      20.99665331      18.45878215     
  0.02700000       6.23550734E+00   524.88515410     -6.25589766      0.09023102       4.95906622       20.36814932      19.67797861      22.01358910      21.70062003      19.13212889     
  0.02700000       7.89652287E+00   492.47162067     -6.37204986      0.08966810       4.96450210       21.12892790      20.43846994      22.83663060      22.44437171      19.90827117     
  0.02700000       1.00000000E+01   464.43253473     -6.47900797      0.08914179       4.96961529       21.90439231      21.21445847      23.66937117      23.18451691      20.69951609     
