# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05800000       1.00000000E-03   2978.24211056    -1.51618215      0.65678273       3.56699900       5.86219997       5.79532112       5.98333631       5.95066608       5.76711883      
  0.05800000       1.26638017E-03   2978.24211056    -1.53020403      0.64624572       3.58104752       5.89778829       5.83085025       6.01888446       5.98633711       5.80261943      
  0.05800000       1.60371874E-03   2978.31068791    -1.54049535      0.63862061       3.59135670       5.92380511       5.85682770       6.04486833       6.01240820       5.82857656      
  0.05800000       2.03091762E-03   2978.37926684    -1.55416013      0.62861499       3.60507315       5.95843930       5.89140764       6.07946436       6.04711673       5.86312747      
  0.05800000       2.57191381E-03   2978.51642943    -1.57664607      0.61248528       3.62765109       6.01539105       5.94827078       6.13635937       6.10418848       5.91994010      
  0.05800000       3.25702066E-03   2978.85936355    -1.62237823      0.58093997       3.67357997       6.13106099       6.06376181       6.25193787       6.22009562       6.03531783      
  0.05800000       4.12462638E-03   2978.51642943    -1.74339119      0.50551197       3.79438019       6.43629936       6.36843387       6.55725910       6.52606443       6.33957768      
  0.05800000       5.22334507E-03   2979.81978914    -1.88089348      0.43112650       3.93263515       6.78247362       6.71403250       6.90371657       6.87291145       6.68461318      
  0.05800000       6.61474064E-03   2976.46311278    -1.99667552      0.37816736       4.04647695       7.07251642       7.00328918       7.19478922       7.16390856       6.97316391      
  0.05800000       8.37677640E-03   2966.77759554    -2.10129783      0.33745274       4.14541713       7.33245282       7.26205003       7.45686330       7.42531640       7.23091829      
  0.05800000       1.06081836E-02   2956.39646353    -2.19686878      0.30441494       4.23491221       7.56932066       7.49770490       7.69610857       7.66368976       7.46551736      
  0.05800000       1.34339933E-02   2945.65448634    -2.28614626      0.27668424       4.31787441       7.79004914       7.71717410       7.91949115       7.88596309       7.68385233      
  0.05800000       1.70125428E-02   2933.18681148    -2.37193321      0.25279628       4.39630172       8.00141095       7.92711537       8.13400867       8.09906609       7.89250272      
  0.05800000       2.15443469E-02   2914.84076486    -2.45804457      0.23183124       4.47150034       8.21195076       8.13573512       8.34894200       8.31200213       8.09943423      
  0.05800000       2.72833338E-02   2899.49856162    -2.53889041      0.21346906       4.54317391       8.41007053       8.33207703       8.55125583       8.51229557       8.29413536      
  0.05800000       3.45510729E-02   2872.54806949    -2.62453245      0.19707365       4.61258778       8.61725415       8.53640028       8.76524677       8.72307252       8.49593849      
  0.05800000       4.37547938E-02   2838.89668933    -2.71170115      0.18250426       4.67929905       8.82687758       8.74228786       8.98388771       8.93738892       8.69850048      
  0.05800000       5.54102033E-02   2805.98092084    -2.79627634      0.16948049       4.74360539       9.03032980       8.94176432       9.19697263       9.14577200       8.89435065      
  0.05800000       7.01703829E-02   2763.40838614    -2.88497778      0.15777778       4.80575283       9.24235571       9.14833343       9.42212141       9.36460051       9.09605122      
  0.05800000       8.88623816E-02   2714.07193877    -2.97593895      0.14730250       4.86542462       9.45965211       9.35862056       9.65619940       9.59065753       9.30016186      
  0.05800000       1.12533558E-01   2656.16215013    -3.07049949      0.13793422       4.92249984       9.68577114       9.57513269       9.90477822       9.82862084       9.50828619      
  0.05800000       1.42510267E-01   2588.77199216    -3.16950467      0.12956707       4.97685371       9.92202996       9.79933686       10.16953816      10.08011855      9.72222896      
  0.05800000       1.80472177E-01   2509.31255494    -3.27530119      0.12208326       5.02853004       10.17615965      10.03675333      10.46243580      10.35533763      9.94593086      
  0.05800000       2.28546386E-01   2421.55789802    -3.38523795      0.11550839       5.07661530       10.44065280      10.28099204      10.77401135      10.64588222      10.17452284     
  0.05800000       2.89426612E-01   2314.60499844    -3.50782874      0.10978607       5.12074779       10.73757048      10.55303124      11.12836543      10.97542028      10.42878860     
  0.05800000       3.66524124E-01   2201.06670821    -3.63466432      0.10491118       5.16019871       11.04685318      10.83744601      11.49408052      11.31762112      10.69651005     
  0.05800000       4.64158883E-01   2091.18721461    -3.75913988      0.10071005       5.19569663       11.35697700      11.12482007      11.85335981      11.65691529      10.96930330     
  0.05800000       5.87801607E-01   1969.63174306    -3.89494429      0.09709073       5.22748680       11.69969398      11.44447536      12.24111662      12.02637719      11.27485489     
  0.05800000       7.44380301E-01   1845.22478787    -4.03625959      0.09401446       5.25545297       12.06777658      11.79115546      12.64028042      12.41281556      11.60936277     
  0.05800000       9.42668455E-01   1727.00283911    -4.17567802      0.09141189       5.27983716       12.44805063      12.15063498      13.04061420      12.80577209      11.95913924     
  0.05800000       1.19377664E+00   1613.62126732    -4.31525688      0.08916444       5.30145951       12.84637094      12.52527103      13.45859524      13.21950675      12.32357409     
  0.05800000       1.51177507E+00   1507.94034267    -4.45221798      0.08720855       5.32072446       13.24884372      12.89817473      13.90095456      13.65715864      12.68753313     
  0.05800000       1.91448198E+00   1417.60052554    -4.57710230      0.08546129       5.33830335       13.62870799      13.24350205      14.34676640      14.09520286      13.02460337     
  0.05800000       2.42446202E+00   1312.79592579    -4.72659294      0.08389410       5.35437946       14.08591530      13.65439224      14.91760531      14.64911177      13.42688383     
  0.05800000       3.07029063E+00   1223.85722924    -4.86269708      0.08253052       5.36861315       14.52930270      14.05419560      15.48514550      15.19778711      13.81868316     
  0.05800000       3.88815518E+00   1143.54656580    -4.99328886      0.08133400       5.38129803       14.94803849      14.44144056      15.99994859      15.69969838      14.19979559     
  0.05800000       4.92388263E+00   1071.60970847    -5.11767909      0.08026305       5.39281095       15.35556381      14.82257075      16.49150772      16.18350156      14.57344879     
  0.05800000       6.23550734E+00   1005.99654794    -5.23802276      0.07928965       5.40340923       15.78794924      15.23530727      16.98175095      16.67143425      14.97367961     
  0.05800000       7.89652287E+00   950.16878857     -5.34706119      0.07839455       5.41327047       16.17062336      15.60350114      17.40261485      17.09380595      15.32450262     
  0.05800000       1.00000000E+01   899.74986113     -5.45139786      0.07753107       5.42289064       16.55116093      15.97269467      17.80970437      17.50429019      15.67463972     
