# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05100000       1.00000000E-03   2943.30679563    -1.61577854      0.59960687       3.59025274       6.10754791       6.03830473       6.23189203       6.19946699       6.00912108      
  0.05100000       1.26638017E-03   2942.99822388    -1.63611145      0.58585052       3.61041144       6.15880451       6.08945807       6.28317015       6.25086266       6.06020433      
  0.05100000       1.60371874E-03   2942.84434602    -1.64689330      0.57869033       3.62109244       6.18593753       6.11653655       6.31031784       6.27806846       6.08724427      
  0.05100000       2.03091762E-03   2942.64807767    -1.65818462      0.57129169       3.63226885       6.21436755       6.14490678       6.33876983       6.30657811       6.11557173      
  0.05100000       2.57191381E-03   2942.34663494    -1.67505884      0.56041254       3.64896912       6.25684244       6.18729097       6.38128463       6.34917306       6.15788899      
  0.05100000       3.25702066E-03   2941.84644367    -1.70511898      0.54153125       3.67873765       6.33245971       6.26274632       6.45698871       6.42500187       6.23321747      
  0.05100000       4.12462638E-03   2940.89825726    -1.77573905      0.49956986       3.74879203       6.50991751       6.43982627       6.63471003       6.60294031       6.40997260      
  0.05100000       5.22334507E-03   2939.38791005    -1.92342844      0.42188897       3.89559075       6.88067850       6.80979910       7.00620463       6.97466203       6.77923286      
  0.05100000       6.61474064E-03   2936.09283472    -2.05176822      0.36476078       4.02197120       7.20173930       7.12997801       7.32865392       7.29677023       7.09855178      
  0.05100000       8.37677640E-03   2924.08141883    -2.16512120      0.32276588       4.12821155       7.48262635       7.40941983       7.61244603       7.57946577       7.37670812      
  0.05100000       1.06081836E-02   2911.73506119    -2.26628697      0.28971825       4.22203579       7.73255450       7.65786902       7.86559465       7.83122252       7.62379531      
  0.05100000       1.34339933E-02   2897.77605406    -2.36038873      0.26247934       4.30779452       7.96430111       7.88796635       8.10108727       8.06500414       7.85236657      
  0.05100000       1.70125428E-02   2875.25945895    -2.45419844      0.23931421       4.38804896       8.19318107       8.11441352       8.33565425       8.29694904       8.07663684      
  0.05100000       2.15443469E-02   2859.41735319    -2.53880551      0.21951185       4.46306969       8.40063567       8.31990835       8.54787103       8.50680438       8.28026192      
  0.05100000       2.72833338E-02   2832.10460379    -2.62757099      0.20203196       4.53514620       8.61581075       8.53197380       8.77057357       8.72589435       8.48950473      
  0.05100000       3.45510729E-02   2798.14298839    -2.71709924      0.18669927       4.60370072       8.83132175       8.74356691       8.99561238       8.94637189       8.69756074      
  0.05100000       4.37547938E-02   2760.73193525    -2.80597789      0.17313613       4.66921118       9.04489727       8.95240690       9.22070485       9.16592016       8.90215734      
  0.05100000       5.54102033E-02   2716.12784895    -2.89707663      0.16105973       4.73201065       9.26328911       9.16460309       9.45413720       9.39211911       9.10883412      
  0.05100000       7.01703829E-02   2663.18580530    -2.99121993      0.15032139       4.79194440       9.48875774       9.38168347       9.69952536       9.62806372       9.31853799      
  0.05100000       8.88623816E-02   2602.98171072    -3.08789099      0.14078130       4.84889586       9.71991570       9.60246104       9.95547456       9.87241281       9.53038339      
  0.05100000       1.12533558E-01   2531.49992024    -3.19034419      0.13228019       4.90299573       9.96606515       9.83429060       10.23521163      10.13672897      9.75020001      
  0.05100000       1.42510267E-01   2451.73465403    -3.29705001      0.12472446       4.95408324       10.22294267      10.07314165      10.53449914      10.41689660      9.97470166      
  0.05100000       1.80472177E-01   2359.86869925    -3.41085266      0.11809195       5.00154603       10.49841547      10.32670257      10.86095762      10.72101608      10.21193608     
  0.05100000       2.28546386E-01   2248.41569408    -3.53800127      0.11237570       5.04464139       10.80701896      10.60941252      11.22950567      11.06427917      10.47670791     
  0.05100000       2.89426612E-01   2138.64743308    -3.66347863      0.10750014       5.08316707       11.11591592      10.89382991      11.59386529      11.40597781      10.74492070     
  0.05100000       3.66524124E-01   2022.48749679    -3.79524380      0.10328347       5.11792420       11.44566748      11.20026316      11.97223859      11.76463681      11.03651906     
  0.05100000       4.64158883E-01   1901.28310193    -3.93361375      0.09966126       5.14893290       11.79912397      11.53073999      12.36723344      12.14279990      11.35290810     
  0.05100000       5.87801607E-01   1777.66717419    -4.07759753      0.09658910       5.17612852       12.18117371      11.89124777      12.77526257      12.54025967      11.70141881     
  0.05100000       7.44380301E-01   1663.30135598    -4.21711181      0.09395801       5.20011743       12.56655933      12.25585739      13.17511986      12.93550335      12.05524339     
