# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.01600000       1.00000000E-03   2564.60115021    -2.39532121      0.32190498       3.62708059       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       1.26638017E-03   2548.19768792    -2.46873306      0.29963724       3.68934578       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       1.60371874E-03   2527.63453745    -2.54475171      0.27901162       3.75129219       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       2.03091762E-03   2497.46481856    -2.62686310      0.26001283       3.81254725       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       2.57191381E-03   2467.20787035    -2.70511106      0.24347258       3.86963471       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       3.25702066E-03   2437.26652683    -2.77743287      0.22956323       3.92073233       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       4.12462638E-03   2408.82526943    -2.83907688      0.21891298       3.96199235       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       5.22334507E-03   2386.06971927    -2.88431096      0.21178867       3.99072970       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       6.61474064E-03   2370.26211014    -2.91414101      0.20737811       4.00900914       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       8.37677640E-03   2359.31568574    -2.93429940      0.20450485       4.02112705       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       1.06081836E-02   2349.52052324    -2.95201584      0.20204565       4.03163623       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       1.34339933E-02   2336.90091606    -2.97458357      0.19899912       4.04483310       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       1.70125428E-02   2317.42253449    -3.00869450      0.19456316       4.06441351       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       2.15443469E-02   2284.79715519    -3.06468047      0.18766787       4.09575451       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       2.72833338E-02   2216.11489202    -3.17555008      0.17557670       4.15360211       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       3.45510729E-02   2060.22244179    -3.39119612      0.15848973       4.24253258       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       4.37547938E-02   1864.22873327    -3.65061695      0.14358950       4.32828963       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01600000       5.54102033E-02   1684.58724572    -3.88607506      0.13409157       4.38773135       9.42423879       9.39352265       9.53201248       9.52476329      
  0.01600000       7.01703829E-02   1536.67099277    -4.08836972      0.12766908       4.43036417       9.69692584       9.62548143       9.75701141       9.74895489      
  0.01600000       8.88623816E-02   1395.23886798    -4.28901632      0.12291730       4.46330882       9.96789197       9.84737541       9.96916405       9.96051284      
  0.01600000       1.12533558E-01   1291.35773535    -4.44993626      0.11922549       4.48979656       10.20072205      10.03670746      10.14718103      10.13927293     
  0.01600000       1.42510267E-01   1194.28010379    -4.60852912      0.11613447       4.51261289       10.41014142      10.20530616      10.30346097      10.29796484     
  0.01600000       1.80472177E-01   1101.62509464    -4.76855645      0.11352329       4.53236479       10.64253190      10.38920476      10.47013673      10.46756449     
  0.01600000       2.28546386E-01   1019.43305224    -4.92025088      0.11132466       4.54935190       10.85932494      10.55988827      10.62019087      10.61900810     
  0.01600000       2.89426612E-01   945.21733453     -5.06635268      0.10944565       4.56413765       11.07826552      10.73094459      10.76661901      10.76582278     
  0.01600000       3.66524124E-01   872.66952443     -5.21812960      0.10781286       4.57719349       11.31763492      10.91615497      10.91988633      10.91992282     
  0.01600000       4.64158883E-01   803.71288522     -5.37249324      0.10641388       4.58853808       11.57271318      11.11430008      11.07696765      11.07453999     
  0.01600000       5.87801607E-01   744.47143029     -5.51548952      0.10519499       4.59854449       11.81782635      11.30981077      11.22826245      11.21904005     
  0.01600000       7.44380301E-01   688.77994426     -5.65958633      0.10410816       4.60756483       12.08621204      11.51731192      11.38586926      11.36624499     
  0.01600000       9.42668455E-01   641.21969312     -5.79222551      0.10311020       4.61593099       12.36752270      11.72688411      11.54467615      11.50842644     
  0.01600000       1.19377664E+00   595.72665874     -5.92771521      0.10220627       4.62357922       12.66666009      11.95730687      11.71957930      11.65130703     
  0.01600000       1.51177507E+00   552.08529294     -6.06682657      0.10139115       4.63053415       12.97376505      12.19963307      11.90265998      11.79467134     
  0.01600000       1.91448198E+00   520.36474991     -6.17622928      0.10062369       4.63713379       13.23145589      12.41418670      12.05775564      11.91072499     
  0.01600000       2.42446202E+00   487.41877498     -6.29625457      0.09988275       4.64355327       13.50294135      12.64860742      12.22741890      12.03188382     
  0.01600000       3.07029063E+00   454.19327052     -6.42495797      0.09919021       4.64959660       13.81057683      12.92163595      12.42196934      12.16569468     
  0.01600000       3.88815518E+00   425.72344255     -6.54308934      0.09854246       4.65528741       14.14029933      13.20547016      12.62528870      12.30088617     
  0.01600000       4.92388263E+00   398.59389749     -6.66290261      0.09792799       4.66072050       14.48098749      13.50895827      12.83310259      12.43464630     
  0.01600000       6.23550734E+00   378.22228918     -6.75936827      0.09732757       4.66606248       14.78654965      13.77416969      13.00652479      12.54274608     
  0.01600000       7.89652287E+00   357.01853273     -6.86492180      0.09673297       4.67138520       15.13954964      14.08983030      13.21685326      12.67776639     
  0.01600000       1.00000000E+01   340.20324066     -6.95402056      0.09614831       4.67665093       15.45415728      14.35851855      13.39217161      12.79022871     
