# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00400000       1.00000000E-03   1692.58907953    -3.54117917      0.19757568       3.44900878       8.51403856       8.50266009       8.65388896       8.63938277      
  0.00400000       1.26638017E-03   1631.79667616    -3.64470778      0.18868392       3.48900645       8.68273845       8.66199465       8.82295149       8.80718866      
  0.00400000       1.60371874E-03   1561.66838931    -3.75892351      0.18063126       3.52689069       8.86013218       8.82466669       8.99105420       8.97285146      
  0.00400000       2.03091762E-03   1486.33402369    -3.87981813      0.17349461       3.56190260       9.04379047       8.98735841       9.15435417       9.13307613      
  0.00400000       2.57191381E-03   1410.60594087    -4.00288409      0.16717588       3.59412708       9.23198301       9.14792000       9.30934665       9.28437826      
  0.00400000       3.25702066E-03   1334.80637166    -4.12836913      0.16158946       3.62365034       9.42293902       9.30892370       9.45960357       9.43204240      
  0.00400000       4.12462638E-03   1265.45906544    -4.24818870      0.15661841       3.65079074       9.60273138       9.45943500       9.59756813       9.56830027      
  0.00400000       5.22334507E-03   1197.89061686    -4.36892495      0.15210051       3.67621381       9.77865358       9.60524182       9.72997802       9.69951172      
  0.00400000       6.61474064E-03   1131.55936827    -4.49150690      0.14802280       3.69981890       9.95481579       9.75082120       9.86482075       9.83347280      
  0.00400000       8.37677640E-03   1067.61786395    -4.61435112      0.14435229       3.72162869       10.12912885      9.89504848       9.99669921       9.96503045      
  0.00400000       1.06081836E-02   1005.91822821    -4.73801280      0.14102619       3.74187621       10.29832138      10.03471887      10.12246392      10.09040216     
  0.00400000       1.34339933E-02   946.96762981     -4.86170624      0.13800856       3.76066286       10.47816874      10.18054111      10.25538327      10.22139439     
  0.00400000       1.70125428E-02   888.14116296     -4.99048539      0.13527784       3.77802144       10.66628015      10.33246825      10.39232777      10.35594472     
  0.00400000       2.15443469E-02   832.74739407     -5.11838451      0.13280811       3.79402603       10.84976499      10.48246684      10.52492756      10.48458696     
  0.00400000       2.72833338E-02   779.72054908     -5.24734081      0.13058147       3.80871169       11.03137341      10.63136197      10.65657725      10.61015883     
  0.00400000       3.45510729E-02   729.61969568     -5.37634004      0.12855030       3.82232857       11.22548237      10.78576607      10.78865474      10.73669307     
  0.00400000       4.37547938E-02   680.09427064     -5.51098665      0.12670848       3.83486341       11.44242437      10.95137038      10.92489860      10.86834651     
  0.00400000       5.54102033E-02   632.19649688     -5.64928946      0.12505070       3.84630230       11.67227296      11.12765817      11.06717250      11.00317090     
  0.00400000       7.01703829E-02   589.90834173     -5.77994787      0.12356314       3.85669659       11.91064720      11.31826657      11.21733553      11.13735648     
  0.00400000       8.88623816E-02   555.92552344     -5.89293719      0.12215905       3.86662323       12.11904064      11.49736868      11.35101116      11.25749476     
  0.00400000       1.12533558E-01   521.13079995     -6.01469243      0.12083341       3.87610020       12.36155535      11.69233121      11.49751329      11.38196590     
  0.00400000       1.42510267E-01   487.85574761     -6.13821061      0.11960196       3.88499788       12.62439682      11.91261910      11.66085555      11.51379159     
  0.00400000       1.80472177E-01   456.54044141     -6.26189043      0.11844748       3.89342264       12.90971690      12.15720582      11.84057121      11.65278507     
  0.00400000       2.28546386E-01   429.08191090     -6.37765353      0.11736241       3.90141635       13.18977288      12.39565419      12.01705587      11.78113987     
  0.00400000       2.89426612E-01   402.72699217     -6.49540928      0.11633253       3.90907200       13.51383935      12.68309664      12.22583515      11.92358798     
  0.00400000       3.66524124E-01   381.45645781     -6.59712785      0.11534032       3.91651201       13.82195372      12.95384597      12.41359627      12.05262015     
  0.00400000       4.64158883E-01   359.94001714     -6.70528759      0.11437074       3.92384441       14.17830263      13.25251129      12.63377520      12.18954513     
  0.00400000       5.87801607E-01   343.05347612     -6.79595918      0.11342998       3.93101857       14.48670394      13.51882403      12.82064098      12.30988085     
  0.00400000       7.44380301E-01   329.23843966     -6.87481230      0.11246088       3.93847148       14.78517856      13.77359390      12.99350192      12.42108265     
  0.00400000       9.42668455E-01   314.16655520     -6.96387890      0.11147181       3.94614430       15.07861595      14.03216492      13.16850292      12.53429775     
  0.00400000       1.19377664E+00   298.44610521     -7.06080181      0.11048286       3.95388448       15.44788769      14.36397237      13.37735256      12.67304884     
  0.00400000       1.51177507E+00   284.14787646     -7.15385100      0.10949735       3.96166707       15.81433430      14.68204228      13.56891079      12.80196652     
  0.00400000       1.91448198E+00   268.75312289     -7.25840076      0.10852150       3.96944267       16.27255701      15.07518358      13.77338903      12.94499687     
  0.00400000       2.42446202E+00   252.69575885     -7.37300704      0.10757741       3.97703208       16.82424036      15.54380225      13.98137686      13.09919767     
  0.00400000       3.07029063E+00   241.78845337     -7.45723461      0.10664524       3.98459125       17.26519329      15.91469046      14.12453380      13.21520510     
  0.00400000       3.88815518E+00   230.75672092     -7.54619489      0.10568652       3.99243505       17.78784695      16.34669801      14.26813941      13.34071529     
  0.00400000       4.92388263E+00   218.59551151     -7.64815748      0.10473030       4.00032951       18.42897840      16.86999079      14.42295811      13.48325955     
  0.00400000       6.23550734E+00   205.42121811     -7.76386586      0.10380210       4.00806193       19.16943203      17.46914407      14.58682700      13.63867750     
