# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00050000       1.00000000E-03   598.31821926     -5.44534603      0.17655689       2.64361673       10.83948992      10.40877474      10.41506953      10.24225714     
  0.00050000       1.26638017E-03   573.58170683     -5.54359364      0.17156841       2.66850978       11.01451670      10.56409066      10.55636462      10.36681721     
  0.00050000       1.60371874E-03   548.47255472     -5.64556990      0.16685346       2.69271568       11.19429505      10.72124453      10.69595084      10.49004380     
  0.00050000       2.03091762E-03   523.77650221     -5.74912343      0.16239988       2.71621520       11.37488421      10.88268683      10.83817989      10.61446797     
  0.00050000       2.57191381E-03   498.83091454     -5.85651383      0.15822252       2.73884800       11.55520523      11.03730542      10.97349137      10.73632166     
  0.00050000       3.25702066E-03   476.09368684     -5.95951318      0.15426862       2.76082974       11.73020939      11.19137191      11.10786330      10.85567443     
  0.00050000       4.12462638E-03   453.07421029     -6.06683651      0.15054880       2.78203075       11.94268629      11.37735147      11.26522257      10.99074202     
  0.00050000       5.22334507E-03   432.43059893     -6.16847779      0.14701360       2.80266924       12.15384156      11.56329294      11.41711461      11.12361059     
  0.00050000       6.61474064E-03   411.66116789     -6.27405270      0.14365686       2.82273277       12.40664667      11.78598274      11.59240624      11.27277433     
  0.00050000       8.37677640E-03   393.77499372     -6.37078787      0.14045523       2.84230856       12.62669836      11.97572434      11.74535607      11.40169110     
  0.00050000       1.06081836E-02   379.31246760     -6.45568163      0.13727613       2.86219518       12.84262089      12.16641119      11.90081642      11.52871284     
  0.00050000       1.34339933E-02   364.18249809     -6.54637816      0.13415288       2.88218484       13.09426241      12.39454400      12.07396775      11.66927669     
  0.00050000       1.70125428E-02   349.05002838     -6.63993273      0.13112490       2.90201453       13.38461364      12.64740674      12.25769778      11.81509479     
  0.00050000       2.15443469E-02   337.66345967     -6.71743585      0.12815521       2.92191271       13.61654997      12.85775420      12.42949058      11.94150673     
  0.00050000       2.72833338E-02   325.27227241     -6.80267550      0.12519530       2.94220902       13.88079718      13.07808296      12.59019359      12.07712706     
  0.00050000       3.45510729E-02   311.77256552     -6.89666051      0.12229826       2.96254454       14.21437127      13.37983219      12.81094096      12.23611391     
  0.00050000       4.37547938E-02   297.91305700     -6.99554565      0.11952786       2.98244622       14.55101954      13.66670426      13.01847181      12.38593176     
  0.00050000       5.54102033E-02   286.11222746     -7.08493534      0.11691885       3.00161579       14.86063182      13.94004875      13.21226370      12.52849573     
  0.00050000       7.01703829E-02   273.68833236     -7.18112303      0.11438277       3.02066353       15.22692543      14.26885783      13.43299352      12.68827483     
  0.00050000       8.88623816E-02   260.46958995     -7.28572100      0.11195755       3.03927774       15.66771298      14.65962779      13.67239283      12.86262711     
  0.00050000       1.12533558E-01   247.94277158     -7.38918389      0.10967923       3.05713631       16.14631433      15.06864389      13.89251833      13.03010029     
  0.00050000       1.42510267E-01   238.74862318     -7.47266532      0.10745056       3.07496689       16.56356981      15.41454845      14.05725419      13.16554102     
  0.00050000       1.80472177E-01   228.62484376     -7.56590485      0.10525295       3.09291639       17.05330999      15.81312516      14.22662097      13.31039074     
  0.00050000       2.28546386E-01   217.41007511     -7.67093518      0.10313445       3.11057735       17.60746478      16.26066945      14.40194945      13.46509840     
  0.00050000       2.89426612E-01   205.44788419     -7.78610106      0.10115094       3.12744459       18.18895927      16.73258904      14.57861020      13.62517827     
