# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.01700000       1.00000000E-03   2591.96877388    -2.35222560      0.33117077       3.62876203       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       1.26638017E-03   2572.79934084    -2.42904190      0.30767777       3.69267333       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       1.60371874E-03   2556.51575843    -2.50158113      0.28664015       3.75419170       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       2.03091762E-03   2531.23772139    -2.57971589      0.26724080       3.81506038       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       2.57191381E-03   2502.89032080    -2.65545816      0.25049921       3.87125247       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       3.25702066E-03   2478.04609709    -2.71969768      0.23733671       3.91813483       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       4.12462638E-03   2457.94514874    -2.76776469      0.22824071       3.95207823       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       5.22334507E-03   2444.03058864    -2.79903209      0.22268749       3.97347205       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       6.61474064E-03   2434.92614332    -2.81861833      0.21935472       3.98656949       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       8.37677640E-03   2427.47138571    -2.83424072      0.21676943       3.99686809       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       1.06081836E-02   2418.11034360    -2.85310348      0.21375575       4.00902942       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       1.34339933E-02   2403.60028568    -2.88164470      0.20934810       4.02712694       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       1.70125428E-02   2377.66577037    -2.92983358      0.20239906       4.05644692       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       2.15443469E-02   2323.06343821    -3.02569826      0.18986712       4.11196428       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       2.72833338E-02   2202.99690774    -3.21679667      0.16942970       4.21088410       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       3.45510729E-02   2019.25343774    -3.46590550      0.15139014       4.30867005       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       4.37547938E-02   1852.39109166    -3.68316654      0.14008151       4.37610362       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01700000       5.54102033E-02   1693.23140950    -3.88923258      0.13224599       4.42609905       9.44685012       9.41698681       9.55448816       9.54741924      
  0.01700000       7.01703829E-02   1557.97069589    -4.07248534      0.12649657       4.46470717       9.69256732       9.62654838       9.75782806       9.75018532      
  0.01700000       8.88623816E-02   1425.55398479    -4.25793704      0.12203824       4.49587245       9.94112404       9.83086532       9.95480321       9.94684771      
  0.01700000       1.12533558E-01   1323.33564420    -4.41252861      0.11853223       4.52119098       10.16399528      10.01226035      10.12571789      10.11802270     
  0.01700000       1.42510267E-01   1230.81831551    -4.56066772      0.11553543       4.54343355       10.36425079      10.17385613      10.27620138      10.27083064     
  0.01700000       1.80472177E-01   1139.61068386    -4.71410224      0.11294451       4.56313325       10.57922901      10.34479474      10.43273477      10.42998374     
  0.01700000       2.28546386E-01   1055.44726932    -4.86439671      0.11075176       4.58016228       10.79774918      10.51652837      10.58463112      10.58466625     
  0.01700000       2.89426612E-01   978.76199580     -5.01034370      0.10886844       4.59505984       11.00755565      10.68090612      10.72702731      10.72730798     
  0.01700000       3.66524124E-01   908.26916575     -5.15349389      0.10721696       4.60833656       11.23347275      10.85626635      10.87324856      10.87437844     
  0.01700000       4.64158883E-01   838.57743154     -5.30393045      0.10577461       4.62010029       11.47692621      11.04427412      11.02482195      11.02567448     
  0.01700000       5.87801607E-01   776.42440947     -5.44802927      0.10452496       4.63042331       11.72411180      11.23754576      11.17619277      11.17120206     
  0.01700000       7.44380301E-01   718.05720899     -5.59313099      0.10340970       4.63974084       11.98014002      11.44152104      11.33161181      11.31813015     
  0.01700000       9.42668455E-01   667.06714464     -5.72957678      0.10240187       4.64824737       12.25440139      11.64781585      11.48780563      11.46111612     
  0.01700000       1.19377664E+00   620.75177899     -5.86239708      0.10147978       4.65610417       12.54384579      11.86686953      11.65353114      11.60285962     
  0.01700000       1.51177507E+00   576.92541031     -5.99679947      0.10064250       4.66330031       12.84591989      12.10209930      11.83258432      11.74422318     
  0.01700000       1.91448198E+00   538.50332498     -6.12317097      0.09987633       4.66993800       13.12699016      12.32968580      12.00031682      11.87424246     
  0.01700000       2.42446202E+00   506.08565245     -6.23747932      0.09913895       4.67637457       13.40101582      12.55983355      12.16644679      11.99488519     
  0.01700000       3.07029063E+00   472.76267992     -6.36192873      0.09843961       4.68252336       13.67027225      12.80093336      12.33930909      12.11604985     
  0.01700000       3.88815518E+00   441.55016162     -6.48634795      0.09778934       4.68828016       14.00931193      13.09662706      12.55013349      12.25950616     
  0.01700000       4.92388263E+00   413.79996429     -6.60459981      0.09717302       4.69377173       14.34030710      13.38499551      12.74669428      12.38644717     
  0.01700000       6.23550734E+00   390.11989362     -6.71223499      0.09658513       4.69904264       14.64330827      13.66065791      12.93657045      12.50898930     
  0.01700000       7.89652287E+00   369.62111607     -6.81127699      0.09600007       4.70432005       14.96734605      13.93048042      13.11008090      12.61541298     
  0.01700000       1.00000000E+01   349.02875320     -6.91608028      0.09542655       4.70952472       15.32410501      14.24515811      13.32014299      12.75128466     
