# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F277W     NIRISS-F200W     NIRISS-F115W     NIRISS-F140M     NIRISS-F480M     NIRISS-F158M     NIRISS-F090W     NIRISS-F356W     NIRISS-F380M     NIRISS-F150W     NIRISS-F444W     NIRISS-F430M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00400000       1.00000000E-03   1692.58907953    -3.54117917      0.19757568       3.44900878       10.88451491      10.78732546      11.82985156      12.36108150      9.83925096       10.90094278      13.85098583      9.35122567       8.93783625       11.50454613      9.44282410       9.67035534      
  0.00400000       1.26638017E-03   1631.79667616    -3.64470778      0.18868392       3.48900645       11.17772543      11.06038511      12.10562736      12.70542228      10.10907142      11.13456762      14.12113250      9.55001590       9.11438053       11.76574502      9.67450145       9.94764754      
  0.00400000       1.60371874E-03   1561.66838931    -3.75892351      0.18063126       3.52689069       11.49649160      11.36482984      12.40410311      13.08771953      10.39737126      11.38676323      14.41280615      9.77052424       9.30176998       12.04700491      9.92552573       10.25762855     
  0.00400000       2.03091762E-03   1486.33402369    -3.87981813      0.17349461       3.56190260       11.83840326      11.69856416      12.70670459      13.50420680      10.69927961      11.65565347      14.71073866      10.01512821      9.49670232       12.34528803      10.19083295      10.58930783     
  0.00400000       2.57191381E-03   1410.60594087    -4.00288409      0.16717588       3.59412708       12.19203850      12.05422960      12.99769457      13.93470705      11.00408189      11.93699295      15.02868511      10.28727427      9.70282592       12.65190401      10.46127658      10.92017450     
  0.00400000       3.25702066E-03   1334.80637166    -4.12836913      0.16158946       3.62365034       12.56318237      12.43677416      13.28559772      14.37729162      11.31289137      12.23535655      15.36827895      10.60414596      9.93231567       12.97008311      10.73900121      11.25258480     
  0.00400000       4.12462638E-03   1265.45906544    -4.24818870      0.15661841       3.65079074       12.91732080      12.81138838      13.53729427      14.78083167      11.60446628      12.52849988      15.69579863      10.93338938      10.17745006      13.27356810      11.00314653      11.55026895     
  0.00400000       5.22334507E-03   1197.89061686    -4.36892495      0.15210051       3.67621381       13.26889352      13.19397443      13.76180107      15.15714171      11.89122307      12.82668475      16.02471855      11.28324040      10.45193019      13.57271186      11.26597710      11.83010079     
  0.00400000       6.61474064E-03   1131.55936827    -4.49150690      0.14802280       3.69981890       13.62309514      13.59062727      13.98719669      15.52813717      12.17732350      13.16316374      16.37694088      11.65978370      10.77757777      13.89962203      11.53895026      12.09997076     
  0.00400000       8.37677640E-03   1067.61786395    -4.61435112      0.14435229       3.72162869       13.96034516      13.97721148      14.22775680      15.89423301      12.44832844      13.53545719      16.74597641      12.03754166      11.13341628      14.25460652      11.80646711      12.33460133     
