# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06200000       1.00000000E-03   2997.91972771    -1.46259037      0.68942733       3.55382947       5.11629675       5.59650700       5.07481619       5.04869030      
  0.06200000       1.26638017E-03   2997.78167158    -1.47459528      0.68001342       3.56577095       5.14630957       5.62651053       5.10489983       5.07887337      
  0.06200000       1.60371874E-03   2997.78167158    -1.48549603      0.67155382       3.57664454       5.17355907       5.65370705       5.13219887       5.10625357      
  0.06200000       2.03091762E-03   2997.78167158    -1.50108059      0.65960601       3.59223674       5.21264302       5.69271527       5.17134607       5.14550851      
  0.06200000       2.57191381E-03   2997.98875816    -1.52794563      0.63941676       3.61923817       5.28020943       5.76007705       5.23898512       5.21330500      
  0.06200000       3.25702066E-03   2998.81724752    -1.58761471      0.59664115       3.67937968       5.43055918       5.90983705       5.38937660       5.36393740      
  0.06200000       4.12462638E-03   2999.78790260    -1.72672656      0.50802194       3.81904163       5.78092927       6.25909679       5.73934070       5.71393655      
  0.06200000       5.22334507E-03   3002.15948741    -1.85472480      0.43771719       3.94842142       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06200000       6.61474064E-03   2998.46908899    -1.96575462      0.38613803       4.05732085       6.38315577       6.85980404       6.33870093       6.31153166      
  0.06200000       8.37677640E-03   2989.52533277    -2.06683028      0.34578418       4.15319859       6.63289438       7.11140115       6.58615461       6.55726246      
  0.06200000       1.06081836E-02   2980.24828103    -2.15980845      0.31262244       4.24076871       6.86263384       7.34301359       6.81314356       6.78214584      
  0.06200000       1.34339933E-02   2970.43429550    -2.24737501      0.28451267       4.32260391       7.07896409       7.56130634       7.02629744       6.99282220      
  0.06200000       1.70125428E-02   2960.09706818    -2.33096925      0.26021637       4.40013834       7.28549926       7.76988694       7.22924325       7.19290372      
  0.06200000       2.15443469E-02   2945.29968645    -2.41442213      0.23875210       4.47491361       7.48943616       7.97726847       7.42892816       7.38899593      
  0.06200000       2.72833338E-02   2926.08961183    -2.49766008      0.21979899       4.54675541       7.69045272       8.18314429       7.62502193       7.58069505      
  0.06200000       3.45510729E-02   2909.45194874    -2.57678925      0.20296158       4.61597979       7.88343957       8.38002797       7.81290932       7.76401997      
  0.06200000       4.37547938E-02   2878.65107332    -2.66277656      0.18778034       4.68350571       8.08629687       8.59142341       8.00851944       7.95250645      
  0.06200000       5.54102033E-02   2846.65598029    -2.74717406      0.17424867       4.74846993       8.28652377       8.80045189       8.20007967       8.13531111      
  0.06200000       7.01703829E-02   2811.51284526    -2.83173624      0.16205853       4.81146497       8.48819514       9.01182819       8.39090116       8.31541307      
  0.06200000       8.88623816E-02   2766.70816154    -2.92056663      0.15108167       4.87238494       8.69928632       9.23544795       8.58703478       8.49721398      
  0.06200000       1.12533558E-01   2715.03106471    -3.01195875      0.14121978       4.93101527       8.91864071       9.46938183       8.78683355       8.67877512      
  0.06200000       1.42510267E-01   2654.02681888    -3.10757796      0.13238034       4.98715897       9.15495586       9.72179244       8.99439057       8.86089432      
  0.06200000       1.80472177E-01   2581.72278605    -3.20896194      0.12448731       5.04055578       9.40780573       9.99388250       9.21166534       9.04567970      
  0.06200000       2.28546386E-01   2499.21024574    -3.31540925      0.11751946       5.09058636       9.69084969       10.29345489      9.44139075       9.23033667      
  0.06200000       2.89426612E-01   2407.86371291    -3.42638183      0.11142042       5.13687631       9.99242006       10.60884263      9.67832299       9.41386563      
  0.06200000       3.66524124E-01   2298.61672526    -3.54889675      0.10618096       5.17871448       10.31111301      10.94642764      9.92966432       9.60480830      
  0.06200000       4.64158883E-01   2188.63963903    -3.67111648      0.10174757       5.21575915       10.59234332      11.26119857      10.16880090      9.79223679      
  0.06200000       5.87801607E-01   2080.09553523    -3.79295834      0.09790153       5.24922832       10.84061399      11.56537645      10.39940762      9.98211237      
  0.06200000       7.44380301E-01   1960.85808158    -3.92540894      0.09458821       5.27913277       11.07290491      11.88918245      10.63788958      10.19549831     
  0.06200000       9.42668455E-01   1839.80713961    -4.06237346      0.09176843       5.30542040       11.27543144      12.22477528      10.87600929      10.44872333     
  0.06200000       1.19377664E+00   1725.54716933    -4.19682921      0.08936372       5.32848394       11.45403961      12.57225807      11.10598506      10.75769122     
  0.06200000       1.51177507E+00   1614.35233077    -4.33316692      0.08726515       5.34912455       11.61831905      12.94499971      11.33730032      11.13436020     
  0.06200000       1.91448198E+00   1511.72265485    -4.46572344      0.08542942       5.36759109       11.75306980      13.33410475      11.53887889      11.53639653     
  0.06200000       2.42446202E+00   1422.34759279    -4.58854411      0.08377904       5.38453520       11.87327976      13.73377403      11.71631527      11.91682185     
  0.06200000       3.07029063E+00   1319.72652017    -4.73426489      0.08228545       5.40015985       12.00633631      14.21589690      11.91968276      12.29232671     
  0.06200000       3.88815518E+00   1232.03733080    -4.86745399      0.08099507       5.41388880       12.14742956      14.67508188      12.11756550      12.60130830     
  0.06200000       4.92388263E+00   1159.22536931    -4.98568812      0.07984417       5.42631955       12.28265060      15.05165238      12.29336421      12.83039440     
  0.06200000       6.23550734E+00   1092.15195784    -5.10102205      0.07876716       5.43811552       12.41915450      15.41024494      12.46487549      13.04140034     
  0.06200000       7.89652287E+00   1030.21041992    -5.21383779      0.07774008       5.44951593       12.56682424      15.77857874      12.64250722      13.25226186     
  0.06200000       1.00000000E+01   972.11542592     -5.32575101      0.07675598       5.46058153       12.71813910      16.13802660      12.81555763      13.45024297     
