# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02300000       1.00000000E-03   2704.96111076    -2.15321821      0.38237368       3.63516622       6.61971969       7.20896759       6.58287351       6.55041448      
  0.02300000       1.26638017E-03   2695.32318967    -2.22513332      0.35451578       3.70087174       6.79719787       7.39072389       6.75705118       6.72092171      
  0.02300000       1.60371874E-03   2683.74591543    -2.29526100      0.32984974       3.76351265       6.96945476       7.56792707       6.92554155       6.88518109      
  0.02300000       2.03091762E-03   2670.78301030    -2.35571118      0.31066559       3.81555805       7.11668710       7.72055723       7.06890383       7.02409789      
  0.02300000       2.57191381E-03   2661.33144304    -2.39401740      0.29937509       3.84771123       7.20960347       7.81733157       7.15902098       7.11098021      
  0.02300000       3.25702066E-03   2657.15353621    -2.41205256      0.29414610       3.86301655       7.25361911       7.86301715       7.20167556       7.15209435      
  0.02300000       4.12462638E-03   2655.04924648    -2.42188091      0.29130021       3.87146116       7.27772133       7.88794690       7.22503566       7.17462935      
  0.02300000       5.22334507E-03   2652.89741371    -2.43233568      0.28828178       3.88050835       7.30345721       7.91451862       7.24997670       7.19869576      
  0.02300000       6.61474064E-03   2649.93952043    -2.44752416      0.28391610       3.89376246       7.34099464       7.95318385       7.28635127       7.23380834      
  0.02300000       8.37677640E-03   2645.14431630    -2.47290809      0.27673601       3.91601108       7.40394414       8.01791200       7.34730243       7.29262004      
  0.02300000       1.06081836E-02   2633.40942409    -2.52611784      0.26261724       3.96149604       7.53536598       8.15358607       7.47403036       7.41428886      
  0.02300000       1.34339933E-02   2577.13820554    -2.67985486      0.22973263       4.07769673       7.90634183       8.54538674       7.82628245       7.74489249      
  0.02300000       1.70125428E-02   2491.19806110    -2.87097259      0.19729270       4.20992080       8.37631322       9.04372562       8.26094915       8.13872601      
  0.02300000       2.15443469E-02   2398.79874595    -3.03555418      0.17606344       4.30880569       8.79826333       9.49065502       8.63492539       8.45729131      
  0.02300000       2.72833338E-02   2300.90603731    -3.18697305      0.16074704       4.38785862       9.21406409       9.92062046       8.98202758       8.73447266      
  0.02300000       3.45510729E-02   2190.61553398    -3.33751008      0.14912054       4.45306917       9.61103830       10.33625201      9.31723302       8.99071974      
  0.02300000       4.37547938E-02   2072.30596149    -3.48957795      0.13987275       4.50867720       9.98362083       10.74199607      9.64513472       9.23851432      
  0.02300000       5.54102033E-02   1946.78770886    -3.64572341      0.13241357       4.55627914       10.32954752      11.15114653      9.97165919       9.48904338      
  0.02300000       7.01703829E-02   1833.74568448    -3.78945144      0.12648054       4.59609543       10.59341577      11.51391567      10.25418978      9.73254892      
  0.02300000       8.88623816E-02   1703.36205061    -3.95227449      0.12152705       4.63079736       10.83876818      11.91608753      10.55431943      10.04809052     
  0.02300000       1.12533558E-01   1586.60238268    -4.10519479      0.11746086       4.66035649       11.04357911      12.30299475      10.83212821      10.42891862     
  0.02300000       1.42510267E-01   1480.81486270    -4.25000680      0.11413610       4.68529716       11.21971003      12.69008809      11.08817215      10.88394243     
  0.02300000       1.80472177E-01   1384.12537825    -4.38947738      0.11126013       4.70746359       11.36834266      13.08616822      11.30432797      11.35545709     
  0.02300000       2.28546386E-01   1288.83504260    -4.53319106      0.10874963       4.72728651       11.50523400      13.53454552      11.50191509      11.81535016     
  0.02300000       2.89426612E-01   1211.93115446    -4.65824234      0.10650174       4.74542906       11.63395597      13.96793332      11.67796641      12.16876441     
  0.02300000       3.66524124E-01   1118.31065873    -4.81408340      0.10453740       4.76159905       11.79617727      14.49724089      11.89700911      12.53228831     
  0.02300000       4.64158883E-01   1038.31560343    -4.95706001      0.10286092       4.77564184       11.96271841      14.98942206      12.11391233      12.83340895     
  0.02300000       5.87801607E-01   964.60470546     -5.09762364      0.10137153       4.78831039       12.13720668      15.48422994      12.33579524      13.11722429     
  0.02300000       7.44380301E-01   897.30191349     -5.23468459      0.10005032       4.79970552       12.31405651      15.93758421      12.55198204      13.38109789     
  0.02300000       9.42668455E-01   835.38040904     -5.36925128      0.09886182       4.81008490       12.49395247      16.40249292      12.76744415      13.63722030     
  0.02300000       1.19377664E+00   772.55347565     -5.51458856      0.09778332       4.81961251       12.69388824      16.92490743      13.00148701      13.91162394     
  0.02300000       1.51177507E+00   711.20209118     -5.66688511      0.09682671       4.82815172       12.91173910      17.48814031      13.24188409      14.20454317     
  0.02300000       1.91448198E+00   664.02351587     -5.79378384      0.09597688       4.83580882       13.10758099      17.98767873      13.44836274      14.46501538     
  0.02300000       2.42446202E+00   620.81354422     -5.91788691      0.09518297       4.84302360       13.28506733      18.52511021      13.65994012      14.74643778     
  0.02300000       3.07029063E+00   577.37920915     -6.05065257      0.09444352       4.84979776       13.48425412      19.10780946      13.88673570      15.05652984     
  0.02300000       3.88815518E+00   537.35465299     -6.18170818      0.09376481       4.85606234       13.70701550      19.73293995      14.13177402      15.40303758     
  0.02300000       4.92388263E+00   502.60776164     -6.30374041      0.09312918       4.86197053       13.93992541      20.32548255      14.36036569      15.74981852     
  0.02300000       6.23550734E+00   470.21664813     -6.42505260      0.09253267       4.86755185       14.20757381      20.99251496      14.59945467      16.14294569     
  0.02300000       7.89652287E+00   440.38892441     -6.54416089      0.09197589       4.87279410       14.44250446      21.53704497      14.81928128      16.48550954     
  0.02300000       1.00000000E+01   414.26685859     -6.65532929      0.09145215       4.87775421       14.69030329      22.12393236      15.05235414      16.85168735     
