# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05100000       1.00000000E-03   2943.30679563    -1.61577854      0.59960687       3.59025274       5.45570266       5.95509013       5.41849983       5.39424759      
  0.05100000       1.26638017E-03   2942.99822388    -1.63611145      0.58585052       3.61041144       5.50658566       6.00595917       5.46931271       5.44507005      
  0.05100000       1.60371874E-03   2942.84434602    -1.64689330      0.57869033       3.62109244       5.53354873       6.03290994       5.49622846       5.47198270      
  0.05100000       2.03091762E-03   2942.64807767    -1.65818462      0.57129169       3.63226885       5.56179456       6.06115344       5.52441925       5.50016530      
  0.05100000       2.57191381E-03   2942.34663494    -1.67505884      0.56041254       3.64896912       5.60402188       6.10337618       5.56654918       5.54227200      
  0.05100000       3.25702066E-03   2941.84644367    -1.70511898      0.54153125       3.67873765       5.67932195       6.17864188       5.64162441       5.61727125      
  0.05100000       4.12462638E-03   2940.89825726    -1.77573905      0.49956986       3.74879203       5.85657638       6.35570356       5.81813648       5.79346643      
  0.05100000       5.22334507E-03   2939.38791005    -1.92342844      0.42188897       3.89559075       6.22804104       6.72673822       6.18760469       6.16189946      
  0.05100000       6.61474064E-03   2936.09283472    -2.05176822      0.36476078       4.02197120       6.55067977       7.04940907       6.50748074       6.47989962      
  0.05100000       8.37677640E-03   2924.08141883    -2.16512120      0.32276588       4.12821155       6.83028306       7.33194720       6.78358682       6.75322899      
  0.05100000       1.06081836E-02   2911.73506119    -2.26628697      0.28971825       4.22203579       7.07977580       7.58436180       7.02909223       6.99546323      
  0.05100000       1.34339933E-02   2897.77605406    -2.36038873      0.26247934       4.30779452       7.31119619       7.81914605       7.25602235       7.21851687      
  0.05100000       1.70125428E-02   2875.25945895    -2.45419844      0.23931421       4.38804896       7.53743863       8.05168784       7.47654181       7.43361805      
  0.05100000       2.15443469E-02   2859.41735319    -2.53880551      0.21951185       4.46306969       7.74557596       8.26367693       7.67902863       7.63091035      
  0.05100000       2.72833338E-02   2832.10460379    -2.62757099      0.20203196       4.53514620       7.95843519       8.48435818       7.88437430       7.82882318      
  0.05100000       3.45510729E-02   2798.14298839    -2.71709924      0.18669927       4.60370072       8.17062809       8.70673453       8.08742354       8.02261923      
  0.05100000       4.37547938E-02   2760.73193525    -2.80597789      0.17313613       4.66921118       8.38293650       8.92973192       8.28775950       8.21128559      
  0.05100000       5.54102033E-02   2716.12784895    -2.89707663      0.16105973       4.73201065       8.60183071       9.16135690       8.49053201       8.39854988      
  0.05100000       7.01703829E-02   2663.18580530    -2.99121993      0.15032139       4.79194440       8.83104001       9.40558920       8.69758651       8.58484262      
  0.05100000       8.88623816E-02   2602.98171072    -3.08789099      0.14078130       4.84889586       9.06859035       9.66040546       8.90845829       8.76981073      
  0.05100000       1.12533558E-01   2531.49992024    -3.19034419      0.13228019       4.90299573       9.33293595       9.94202947       9.13223062       8.95664550      
  0.05100000       1.42510267E-01   2451.73465403    -3.29705001      0.12472446       4.95408324       9.61971631       10.24405990      9.36610951       9.14341386      
  0.05100000       1.80472177E-01   2359.86869925    -3.41085266      0.11809195       5.00154603       9.92953379       10.56729435      9.61136054       9.33236293      
  0.05100000       2.28546386E-01   2248.41569408    -3.53800127      0.11237570       5.04464139       10.25304790      10.91184965      9.87265177       9.53085215      
  0.05100000       2.89426612E-01   2138.64743308    -3.66347863      0.10750014       5.08316707       10.53881001      11.23533465      10.12258870      9.72495898      
  0.05100000       3.66524124E-01   2022.48749679    -3.79524380      0.10328347       5.11792420       10.79751300      11.56270582      10.37065881      9.93135782      
  0.05100000       4.64158883E-01   1901.28310193    -3.93361375      0.09966126       5.14893290       11.03204591      11.90399733      10.62230530      10.16315346     
  0.05100000       5.87801607E-01   1777.66717419    -4.07759753      0.09658910       5.17612852       11.23757109      12.26147286      10.87409059      10.44959449     
  0.05100000       7.44380301E-01   1663.30135598    -4.21711181      0.09395801       5.20011743       11.41924396      12.62164300      11.11679032      10.79162285     
  0.05100000       9.42668455E-01   1551.60354115    -4.35923481      0.09167462       5.22148698       11.58008764      13.01959189      11.35122857      11.21034743     
  0.05100000       1.19377664E+00   1453.46334141    -4.49190245      0.08967587       5.24063322       11.71536103      13.41423750      11.54850057      11.63482884     
  0.05100000       1.51177507E+00   1356.24283704    -4.62963144      0.08788691       5.25813605       11.84462887      13.87114643      11.74249577      12.03514559     
  0.05100000       1.91448198E+00   1259.60684240    -4.77368176      0.08632025       5.27375919       11.98625074      14.36691207      11.94781562      12.40502601     
  0.05100000       2.42446202E+00   1169.89083973    -4.91616874      0.08492745       5.28788826       12.14330729      14.84077210      12.15803757      12.70539040     
  0.05100000       3.07029063E+00   1083.74467580    -5.06137196      0.08373240       5.30019740       12.30621712      15.29407416      12.36843780      12.97426153     
  0.05100000       3.88815518E+00   1008.24630632    -5.19796011      0.08266407       5.31135088       12.48246029      15.74952848      12.58414663      13.23339512     
  0.05100000       4.92388263E+00   937.70739715     -5.33374883      0.08173739       5.32114290       12.65905214      16.18867044      12.78960035      13.47450132     
  0.05100000       6.23550734E+00   882.67473083     -5.44745330      0.08092659       5.32980191       12.81127657      16.56089428      12.96305204      13.68181426     
  0.05100000       7.89652287E+00   838.30944336     -5.54536392      0.08015446       5.33812902       12.94820630      16.88842109      13.11133016      13.85282388     
  0.05100000       1.00000000E+01   796.03483773     -5.64345306      0.07940138       5.34632834       13.08942650      17.23449395      13.26757159      14.03655865     
