# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02000000       1.00000000E-03   2655.19840964    -2.24320136      0.35779630       3.63217498       6.81183808       7.42323244       6.77149739       6.73176631      
  0.02000000       1.26638017E-03   2641.78787507    -2.31671772      0.33209966       3.69691002       6.99201095       7.60946178       6.94741998       6.90264264      
  0.02000000       1.60371874E-03   2624.12838065    -2.39159664      0.30878132       3.76014504       7.17361283       7.79890144       7.12394317       7.07292473      
  0.02000000       2.03091762E-03   2610.55322372    -2.45719886      0.28931193       3.81671304       7.33486039       7.96581398       7.28027593       7.22358053      
  0.02000000       2.57191381E-03   2599.24981744    -2.51028411      0.27452585       3.86227929       7.46594669       8.10133565       7.40692107       7.34520903      
  0.02000000       3.25702066E-03   2587.92033755    -2.54802991      0.26516195       3.89242254       7.55754166       8.19742286       7.49477445       7.42857223      
  0.02000000       4.12462638E-03   2579.95027708    -2.57023354      0.26006441       3.90928290       7.61099818       8.25403030       7.54573526       7.47644011      
  0.02000000       5.22334507E-03   2574.68949358    -2.58420678      0.25696630       3.91969260       7.64457120       8.28965430       7.57763240       7.50625583      
  0.02000000       6.61474064E-03   2569.21327344    -2.59847168      0.25386089       3.93025371       7.67894435       8.32613062       7.61021131       7.53661534      
  0.02000000       8.37677640E-03   2561.18827188    -2.61932743      0.24939267       3.94567806       7.72943276       8.37963696       7.65795298       7.58098752      
  0.02000000       1.06081836E-02   2548.55224377    -2.65302490      0.24228790       3.97078174       7.81164536       8.46643424       7.73550398       7.65291273      
  0.02000000       1.34339933E-02   2523.32274589    -2.71895338      0.22909319       4.01942065       7.97358957       8.63718099       7.88748144       7.79295306      
  0.02000000       1.70125428E-02   2448.43546007    -2.87852001      0.20248151       4.12667364       8.36841583       9.05733243       8.25101407       8.11784889      
  0.02000000       2.15443469E-02   2328.73782505    -3.08661011      0.17614989       4.24767956       8.91897751       9.63302089       8.72907401       8.51592391      
  0.02000000       2.72833338E-02   2205.67731576    -3.26927468      0.15911238       4.33603720       9.40950235       10.14258273      9.14422867       8.84030214      
  0.02000000       3.45510729E-02   2072.68738780    -3.44502562      0.14717704       4.40376564       9.85029633       10.61580149      9.52974339       9.13091838      
  0.02000000       4.37547938E-02   1938.65770855    -3.61558704      0.13823993       4.45817915       10.23713716      11.06628788      9.89288750       9.40701329      
  0.02000000       5.54102033E-02   1821.12264742    -3.76931049      0.13124740       4.50326482       10.52639753      11.45613549      10.20008858      9.66905031      
  0.02000000       7.01703829E-02   1679.83158534    -3.94732628      0.12567164       4.54097122       10.79448852      11.89761574      10.53057401      10.02054234     
  0.02000000       8.88623816E-02   1558.63405874    -4.10926223      0.12114750       4.57281643       11.01122428      12.30834620      10.82662745      10.43190160     
  0.02000000       1.12533558E-01   1448.46564784    -4.26276877      0.11754993       4.59899991       11.19467147      12.71914544      11.09635903      10.93105743     
  0.02000000       1.42510267E-01   1350.13609169    -4.40763278      0.11451552       4.62171576       11.34563549      13.13729110      11.31686848      11.42419245     
  0.02000000       1.80472177E-01   1260.89713542    -4.54674601      0.11186656       4.64204446       11.48080799      13.57474338      11.50684928      11.86599871     
  0.02000000       2.28546386E-01   1176.51335410    -4.68562163      0.10950187       4.66060138       11.62245738      14.04651992      11.70002781      12.23915473     
  0.02000000       2.89426612E-01   1087.81788125    -4.83800022      0.10747953       4.67679290       11.78741426      14.58197956      11.91997645      12.59859267     
  0.02000000       3.66524124E-01   1011.12923522    -4.97929419      0.10572600       4.69108116       11.95428275      15.06814130      12.13397236      12.88967934     
  0.02000000       4.64158883E-01   940.18554366     -5.11851554      0.10417364       4.70392907       12.13015162      15.56503773      12.35891506      13.17387075     
  0.02000000       5.87801607E-01   872.84400958     -5.25918307      0.10279687       4.71548487       12.31074284      16.02757691      12.57967904      13.44565762     
  0.02000000       7.44380301E-01   810.13138960     -5.39903800      0.10157968       4.72583092       12.50186368      16.52476177      12.80902005      13.71434061     
  0.02000000       9.42668455E-01   750.19861427     -5.54199385      0.10048276       4.73526130       12.70036406      17.05107851      13.04352918      13.99113830     
  0.02000000       1.19377664E+00   691.98314676     -5.69081358      0.09950341       4.74376842       12.91632148      17.60686358      13.27636340      14.27734336     
  0.02000000       1.51177507E+00   646.19511753     -5.81749357      0.09861649       4.75154521       13.10593403      18.12452845      13.48796570      14.54762528     
  0.02000000       1.91448198E+00   603.07718869     -5.94467987      0.09779903       4.75877514       13.29350427      18.67226159      13.69892011      14.83494943     
  0.02000000       2.42446202E+00   560.06078704     -6.07997303      0.09704330       4.76551316       13.51005916      19.30222285      13.94254113      15.17159814     
  0.02000000       3.07029063E+00   524.30962462     -6.20088407      0.09634122       4.77181993       13.70980107      19.87318801      14.17855276      15.49858408     
  0.02000000       3.88815518E+00   490.67022849     -6.32209402      0.09567533       4.77784433       13.96006567      20.49418761      14.40645239      15.86792240     
  0.02000000       4.92388263E+00   458.12521077     -6.44698621      0.09505105       4.78353035       14.21864351      21.12339092      14.66590202      16.24878143     
  0.02000000       6.23550734E+00   429.28234774     -6.56535166      0.09446391       4.78891239       14.47273206      21.72315038      14.89793737      16.62003005     
  0.02000000       7.89652287E+00   401.53881658     -6.68653845      0.09390600       4.79405751       14.75153545      22.38187301      15.15343117      17.03917428     
  0.02000000       1.00000000E+01   382.42372296     -6.77628877      0.09336698       4.79905759       14.96895894      22.89885893      15.33448990      17.36824332     
