# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00100000       1.00000000E-03   865.42799351     -4.81854079      0.17365881       2.95902313       11.72996564      11.37514336      10.16613807      9.84051445       9.80149511       9.88968977       9.81043646       9.84154868       9.80677932      
  0.00100000       1.26638017E-03   829.69605935     -4.91881960      0.16833265       2.98607805       11.93146553      11.57914939      10.31221912      9.97757036       9.93205287       10.01275807      9.92733369       9.96036370       9.92601373      
  0.00100000       1.60371874E-03   791.89359273     -5.02588386      0.16336695       3.01208774       12.14404985      11.79426110      10.46190688      10.11695865      10.06617282      10.13920098      10.04599387      10.08122742      10.04758089     
  0.00100000       2.03091762E-03   749.86563713     -5.14501282      0.15884219       3.03648459       12.37622424      12.03373774      10.61901354      10.26047837      10.20646745      10.27139235      10.16865028      10.20628444      10.17388930     
  0.00100000       2.57191381E-03   708.16856041     -5.26703327      0.15475566       3.05912220       12.61767261      12.28206145      10.77805518      10.40565078      10.34857799      10.40508582      10.29213381      10.33156017      10.30068168     
  0.00100000       3.25702066E-03   669.57290720     -5.38547139      0.15104341       3.08021235       12.86299906      12.52660621      10.93797630      10.55317627      10.49097976      10.53867614      10.41544441      10.45558993      10.42603143     
  0.00100000       4.12462638E-03   631.32207116     -5.50738911      0.14764810       3.09995943       13.12457741      12.77794805      11.10576992      10.70972891      10.63985617      10.67789150      10.54284673      10.58245182      10.55385631     
  0.00100000       5.22334507E-03   594.83556078     -5.62911347      0.14456944       3.11826280       13.41640123      13.04727384      11.28998013      10.88177625      10.80519525      10.82830636      10.67974922      10.71610213      10.68795774     
  0.00100000       6.61474064E-03   565.04774105     -5.73590495      0.14167681       3.13581724       13.69312947      13.29733121      11.46643975      11.04634619      10.96562584      10.97056723      10.81054394      10.84203779      10.81395232     
  0.00100000       8.37677640E-03   534.56688534     -5.84907425      0.13896059       3.15263154       13.95957551      13.53693621      11.64065236      11.20912211      11.12267165      11.10586305      10.93775446      10.96383801      10.93481395     
