# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00400000       1.00000000E-03   1692.58907953    -3.54117917      0.19757568       3.44900878       9.95668096       9.83076719       9.95541908       9.35277306       9.08098809       10.61672438      10.89723762      9.68886159       9.63513316       9.41931792       9.23363923      
  0.00400000       1.26638017E-03   1631.79667616    -3.64470778      0.18868392       3.48900645       10.24533597      10.10086061      10.17532068      9.55005298       9.28783366       10.87300204      11.20630703      9.91094275       9.90813564       9.64966261       9.42580316      
  0.00400000       1.60371874E-03   1561.66838931    -3.75892351      0.18063126       3.52689069       10.55631983      10.38952826      10.41520403      9.76833740       9.51507249       11.15069943      11.54642602      10.16876374      10.21304761      9.89967082       9.63697990      
  0.00400000       2.03091762E-03   1486.33402369    -3.87981813      0.17349461       3.56190260       10.88322308      10.69176859      10.67681018      10.00996535      9.75765440       11.44962363      11.91408704      10.47300900      10.53951198      10.16418842      9.87059889      
  0.00400000       2.57191381E-03   1410.60594087    -4.00288409      0.16717588       3.59412708       11.21313537      10.99675947      10.96092640      10.27939563      10.00861361      11.76194881      12.29887319      10.83494129      10.86615480      10.43405641      10.13512671     
  0.00400000       3.25702066E-03   1334.80637166    -4.12836913      0.16158946       3.62365034       11.54884590      11.30584284      11.28375235      10.59522605      10.27084440      12.09521014      12.70871343      11.29173475      11.19441866      10.71145857      10.45753072     
  0.00400000       4.12462638E-03   1265.45906544    -4.24818870      0.15661841       3.65079074       11.86629436      11.59756357      11.61460424      10.92628707      10.52476518      12.41755801      13.10606259      11.78349525      11.48913999      10.97540365      10.80556793     
  0.00400000       5.22334507E-03   1197.89061686    -4.36892495      0.15210051       3.67621381       12.17983356      11.88432430      11.96342087      11.28122506      10.78185776      12.73966749      13.50950165      12.31159680      11.76644465      11.23816851      11.18828491     
  0.00400000       6.61474064E-03   1131.55936827    -4.49150690      0.14802280       3.69981890       12.49656873      12.17021383      12.33712623      11.66790120      11.05689787      13.06114040      13.93437673      12.86755475      12.03410488      11.51161035      11.61056622     
  0.00400000       8.37677640E-03   1067.61786395    -4.61435112      0.14435229       3.72162869       12.80094885      12.44124844      12.71130307      12.06060991      11.33346198      13.36603647      14.35463260      13.40548757      12.26784641      11.77989491      12.03283614     
  0.00400000       1.06081836E-02   1005.91822821    -4.73801280      0.14102619       3.74187621       13.12525097      12.72439345      13.09885436      12.46579823      11.62145460      13.68289388      14.80604959      13.96301563      12.50036709      12.05807895      12.46996344     
  0.00400000       1.34339933E-02   946.96762981     -4.86170624      0.13800856       3.76066286       13.43881041      12.99438402      13.47079058      12.85316393      11.90039546      13.99703588      15.26210403      14.50094737      12.73118884      12.32697768      12.88907050     
  0.00400000       1.70125428E-02   888.14116296     -4.99048539      0.13527784       3.77802144       13.77782887      13.27956631      13.85915239      13.25340203      12.19301178      14.33650012      15.75641720      15.05404889      12.98400953      12.60958327      13.32105968     
  0.00400000       2.15443469E-02   832.74739407     -5.11838451      0.13280811       3.79402603       14.08838803      13.53223316      14.21702354      13.62296011      12.46793121      14.64736121      16.20966574      15.53459811      13.20662347      12.87019500      13.71024229     
  0.00400000       2.72833338E-02   779.72054908     -5.24734081      0.13058147       3.80871169       14.40910937      13.78889448      14.56988099      13.98172127      12.74085494      14.97520397      16.68772597      16.01517405      13.44010646      13.13028796      14.08870485     
  0.00400000       3.45510729E-02   729.61969568     -5.37634004      0.12855030       3.82232857       14.74227731      14.04889894      14.92685321      14.33939542      13.01761519      15.32770137      17.19885650      16.50978767      13.68402195      13.39419107      14.46719172     
  0.00400000       4.37547938E-02   680.09427064     -5.51098665      0.12670848       3.83486341       15.09170411      14.31569445      15.29610605      14.70778326      13.30373024      15.70044327      17.73488666      17.02856827      13.93143597      13.66608908      14.85734281     
  0.00400000       5.54102033E-02   632.19649688     -5.64928946      0.12505070       3.84630230       15.41813632      14.56246252      15.68663311      15.09524385      13.60411690      16.10970138      18.31013726      17.58142675      14.16061936      13.94147933      15.26977905     
  0.00400000       7.01703829E-02   589.90834173     -5.77994787      0.12356314       3.85669659       15.68437749      14.76986313      16.07561215      15.47970075      13.90159060      16.53823221      18.90423690      18.13032688      14.37583275      14.20219717      15.68197753     
  0.00400000       8.88623816E-02   555.92552344     -5.89293719      0.12215905       3.86662323       15.90839714      14.94951864      16.42622897      15.82662795      14.17362867      16.92999617      19.44135529      18.62212394      14.57612609      14.43885950      16.05486877     
  0.00400000       1.12533558E-01   521.13079995     -6.01469243      0.12083341       3.87610020       16.09841013      15.13580411      16.79985896      16.19576685      14.44732777      17.36699880      20.03251415      19.14987807      14.73620509      14.67050021      16.45714094     
  0.00400000       1.42510267E-01   487.85574761     -6.13821061      0.11960196       3.88499788       16.31759654      15.33109330      17.21576387      16.60972727      14.74574811      17.86704124      20.70343098      19.74862127      14.92778112      14.92091821      16.91390182     
  0.00400000       1.80472177E-01   456.54044141     -6.26189043      0.11844748       3.89342264       16.47471141      15.49926414      17.64676049      17.03680184      15.05613956      18.41647890      21.42561489      20.37487057      15.10783145      15.16754812      17.38900946     
