# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02000000       1.00000000E-03   2655.19840964    -2.24320136      0.35779630       3.63217498       6.82378228       6.81135388       7.18370912       6.93476191       6.72203606       7.37246451       7.46508820       7.06909221       6.76879636       6.76814990       6.87085245      
  0.02000000       1.26638017E-03   2641.78787507    -2.31671772      0.33209966       3.69691002       7.00494092       6.99151532       7.36357630       7.10941334       6.89428083       7.55891400       7.64954384       7.24669281       6.94462963       6.94419232       7.04412581      
  0.02000000       1.60371874E-03   2624.12838065    -2.39159664      0.30878132       3.76014504       7.18769810       7.17309790       7.54500270       7.28432944       7.06623267       7.74840668       7.83694723       7.42523850       7.12103645       7.12075404       7.21738343      
  0.02000000       2.03091762E-03   2610.55322372    -2.45719886      0.28931193       3.81671304       7.35002013       7.33432403       7.70508198       7.43892186       7.21841091       7.91531099       8.00211006       7.58293053       7.27726603       7.27722520       7.37058527      
  0.02000000       2.57191381E-03   2599.24981744    -2.51028411      0.27452585       3.86227929       7.48204383       7.46538863       7.83471716       7.56388126       7.34137689       8.05070974       8.13619692       7.71052426       7.40381936       7.40400729       7.49438705      
  0.02000000       3.25702066E-03   2587.92033755    -2.54802991      0.26516195       3.89242254       7.57443127       7.55696648       7.92535523       7.65023591       7.42591657       8.14654341       8.23107955       7.79925292       7.49158430       7.49185841       7.57972472      
  0.02000000       4.12462638E-03   2579.95027708    -2.57023354      0.26006441       3.90928290       7.62843582       7.61041401       7.97819361       7.70013898       7.47458779       8.20292986       8.28688145       7.85077675       7.54248181       7.54277533       7.62894642      
  0.02000000       5.22334507E-03   2574.68949358    -2.58420678      0.25696630       3.91969260       7.66238326       7.64398176       8.01129936       7.73129671       7.50494334       8.23838601       8.32197606       7.88300600       7.57433598       7.57463675       7.65965792      
  0.02000000       6.61474064E-03   2569.21327344    -2.59847168      0.25386089       3.93025371       7.69716130       7.67834974       8.04511165       7.76305943       7.53587858       8.27466712       8.35789950       7.91589155       7.60686897       7.60717620       7.69095604      
  0.02000000       8.37677640E-03   2561.18827188    -2.61932743      0.24939267       3.94567806       7.74827712       7.72883084       8.09461997       7.80951116       7.58112551       8.32785271       8.41058536       7.96401153       7.65454090       7.65486076       7.73672254      
  0.02000000       1.06081836E-02   2548.55224377    -2.65302490      0.24228790       3.97078174       7.83157322       7.81103166       8.17486475       7.88478943       7.65451388       8.41406641       8.49605343       8.04198914       7.73197576       7.73233499       7.81090308      
  0.02000000       1.34339933E-02   2523.32274589    -2.71895338      0.22909319       4.01942065       7.99592683       7.97295091       8.33194610       8.03164910       7.79765963       8.58342067       8.66409080       8.19436715       7.88370356       7.88414404       7.95555716      
  0.02000000       1.70125428E-02   2448.43546007    -2.87852001      0.20248151       4.12667364       8.39940283       8.36758124       8.70835283       8.37657127       8.13254723       8.99742075       9.07664657       8.55571302       8.24634280       8.24643825       8.29418101      
  0.02000000       2.15443469E-02   2328.73782505    -3.08661011      0.17614989       4.24767956       8.96769633       8.91761886       9.19550088       8.80613735       8.55107378       9.55127194       9.64278657       9.01203684       8.72239055       8.72102981       8.71430120      
  0.02000000       2.72833338E-02   2205.67731576    -3.26927468      0.15911238       4.33603720       9.47991683       9.40764112       9.60569991       9.15982948       8.89905824       10.02396985      10.15513620      9.39207286       9.13498632       9.12533478       9.06005038      
  0.02000000       3.45510729E-02   2072.68738780    -3.44502562      0.14717704       4.40376564       9.94018896       9.84800446       9.98344271       9.49109487       9.21493349       10.45335927      10.64379519      9.76541374       9.51748317       9.48743073       9.38051260      
  0.02000000       4.37547938E-02   1938.65770855    -3.61558704      0.13823993       4.45817915       10.33941735      10.23474760      10.36771214      9.84954771       9.51262214       10.86817050      11.11853817      10.22268714      9.87742509       9.81715775       9.72158000      
  0.02000000       5.54102033E-02   1821.12264742    -3.76931049      0.13124740       4.50326482       10.63395797      10.52430952      10.75232509      10.23979389      9.77859275       11.24623139      11.53636372      10.78706821      10.18218012      10.09351752      10.10382834     
  0.02000000       7.01703829E-02   1679.83158534    -3.94732628      0.12567164       4.54097122       10.90495237      10.79267828      11.25332319      10.78390028      10.09004941      11.68933897      12.02761364      11.65062592      10.51004912      10.39480085      10.68672129     
  0.02000000       8.88623816E-02   1558.63405874    -4.10926223      0.12114750       4.57281643       11.12309419      11.00962612      11.73758544      11.32123933      10.40718548      12.08922971      12.51338093      12.43229852      10.80445496      10.68129351      11.30146889     
  0.02000000       1.12533558E-01   1448.46564784    -4.26276877      0.11754993       4.59899991       11.30324421      11.19335450      12.21359958      11.84809021      10.75106643      12.46630384      13.02805045      13.02908100      11.07408518      10.96847689      11.90111142     
  0.02000000       1.42510267E-01   1350.13609169    -4.40763278      0.11451552       4.62171576       11.44410019      11.34446947      12.66664760      12.33209437      11.08752189      12.83485687      13.55010714      13.54298432      11.29756551      11.23041525      12.41382534     
  0.02000000       1.80472177E-01   1260.89713542    -4.54674601      0.11186656       4.64204446       11.56322637      11.47971129      13.09730950      12.76653680      11.40204747      13.21139391      14.07797167      14.03256106      11.49222621      11.46555616      12.84619105     
  0.02000000       2.28546386E-01   1176.51335410    -4.68562163      0.10950187       4.66060138       11.68458991      11.62147400      13.50792089      13.14920966      11.69194544      13.61414854      14.62042673      14.50634047      11.68976193      11.68549586      13.22105551     
  0.02000000       2.89426612E-01   1087.81788125    -4.83800022      0.10747953       4.67679290       11.82610241      11.78630537      13.93599523      13.52779823      11.98903825      14.07583024      15.21639153      15.00555727      11.91359648      11.91745896      13.59730020     
  0.02000000       3.66524124E-01   1011.12923522    -4.97929419      0.10572600       4.69108116       11.97156792      11.95284434      14.30010343      13.84541540      12.24431494      14.51105532      15.73826562      15.47359712      12.12937605      12.12750284      13.92222761     
  0.02000000       4.64158883E-01   940.18554366     -5.11851554      0.10417364       4.70392907       12.12887991      12.12833915      14.65342243      14.14667470      12.49954415      14.96598669      16.24766513      15.88873576      12.35687342      12.34153919      14.23573236     
  0.02000000       5.87801607E-01   872.84400958     -5.25918307      0.10279687       4.71548487       12.29407312      12.30842865      14.96712687      14.42342053      12.74102796      15.40361368      16.71526682      16.25931012      12.57826712      12.55020234      14.50780091     
  0.02000000       7.44380301E-01   810.13138960     -5.39903800      0.10157968       4.72583092       12.47203872      12.49926564      15.28858166      14.70570069      12.98759994      15.87941385      17.20007845      16.66750051      12.80810601      12.76680101      14.79673299     
  0.02000000       9.42668455E-01   750.19861427     -5.54199385      0.10048276       4.73526130       12.65510976      12.69654260      15.61466104      14.99529748      13.23976378      16.38491411      17.70408617      17.10693746      13.04315131      12.98934801      15.09171428     
  0.02000000       1.19377664E+00   691.98314676     -5.69081358      0.09950341       4.74376842       12.86386058      12.91222872      15.94955408      15.29997296      13.49959270      16.91431494      18.24101566      17.60137907      13.27671097      13.22114107      15.40525969     
  0.02000000       1.51177507E+00   646.19511753     -5.81749357      0.09861649       4.75154521       13.03888623      13.10081704      16.25585324      15.58396380      13.73738403      17.40152457      18.74892636      18.07724912      13.48868556      13.42800135      15.70105525     
  0.02000000       1.91448198E+00   603.07718869     -5.94467987      0.09779903       4.75877514       13.22354902      13.28803495      16.57210487      15.88363528      13.97895115      17.91161257      19.29988578      18.59343078      13.70017411      13.63957428      16.02037910     
  0.02000000       2.42446202E+00   560.06078704     -6.07997303      0.09704330       4.76551316       13.43314795      13.50522285      16.93745516      16.23393313      14.26238240      18.49513557      19.95625902      19.18178365      13.94431378      13.88169545      16.39592512     
  0.02000000       3.07029063E+00   524.30962462     -6.20088407      0.09634122       4.77181993       13.63076257      13.70430274      17.27922503      16.56768612      14.53076844      19.02336696      20.56824122      19.69938466      14.17917837      14.11057717      16.75510331     
