# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04000000       1.00000000E-03   2875.65648196    -1.79277482      0.51235183       3.62134033       5.85451014       5.84432299       6.17588668       5.96782559       5.77491123       6.32616422       6.41113294       6.08517954       5.80851408       5.81101786       5.91154150      
  0.04000000       1.26638017E-03   2874.17134747    -1.83227988      0.49007943       3.65994201       5.95338261       5.94295223       6.27422726       6.06562703       5.87264499       6.42500863       6.50998155       6.18311610       5.90653833       5.90920984       6.00922283      
  0.04000000       1.60371874E-03   2873.26404326    -1.85265164      0.47901012       3.67978549       6.00437576       5.99381461       6.32494370       6.11601727       5.92297610       6.47604232       6.56100038       6.23360172       5.95704894       5.95980887       6.05953892      
  0.04000000       2.03091762E-03   2872.82133409    -1.86333072      0.47331103       3.69018114       6.03108405       6.02045312       6.35149081       6.14239018       5.94931681       6.50276457       6.58770431       6.26002842       5.98349065       5.98629859       6.08587068      
  0.04000000       2.57191381E-03   2872.32094891    -1.87422641      0.46757360       3.70077474       6.05834730       6.04764419       6.37859356       6.16930320       5.97619080       6.53005866       6.61497861       6.28700218       6.01047370       6.01333071       6.11273908      
  0.04000000       3.25702066E-03   2871.52858042    -1.89045651      0.45916081       3.71654503       6.09899194       6.08817956       6.41899664       6.20940718       6.01622834       6.57076648       6.65565115       6.32720568       6.05068438       6.05361541       6.15277225      
  0.04000000       4.12462638E-03   2870.19932325    -1.91888344      0.44479483       3.74415506       6.17017108       6.15916280       6.48970457       6.27957149       6.08626738       6.64204513       6.72683618       6.39756108       6.12105348       6.12411966       6.22280326      
  0.04000000       5.22334507E-03   2867.10692634    -1.98318709      0.41393644       3.80660715       6.33152708       6.32005487       6.64984107       6.43834114       6.24468713       6.80367031       6.88813971       6.55685603       6.28035017       6.28374350       6.38122370      
  0.04000000       6.61474064E-03   2858.40577690    -2.13246328      0.35071287       3.95057354       6.70626265       6.69360174       7.02109456       6.80561523       6.61072923       7.17940962       7.26275814       6.92588058       6.64913231       6.65338543       6.74743872      
  0.04000000       8.37677640E-03   2841.64165506    -2.27175189      0.30228582       4.07963961       7.05189104       7.03786241       7.36366584       7.14247478       6.94531536       7.52817808       7.61062855       7.26549655       6.98749019       6.99259096       7.08287173      
