# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.01900000       1.00000000E-03   2636.38184852    -2.27650145      0.34926546       3.63085746       6.89463136       6.88188803       7.25765526       7.00414177       6.78923393       7.45153478       7.54372904       7.14071019       6.83811923       6.83701655       6.93920521      
  0.01900000       1.26638017E-03   2620.51960566    -2.35220340      0.32400162       3.69607563       7.08011068       7.06628009       7.44194990       7.18240420       6.96470276       7.64344331       7.73342175       7.32238762       7.01772614       7.01676375       7.11589410      
  0.01900000       1.60371874E-03   2603.33906248    -2.42662912      0.30133766       3.75906106       7.26265475       7.24761641       7.62262011       7.35646791       7.13579752       7.83235750       7.92021826       7.50017755       7.19353873       7.19273008       7.28828360      
  0.01900000       2.03091762E-03   2588.83657909    -2.49423888      0.28190329       3.81697028       7.43066991       7.41441238       7.78765043       7.51548768       7.29223275       8.00486449       8.09095504       7.66261267       7.35461468       7.35404811       7.44581132      
  0.01900000       2.57191381E-03   2569.92086166    -2.55734868      0.26602130       3.86733772       7.58589717       7.56817880       7.93947183       7.65998012       7.43365084       8.16566681       8.25005281       7.81120821       7.50173196       7.50127288       7.58857113      
  0.01900000       3.25702066E-03   2551.82555067    -2.60569787      0.25519942       3.90340991       7.70423647       7.68509751       8.05440060       7.76802190       7.53891524       8.28897054       8.37205456       7.92305537       7.61245745       7.61198960       7.69504792      
  0.01900000       4.12462638E-03   2541.04966882    -2.63417968      0.24906109       3.92455673       7.77448708       7.75441744       8.12220943       7.83162117       7.60087253       8.36189775       8.44425017       7.98897309       7.67784749       7.67737830       7.75770755      
  0.01900000       5.22334507E-03   2535.04520107    -2.65037439      0.24562265       3.93663206       7.81459083       7.79396931       8.16080050       7.86782201       7.63615692       8.40339741       8.48534761       8.02648982       7.71511232       7.71464847       7.79337900      
  0.01900000       6.61474064E-03   2530.23999933    -2.66343981      0.24287775       3.94639367       7.84703414       7.82595504       8.19196497       7.89705437       7.66465557       8.43691425       8.51854587       8.05678555       7.74522575       7.74476858       7.82218548      
  0.01900000       8.37677640E-03   2523.91505321    -2.68049880      0.23934473       3.95912119       7.88952694       7.86782941       8.23271577       7.93524834       7.70188586       8.48077971       8.56199903       8.09638612       7.78460640       7.78415750       7.85981878      
  0.01900000       1.06081836E-02   2514.02974502    -2.70694272      0.23399882       3.97874102       7.95543504       7.93273616       8.29579075       7.99430277       7.75943764       8.54875814       8.62934538       8.15765214       7.84556548       7.84512755       7.91799741      
  0.01900000       1.34339933E-02   2494.77632186    -2.75439947      0.22499053       4.01284015       8.07341758       8.04872080       8.40836519       8.09913013       7.86137524       8.67081225       8.75022659       8.26674246       7.95408785       7.95360837       8.02115661      
  0.01900000       1.70125428E-02   2443.10675313    -2.86203836      0.20726428       4.08411929       8.34738531       8.31623265       8.66228165       8.33092585       8.08637125       8.95117025       9.02995670       8.51002179       8.19901447       8.19813689       8.24860823      
  0.01900000       2.15443469E-02   2323.48182059    -3.07318622      0.17970341       4.20805520       8.92214245       8.87308507       9.15691182       8.76820907       8.51238176       9.51247316       9.60292733       8.97420065       8.68281854       8.68014778       8.67644539      
  0.01900000       2.72833338E-02   2185.91991131    -3.27836368      0.16031634       4.30721451       9.49643800       9.42214385       9.61698920       9.16549931       8.90348505       10.04199360      10.17782245      9.40101011       9.14685004       9.13398788       9.06496292      
  0.01900000       3.45510729E-02   2043.19615095    -3.46799210      0.14750830       4.37953715       9.98692626       9.89242424       10.02589333      9.52713723       9.24405411       10.50391444      10.70387454      9.81364327       9.55901492       9.52245840       9.41387650      
  0.01900000       4.37547938E-02   1898.32746626    -3.65158484      0.13832380       4.43537564       10.40348876      10.29656438      10.44963514      9.92929506       9.56333385       10.95355081      11.21712577      10.34450562      9.94433773       9.87262701       9.79673945      
  0.01900000       5.54102033E-02   1777.83091914    -3.81120126      0.13123688       4.48105708       10.69076514      10.58013576      10.86151393      10.35626951      9.83979592       11.34684540      11.64710372      10.98285086      10.25479203      10.15447871      10.22360989     
  0.01900000       7.01703829E-02   1635.64600362    -3.99331565      0.12571649       4.51838462       10.95600673      10.84277693      11.38707282      10.93347307      10.16832354      11.79962241      12.16030047      11.89112472      10.58792228      10.46528807      10.85865390     
  0.01900000       8.88623816E-02   1512.76505006    -4.16023832      0.12127319       4.54963925       11.17260037      11.05950187      11.89495389      11.49772728      10.51241800      12.21117180      12.68349539      12.65062816      10.89144929      10.76840066      11.50934515     
  0.01900000       1.12533558E-01   1402.13951281    -4.31765127      0.11776566       4.57513158       11.34542303      11.23799696      12.38649473      12.03836794      10.87528954      12.59874987      13.22787483      13.23231660      11.15733651      11.06263974      12.10963304     
  0.01900000       1.42510267E-01   1307.50022180    -4.46135976      0.11478143       4.59742538       11.47640078      11.38200007      12.83383486      12.50775688      11.20864785      12.97013169      13.75606813      13.73662634      11.36771266      11.31610272      12.59129647     
  0.01900000       1.80472177E-01   1222.26122161    -4.59858093      0.11215358       4.61754187       11.59485336      11.51790968      13.25633550      12.92016280      11.51163528      13.35592929      14.28853445      14.22204076      11.56007791      11.54282131      12.99692095     
  0.01900000       2.28546386E-01   1133.33221388    -4.74776901      0.10985635       4.63551792       11.72840214      11.67369294      13.69168527      13.31515207      11.81620964      13.79902184      14.87802960      14.71823385      11.77508189      11.77559463      13.38536584     
  0.01900000       2.89426612E-01   1051.56291547    -4.89349992      0.10789778       4.65114329       11.87113209      11.83863670      14.08150773      13.65787787      12.08814147      14.24140061      15.42980176      15.19998234      11.99353442      11.99386722      13.73068753     
  0.01900000       3.66524124E-01   976.82669342     -5.03545252      0.10618738       4.66502239       12.02329223      12.01021777      14.45142695      13.97624187      12.34840217      14.69373212      15.95833634      15.66139402      12.21618742      12.20863414      14.05971952     
  0.01900000       4.64158883E-01   907.30836184     -5.17621620      0.10466928       4.67752981       12.18624314      12.19076768      14.78561785      14.26534910      12.59845096      15.14355439      16.45165256      16.04869881      12.44489844      12.42212769      14.35432006     
  0.01900000       5.87801607E-01   841.18733172     -5.31884577      0.10333218       4.68869711       12.35969853      12.37855301      15.10982617      14.54974130      12.84660786      15.60664081      16.93738911      16.44099277      12.67395357      12.63807203      14.64047685     
  0.01900000       7.44380301E-01   780.07856727     -5.45983540      0.10215070       4.69868536       12.54232346      12.56973105      15.43394299      14.83490715      13.09963489      16.09546959      17.42617483      16.86355787      12.90584099      12.85796296      14.92826486     
  0.01900000       9.42668455E-01   720.42345741     -5.60713021      0.10108682       4.70777896       12.73648559      12.77801256      15.76772522      15.13481801      13.35613535      16.61893003      17.94786914      17.33383940      13.14056548      13.08552098      15.23558931     
  0.01900000       1.19377664E+00   668.89311405     -5.74427925      0.10013386       4.71600603       12.92798095      12.98429177      16.08895834      15.42947267      13.60326223      17.12850108      18.46665353      17.81565565      13.36514101      13.30586963      15.53967354     
  0.01900000       1.51177507E+00   623.94643960     -5.87270424      0.09926159       4.72360544       13.11750482      13.17529414      16.41553294      15.73481890      13.85391376      17.65361937      19.01842956      18.33581107      13.58688058      13.52363497      15.86127042     
  0.01900000       1.91448198E+00   581.06565301     -6.00342676      0.09845935       4.73065394       13.30419080      13.36948802      16.73909619      16.04416977      14.10440579      18.17686002      19.59456457      18.86440048      13.80495850      13.74061326      16.19357833     
  0.01900000       2.42446202E+00   541.05357312     -6.13390981      0.09772045       4.73719695       13.51312202      13.58244670      17.10331308      16.39555328      14.38837308      18.74993553      20.24472838      19.43509323      14.04957760      13.98173703      16.56999936     
  0.01900000       3.07029063E+00   507.69756941     -6.25072523      0.09701830       4.74346048       13.71076884      13.79053749      17.44323991      16.73064996      14.65327306      19.26744157      20.85844432      19.93831256      14.27866304      14.20830874      16.93006632     
  0.01900000       3.88815518E+00   474.54573758     -6.37398120      0.09635533       4.74941637       13.95583032      14.05842468      17.84361087      17.12832141      14.96300903      19.87963598      21.60566567      20.53686812      14.52309266      14.47657607      17.36558338     
  0.01900000       4.92388263E+00   443.31075863     -6.49785374      0.09573657       4.75501213       14.18461428      14.30712610      18.21297227      17.49807196      15.24700771      20.43136146      22.27584708      21.07608006      14.75777745      14.72533646      17.76772614     
  0.01900000       6.23550734E+00   415.47392716     -6.61585557      0.09514886       4.76036068       14.42180927      14.56440197      18.59385256      17.88126933      15.55134755      21.01262124      22.98546391      21.64100813      15.01186966      14.98865886      18.19086502     
  0.01900000       7.89652287E+00   391.57850326     -6.72387747      0.09459020       4.76547556       14.65451546      14.82549005      18.98156036      18.27467648      15.82290266      21.60367696      23.71468923      22.21274410      15.22250981      15.23040776      18.62791460     
  0.01900000       1.00000000E+01   371.95806898     -6.81829617      0.09403498       4.77058895       14.85717058      15.05660479      19.32662057      18.62600973      16.07193081      22.14043521      24.37794885      22.73506292      15.42289332      15.44721648      19.02141683     
