# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00100000       1.00000000E-03   865.42799351     -4.81854079      0.17365881       2.95902313       14.92387182      11.71028633      14.07529584      14.16717356      14.73883177      13.88469960      12.18094804      12.99136130      12.25670939      11.66199454      16.05565291      12.84468542      14.57231100      17.71924116      24.87205754      13.11450343      13.80878499      15.12641580      13.36947014      16.97586400      14.79502261      13.78157732      13.72259372      14.76277861      13.48847791      12.89849213      15.28516560      13.95761047      12.21685401     
  0.00100000       1.26638017E-03   829.69605935     -4.91881960      0.16833265       2.98607805       15.22729740      11.91193259      14.52649426      14.50669121      15.02884487      14.23230515      12.40941180      13.29057612      12.56534477      11.89322498      16.38542691      13.04080177      14.85300722      18.02289339      25.23662040      13.39166824      14.06561643      15.49219741      13.67969506      17.27938311      15.00848441      14.19036112      14.14238896      15.10844084      13.78843034      13.14918219      15.64265734      14.30759326      12.55095533     
  0.00100000       1.60371874E-03   791.89359273     -5.02588386      0.16336695       3.01208774       15.55894106      12.12173383      15.01952513      14.86175145      15.34413823      14.59681157      12.65380353      13.61932819      12.90834846      12.14625429      16.72470912      13.24078610      15.14586630      18.34494656      25.59191101      13.67840193      14.33487637      15.88544733      14.00659588      17.60635264      15.25002474      14.68664575      14.60163640      15.47276922      14.10152032      13.40419812      16.04196223      14.69698199      12.92059864     
  0.00100000       2.03091762E-03   749.86563713     -5.14501282      0.15884219       3.03648459       15.93392876      12.34833843      15.58355636      15.24439137      15.70414535      14.98981111      12.92558651      13.99693931      13.30681672      12.43501515      17.09225348      13.45731177      15.46622938      18.70862585      25.95177317      13.98339648      14.63167151      16.32709808      14.36363419      17.98272420      15.54273014      15.31207852      15.12776753      15.87088148      14.43901349      13.66894584      16.51017234      15.14129641      13.34664076     
  0.00100000       2.57191381E-03   708.16856041     -5.26703327      0.15475566       3.05912220       16.32177289      12.57617860      16.15255762      15.64010585      16.08296378      15.39655055      13.20088935      14.37820348      13.70789888      12.72852590      17.48807164      13.68244261      15.79846486      19.09881990      26.31078894      14.29796841      14.93952980      16.78519176      14.73952195      18.39505172      15.86406298      15.97747247      15.65316274      16.28558350      14.79058444      13.93485297      17.01186719      15.59192077      13.77272591     
  0.00100000       3.25702066E-03   669.57290720     -5.38547139      0.15104341       3.08021235       16.70389620      12.80148143      16.69508600      16.04581092      16.46045581      15.81446206      13.46621452      14.73773324      14.08109466      13.00888931      17.91474268      13.90784617      16.13475545      19.49629713      26.65108540      14.61854402      15.24994666      17.24270330      15.12835598      18.83487644      16.19006208      16.63400599      16.14379749      16.71157946      15.15123801      14.19853266      17.53067543      16.01849872      14.16775107     
  0.00100000       4.12462638E-03   631.32207116     -5.50738911      0.14764810       3.09995943       17.10950548      13.04862006      17.26758641      16.48730013      16.86440901      16.27078979      13.74175555      15.11206868      14.46715608      13.30246680      18.39816833      14.14179965      16.49835296      19.92993024      26.97617802      14.95428462      15.58602891      17.73683514      15.54254285      19.34072537      16.54885448      17.37240980      16.65329067      17.17762799      15.53021359      14.46577483      18.11557908      16.45417297      14.57580172     
  0.00100000       5.22334507E-03   594.83556078     -5.62911347      0.14456944       3.11826280       17.52527353      13.31479257      17.86355970      16.95293353      17.28266267      16.75231676      14.02064053      15.49523741      14.86012841      13.60258803      18.92372922      14.37686474      16.88108610      20.39270013      27.30109766      15.28879136      15.94138070      18.25532607      15.95852327      19.88958335      16.92498860      18.14990525      17.17898829      17.66893609      15.90538925      14.72742974      18.73646289      16.88627042      14.99337352     
  0.00100000       6.61474064E-03   565.04774105     -5.73590495      0.14167681       3.13581724       17.91015524      13.56165591      18.39890914      17.38756329      17.67514589      17.20201053      14.26918352      15.83852055      15.21014422      13.87348835      19.42892800      14.59212129      17.23758448      20.85120746      27.61030286      15.57536425      16.27482500      18.73083180      16.31584866      20.42133939      17.28754331      18.86109321      17.64661652      18.12607407      16.22314728      14.94981364      19.31299493      17.27150225      15.36702806     
  0.00100000       8.37677640E-03   534.56688534     -5.84907425      0.13896059       3.15263154       18.32945797      13.81129786      18.96999255      17.86884873      18.09776297      17.69855954      14.52303061      16.19534478      15.57139634      14.15422530      19.99126390      14.81692032      17.62379875      21.33841273      27.87168964      15.85612582      16.63781468      19.23914496      16.66477619      20.99846192      17.67643139      19.60021842      18.13524334      18.62889411      16.53222782      15.16977683      19.94057430      17.68709079      15.75559301     
