# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F323N     NIRCAM-F210M     NIRCAM-F150W2    NIRCAM-F212N     NIRCAM-F444W     NIRCAM-F322W2    NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F187N     NIRCAM-F430M     NIRCAM-F277W     NIRCAM-F090W     NIRCAM-F070W     NIRCAM-F466N     NIRCAM-F300M     NIRCAM-F250M     NIRCAM-F470N     NIRCAM-F140M     NIRCAM-F115W     NIRCAM-F164N     NIRCAM-F335M     NIRCAM-F200W     NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F182M     NIRCAM-F162M     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03200000       1.00000000E-03   2809.21471492    -1.94298543      0.45160978       3.63404043       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.26638017E-03   2805.57512563    -2.00098000      0.42353336       3.68979181       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.60371874E-03   2802.84586993    -2.04055507      0.40545068       3.72768917       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       2.03091762E-03   2801.35702067    -2.06080310      0.39653904       3.74699246       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       2.57191381E-03   2800.53051039    -2.07129826      0.39200462       3.75698250       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       3.25702066E-03   2799.62246784    -2.08189779      0.38749830       3.76702464       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       4.12462638E-03   2798.19318590    -2.09755143      0.38097681       3.78176762       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       5.22334507E-03   2795.55638862    -2.12443029      0.37006327       3.80701237       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       6.61474064E-03   2789.50175365    -2.18255160      0.34761722       3.86136201       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       8.37677640E-03   2770.28431584    -2.33007726      0.29740079       3.99688285       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.06081836E-02   2733.69385840    -2.48527644      0.25544443       4.12897432       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.34339933E-02   2695.15216701    -2.61582640      0.22612355       4.23487541       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.70125428E-02   2649.10234104    -2.73590146      0.20383841       4.32499506       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       2.15443469E-02   2599.47746116    -2.84853304      0.18594682       4.40478946       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       2.72833338E-02   2538.31116124    -2.96159084      0.17121377       4.47648764       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       3.45510729E-02   2469.64820229    -3.07410451      0.15889227       4.54135936       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       4.37547938E-02   2392.12366301    -3.18887005      0.14839528       4.60072572       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       5.54102033E-02   2303.11153019    -3.30944891      0.13934007       4.65541453       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       7.01703829E-02   2197.58680326    -3.43993853      0.13169562       4.70442307       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       8.88623816E-02   2089.39432018    -3.57139869      0.12522509       4.74818196       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.12533558E-01   1976.51520848    -3.70637633      0.11979690       4.78667460       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.42510267E-01   1863.54907490    -3.84251849      0.11521125       4.82057556       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03200000       1.80472177E-01   1746.17137001    -3.98609355      0.11122724       4.85114304       12.30225529      10.15262114      11.34536711      11.63837096      12.29973255      11.44158640      10.63835156      11.25401323      10.65936716      10.25778419      12.69803224      10.76785748      12.14147289      14.76601732      18.99563221      11.15482266      11.84529230      12.22427457      11.18877982      13.25492691      12.86660191      11.31255435      11.18622405      12.00468585      11.29465086      11.15656486      12.30903416      11.50542411      10.51671881     
  0.03200000       2.28546386E-01   1630.29992451    -4.13162141      0.10791450       4.87740562       12.65378576      10.40534686      11.95989994      12.02834387      12.67368743      11.82434726      10.90987152      11.64931286      11.07106542      10.51565067      13.13358711      11.05851030      12.51660970      15.15502123      20.00792601      11.46253355      12.20237765      12.64177376      11.50362503      13.70432547      13.19556806      11.65669497      11.80901102      12.41570151      11.61513498      11.45738108      12.72536252      11.84391944      10.95079090     
  0.03200000       2.89426612E-01   1525.39449144    -4.27035758      0.10507433       4.90057191       13.00339328      10.66301803      12.61408411      12.41906866      13.03707613      12.21049817      11.18048214      12.06259288      11.51028143      10.78430174      13.55509471      11.33553992      12.89096882      15.52058227      20.97428928      11.74726460      12.55828639      13.06751047      11.79704925      14.13157469      13.48326641      12.03109388      12.45007376      12.82508475      11.91375238      11.73628947      13.13550836      12.19947251      11.43369590     
  0.03200000       3.66524124E-01   1433.16519980    -4.39968546      0.10256331       4.92158109       13.35744460      10.91283031      13.19450543      12.79771432      13.38506990      12.58717483      11.44526038      12.45395929      11.92329157      11.05576834      13.96713868      11.59483414      13.25486332      15.87018733      21.80177257      12.00929734      12.89516761      13.48809931      12.07046429      14.55328358      13.73276317      12.43723543      13.00359065      13.22372070      12.19121809      11.99379983      13.54412937      12.57124169      11.88743476     
  0.03200000       4.64158883E-01   1330.86029190    -4.54740710      0.10033740       4.94063925       13.81010475      11.20664463      13.83351877      13.23060377      13.79405586      13.01693633      11.74948498      12.90129608      12.38918992      11.37807686      14.46082312      11.87795723      13.68352117      16.30187942      22.65138936      12.28933163      13.28316593      13.99148144      12.36641082      15.07436217      14.00731205      12.98748139      13.60606157      13.68797808      12.49139545      12.26958509      14.04568903      13.05662807      12.38629225     
  0.03200000       5.87801607E-01   1251.05505011    -4.67174837      0.09840131       4.95756305       14.21777465      11.45324286      14.32846517      13.58810022      14.14120638      13.37113074      12.00344862      13.25867252      12.74855074      11.64562318      14.89664764      12.11810562      14.05693544      16.68801570      23.28960757      12.52562571      13.61361393      14.42975842      12.61933936      15.54058767      14.24674202      13.49977827      14.07116005      14.07769386      12.74745659      12.50236894      14.48688908      13.49325223      12.76138809     
  0.03200000       7.44380301E-01   1165.11692040    -4.81124891      0.09662056       4.97342538       14.67200118      11.71565395      14.83093769      13.98457057      14.53421343      13.76469564      12.27013884      13.63324092      13.11421480      11.92612292      15.39783676      12.37001447      14.47814886      17.13517690      23.95901792      12.77657170      13.97971211      14.92530130      12.89138099      16.07511748      14.54461901      14.07887726      14.55030003      14.51186107      13.02166842      12.74995408      14.98851190      13.97417179      13.14113964     
  0.03200000       9.42668455E-01   1065.64667463    -4.97967330      0.09514212       4.98681884       15.18092633      12.00917165      15.44720014      14.44182796      15.00239267      14.21886505      12.56204182      14.05630129      13.52024144      12.23589238      15.99913820      12.64385427      14.97661831      17.67090499      24.66909641      13.04616520      14.41122340      15.51452438      13.18863722      16.70767423      14.94014682      14.73805574      15.11603645      15.01535075      13.32019801      13.01609445      15.58453393      14.50364824      13.56746910     
  0.03200000       1.19377664E+00   991.12281060     -5.11747085      0.09385105       4.99868609       15.57750699      12.24616281      15.98812646      14.82925354      15.38621115      14.60548202      12.78771949      14.39622023      13.84390565      12.48083095      16.51026265      12.85013788      15.39430215      18.10711649      25.19093420      13.24450862      14.77423446      16.00894669      13.40923334      17.21998925      15.27911508      15.26137574      15.59129287      15.43808616      13.53955025      13.21459645      16.08517970      14.91130221      13.91060873     
  0.03200000       1.51177507E+00   923.01412120     -5.25195406      0.09268966       5.00950168       15.97053817      12.48715459      16.49137735      15.24667939      15.78118657      15.02250641      13.01096596      14.73910422      14.16753537      12.72635254      17.06313439      13.04537816      15.83410921      18.54180425      25.67041918      13.43727710      15.15536385      16.52958258      13.62463318      17.75030154      15.62888600      15.79465267      16.05530836      15.89030785      13.75273996      13.40885712      16.61980962      15.30946139      14.25398873     
  0.03200000       1.91448198E+00   856.57047657     -5.39176026      0.09162729       5.01951462       16.37362895      12.73789642      17.03967345      15.69604116      16.20263610      15.47241081      13.22841201      15.09128232      14.49979442      12.97477798      17.65441045      13.22250569      16.29463413      19.00724456      26.12880574      13.60708729      15.55600233      17.07972749      13.81983090      18.30601260      16.01300458      16.35265585      16.54655021      16.37336313      13.94313284      13.58192455      17.19592965      15.71426403      14.60594530     
  0.03200000       2.42446202E+00   791.32041930     -5.53844878      0.09067725       5.02856752       16.80132060      13.00123811      17.65709870      16.22777837      16.65995532      16.00455000      13.43375542      15.45048776      14.83800464      13.22345244      18.32283228      13.38381085      16.79307404      19.50816419      26.55635443      13.73958313      15.99553472      17.67320430      13.96362407      18.89251484      16.43539741      16.93890910      17.07359008      16.93281783      14.07850520      13.72730378      17.83119458      16.13804289      14.96703461     
  0.03200000       3.07029063E+00   733.84287010     -5.67749476      0.08983957       5.03662884       17.22003916      13.26000722      18.29557917      16.79882520      17.11136188      16.57805151      13.62880243      15.80166645      15.16995070      13.46539153      19.01956252      13.53693808      17.29791650      19.99644314      26.92304583      13.85858414      16.44511627      18.27961000      14.08314907      19.46574097      16.84975797      17.52399241      17.60438478      17.52562369      14.18858952      13.86438468      18.48462910      16.54915178      15.32583829     
