# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F560W       MIRI-F770W       MIRI-F1000W      MIRI-F1130W      MIRI-F1280W      MIRI-F1500W      MIRI-F1800W      MIRI-F2100W      MIRI-F2550W     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05700000       1.00000000E-03   2973.37715267    -1.52988953      0.64861725       3.57031270       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.26638017E-03   2973.37715267    -1.54461361      0.63769702       3.58506101       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.60371874E-03   2973.44561799    -1.55483000      0.63022910       3.59529260       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       2.03091762E-03   2973.44561799    -1.56807882      0.62066194       3.60857903       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       2.57191381E-03   2973.58255338    -1.58963487      0.60540595       3.63019603       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       3.25702066E-03   2973.78796828    -1.63258079      0.57612826       3.67325102       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       4.12462638E-03   2973.17176614    -1.74706755      0.50519434       3.78737223       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       5.22334507E-03   2974.13035798    -1.88733468      0.42957571       3.92821200       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       6.61474064E-03   2970.85610062    -2.00453773      0.37618133       4.04349494       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       8.37677640E-03   2960.87797822    -2.11015547      0.33535482       4.14328301       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.06081836E-02   2950.24178359    -2.20643569      0.30233368       4.23331796       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.34339933E-02   2939.27797183    -2.29618003      0.27469678       4.31658414       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.70125428E-02   2925.90251379    -2.38281248      0.25089745       4.39529796       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       2.15443469E-02   2907.44762803    -2.46901873      0.23008507       4.47051522       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       2.72833338E-02   2891.46366958    -2.55031730      0.21185620       4.54220823       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       3.45510729E-02   2862.01942654    -2.63745416      0.19559331       4.61158320       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       4.37547938E-02   2828.86397679    -2.72418910      0.18117611       4.67808893       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       5.54102033E-02   2794.67191789    -2.80948525      0.16827743       4.74224009       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       7.01703829E-02   2750.36137394    -2.89909771      0.15670926       4.80410245       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       8.88623816E-02   2700.10991679    -2.99049923      0.14635714       4.86346237       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.12533558E-01   2640.21665954    -3.08610520      0.13711802       4.92010254       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.42510267E-01   2570.63743045    -3.18644171      0.12886281       4.97403600       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05700000       1.80472177E-01   2490.39336530    -3.29260176      0.12150512       5.02510062       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
