# Mass             Age              Teff             Luminosity       Radius           Gravity          MKO_Y            MKO_J            MKO_H            MKO_K            MKO_Lp           MKO_Mp           W1               W2               W3               W4               IRAC_CH1         IRAC_CH2        
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05600000       1.00000000E-03   2968.45178977    -1.54375872      0.64043812       3.57364862       7.20831770       6.59497973       6.05281364       5.72766097       5.30061725       5.29927353       5.53100126       5.27957939       5.08801413       4.94949225       5.41087572       5.27312299      
  0.05600000       1.26638017E-03   2968.52014168    -1.55925960      0.62910573       3.58915521       7.24720147       6.63408943       6.09222948       5.76682751       5.33948914       5.33818773       5.56975233       5.31847632       5.12677118       4.98845792       5.44967708       5.31203077      
  0.05600000       1.60371874E-03   2968.52014168    -1.56941316      0.62178738       3.59931860       7.27275205       6.65977209       6.11811509       5.79254121       5.36499703       5.36372856       5.59518917       5.34400417       5.15219885       5.01402164       5.47514196       5.33756506      
  0.05600000       2.03091762E-03   2968.52014168    -1.58229278      0.61262586       3.61221186       7.30516851       6.69234883       6.15093486       5.82514996       5.39735081       5.39613672       5.62745856       5.37639220       5.18446234       5.04645961       5.50744338       5.36996017      
  0.05600000       2.57191381E-03   2968.58849517    -1.60295924      0.59820202       3.63290687       7.35711298       6.74454866       6.20346995       5.87738462       5.44921738       5.44812776       5.67919772       5.42834036       5.23623259       5.09851779       5.55922889       5.42191686      
  0.05600000       3.25702066E-03   2968.65353140    -1.64332137      0.57101913       3.67330099       7.45862692       6.84648810       6.30597227       5.97933585       5.55047103       5.54971581       5.78025141       5.52981868       5.33736525       5.20022489       5.66034362       5.52340380      
  0.05600000       4.12462638E-03   2967.83669335    -1.75059034      0.50495640       3.78009453       7.72854998       7.11693876       6.57747935       6.24947311       5.81868678       5.81939097       6.04830233       5.79904024       5.60553464       5.46998265       5.92834011       5.79259840      
  0.05600000       5.22334507E-03   2968.45178977    -1.89368448      0.42808355       3.92354696       8.08894431       7.47776393       6.93793666       6.60940440       6.17719981       6.18137114       6.40699933       6.15996826       5.96560121       5.83243673       6.28671670       6.15339352      
  0.05600000       6.61474064E-03   2965.20001046    -2.01239285      0.37421811       4.04035484       8.38764003       7.77527962       7.23514423       6.90590144       6.47162901       6.47961978       6.70248948       6.45708112       6.26127192       6.13018023       6.58142165       6.45029894      
  0.05600000       8.37677640E-03   2954.95036795    -2.11911822      0.33324945       4.14106475       8.65552382       8.03945580       7.49956823       7.16877703       6.73069313       6.74355765       6.96408963       6.71957892       6.52091775       6.39194643       6.84141860       6.71246198      
  0.05600000       1.06081836E-02   2944.05579947    -2.21610940      0.30024671       4.23164866       8.89881784       8.27848663       7.73862541       7.40660896       6.96477879       6.98315057       7.20106584       6.95753568       6.75594476       6.62912458       7.07660256       6.95003058      
  0.05600000       1.34339933E-02   2932.77460982    -2.30636228      0.27269614       4.31524728       9.12514179       8.50007981       7.96006620       7.62712111       7.18161133       7.20613466       7.42107747       7.17868884       6.97409608       6.84949168       7.29466383       7.17074428      
  0.05600000       1.70125428E-02   2918.35002658    -2.39397330      0.24898565       4.39425632       9.34444610       8.71332386       8.17342115       7.83926327       7.38923563       7.42096460       7.63267767       7.39137061       7.18303622       7.06077830       7.50385386       7.38289349      
  0.05600000       2.15443469E-02   2900.24553440    -2.47997948      0.22833011       4.46947834       9.55964684       8.92081599       8.38137983       8.04566645       7.59010164       7.63047737       7.83850817       7.59831732       7.38529887       7.26562372       7.70669692       7.58918073      
  0.05600000       2.72833338E-02   2882.94134202    -2.56208920      0.21023683       4.54118771       9.76523228       9.11828087       8.57897028       8.24231845       7.78161493       7.83178599       8.03523677       7.79675526       7.57907513       7.46227914       7.90029024       7.78687039      
  0.05600000       3.45510729E-02   2851.38963451    -2.65051851      0.19411210       4.61049774       9.98612785       9.32521179       8.78787926       8.44815927       7.97789402       8.04242465       8.24019239       8.00318171       7.77699351       7.66383407       8.10005076       7.99214597      
  0.05600000       4.37547938E-02   2818.71017270    -2.73683116      0.17984461       4.67680862       10.20280088      9.52599755       8.99033741       8.64803241       8.16770171       8.24929289       8.43963880       8.20503280       7.96942537       7.86040506       8.29368578       8.19264566      
  0.05600000       5.54102033E-02   2782.53697457    -2.82329788      0.16707190       4.74079647       10.42098338      9.72547822       9.19144829       8.84653504       8.35457179       8.45644814       8.63745599       8.40622011       8.15942282       8.05488473       8.48481754       8.39223364      
  0.05600000       7.01703829E-02   2736.97987166    -2.91351872      0.15564055       4.80235791       10.65050665      9.92983084       9.39838608       9.05052468       8.54324280       8.67345634       8.84056763       8.61486289       8.35252999       8.25339109       8.67900738       8.59870710      
  0.05600000       8.88623816E-02   2684.91407865    -3.00589009      0.14541686       4.86137471       10.89268795      10.13835897      9.60766405       9.25792257       8.73126231       8.89971393       9.04588895       8.82934727       8.54654558       8.45451935       8.87338466       8.81032980      
  0.05600000       1.12533558E-01   2623.85954978    -3.10206467      0.13630290       4.91759208       11.15167383      10.35459523      9.82278959       9.47100853       8.92042132       9.13947431       9.25619478       9.05331673       8.74326613       8.66148687       9.07015931       9.03040575      
  0.05600000       1.42510267E-01   2551.96171659    -3.20388542      0.12815479       4.97113382       11.43411888      10.58254332      10.04764268      9.69425341       9.11312708       9.40170388       9.47466548       9.29330381       8.94612428       8.87979827       9.27193499       9.26519023      
  0.05600000       1.80472177E-01   2470.91881105    -3.31035953      0.12092942       5.02154003       11.74396394      10.82194190      10.27852502      9.92782044       9.30700679       9.69401455       9.69840212       9.55177923       9.15370073       9.10830536       9.47591092       9.51678497      
  0.05600000       2.28546386E-01   2377.38504570    -3.42432628      0.11456789       5.06847712       12.09488810      11.08139956      10.52139220      10.18104110      9.50455624       10.01207159      9.92814266       9.82520214       9.36040568       9.33216663       9.68452183       9.78226019      
  0.05600000       2.89426612E-01   2265.66583583    -3.55052090      0.10908465       5.11107544       12.50346280      11.37233402      10.78748512      10.46718614      9.71352880       10.34322484      10.17271904      10.10941786      9.56189473       9.54270283       9.90791129       10.05807843     
  0.05600000       3.66524124E-01   2154.42609434    -3.67611591      0.10440024       5.14919963       12.91744249      11.66706855      11.05379316      10.76513638      9.92652673       10.63456348      10.42955694      10.36692466      9.74391912       9.72184093       10.14561887      10.30993402     
  0.05600000       4.64158883E-01   2038.80906535    -3.80634404      0.10034834       5.18358225       13.33789186      11.97528976      11.33169292      11.09264783      10.16747241      10.89497408      10.74292847      10.60875366      9.91939899       9.88122700       10.43549869      10.54859590     
  0.05600000       5.87801607E-01   1916.98857050    -3.94389515      0.09688115       5.21412429       13.74727342      12.29598448      11.63190214      11.46239215      10.45934108      11.13281761      11.14636966      10.84360464      10.09500160      10.02895286      10.80570216      10.78303909     
  0.05600000       7.44380301E-01   1792.04427363    -4.08763636      0.09395308       5.24078123       14.10277022      12.61657334      11.96353892      11.89291430      10.82154145      11.34044229      11.65823178      11.06654486      10.26988406      10.16910277      11.27448135      11.01040284     
  0.05600000       9.42668455E-01   1677.79368474    -4.22559025      0.09144427       5.26429022       14.37190685      12.90585213      12.30968872      12.34871021      11.20241611      11.51995486      12.17727044      11.27371578      10.43664733      10.30511892      11.75841495      11.22551660     
  0.05600000       1.19377664E+00   1565.90889992    -4.36642715      0.08926479       5.28524249       14.58882349      13.17291516      12.70758245      12.83708968      11.60114951      11.67505579      12.67340141      11.47308281      10.60520145      10.45053202      12.24359931      11.43613565     
  0.05600000       1.51177507E+00   1466.65922671    -4.49896350      0.08735532       5.30402389       14.80018460      13.41445248      13.12212307      13.28699885      11.97514094      11.80018073      13.10351230      11.64848264      10.76539402      10.59922189      12.68376751      11.62290147     
  0.05600000       1.91448198E+00   1371.47619310    -4.63279524      0.08563577       5.32129184       14.99457537      13.65224634      13.58514539      13.72400056      12.32725778      11.91046585      13.50901193      11.81927355      10.94254170      10.76724049      13.08813399      11.80119900     
  0.05600000       2.42446202E+00   1269.88890067    -4.78191301      0.08412690       5.33673254       15.22176286      13.92410193      14.10629513      14.18646719      12.67791223      12.03258987      13.92717057      12.00659041      11.14749269      10.94825678      13.48573297      11.99287029     
  0.05600000       3.07029063E+00   1183.97518642    -4.91739569      0.08280279       5.35051241       15.46513016      14.20546232      14.56242665      14.61662319      12.96038560      12.16073091      14.28008945      12.18561258      11.35259549      11.10731130      13.80298149      12.17230868     
  0.05600000       3.88815518E+00   1102.25502767    -5.05383704      0.08164798       5.36271138       15.74682108      14.51376233      14.97420980      15.03293141      13.20796114      12.29416124      14.59616316      12.35979444      11.55610390      11.24959258      14.07845268      12.34591779     
  0.05600000       4.92388263E+00   1032.13551498    -5.17911077      0.08061316       5.37379033       16.03891835      14.82668727      15.35960973      15.45563051      13.44064987      12.43617222      14.90042927      12.53425383      11.76157056      11.38230753      14.33824258      12.51957070     
  0.05600000       6.23550734E+00   968.36393576     -5.29985271      0.07969215       5.38377118       16.35135851      15.14496971      15.72096899      15.87386129      13.65305814      12.58048485      15.18079846      12.70477976      11.96000968      11.50283714      14.57423508      12.68886181     
  0.05600000       7.89652287E+00   915.38673519     -5.40688742      0.07884456       5.39305875       16.64112256      15.43291987      16.03845882      16.24710821      13.83847388      12.71250310      15.42088184      12.85472707      12.13362805      11.60741883      14.77815322      12.83896240     
  0.05600000       1.00000000E+01   870.17006914     -5.50403986      0.07801773       5.40221567       16.92105264      15.70439999      16.33564678      16.60249759      14.01195377      12.84088286      15.64281438      12.99440682      12.29448079      11.70587998      14.96769216      12.97994701     
