# Mass             Age              Teff             Luminosity       Radius           Gravity          MKO_Y            MKO_J            MKO_H            MKO_K            MKO_Lp           MKO_Mp           W1               W2               W3               W4               IRAC_CH1         IRAC_CH2        
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06300000       1.00000000E-03   3003.03227644    -1.44943628      0.69756065       3.55059139       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       1.26638017E-03   3002.89398488    -1.46108993      0.68833977       3.56214964       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       1.60371874E-03   3002.79681971    -1.47222113      0.67961820       3.57322519       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       2.03091762E-03   3002.75569969    -1.48836058      0.66712399       3.58934168       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       2.57191381E-03   3002.96312987    -1.51651458      0.64576108       3.61761136       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       3.25702066E-03   3003.86215957    -1.58049175      0.59953827       3.68212103       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       4.12462638E-03   3005.25857366    -1.72213968      0.50884847       3.82457974       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       5.22334507E-03   3007.93346271    -1.84806765      0.43939710       3.95204346       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       6.61474064E-03   3003.96882767    -1.95817552      0.38810684       4.05985531       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06300000       8.37677640E-03   2995.03443190    -2.05853141      0.34781723       4.15505297       8.50747683       7.90166734       7.35408390       7.03294920       6.60813352       6.62113916       6.83616690       6.59736352       6.40732855       6.27969774       6.71658190       6.59037834      
  0.06300000       1.06081836E-02   2986.02363264    -2.15088208      0.31462774       4.24216331       8.73950624       8.13018521       7.58271929       7.26041732       6.83224588       6.84981264       7.06247365       6.82468781       6.63213185       6.50634021       6.94150495       6.81739880      
  0.06300000       1.34339933E-02   2976.41990976    -2.23804192      0.28642986       4.32372070       8.95835180       8.34502973       7.79739033       7.47423103       7.04277267       7.06558008       7.27556960       7.03889553       6.84375386       6.71991106       7.15301080       7.03124718      
  0.06300000       1.70125428E-02   2966.34641347    -2.32128608      0.26202097       4.40108293       9.16730602       8.54952444       8.00147051       7.67774355       7.24305572       7.27179284       7.47875973       7.24333961       7.04553878       6.92377605       7.35442223       7.23527647      
  0.06300000       2.15443469E-02   2952.73357311    -2.40388310      0.24045489       4.47568983       9.37430636       8.75065151       8.20253061       7.87787999       7.43898229       7.47474853       7.67844813       7.44418319       7.24291550       7.12341396       7.55183934       7.43560828      
  0.06300000       2.72833338E-02   2932.62205175    -2.48765324      0.22134950       4.54759975       9.58366823       8.95183942       8.40457565       8.07800436       7.63295029       7.67719845       7.87754982       7.64406275       7.43781693       7.32078691       7.74787416       7.63484056      
  0.06300000       3.45510729E-02   2916.74096755    -2.56627620      0.20440633       4.61676659       9.78044758       9.14134735       8.59418721       8.26678918       7.81697595       7.86993973       8.06617150       7.83418468       7.62382609       7.50937537       7.93373874       7.82431700      
  0.06300000       4.37547938E-02   2888.70301864    -2.65067738      0.18909654       4.68438782       9.99128286       9.34012287       8.79434160       8.46443774       8.00602358       8.07090626       8.26249155       8.03159866       7.81404970       7.70248735       8.12571286       8.02078092      
  0.06300000       5.54102033E-02   2856.26176332    -2.73546357      0.17542815       4.74955902       10.20366388      9.53732584       8.99282535       8.66053176       8.19221688       8.27265157       8.45766305       8.22892822       8.00253958       7.89445955       8.31549326       8.21681835      
  0.06300000       7.01703829E-02   2822.15014859    -2.81950327      0.16312340       4.81272489       10.41549189      9.73160521       9.18820081       8.85398865       8.37497351       8.47427455       8.65053705       8.42506453       8.18861853       8.08463852       8.50223189       8.41144495      
  0.06300000       8.88623816E-02   2779.22086931    -2.90733085      0.15202561       4.87392262       10.63925125      9.93168719       9.38964806       9.05315731       8.55981110       8.68437099       8.84840521       8.62766158       8.37744283       8.27838126       8.69208053       8.61205982      
  0.06300000       1.12533558E-01   2728.28653304    -2.99846619      0.14204082       4.93292857       10.87268250      10.13577234      9.59648577       9.25729703       8.74628868       8.90326267       9.05102122       8.83684000       8.56884149       8.47503568       8.88464012       8.81882587      
  0.06300000       1.42510267E-01   2669.26999350    -3.09298873      0.13309146       4.98945442       11.12895251      10.34915560      9.80750540       9.46818195       8.93331634       9.13860645       9.25790758       9.05673710       8.76350166       8.67900259       9.07875021       9.03509919      
  0.06300000       1.80472177E-01   2598.99460612    -3.19305967      0.12510949       5.04317428       11.40347263      10.57251352      10.02847358      9.68742428       9.12396333       9.39067225       9.47290346       9.28921215       8.96291188       8.89129741       9.27804931       9.26287334      
  0.06300000       2.28546386E-01   2517.56958108    -3.29882962      0.11804530       5.09365737       11.71200821      10.81086568      10.25786794      9.91928218       9.31673608       9.67400253       9.69484859       9.54216249       9.16868889       9.11758148       9.48071374       9.50921725      
  0.06300000       2.89426612E-01   2428.26280015    -3.40823183      0.11187160       5.14031549       12.04274346      11.05747736      10.49087946      10.15983106      9.50809884       9.97879835       9.91737818       9.80548001       9.37206104       9.34007212       9.68252588       9.76505542      
  0.06300000       3.66524124E-01   2323.06865853    -3.52731373      0.10657151       5.18247298       12.42358085      11.33025337      10.74166069      10.42775687      9.70637703       10.30007277      10.14957796      10.07988589      9.57044301       9.55065964       9.89349162       10.03103010     
  0.06300000       4.64158883E-01   2213.22001492    -3.64907633      0.10205738       5.22006644       12.82567833      11.61373281      10.99759759      10.71036347      9.90747705       10.59595130      10.38789668      10.33690609      9.75095855       9.73305443       10.11301636      10.28151945     
  0.06300000       5.87801607E-01   2106.71560368    -3.76856895      0.09815801       5.25390487       13.21772830      11.89642648      11.25272700      11.00421124      10.11861365      10.85232039      10.65236089      10.56914671      9.91736630       9.89015464       10.35821641      10.50962093     
  0.06300000       7.44380301E-01   1989.01915410    -3.89880579      0.09478589       5.28426816       13.62482321      12.20250964      11.53187229      11.34153225      10.37415842      11.09059727      10.99700274      10.79719956      10.08481999      10.03583962      10.67604297      10.73613890     
  0.06300000       9.42668455E-01   1870.62239643    -4.03214833      0.09191163       5.31101404       13.99186135      12.50892592      11.83009649      11.71924902      10.68582022      11.29727044      11.43566537      11.01070082      10.24926696      10.16967794      11.07788513      10.95163001     
  0.06300000       1.19377664E+00   1754.39145965    -4.16696869      0.08947155       5.33438545       14.28093751      12.79710161      12.15471083      12.14108200      11.04316159      11.48132899      11.93527738      11.21494558      10.41329173      10.30300687      11.53808410      11.16161390     
  0.06300000       1.51177507E+00   1644.53570907    -4.30021193      0.08734387       5.35529012       14.51731294      13.06843091      12.50416781      12.59434508      11.41837681      11.64598153      12.43214429      11.41175394      10.57296791      10.43498173      12.00855742      11.36735550     
  0.06300000       1.91448198E+00   1540.32010383    -4.43264292      0.08548530       5.37397209       14.70705630      13.30546273      12.89319106      13.04636550      11.78687931      11.77770759      12.87763588      11.59043064      10.73188745      10.57706840      12.45042745      11.55671334     
  0.06300000       2.42446202E+00   1449.12753069    -4.55566075      0.08382672       5.39098993       14.90127866      13.52751299      13.29355842      13.46117096      12.13019789      11.88849760      13.27128488      11.75137468      10.88583571      10.72243844      12.85164305      11.72721710     
  0.06300000       3.07029063E+00   1351.97876167    -4.69208468      0.08230668       5.40688464       15.09140719      13.76496302      13.76784508      13.89885285      12.47181701      11.99583297      13.67056931      11.92242055      11.06861487      10.89233454      13.24207148      11.90436381     
  0.06300000       3.88815518E+00   1257.25876105    -4.83233561      0.08098408       5.42095549       15.32324725      14.02767584      14.25162491      14.33386336      12.78653346      12.11455421      14.05288934      12.10048091      11.26696207      11.06002516      13.59821075      12.08503651     
  0.06300000       4.92388263E+00   1183.32630671    -4.95021770      0.07981801       5.43355303       15.54182387      14.27580442      14.63889116      14.70980882      13.02341372      12.22864319      14.35077097      12.25689321      11.44717140      11.19628970      13.86369424      12.24135543     
  0.06300000       6.23550734E+00   1116.66036394    -5.06301157      0.07871892       5.44559654       15.77580200      14.53102359      14.97914728      15.06034036      13.22785217      12.34356930      14.61187686      12.40443224      11.61977307      11.31743890      14.09106268      12.38823051     
  0.06300000       7.89652287E+00   1053.94303337    -5.17523011      0.07765612       5.45740346       16.03426997      14.80579525      15.31929877      15.43083798      13.43367528      12.47001407      14.87791783      12.55950837      11.80198405      11.43807436      14.31976062      12.54255878     
  0.06300000       1.00000000E+01   993.11582265     -5.29006351      0.07662932       5.46896479       16.33183243      15.10617908      15.66585912      15.83520220      13.63845889      12.61125703      15.14527010      12.72452393      11.99450551      11.55775741      14.54677035      12.70644964     
