# Mass             Age              Teff             Luminosity       Radius           Gravity          MKO_Y            MKO_J            MKO_H            MKO_K            MKO_Lp           MKO_Mp           W1               W2               W3               W4               IRAC_CH1         IRAC_CH2        
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.02400000       1.00000000E-03   2718.26535554    -2.12654649      0.39044857       3.63550012       8.65976975       7.98102094       7.49759754       7.09254289       6.57092182       6.56653800       6.83195002       6.54671062       6.29179184       6.14557368       6.69291627       6.54009186      
  0.02400000       1.26638017E-03   2709.93221707    -2.19748947      0.36205025       3.70108963       8.83715464       8.15468314       7.67095723       7.26510322       6.74119498       6.74241632       7.00599829       6.72107068       6.46368804       6.31935150       6.86467848       6.71397846      
  0.02400000       1.60371874E-03   2700.98084152    -2.26393736      0.33760321       3.76181247       9.00341405       8.31681245       7.83295642       7.42623634       6.89982500       6.90702907       7.16855678       6.88405168       6.62392995       6.48157746       7.02486217       6.87645955      
  0.02400000       2.03091762E-03   2691.45951829    -2.31735579      0.31972259       3.80908125       9.13700597       8.44608089       7.96249930       7.55456259       7.02535232       7.03815151       7.29785891       7.01363964       6.75054798       6.60997248       7.15188642       7.00558133      
  0.02400000       2.57191381E-03   2684.37888157    -2.34934499      0.30978735       3.83649864       9.21705640       8.52295105       8.03976491       7.63078338       7.09943180       7.11605234       7.37458030       7.09048920       6.82515455       6.68575557       7.22701624       7.08211296      
  0.02400000       3.25702066E-03   2680.72221846    -2.36458474      0.30523857       3.84934739       9.25513147       8.55937614       8.07642583       7.66688992       7.13442290       7.15299263       7.41091819       7.12689261       6.86038394       6.72158106       7.26254349       7.11835472      
  0.02400000       4.12462638E-03   2678.19915448    -2.37455312      0.30231455       3.85770755       9.28014753       8.58325163       8.10047628       7.69055103       7.15731021       7.17721332       7.43472711       7.15074587       6.88342119       6.74502410       7.28579790       7.14209756      
  0.02400000       5.22334507E-03   2675.19139683    -2.38684667      0.29874044       3.86803778       9.31088442       8.61260565       8.13002807       7.71966171       7.18550317       7.20706469       7.46404185       7.18013999       6.91183073       6.77394528       7.31443788       7.17135501      
  0.02400000       6.61474064E-03   2670.71177121    -2.40561143      0.29333895       3.88388647       9.35783984       8.65745757       8.17515871       7.76417456       7.22865478       7.25280866       7.50890050       7.22516840       6.95536818       6.81829286       7.35826990       7.21617116      
  0.02400000       8.37677640E-03   2663.76442738    -2.43786268      0.28411601       3.91163442       9.43864864       8.73482794       8.25286250       7.84109967       7.30349959       7.33220734       7.58655346       7.30330598       7.03110838       6.89549952       7.43423371       7.29394131      
  0.02400000       1.06081836E-02   2649.76766180    -2.50884123      0.26459398       3.97346570       9.61658394       8.90524028       8.42370967       8.01089888       7.46914658       7.50866669       7.75825306       7.47674951       7.19939297       7.06735557       7.60228879       7.46653320      
  0.02400000       1.34339933E-02   2584.44342800    -2.69178760      0.22532099       4.11302388       10.07759986      9.33218761       8.85605759       8.43438242       7.87135111       7.95328978       8.18483020       7.90955531       7.60705426       7.48757010       8.01413241       7.89601295      
  0.02400000       1.70125428E-02   2506.10013951    -2.86549708      0.19619254       4.23326106       10.52335088      9.73106705       9.25998400       8.82890030       8.23827265       8.38413094       8.58213022       8.32130627       7.98264548       7.87995525       8.39276579       8.30307149      
  0.02400000       2.15443469E-02   2420.30840825    -3.01927694      0.17621614       4.32653671       10.93275717      10.08122588      9.61117684       9.17243530       8.54717122       8.78065881       8.92530513       8.69214988       8.30351498       8.22317342       8.71430488       8.66755407      
  0.02400000       2.72833338E-02   2329.02614151    -3.16257780      0.16135532       4.40306117       11.33266922      10.40911992      9.93389515       9.49199377       8.82282116       9.17965260       9.23756198       9.05041864       8.59344446       8.53796647       9.00281428       9.01730518      
  0.02400000       3.45510729E-02   2225.96661759    -3.30575549      0.14979867       4.46761139       11.75470251      10.73675908      10.24814013      9.81190180       9.08200740       9.57284780       9.53259958       9.39730776       8.85587457       8.81774289       9.27494402       9.35521110      
  0.02400000       4.37547938E-02   2110.95609590    -3.45370319      0.14047761       4.52341183       12.22206995      11.08345321      10.56945469      10.15135499      9.33990813       9.95708457       9.83061315       9.73527762       9.09822169       9.06663806       9.55073072       9.68517411      
  0.02400000       5.54102033E-02   1993.67298772    -3.60131028      0.13288391       4.57168279       12.69644468      11.43278928      10.88900863      10.50854627      9.60604658       10.30203446      10.15958346      10.04705225      9.32100472       9.28109853       9.85524779       9.99068598      
  0.02400000       7.01703829E-02   1871.77954755    -3.75146056      0.12682019       4.61224992       13.16085450      11.78280867      11.21439296      10.90263328      9.91095387       10.60163519      10.57208655      10.33338131      9.53106462       9.46314488       10.23340434      10.27411651     
  0.02400000       8.88623816E-02   1757.50902549    -3.89635786      0.12174549       4.64772076       13.56455552      12.12334682      11.53943789      11.31793115      10.25476512      10.83627859      11.05383037      10.57735756      9.72070246       9.61603123       10.67325626      10.52053012     
  0.02400000       1.12533558E-01   1631.88604168    -4.05583695      0.11752562       4.67836080       13.93064936      12.47553101      11.92214818      11.84188677      10.68869570      11.05875592      11.65474321      10.82684474      9.91470018       9.76726362       11.22793827      10.77876070     
  0.02400000       1.42510267E-01   1522.94587220    -4.20172057      0.11407772       4.70422486       14.19663798      12.77819296      12.31528811      12.36486193      11.11491974      11.24192446      12.19421319      11.04876194      10.08882674      9.90861254       11.75194377      11.01328777     
  0.02400000       1.80472177E-01   1425.84066225    -4.33897204      0.11112473       4.72700504       14.43356934      13.04877169      12.73244400      12.85134992      11.52694067      11.39229694      12.65835881      11.24461518      10.24900419      10.05008597      12.23872657      11.22377781     
  0.02400000       2.28546386E-01   1327.68282869    -4.48336365      0.10853426       4.74749266       14.64026863      13.31817501      13.22392994      13.32753919      11.94182259      11.52199194      13.11066987      11.43159466      10.42189910      10.21807316      12.71632145      11.42381299     
  0.02400000       2.89426612E-01   1245.25198791    -4.61312685      0.10625386       4.76593655       14.84120174      13.56925192      13.69146039      13.72782988      12.29188999      11.63526362      13.49983578      11.59827614      10.59078610      10.38490004      13.11277219      11.59825975     
  0.02400000       3.66524124E-01   1160.13114042    -4.75307863      0.10420388       4.78285793       15.08531511      13.86037265      14.18301923      14.14343659      12.62014856      11.76378367      13.88916884      11.78142738      10.79145083      10.56084013      13.47957934      11.78417638     
  0.02400000       4.64158883E-01   1070.76893546    -4.90688276      0.10247015       4.79743137       15.37313397      14.20906802      14.69766753      14.60067615      12.95175011      11.91291472      14.30517845      11.98563793      11.02488040      10.74298826      13.84932913      11.98880033     
  0.02400000       5.87801607E-01   994.21602610     -5.04879172      0.10094156       4.81048565       15.68074460      14.55800376      15.13891659      15.04479637      13.23661829      12.06772106      14.68408503      12.18422335      11.25866267      10.90230992      14.16972987      12.18652811     
  0.02400000       7.44380301E-01   925.16367249     -5.18559401      0.09958571       4.82223163       16.00095453      14.91880329      15.55063696      15.49467913      13.49991239      12.22733768      15.02923961      12.38092898      11.49143580      11.04705871      14.46112236      12.38255174     
  0.02400000       9.42668455E-01   862.10467906     -5.31884673      0.09837432       4.83286217       16.33750492      15.27621337      15.94726869      15.95701947      13.74426431      12.39023888      15.34234238      12.57054137      11.71540587      11.17907907      14.72809819      12.57266444     
  0.02400000       1.19377664E+00   798.68444934     -5.46141826      0.09726777       4.84268765       16.74180225      15.69344475      16.39730823      16.48838311      14.01132413      12.57564963      15.69460593      12.78308430      11.95986289      11.32019461      15.02102504      12.78504350     
  0.02400000       1.51177507E+00   736.32512416     -5.61152836      0.09627838       4.85156796       17.18078618      16.13090825      16.87834370      17.06143946      14.29052517      12.76796756      16.06562050      13.00360177      12.20363766      11.46303284      15.32969323      13.00647981     
  0.02400000       1.91448198E+00   682.98923947     -5.74998643      0.09541206       4.85941891       17.61919867      16.55767359      17.34803770      17.61180562      14.55425212      12.97216846      16.41654368      13.21430028      12.42393777      11.59357227      15.62637163      13.21807466     
  0.02400000       2.42446202E+00   639.64655979     -5.87122775      0.09461009       4.86675054       18.02741468      16.95914522      17.79851045      18.15821726      14.81194349      13.14021081      16.75347146      13.40584406      12.62842839      11.71663611      15.91487807      13.41101810     
  0.02400000       3.07029063E+00   596.04774642     -6.00077543      0.09385928       4.87367105       18.47258147      17.40178817      18.29551169      18.76345193      15.09210325      13.32393887      17.12807156      13.61384305      12.84482466      11.84674565      16.23730576      13.61809997     
  0.02400000       3.88815518E+00   552.96075606     -6.13754058      0.09316740       4.88009752       18.97392738      17.91267816      18.86410983      19.49655246      15.42614888      13.54528543      17.56320560      13.85294577      13.09194307      11.99082766      16.61607108      13.85699024     
  0.02400000       4.92388263E+00   517.25379256     -6.25946878      0.09252824       4.88607685       19.42001586      18.38214072      19.38687960      20.18144967      15.73482617      13.74756210      17.96586465      14.07586250      13.30259668      12.11243091      16.97247437      14.07901507     
  0.02400000       6.23550734E+00   483.93894926     -6.38078557      0.09192977       4.89171312       19.92242451      18.95180732      20.00507565      21.01839063      16.07560673      13.98358649      18.40993151      14.32615821      13.53459252      12.23746050      17.36705795      14.32633388     
  0.02400000       7.89652287E+00   452.83646634     -6.50146768      0.09137089       4.89700975       20.44836847      19.56326681      20.62163653      21.86043705      16.41214267      14.21999781      18.83846870      14.57477052      13.75873261      12.35784865      17.75132609      14.57418075     
  0.02400000       1.00000000E+01   426.84122666     -6.60913521      0.09084894       4.90198571       20.97394675      20.19464646      21.19043968      22.65206997      16.72580127      14.43648585      19.23659917      14.79914262      13.95856525      12.46290373      18.10841504      14.79697512     
