# Mass             Age              Teff             Luminosity       Radius           Gravity          MKO_Y            MKO_J            MKO_H            MKO_K            MKO_Lp           MKO_Mp           W1               W2               W3               W4               IRAC_CH1         IRAC_CH2        
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04000000       1.00000000E-03   2875.65648196    -1.79277482      0.51235183       3.62134033       7.82584911       7.19222747       6.67910663       6.32306139       5.85825625       5.84838521       6.09591219       5.83071394       5.61595105       5.47374827       5.97132519       5.82473854      
  0.04000000       1.26638017E-03   2874.17134747    -1.83227988      0.49007943       3.65994201       7.92513521       7.29123787       6.77804867       6.42151589       5.95593418       5.94715569       6.19399035       5.92914505       5.71382907       5.57224614       6.06911489       5.92311336      
  0.04000000       1.60371874E-03   2873.26404326    -1.85265164      0.47901012       3.67978549       7.97638456       7.34227582       6.82904063       6.47225253       6.00624036       5.99809524       6.24455568       5.97988710       5.76425813       5.62300140       6.11949962       5.97382078      
  0.04000000       2.03091762E-03   2872.82133409    -1.86333072      0.47331103       3.69018114       8.00318687       7.36896625       6.85568621       6.49878549       6.03256659       6.02477529       6.27102401       6.00645714       5.79067391       5.64959312       6.14586963       6.00037103      
  0.04000000       2.57191381E-03   2872.32094891    -1.87422641      0.46757360       3.70077474       8.03057001       7.39621650       6.88289389       6.52587095       6.05942725       6.05200939       6.29804198       6.03357501       5.81762368       5.67672316       6.17277985       6.02746764      
  0.04000000       3.25702066E-03   2871.52858042    -1.89045651      0.45916081       3.71654503       8.07140563       7.43682995       6.92343868       6.56623388       6.09944614       6.09261006       6.33831342       6.07399471       5.85778363       5.71715521       6.21287985       6.06785356      
  0.04000000       4.12462638E-03   2870.19932325    -1.91888344      0.44479483       3.74415506       8.14281503       7.50782969       6.99425719       6.63679368       6.16944930       6.16371098       6.40878837       6.14475559       5.92810959       5.78797577       6.28303729       6.13854913      
  0.04000000       5.22334507E-03   2867.10692634    -1.98318709      0.41393644       3.80660715       8.30446519       7.66836634       7.15419146       6.79631152       6.32778491       6.32488189       6.56836380       6.30505485       6.08742708       5.94849010       6.44179288       6.29867205      
  0.04000000       6.61474064E-03   2858.40577690    -2.13246328      0.35071287       3.95057354       8.67935669       8.03939449       7.52325427       7.16496768       6.69365777       6.69911850       6.93808248       6.67677158       6.45654203       6.32085187       6.80904878       6.66982573      
  0.04000000       8.37677640E-03   2841.64165506    -2.27175189      0.30228582       4.07963961       9.02843793       8.38132566       7.86473489       7.50483960       7.02836157       7.04411526       7.27848887       7.01871493       6.79378429       6.66184094       7.14594130       7.01100981      
  0.04000000       1.06081836E-02   2817.89178989    -2.39312603      0.26731125       4.18644249       9.33210418       8.67505965       8.15934188       7.79651761       7.31278157       7.34010996       7.57009173       7.31127403       7.07981352       6.95172566       7.43318491       7.30267760      
  0.04000000       1.34339933E-02   2794.63163164    -2.50014888      0.24027283       4.27906809       9.60002855       8.93244803       8.41747162       8.05224950       7.56151087       7.60144525       7.82622418       7.56889293       7.33076085       7.20661076       7.68483769       7.55932224      
  0.04000000       1.70125428E-02   2766.40637048    -2.60151071      0.21819502       4.36278701       9.85368557       9.17286192       8.65947535       8.29132123       7.79205271       7.84757997       8.06585310       7.81045748       7.56383431       7.44430532       7.91899510       7.79966315      
  0.04000000       2.15443469E-02   2729.35736145    -2.70186721      0.19969940       4.43972138       10.10580188      9.40652585       8.89578420       8.52381266       8.01289734       8.08984455       8.29873158       8.04650394       7.78782344       7.67393431       8.14457947       8.03402284      
  0.04000000       2.72833338E-02   2691.35111139    -2.79774773      0.18391210       4.51125546       10.34868792      9.62840190       9.11986322       8.74480827       8.22142980       8.32353134       8.52029778       8.27296877       8.00067388       7.89281731       8.35815007       8.25853548      
  0.04000000       3.45510729E-02   2640.83274533    -2.89762977      0.17026773       4.57820956       10.60421760      9.85512403       9.34981167       8.96989296       8.42920102       8.56437260       8.74527648       8.50472940       8.21319262       8.11279922       8.57246936       8.48766229      
  0.04000000       4.37547938E-02   2583.67935351    -2.99825172      0.15842774       4.64081445       10.87027050      10.08304718      9.57844329       9.19468192       8.63234817       8.81521321       8.96903248       8.74120994       8.42358597       8.33368596       8.78318735       8.72053372      
  0.04000000       5.54102033E-02   2517.58788931    -3.10168349      0.14812192       4.69923734       11.14984534      10.31532398      9.81056011       9.42303198       8.83404891       9.08302738       9.19555126       8.98764121       8.63477859       8.55969689       8.99380986       8.96225056      
  0.04000000       7.01703829E-02   2442.99002626    -3.20897760      0.13902479       4.75429212       11.45318405      10.55738368      10.04706573      9.65952431       9.03556333       9.37596361       9.42559585       9.24997944       8.84908316       8.79293452       9.20514033       9.21829468      
  0.04000000       8.88623816E-02   2357.62595054    -3.32218510      0.13103447       4.80570362       11.78682393      10.81463457      10.29377619      9.91053303       9.23997115       9.69277713       9.66139890       9.52746212       9.06394925       9.02659984       9.42040990       9.48803098      
  0.04000000       1.12533558E-01   2256.78167693    -3.44507518      0.12413777       4.85266727       12.17248830      11.09744822      10.55699836      10.18690859      9.45046824       10.02461920      9.90464937       9.81447182       9.27221795       9.24669067       9.64322894       9.76684787      
  0.04000000       1.42510267E-01   2148.13914798    -3.57293107      0.11825868       4.89480945       12.58857027      11.39553341      10.82910769      10.48344168      9.66635045       10.34051478      10.15946230      10.09119949      9.46721295       9.44310439       9.87855136       10.03685389     
  0.04000000       1.80472177E-01   2036.84145369    -3.70306439      0.11323412       4.93252052       13.01295502      11.70441399      11.10706925      10.80418755      9.90162800       10.62006681      10.45904359      10.34673741      9.65116487       9.61449137       10.15556221      10.28809522     
  0.04000000       2.28546386E-01   1920.65478547    -3.83865804      0.10894311       4.96607623       13.43123007      12.02196713      11.40039097      11.16015797      10.17608018      10.87598990      10.83244769      10.59324425      9.83234368       9.77050818       10.49810911      10.53258218     
  0.04000000       2.89426612E-01   1802.27429031    -3.97920597      0.10524133       4.99610158       13.81116735      12.34581322      11.71627400      11.56699290      10.51292012      11.09369514      11.30734380      10.82117913      10.00871327      9.91180599       10.93197414      10.76326377     
  0.04000000       3.66524124E-01   1684.84545121    -4.12244534      0.10211513       5.02229451       14.12993538      12.65763105      12.05968096      12.02795173      10.89897398      11.28898813      11.84476170      11.04011276      10.18169490      10.04956200      11.42754232      10.98945831     
  0.04000000       4.64158883E-01   1575.63999629    -4.26203999      0.09942521       5.04548205       14.36969724      12.93998154      12.43834859      12.51873411      11.29999086      11.45914927      12.35625226      11.24823961      10.34927454      10.18889870      11.92135889      11.20865470     
  0.04000000       5.87801607E-01   1474.42066674    -4.39817926      0.09707214       5.06628524       14.59093803      13.19888301      12.84876472      12.99388392      11.69600647      11.60157606      12.81438586      11.43741529      10.51010100      10.33268250      12.39144706      11.41088240     
  0.04000000       7.44380301E-01   1382.06089188    -4.52961990      0.09496610       5.08533743       14.82756728      13.44576780      13.28067902      13.42094099      12.05922872      11.71927962      13.22078473      11.60595338      10.67280337      10.48989084      12.81198585      11.58931789     
  0.04000000       9.42668455E-01   1282.59818166    -4.67612123      0.09315045       5.10210503       15.00536030      13.70664522      13.80650410      13.88494787      12.43613309      11.83636092      13.65363596      11.78972439      10.86561954      10.67220314      13.23979369      11.78064838     
  0.04000000       1.19377664E+00   1205.76604359    -4.79901056      0.09149445       5.11768510       15.20845652      13.95455130      14.25147275      14.27227911      12.72672006      11.95345995      14.00705668      11.95740055      11.05358239      10.83289931      13.56675866      11.95019334     
  0.04000000       1.51177507E+00   1098.07273661    -4.97520227      0.09006599       5.13135276       15.55293910      14.34215611      14.79954984      14.78994830      13.06295770      12.11391107      14.43010829      12.17645063      11.30648821      11.01863759      13.94100673      12.16932641     
  0.04000000       1.91448198E+00   1024.09287282    -5.10821155      0.08884774       5.14318149       15.84807242      14.67221021      15.21543165      15.22877159      13.32012880      12.26166273      14.76948834      12.36272660      11.52633963      11.16373635      14.22966705      12.35493117     
  0.04000000       2.42446202E+00   950.59292498     -5.24851705      0.08773615       5.15411711       16.19336741      15.04008840      15.63781497      15.70412728      13.57765145      12.42551197      15.10956357      12.56097018      11.75847445      11.30607332      14.51639311      12.55213894     
  0.04000000       3.07029063E+00   876.34467240     -5.39961454      0.08674868       5.16394846       16.59122746      15.44680528      16.09121083      16.24121209      13.84780048      12.61028361      15.45550511      12.77123483      12.00582095      11.45046483      14.81292800      12.76381335     
  0.04000000       3.88815518E+00   813.50884466     -5.53754243      0.08588871       5.17260209       17.00339168      15.85398453      16.52883099      16.75811904      14.09546423      12.78896853      15.78312296      12.97284879      12.23051578      11.58257057      15.08551696      12.96501526     
  0.04000000       4.92388263E+00   761.35044854     -5.66043867      0.08512131       5.18039760       17.37788462      16.21820702      16.92573576      17.23195579      14.32094393      12.95191230      16.07695684      13.15463299      12.42282229      11.69836050      15.33373834      13.14727898     
  0.04000000       6.23550734E+00   713.99828960     -5.77917254      0.08441950       5.18758862       17.75836310      16.58838460      17.33282708      17.71641995      14.54489120      13.11507865      16.37284010      13.32996431      12.60950436      11.81267355      15.58592746      13.32333849     
  0.04000000       7.89652287E+00   674.45556472     -5.88480401      0.08377537       5.19424153       18.10321515      16.92462328      17.69846316      18.15462618      14.74752674      13.27866570      16.63992901      13.49346647      12.77457591      11.91479313      15.81512760      13.48731285     
  0.04000000       1.00000000E+01   639.62546442     -5.98332188      0.08315954       5.20065004       18.44545948      17.26450288      18.07911932      18.62719862      14.96242047      13.41759589      16.91557806      13.65704657      12.94106507      12.01626046      16.05422234      13.65088182     
