# Mass             Age              Teff             Luminosity       Radius           Gravity          MKO_Y            MKO_J            MKO_H            MKO_K            MKO_Lp           MKO_Mp           W1               W2               W3               W4               IRAC_CH1         IRAC_CH2        
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05200000       1.00000000E-03   2948.49231389    -1.60101159      0.60774746       3.58697216       7.35022720       6.73278140       6.19748858       5.86556522       5.43020654       5.42637144       5.66187118       5.40733876       5.21080348       5.07143681       5.54097755       5.40101346      
  0.05200000       1.26638017E-03   2948.28864630    -1.62022263      0.59453269       3.60606624       7.39852969       6.78124898       6.24626386       5.91401031       5.47824723       5.47454163       5.70983653       5.45546377       5.25871521       5.11960650       5.58896199       5.44914422      
  0.05200000       1.60371874E-03   2948.15287571    -1.63074889      0.58742009       3.61652056       7.42501103       6.80780745       6.27298280       5.94054901       5.50456165       5.50093844       5.73611802       5.48183241       5.28496403       5.14599760       5.61524891       5.47551493      
  0.05200000       2.03091762E-03   2948.01711138    -1.64231570      0.57970666       3.62800138       7.45407811       6.83695570       6.30229028       5.96966967       5.53344679       5.52992739       5.76497123       5.51078660       5.31379189       5.17498427       5.64410552       5.50447036      
  0.05200000       2.57191381E-03   2947.76957399    -1.65988546      0.56818968       3.64543128       7.49827111       6.88124986       6.34681352       6.01390944       5.57732293       5.57398148       5.80881220       5.55478190       5.35758813       5.21902395       5.68794366       5.54846592      
  0.05200000       3.25702066E-03   2947.33838350    -1.69176166      0.54788085       3.67704568       7.57842396       6.96154967       6.42744484       6.09407501       5.65686716       5.65393104       5.88832345       5.63460084       5.43705727       5.29895000       5.76743122       5.62827961      
  0.05200000       4.12462638E-03   2946.32058466    -1.76908280      0.50155552       3.75377969       7.77302809       7.15630855       6.62259951       6.28833940       5.84978854       5.84828070       6.08133596       5.82850121       5.63014363       5.49322287       5.96028288       5.82213862      
  0.05200000       5.22334507E-03   2945.23972114    -1.91789563      0.42288967       3.90196419       8.14754279       7.53101879       6.99701265       6.66181913       6.22133373       6.22339952       6.45337384       6.20246960       6.00297351       5.86829326       6.33180577       6.19597735      
  0.05200000       6.61474064E-03   2941.97817669    -2.04396620      0.36656990       4.02610702       8.46463194       7.84678256       7.31201880       6.97640243       6.53399532       6.54065096       6.76741169       6.51834032       6.31741814       6.18504291       6.64486340       6.51158961      
  0.05200000       8.37677640E-03   2930.40958117    -2.15580734      0.32484012       4.13107966       8.74510320       8.12301454       7.58840680       7.25116727       6.80463959       6.81690213       7.04107708       6.79292352       6.58883975       6.45876576       6.91663307       6.78578061      
  0.05200000       1.06081836E-02   2918.38372755    -2.25604204      0.29182374       4.22417827       8.99637926       8.36939944       7.83461828       7.49623401       7.04577933       7.06448342       7.28565874       7.03860187       6.83129816       6.70364242       7.15909514       7.03099215      
  0.05200000       1.34339933E-02   2905.43838963    -2.34897311      0.26455076       4.30940245       9.22929872       8.59669230       8.06169914       7.72237493       7.26787114       7.29385394       7.51159843       7.26582866       7.05505837       6.92992555       7.38268771       7.25768168      
  0.05200000       1.70125428E-02   2884.29404262    -2.44178851      0.24123815       4.38952832       9.46140429       8.81996385       8.28587764       7.94436206       7.48334524       7.51883925       7.73280546       7.48799724       7.27170374       7.14943588       7.60044286       7.47911332      
