# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F480M     NIRCAM-F187N     NIRCAM-F356W     NIRCAM-F150W2    NIRCAM-F210M     NIRCAM-F470N     NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F335M     NIRCAM-F140M     NIRCAM-F182M     NIRCAM-F070W     NIRCAM-F200W     NIRCAM-F360M     NIRCAM-F460M     NIRCAM-F466N     NIRCAM-F323N     NIRCAM-F430M     NIRCAM-F212N     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F444W     NIRCAM-F250M     NIRCAM-F277W     NIRCAM-F162M     NIRCAM-F090W     NIRCAM-F164N     NIRCAM-F322W2    NIRCAM-F115W    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03600000       1.00000000E-03   2843.73971962    -1.86521130      0.48199134       3.62864096       6.00030524       6.85294013       6.12960416       7.12485260       6.63405940       6.00862347       7.11467734       5.90515529       6.24943710       7.32096872       6.81038454       10.50691839      6.72786019       6.07013247       6.01052907       5.97725105       6.34070371       5.96621253       6.60319327       5.93109659       6.49316703       5.96756861       6.57998496       6.53725368       6.79405259       8.64289961       6.69721260       6.34462590       7.63688941      
  0.03600000       1.26638017E-03   2841.14569553    -1.91432393      0.45632167       3.67617541       6.12279093       6.97623753       6.25070893       7.24739129       6.75598693       6.13110005       7.23727867       6.02585711       6.37098823       7.44423062       6.93330333       10.63260079      6.85031835       6.19095429       6.13331533       6.09999661       6.46274887       6.08765673       6.72468387       6.05186358       6.61658645       6.08919334       6.70307159       6.66064617       6.91605118       8.76542185       6.81913829       6.46686036       7.75976112      
  0.03600000       1.60371874E-03   2839.63986606    -1.94269722      0.44213196       3.70361323       6.19359120       7.04742030       6.32061801       7.31808018       6.82634004       6.20189528       7.30798630       6.09551371       6.44117982       7.51536220       7.00422909       10.70541424      6.92098291       6.26068739       6.20429781       6.17094680       6.53324712       6.15778562       6.79477390       6.12156125       6.68791425       6.15943618       6.77418498       6.73194931       6.98635803       8.83620294       6.88938647       6.53745766       7.83065748      
  0.03600000       2.03091762E-03   2838.86986639    -1.95634956      0.43546644       3.71680788       6.22769710       7.08171592       6.35427283       7.35212204       6.86021771       6.23599929       7.34203976       6.12903855       6.47497903       7.54963382       7.03839041       10.74064044      6.95501561       6.29425347       6.23849375       6.20512430       6.56720117       6.19155008       6.82852013       6.15510709       6.72228265       6.19325775       6.80844832       6.76630610       7.02020036       8.87034510       6.92319628       6.57145878       7.86480261      
  0.03600000       2.57191381E-03   2838.37693012    -1.96611774      0.43075718       3.72625230       6.25207388       7.10618084       6.37831458       7.37640360       6.88439264       6.26037406       7.36631815       6.15299053       6.49912335       7.57406803       7.06275707       10.76568645      6.97929649       6.31823182       6.26293558       6.22955212       6.59145571       6.21567566       6.85260291       6.17907385       6.74682716       6.21742585       6.83291180       6.79083850       7.04432922       8.89466810       6.94730059       6.59574278       7.88916077      
  0.03600000       3.25702066E-03   2837.61909226    -1.97904616      0.42460819       3.73874036       6.28440253       7.13868254       6.41019187       7.40864940       6.91648312       6.29270116       7.39857454       6.18473750       6.53114520       7.60654449       7.09512099       10.79918724      7.01153739       6.35002125       6.29535186       6.26194786       6.62363097       6.24766175       6.88456480       6.21084181       6.77940719       6.24946862       6.86538927       6.82340690       7.07636860       8.92705457       6.97930479       6.62796080       7.92150843      
  0.03600000       4.12462638E-03   2836.45032861    -1.99997211      0.41485565       3.75892309       6.33663596       7.19112892       6.46166342       7.46066984       6.96826664       6.34493132       7.45059687       6.23599796       6.58285457       7.65893117       7.14733496       10.85321733      7.06355991       6.40134845       6.34772930       6.31428870       6.67559197       6.29931948       6.93614025       6.26213661       6.83202151       6.30122202       6.91782878       6.87599731       7.12803084       8.97929367       7.03090565       6.67998407       7.97369996      
  0.03600000       5.22334507E-03   2833.91637125    -2.04054730      0.39661633       3.79797594       6.43802851       7.29300183       6.56148238       7.56164098       7.06875709       6.44631892       7.55159451       6.33536380       6.68317631       7.76070554       7.24870742       10.95894533      7.16454222       6.50086795       6.44941145       6.41588553       6.77643731       6.39951292       7.03620249       6.36157508       6.93420762       6.40161060       7.01967359       6.97814217       7.22823884       9.08098761       7.13097447       6.78094831       8.07501737      
  0.03600000       6.61474064E-03   2826.01721126    -2.14818501      0.35235509       3.90075570       6.70661697       7.56296373       6.82522620       7.82867121       7.33449778       6.71488861       7.81876080       6.59764148       6.94852029       8.03037692       7.51699302       11.24333356      7.43172649       6.76369394       6.71883856       6.68501077       7.04339282       6.66437316       7.30066872       6.62408354       7.20514026       6.66704865       7.28961252       7.24895709       7.49273341       9.35154245       7.39494916       7.04816411       8.34303580      
  0.03600000       8.37677640E-03   2807.82518524    -2.30581692      0.29769173       4.04718402       7.09744240       7.95860163       7.20705095       8.21756028       7.72130046       7.10556043       8.20873374       6.97606976       7.33381249       8.42572519       7.90881081       11.67868049      7.82140778       7.14369488       7.11117198       7.07673066       7.43193573       7.04809904       7.68498957       7.00302147       7.60146447       7.05168592       7.68424297       7.64520023       7.87646160       9.75252909       7.77731297       7.43701270       8.73300040      
