# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F480M     NIRCAM-F187N     NIRCAM-F356W     NIRCAM-F150W2    NIRCAM-F210M     NIRCAM-F470N     NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F335M     NIRCAM-F140M     NIRCAM-F182M     NIRCAM-F070W     NIRCAM-F200W     NIRCAM-F360M     NIRCAM-F460M     NIRCAM-F466N     NIRCAM-F323N     NIRCAM-F430M     NIRCAM-F212N     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F444W     NIRCAM-F250M     NIRCAM-F277W     NIRCAM-F162M     NIRCAM-F090W     NIRCAM-F164N     NIRCAM-F322W2    NIRCAM-F115W    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03900000       1.00000000E-03   2867.89546013    -1.81046599      0.50473459       3.62335563       5.88208248       6.71827766       6.00976779       6.99126562       6.50422505       5.89007641       6.97712021       5.78717705       6.12859216       7.18218855       6.67592519       10.33138714      6.59581362       5.95067760       5.89220938       5.85910459       6.21902208       5.84772649       6.47446702       5.81292636       6.36795873       5.84931556       6.45263654       6.41054787       6.65851441       8.49450350       6.56155484       6.22149908       7.50409292      
  0.03900000       1.26638017E-03   2866.15445462    -1.85234003      0.48156427       3.66417044       5.98658524       6.82336330       6.11332394       7.09604399       6.60847081       5.99460997       7.08191734       5.89057224       6.23235685       7.28727858       6.78092773       10.43634714      6.70044511       6.05407878       5.99695365       5.96376862       6.32306418       5.95153225       6.57841190       5.91635304       6.47283171       5.95328931       6.55744523       6.51548659       6.76315272       8.59845725       6.66625120       6.32573642       7.60910067      
  0.03900000       1.60371874E-03   2865.12400594    -1.87445198      0.46979466       3.68566304       6.04174649       6.87883963       6.16793727       7.15133464       6.66346681       6.04979221       7.13722130       5.94508379       6.28709710       7.34276842       6.83633973       10.49211453      6.75565513       6.10860160       6.05224594       6.01901040       6.37796640       6.00628341       6.63323893       5.97088352       6.52820298       6.00813598       6.61278165       6.57089374       6.81833350       8.65345164       6.72145510       6.38074070       7.66453231      
  0.03900000       2.03091762E-03   2864.59664294    -1.88558253      0.46398849       3.69646509       6.06949482       6.90673657       6.19539301       7.17912454       6.69111082       6.07755246       7.16501530       5.97248224       6.31462316       7.37066647       6.86419452       10.52023457      6.78340869       6.13600848       6.08006168       6.04680156       6.40557948       6.03381226       6.66079527       5.99829245       6.55606395       6.03571402       6.64061727       6.59876957       6.84605202       8.68112209       6.74918075       6.40840339       7.69239750      
  0.03900000       2.57191381E-03   2864.07047041    -1.89612639      0.45855543       3.70669566       6.09580776       6.93319860       6.22141945       7.20547484       6.71732159       6.10387748       7.19137130       5.99844868       6.34072141       7.39712889       6.89060993       10.54699189      6.80972637       6.16198611       6.10643949       6.07315659       6.43176452       6.05990922       6.68692030       6.02426961       6.58249481       6.06185795       6.66702067       6.62521364       6.87232592       8.70739080       6.77545847       6.43463553       7.71882079      
  0.03900000       3.25702066E-03   2863.33345516    -1.91145707      0.45077098       3.72156742       6.13405572       6.97162691       6.25922994       7.24372835       6.75538018       6.14214379       7.22962422       6.03616860       6.37864149       7.43554587       6.92896066       10.58586566      6.84793903       6.19972274       6.14478329       6.11146810       6.46981535       6.09782851       6.72485302       6.06200581       6.62090989       6.09984727       6.70538456       6.66364239       6.91044844       8.74553340       6.81358174       6.47275072       7.75718653      
  0.03900000       4.12462638E-03   2861.99295955    -1.93772764      0.43774340       3.74703985       6.19968019       7.03756558       6.32405716       7.30932254       6.82064090       6.20780158       7.29521818       6.10081798       6.44367850       7.50145541       6.99473608       10.65287879      6.91347402       6.26441250       6.21057644       6.17720730       6.53509496       6.16285094       6.78988766       6.12668634       6.68685644       6.16499231       6.77122459       6.72960602       6.97577361       8.81105624       6.87889455       6.53813795       7.82298277      
  0.03900000       5.22334507E-03   2859.19054379    -1.99470518      0.41076251       3.80229750       6.34218637       7.18047538       6.46460230       7.45132769       6.96198613       6.35038004       7.43715575       6.24092131       6.58474896       7.64419719       7.13717544       10.79866106      7.05541756       6.40462244       6.35346587       6.31998231       6.67675202       6.30388152       6.93071869       6.26686672       6.83006533       6.30630680       6.91409615       6.87280342       7.11698053       8.95312903       7.02001932       6.67999134       7.96548415      
  0.03900000       6.61474064E-03   2850.30286791    -2.13744778      0.35068896       3.93963736       6.69922378       7.53857873       6.81552023       7.80604264       7.31512689       6.70749882       7.79174395       6.59019603       6.93751478       8.00163740       7.49337349       11.17127924      7.41029313       6.75444868       6.71156545       6.67772968       7.03142409       6.65625030       7.28232461       6.61640853       7.18951954       6.65945947       7.27235944       7.23212323       7.46863299       9.31086926       7.37113506       7.03504688       8.32158338      
  0.03900000       8.37677640E-03   2833.31724699    -2.28065889      0.30095788       4.07246868       7.05353953       7.89781709       7.16210855       8.15948788       7.66663991       7.06161268       8.14617860       6.93383497       7.28706663       8.36053420       7.84943787       11.56500800      7.76439384       7.09948698       7.06718182       7.03271934       7.38374608       7.00441657       7.63167278       6.96047854       7.54856336       7.00844644       7.63029175       7.59128388       7.81785803       9.67480764       7.71927261       7.38776703       8.67588612      
  0.03900000       1.06081836E-02   2807.78361751    -2.40532621      0.26548298       4.18140774       7.35614914       8.21019993       7.45630835       8.46423946       7.96876187       7.36391403       8.45341130       7.22390834       7.58517064       8.67373653       8.15761645       11.93396104      8.06991797       7.39177068       7.37124057       7.33602716       7.68533076       7.30007761       7.93107856       7.25113173       7.85860865       7.30482433       7.93950931       7.90178162       8.11772859       9.99844781       8.01756779       7.68985464       8.98097340      
  0.03900000       1.34339933E-02   2784.23500478    -2.51346988      0.23838003       4.27494012       7.61984275       8.48198241       7.71065308       8.72785647       8.23027054       7.62730833       8.71926808       7.47418043       7.84350882       8.94592144       8.42488321       12.26182464      8.33472308       7.64420016       7.63657120       7.60065480       7.94716106       7.55632621       8.18988058       7.50200928       8.12876939       7.56182998       8.20878425       8.17241840       8.37585761       10.28097997      8.27393465       7.95202525       9.24478397      
  0.03900000       1.70125428E-02   2752.48764088    -2.61781339      0.21630595       4.35934464       7.87134487       8.74524562       7.94981511       8.97978206       8.47953063       7.87843148       8.97486228       7.70782939       8.08803923       9.21032396       8.68190713       12.60451123      8.58841908       7.88089680       7.89019483       7.85340596       8.19624481       7.79809482       8.43556249       7.73652180       8.38902503       7.80441667       8.46809757       8.43353968       8.62062762       10.56044014      8.51620763       8.20162324       9.49628582      
