# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F480M     NIRCAM-F187N     NIRCAM-F356W     NIRCAM-F150W2    NIRCAM-F210M     NIRCAM-F470N     NIRCAM-F150W     NIRCAM-F405N     NIRCAM-F335M     NIRCAM-F140M     NIRCAM-F182M     NIRCAM-F070W     NIRCAM-F200W     NIRCAM-F360M     NIRCAM-F460M     NIRCAM-F466N     NIRCAM-F323N     NIRCAM-F430M     NIRCAM-F212N     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F444W     NIRCAM-F250M     NIRCAM-F277W     NIRCAM-F162M     NIRCAM-F090W     NIRCAM-F164N     NIRCAM-F322W2    NIRCAM-F115W    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06100000       1.00000000E-03   2992.95333884    -1.47584089      0.68125703       3.55712208       5.14444391       5.88565312       5.25643412       6.16576183       5.69322979       5.15186835       6.13129859       5.04280997       5.37179669       6.33726399       5.84181893       9.33756450       5.77392094       5.19767657       5.15417992       5.12107589       5.46057913       5.10297610       5.66756143       5.06786030       5.59561086       5.10697449       5.66485215       5.62818020       5.81609342       7.61308697       5.71733037       5.45438741       6.69041110      
  0.06100000       1.26638017E-03   2992.88479582    -1.48821597      0.67164497       3.56946519       5.17542606       5.91702807       5.28744179       6.19720076       5.72459397       5.18284322       6.16277367       5.07391147       5.40271209       6.36851555       5.87337521       9.36643531       5.80536341       5.22872769       5.18519679       5.15208807       5.49142996       5.13401527       5.69890319       5.09895352       5.62644760       5.13803251       5.69586813       5.65913398       5.84788924       7.64333027       5.74924929       5.48536294       6.72164950      
  0.06100000       1.60371874E-03   2992.88479582    -1.49891903      0.66341847       3.58016928       5.20226236       5.94414723       5.31428351       6.22437786       5.75171029       5.20967385       6.18996979       5.10083739       5.42947459       6.39552455       5.90064728       9.39134673       5.83254293       5.25560538       5.21206339       5.17895195       5.51813863       5.16089139       5.72600047       5.12587231       5.65314334       5.16492668       5.72270749       5.68592411       5.87535853       7.66946268       5.77682263       5.51217486       6.74866703      
  0.06100000       2.03091762E-03   2992.95371033    -1.51399422      0.65198249       3.59527236       5.24008904       5.98230236       5.35209597       6.26261703       5.78986796       5.24749341       6.22822057       5.13877140       5.46717691       6.43352083       5.93901195       9.42635700       5.87078438       5.29346609       5.24993310       5.21681993       5.55576832       5.19876146       5.76413140       5.16379642       5.69075546       5.20282422       5.76050745       5.72366056       5.91398697       7.70622491       5.81559414       5.54994425       6.78670013      
  0.06100000       2.57191381E-03   2993.16046339    -1.53964871      0.63290061       3.62107313       5.30466983       6.04733093       5.41660925       6.32778897       5.85490366       5.31206387       6.29338710       5.20349284       5.53150867       6.49827519       6.00438337       9.48604608       5.93595642       5.35805555       5.31458800       5.28147757       5.61998509       5.26338997       5.82911957       5.22850181       5.75495188       5.26750258       5.82499858       5.78805408       5.97977694       7.76890571       5.88161979       5.61439008       6.85155918      
  0.06100000       3.25702066E-03   2993.88353509    -1.59537802      0.59328729       3.67721419       5.44510079       6.18834081       5.55672638       6.46910056       5.99592502       5.45247847       6.43459738       5.34405748       5.67126097       6.63867987       6.14607720       9.61568470       6.07725403       5.49831284       5.45518369       5.42209948       5.75952509       5.40382017       5.97002745       5.36903556       5.89449449       5.40805203       5.96508834       5.92797130       6.12225176       7.90496954       6.02457232       5.75439453       6.99233827      
  0.06100000       4.12462638E-03   2994.47023114    -1.73115086      0.50723504       3.81332704       5.78691758       6.53132669       5.89716704       6.81252660       6.33846501       5.79427511       6.77768545       5.68532738       6.01108501       6.98032004       6.49036239       9.93602833       6.42056167       5.83894110       5.79743948       5.76447317       6.09908528       5.74516268       6.31216354       5.71026729       6.23456953       5.74970625       6.30628728       6.26886047       6.46777550       8.23788559       6.37106998       6.09503412       7.33501760      
  0.06100000       5.22334507E-03   2996.53445064    -1.86134508      0.43601914       3.94473380       6.11670902       6.85974246       6.22440387       7.14112334       6.66634389       6.12404089       7.10539144       6.01327130       6.33797009       7.30727029       6.81956749       10.24450883      6.74906702       6.16618304       6.12774100       6.09481118       6.42598254       6.07365149       6.63957500       6.03820187       6.56223738       6.07863438       6.63446522       6.59699572       6.79715101       8.55756981       6.70113409       6.42271643       7.66374397      
  0.06100000       6.61474064E-03   2993.06126155    -1.97338259      0.38415029       4.05474485       6.39731851       7.14141419       6.50233283       7.42208093       6.94628315       6.40461373       7.38602862       6.29109006       6.61615076       7.58801361       7.10133437       10.52084564      7.02994052       6.44388196       6.40891346       6.37578295       6.70459261       6.35248757       6.91884797       6.31607964       6.84246718       6.35790786       6.91521444       6.87774497       7.07809948       8.83547542       6.98240890       6.70203730       7.94504155      
  0.06100000       8.37677640E-03   2983.94787301    -2.07528651      0.34371698       4.15134451       6.64905208       7.39684658       6.75112404       7.67579872       7.19867976       6.65629045       7.64001918       6.53896598       6.86579210       7.84289289       7.35621873       10.78422974      7.28365374       6.69221096       6.66128970       6.62773958       6.95508050       6.60189195       7.17034052       6.56408231       7.09550471       6.60776884       7.16885225       7.13141461       7.33117562       9.09115239       7.23550667       6.95322882       8.19911618      
