# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05300000       1.00000000E-03   2953.58857893    -1.58641723      0.61591161       3.58365415       5.39982708       5.38998624       5.50455384       5.31678290       5.85010541       5.88857404       5.92581350       5.61959457       5.35036781       5.35421514       5.44856296      
  0.05300000       1.26638017E-03   2953.45256428    -1.60456440      0.60322662       3.60172960       5.44539925       5.43548829       5.54994465       5.36225809       5.89544257       5.93402078       5.97131318       5.66490643       5.39583288       5.39972537       5.49397742      
  0.05300000       1.60371874E-03   2953.38455931    -1.61493502      0.59609666       3.61205701       5.47143825       5.46148712       5.57586815       5.38822864       5.92134641       5.95998406       5.99730366       5.69078764       5.42180245       5.42572157       5.51991245      
  0.05300000       2.03091762E-03   2953.29813575    -1.62680216      0.58805167       3.62385948       5.50120841       5.49121121       5.60549822       5.41791029       5.95096580       5.98967001       6.02701888       5.72037233       5.45148706       5.45543702       5.54955396      
  0.05300000       2.57191381E-03   2953.11255507    -1.64510587      0.57585559       3.64206325       5.54717550       5.53710652       5.65123648       5.46372122       5.99671654       6.03552325       6.07291511       5.76604777       5.49731086       5.50130870       5.59530625      
  0.05300000       3.25702066E-03   2952.76181342    -1.67891874      0.55400648       3.67566059       5.63207804       5.62187033       5.73564517       5.54825375       6.08121806       6.12020107       6.15765746       5.85035878       5.58189324       5.58598736       5.67972890      
  0.05300000       4.12462638E-03   2951.75290957    -1.76343172      0.50298360       3.75958252       5.84464829       5.83404117       5.94652517       5.75937587       6.29276070       6.33211565       6.36964450       6.06110786       5.79329148       5.79768793       5.89057144      
  0.05300000       5.22334507E-03   2951.11469960    -1.91214411      0.42401370       3.90793332       6.22016492       6.20876549       6.31817555       6.13139801       6.66626489       6.70601265       6.74338770       6.43267853       6.16605506       6.17110284       6.26203823      
  0.05300000       6.61474064E-03   2947.87135325    -2.03613100      0.36841788       4.03001172       6.53238960       6.52024810       6.62609380       6.43915298       6.97746128       7.01753897       7.05463455       6.74104885       6.47504706       6.48069934       6.56957760      
  0.05300000       8.37677640E-03   2936.62668035    -2.14656597      0.32692293       4.13380054       6.80564597       6.79272242       6.89461652       6.70651396       7.25208984       7.29271307       7.32947843       7.01087810       6.74429785       6.75053414       6.83740627      
