# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04700000       1.00000000E-03   2921.59413760    -1.67693970      0.56716865       3.60309019       5.60075078       5.59082285       5.70961950       5.51979174       6.05957204       6.10067609       6.13947708       5.82546466       5.55321470       5.55641869       5.65364207      
  0.04700000       1.26638017E-03   2920.96612357    -1.70276772      0.55079705       3.62852945       5.66537385       5.65530834       5.77381077       5.58404134       6.12397062       6.16519990       6.20403436       5.88961764       5.61751242       5.62080980       5.71782300      
  0.04700000       1.60371874E-03   2920.59923572    -1.71531803      0.54301787       3.64088437       5.69680208       5.68666866       5.80503128       5.61528325       6.15531805       6.19660878       6.23545691       5.92082417       5.64878071       5.65212222       5.74903653      
  0.04700000       2.03091762E-03   2920.38426634    -1.72564998      0.53669047       3.65106468       5.72264153       5.71245212       5.83068489       5.64095885       6.18107140       6.22240426       6.26125739       5.94646536       5.67448048       5.67786007       5.77468362      
  0.04700000       2.57191381E-03   2920.01502152    -1.73999442      0.52802766       3.66519920       5.75857044       5.74830234       5.86635758       5.67665497       6.21690696       6.25830079       6.29716003       5.98212560       5.71021340       5.71364476       5.81034546      
  0.04700000       3.25702066E-03   2919.45035042    -1.76396968      0.51384275       3.68885179       5.81867713       5.80827583       5.92600591       5.73633964       6.27685601       6.31834073       6.35719827       6.04175967       5.76997084       5.77349102       5.86997111      
  0.04700000       4.12462638E-03   2918.56923361    -1.81382573      0.48548923       3.73815304       5.94388098       5.93319591       6.05008276       5.86048339       6.40167134       6.44329807       6.48210309       6.16583900       5.89432683       5.89804783       5.99397907      
  0.04700000       5.22334507E-03   2915.69141664    -1.94371447      0.41887739       3.86633989       6.27077245       6.25929649       6.37309871       6.18344048       6.72771435       6.76960919       6.80808718       6.48917101       6.21826544       6.22258465       6.31665917      
  0.04700000       6.61474064E-03   2911.80823140    -2.08299053      0.35777212       4.00330120       6.62221669       6.60981010       6.71878665       6.52870757       7.07825955       7.12030879       7.15818245       6.83569944       6.56529557       6.57039398       6.66174159      
  0.04700000       8.37677640E-03   2897.63285547    -2.20360904      0.31443385       4.11545625       6.92059693       6.90715658       7.01076317       6.81902885       7.37878953       7.42136014       7.45859500       7.12959597       6.85828525       6.86408974       6.95271971      
  0.04700000       1.06081836E-02   2881.77164827    -2.31013352      0.28121956       4.21242324       7.18335807       7.16873955       7.26626129       7.07254629       7.64398837       7.68713639       7.72365722       7.38740810       7.11495774       7.12147394       7.20707479      
  0.04700000       1.34339933E-02   2860.57717650    -2.41084275      0.25415682       4.30031142       7.42931252       7.41325401       7.50365188       7.30725704       7.89375126       7.93769214       7.97336050       7.62784887       7.35364633       7.36087994       7.44303349      
  0.04700000       1.70125428E-02   2840.94457422    -2.50336358      0.23164132       4.38088066       7.65652393       7.63895772       7.72162462       7.52262447       8.12412449       8.16880980       8.20353979       7.84892207       7.57319738       7.58117701       7.65955793      
  0.04700000       2.15443469E-02   2819.84127779    -2.59210305      0.21228434       4.45667894       7.87427065       7.85503010       7.92907665       7.72724471       8.34520976       8.39074930       8.42442430       8.05980050       7.78248883       7.79124235       7.86543554      
  0.04700000       2.72833338E-02   2785.41060894    -2.68540418      0.19540834       4.52862860       8.09725380       8.07581462       8.13860017       7.93237226       8.57522293       8.62223212       8.65437520       8.27441701       7.99421277       8.00376139       8.07271239      
  0.04700000       3.45510729E-02   2748.77579347    -2.77630358      0.18071684       4.59651750       8.31787325       8.29368615       8.34052896       8.12963556       8.80163312       8.85080691       8.88099453       8.48230621       8.19999318       8.21058160       8.27207757      
  0.04700000       4.37547938E-02   2705.64933478    -2.86851401      0.16773738       4.66125453       8.54303874       8.51582523       8.54111068       8.32486861       9.03325431       9.08562203       9.11335139       8.69023379       8.40625371       8.41799776       8.46955666      
  0.04700000       5.54102033E-02   2653.14996384    -2.96404694      0.15627082       4.72275898       8.77912059       8.74772707       8.74282425       8.52059857       9.27590898       9.33317725       9.35761664       8.90113256       8.61668299       8.62964044       8.66742307      
  0.04700000       7.01703829E-02   2594.41842913    -3.06123400      0.14612887       4.78104054       9.02253509       8.98608982       8.94343884       8.71483838       9.52528168       9.58909266       9.60966292       9.11245156       8.82903212       8.84309206       8.86365899      
  0.04700000       8.88623816E-02   2524.87690580    -3.16351599      0.13714938       4.83612566       9.29570955       9.25014285       9.14771466       8.91293252       9.79519573       9.87080598       9.88753707       9.33013316       9.05315700       9.06880569       9.06255459      
  0.04700000       1.12533558E-01   2446.73933087    -3.27034511      0.12914397       4.88836498       9.59414085       9.53608796       9.35426751       9.11402214       10.07986357      10.17300051      10.18637610      9.55208259       9.28727992       9.30400932       9.26321141      
  0.04700000       1.42510267E-01   2357.17761697    -3.38363283      0.12213282       4.93684811       9.91745730       9.84484046       9.56433682       9.31941742       10.37744013      10.49657001      10.50998243      9.78001608       9.53226747       9.54839894       9.46686999      
  0.04700000       1.80472177E-01   2249.32588742    -3.50923237      0.11606629       4.98110149       10.25404164      10.16741555      9.78765422       9.53536000       10.68638689      10.84046597      10.86262991      10.02755691      9.79204956       9.80202902       9.68273252      
  0.04700000       2.28546386E-01   2139.99182938    -3.63535138      0.11089950       5.02065474       10.55756299      10.45972019      10.02106904      9.74720580       10.98223234      11.16921051      11.20686503      10.30189662      10.04474237      10.04152243      9.90522257      
  0.04700000       2.89426612E-01   2024.58641816    -3.76725031      0.10644616       5.05625382       10.82595466      10.72354767      10.30589775      9.96324590       11.29036249      11.49876731      11.55858956      10.68164962      10.29427461      10.27381637      10.17522574     
  0.04700000       3.66524124E-01   1905.62025330    -3.90426903      0.10261826       5.08806358       11.06690235      10.96221175      10.65658568      10.18795294      11.62234530      11.83669015      11.92255901      11.19741959      10.54527301      10.50470718      10.52050258     
  0.04700000       4.64158883E-01   1782.78836596    -4.04803089      0.09935878       5.11610041       11.27795787      11.17105251      11.09347370      10.43275478      11.98070571      12.18883809      12.30963088      11.88125791      10.79696291      10.74036379      10.98571870     
  0.04700000       5.87801607E-01   1667.92055902    -4.18837001      0.09658189       5.14072151       11.46279836      11.35600008      11.55280109      10.69243739      12.33428779      12.54477281      12.71537420      12.56612322      11.04042313      10.97730516      11.50513629     
  0.04700000       7.44380301E-01   1557.41771026    -4.32939423      0.09417203       5.16266900       11.62122066      11.52020645      12.01558914      10.98280863      12.69777107      12.93447434      13.17243834      13.13558791      11.27767950      11.22408959      12.03318123     
  0.04700000       9.42668455E-01   1458.24361326    -4.46337387      0.09206359       5.18233692       11.74954448      11.65934917      12.44816604      11.27470153      13.04797343      13.32732063      13.63999880      13.60746584      11.48259451      11.45726297      12.50382819     
  0.04700000       1.19377664E+00   1362.07762838    -4.59984053      0.09018068       5.20028538       11.85813510      11.78852661      12.85288404      11.56494678      13.43175261      13.77182575      14.15088985      14.07287641      11.67631893      11.67973600      12.91613677     
  0.04700000       1.51177507E+00   1266.26042698    -4.74247971      0.08853889       5.21624401       11.97001700      11.92635552      13.24198245      11.85719815      13.85114841      14.26365333      14.70640657      14.55975625      11.88184650      11.90280209      13.30175108     
  0.04700000       1.91448198E+00   1177.48326996    -4.88343214      0.08705722       5.23090262       12.09572543      12.08075781      13.57188244      12.11911905      14.26482085      14.74464371      15.23580942      15.00716453      12.09235754      12.11290382      13.63105540     
  0.04700000       2.42446202E+00   1085.44657187    -5.03743981      0.08580124       5.24352501       12.23654333      12.24933170      13.88080269      12.37440636      14.68932875      15.22772383      15.75842297      15.43707625      12.31404711      12.32445232      13.94138012     
  0.04700000       3.07029063E+00   1009.79060464    -5.17437289      0.08467748       5.25497628       12.38788671      12.42460074      14.16075475      12.60973180      15.10946420      15.68801225      16.24061969      15.84144041      12.53173235      12.52792866      14.22809666     
  0.04700000       3.88815518E+00   933.01561728     -5.32199654      0.08368631       5.26520326       12.55715075      12.61485340      14.44137130      12.85100558      15.55770245      16.17105839      16.73355599      16.24182252      12.75706638      12.74155987      14.51497905     
  0.04700000       4.92388263E+00   870.26375768     -5.45175910      0.08284154       5.27401580       12.71634911      12.78736128      14.68804517      13.06584767      15.96227695      16.60156562      17.16184278      16.59889493      12.95572033      12.93264626      14.76153828     
  0.04700000       6.23550734E+00   820.82604781     -5.56142876      0.08207595       5.28208028       12.85851856      12.93918629      14.89579066      13.24679493      16.31677872      16.97867184      17.53555380      16.91886076      13.12339253      13.09723009      14.97337383     
  0.04700000       7.89652287E+00   778.62841118     -5.66076583      0.08135401       5.28975418       12.99623992      13.08243618      15.09061832      13.41476859      16.64378570      17.32912321      17.88549311      17.22468434      13.27856483      13.25140205      15.17186200     
  0.04700000       1.00000000E+01   739.34173977     -5.75825977      0.08064870       5.29731735       13.12238467      13.21733243      15.28679065      13.58186714      16.97418458      17.68598358      18.24404049      17.54620172      13.42997462      13.40070962      15.37504075     
