# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03400000       1.00000000E-03   2826.81334284    -1.90335771      0.46683067       3.63157707       6.09374730       6.08326752       6.20974224       6.01344490       6.57943426       6.62689108       6.66857244       6.32921441       6.04783964       6.04987412       6.15265810      
  0.03400000       1.26638017E-03   2823.71210017    -1.95703754      0.43980481       3.68337536       6.22801322       6.21717185       6.34193830       6.14521455       6.71451286       6.76192833       6.80318202       6.46197854       6.18043746       6.18268973       6.28450037      
  0.03400000       1.60371874E-03   2821.74395454    -1.99055299      0.42374797       3.71567871       6.31192665       6.30084389       6.42441674       6.22740187       6.79891936       6.84629984       6.88726345       6.54484879       6.26320005       6.26559971       6.36674072      
  0.03400000       2.03091762E-03   2820.76461672    -2.00698888      0.41610341       3.73149097       6.35305638       6.34185092       6.46480369       6.26763890       6.84028714       6.88764858       6.92846419       6.58543832       6.30373521       6.30621030       6.40700619      
  0.03400000       2.57191381E-03   2820.14638029    -2.01675619      0.41163049       3.74087860       6.37751697       6.36623697       6.48881097       6.29155234       6.86489755       6.91224867       6.95297485       6.60957120       6.32783203       6.33035270       6.43093897      
  0.03400000       3.25702066E-03   2819.39102515    -2.02841012      0.40636416       3.75206278       6.40668786       6.39531754       6.51742945       6.32005561       6.89424989       6.94158887       6.98220683       6.63834352       6.35655942       6.35913530       6.45946681      
  0.03400000       4.12462638E-03   2818.12789537    -2.04643338      0.39836936       3.76932185       6.45181121       6.44029769       6.56167373       6.36411009       6.93967702       6.98700025       7.02744793       6.68283798       6.40097435       6.40363702       6.50356555      
  0.03400000       5.22334507E-03   2815.68504005    -2.07928659      0.38424378       3.80067968       6.53401008       6.52222559       6.64218947       6.44425564       7.02245326       7.06974972       7.10987655       6.76383909       6.48181498       6.48464155       6.58380326      
  0.03400000       6.61474064E-03   2809.09446836    -2.15888078      0.35224386       3.87620648       6.73308722       6.72059011       6.83673576       6.63777787       7.22302067       7.27026019       7.30955164       6.95971983       6.67723080       6.68048668       6.77760844      
  0.03400000       8.37677640E-03   2789.42885267    -2.32024234      0.29666833       4.02535275       7.13451466       7.12025195       7.22676627       7.02481179       7.62891838       7.67622406       7.71351458       7.35348531       7.06931488       7.07354440       7.16571811      
  0.03400000       1.06081836E-02   2754.30052268    -2.46514882      0.25753321       4.14822837       7.48710275       7.47055701       7.56491330       7.35805636       7.99027635       8.03828132       8.07308138       7.69736329       7.40973156       7.41489299       7.50119066      
  0.03400000       1.34339933E-02   2723.73636254    -2.58539043      0.22929918       4.24908953       7.78268108       7.76380836       7.84463093       7.63328511       8.29244860       8.34131838       8.37364948       7.98270375       7.69247292       7.69858578       7.77835947      
  0.03400000       1.70125428E-02   2680.55472829    -2.70127396      0.20717849       4.33720669       8.06427867       8.04258787       8.10437215       7.88714624       8.58328941       8.63425567       8.66360068       8.25003922       7.95687333       7.96394005       8.03479757      
  0.03400000       2.15443469E-02   2636.26144260    -2.80884442      0.18924947       4.41582429       8.32651665       8.30237935       8.34218288       8.11900381       8.85489671       8.90864401       8.93478676       8.49600773       8.20076990       8.20860650       8.26917190      
  0.03400000       2.72833338E-02   2582.47227927    -2.91629766      0.17426132       4.48749367       8.59521718       8.56618092       8.57246039       8.34285237       9.13020198       9.18908403       9.21128462       8.73656407       8.44147211       8.45028063       8.49523134      
  0.03400000       3.45510729E-02   2518.01011913    -3.02569152      0.16160956       4.55296164       8.87579265       8.83876881       8.79903366       8.56224350       9.41405473       9.48054060       9.49786865       8.97587550       8.68307178       8.69299249       8.71676603      
  0.03400000       4.37547938E-02   2446.18412036    -3.13587711      0.15083689       4.61288006       9.17530563       9.12756350       9.02009912       8.77728800       9.70689877       9.78697646       9.79939763       9.21174537       8.92889881       8.93906064       8.93219940      
  0.03400000       5.54102033E-02   2364.14773110    -3.25113208      0.14141946       4.66887653       9.50267321       9.44128433       9.24392215       8.99567876       10.01523697      10.11580923      10.12438992      9.45279433       9.18555028       9.19549989       9.14984709      
  0.03400000       7.01703829E-02   2269.78344082    -3.37281435      0.13336943       4.71978214       9.84675378       9.76993622       9.46909788       9.21661746       10.32849120      10.45929883      10.47068811      9.69750095       9.45053941       9.45664411       9.36872931      
  0.03400000       8.88623816E-02   2161.86263829    -3.50330992      0.12650776       4.76566095       10.18537171      10.09378206      9.70530177       9.44300311       10.64279850      10.81001281      10.83353663      9.96253133       9.72452478       9.71803623       9.59695959      
  0.03400000       1.12533558E-01   2053.10143635    -3.63373033      0.12071008       4.80640678       10.48369476      10.38339399      9.96586303       9.66368516       10.95086646      11.14679616      11.18802827      10.28684426      9.98637931       9.96252441       9.84383758      
  0.03400000       1.42510267E-01   1937.99559929    -3.76993819      0.11581098       4.84239448       10.75992339      10.65486943      10.27883404      9.89087249       11.27953279      11.49402059      11.55904796      10.72072055      10.25261713      10.20559780      10.14308427     
  0.03400000       1.80472177E-01   1826.28634323    -3.90520057      0.11160807       4.87450326       10.98332296      10.87548707      10.65362169      10.11771796      11.61139573      11.82405598      11.91801226      11.29419770      10.50096439      10.43297281      10.52283343     
  0.03400000       2.28546386E-01   1704.52710333    -4.05350351      0.10800982       4.90296753       11.19353266      11.08403531      11.12221446      10.37881853      11.98025917      12.18824184      12.32749065      12.03216471      10.76258475      10.67966136      11.03703513     
  0.03400000       2.89426612E-01   1594.48975555    -4.19407114      0.10499094       4.92759052       11.37358957      11.26498442      11.58966355      10.65638928      12.33378071      12.55316459      12.75588481      12.67853087      11.01196524      10.92657139      11.57444025     
  0.03400000       3.66524124E-01   1491.65033600    -4.33190155      0.10236366       4.94960240       11.52649098      11.42348997      12.05007004      10.95624370      12.68199798      12.93319820      13.21674334      13.20308058      11.24439281      11.17581157      12.09439631     
  0.03400000       4.64158883E-01   1403.50772033    -4.45788362      0.10001329       4.96977858       11.64608097      11.55368981      12.45455318      11.23438290      13.00825187      13.30299698      13.66078339      13.63910000      11.42780800      11.39429770      12.52303019     
  0.03400000       5.87801607E-01   1296.73649351    -4.61327688      0.09797058       4.98770244       11.76406952      11.69511548      12.91698667      11.56976213      13.44612676      13.81438242      14.25576626      14.17698519      11.64553534      11.64608894      12.98654878     
  0.03400000       7.44380301E-01   1227.26198111    -4.72528556      0.09614110       5.00407560       11.86560937      11.81615157      13.23035123      11.80764788      13.79113718      14.21838064      14.71012271      14.57562895      11.81399895      11.82986845      13.29616840     
  0.03400000       9.42668455E-01   1122.66951734    -4.89496497      0.09450573       5.01897733       12.01179808      11.99278179      13.60536666      12.10848710      14.26803590      14.77192406      15.31998370      15.08162476      12.05571672      12.07016844      13.66825188     
  0.03400000       1.19377664E+00   1038.40776094    -5.04300687      0.09315261       5.03150335       12.15964102      12.16577422      13.92479094      12.36885200      14.71341354      15.27145293      15.85478500      15.53674942      12.28141999      12.28617171      13.99381811     
  0.03400000       1.51177507E+00   967.94834292     -5.17636563      0.09194789       5.04280975       12.30973538      12.33742687      14.19853103      12.60006665      15.13051550      15.72498491      16.32385699      15.92627531      12.49452218      12.48586037      14.27692848     
  0.03400000       1.91448198E+00   897.41138561     -5.31824808      0.09084803       5.05326218       12.47592030      12.52040929      14.47364960      12.83889997      15.56884970      16.19313302      16.79509590      16.30419723      12.71476533      12.69452188      14.55234495     
  0.03400000       2.42446202E+00   830.89199588     -5.46159531      0.08985625       5.06279664       12.65472787      12.71309481      14.74905722      13.08015335      16.03723713      16.68837624      17.28247361      16.71621468      12.93976849      12.90959387      14.83219832     
  0.03400000       3.07029063E+00   769.67025015     -5.60299632      0.08898438       5.07126564       12.84246730      12.91077942      15.02809917      13.32224017      16.51395388      17.19227726      17.77443387      17.14547546      13.16142509      13.12666461      15.11486757     
