# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05800000       1.00000000E-03   2978.24211056    -1.51618215      0.65678273       3.56699900       5.24390647       5.23405646       5.34493707       5.15873965       5.68759346       5.72391388       5.75982002       5.45944189       5.19254318       5.19698295       5.28884509      
  0.05800000       1.26638017E-03   2978.24211056    -1.53020403      0.64624572       3.58104752       5.27919636       5.26929938       5.38015371       5.19404430       5.72266211       5.75908575       5.79505154       5.49456777       5.22780958       5.23227747       5.32409764      
  0.05800000       1.60371874E-03   2978.31068791    -1.54049535      0.63862061       3.59135670       5.30505554       5.29512402       5.40594032       5.21989886       5.74834195       5.78483371       5.82083767       5.52028838       5.25364043       5.25813104       5.34990879      
  0.05800000       2.03091762E-03   2978.37926684    -1.55416013      0.62861499       3.60507315       5.33948246       5.32950516       5.44026386       5.25430960       5.78253896       5.81912079       5.85517412       5.55452772       5.28802436       5.29254501       5.38426299      
  0.05800000       2.57191381E-03   2978.51642943    -1.57664607      0.61248528       3.62765109       5.39615380       5.38610082       5.49673603       5.31092312       5.83882931       5.87555168       5.91167913       5.61086780       5.34460543       5.34917735       5.44078072      
  0.05800000       3.25702066E-03   2978.85936355    -1.62237823      0.58093997       3.67357997       5.51146304       5.50125293       5.61153461       5.42599970       5.95335483       5.99033746       6.02659132       5.72542237       5.45965842       5.46434177       5.55565419      
  0.05800000       4.12462638E-03   2978.51642943    -1.74339119      0.50551197       3.79438019       5.81609135       5.80542782       5.91431007       5.72931565       6.25627063       6.29389846       6.33039946       6.02777889       5.76318806       5.76819167       5.85850760      
  0.05800000       5.22334507E-03   2979.81978914    -1.88089348      0.43112650       3.93263515       6.16465489       6.15334188       6.25923683       6.07480640       6.60223300       6.64026336       6.67672190       6.37248249       6.10937586       6.11493892       6.20333205      
  0.05800000       6.61474064E-03   2976.46311278    -1.99667552      0.37816736       4.04647695       6.45564164       6.44368657       6.54664261       6.36213848       6.89223354       6.93071394       6.96707591       6.66018004       6.39771774       6.40378545       6.49046047      
  0.05800000       8.37677640E-03   2966.77759554    -2.10129783      0.33745274       4.14541713       6.71476834       6.70212035       6.80174530       6.61634933       7.15222149       7.19129520       7.22749969       6.91627945       6.65347618       6.66005965       6.74502264      
  0.05800000       1.06081836E-02   2956.39646353    -2.19686878      0.30441494       4.23491221       6.95123319       6.93781484       7.03375191       6.84728900       7.38964555       7.42928818       7.46526775       7.14948021       6.88616912       6.89330421       6.97641348      
  0.05800000       1.34339933E-02   2945.65448634    -2.28614626      0.27668424       4.31787441       7.17234020       7.15805407       7.24972761       7.06204142       7.61167872       7.65184623       7.68749883       7.36686887       7.10296109       7.11069969       7.19167795      
  0.05800000       1.70125428E-02   2933.18681148    -2.37193321      0.25279628       4.39630172       7.38427924       7.36899304       7.45578321       7.26659242       7.82486417       7.86559557       7.90083389       7.57465813       7.30993378       7.31831999       7.39689131      
  0.05800000       2.15443469E-02   2914.84076486    -2.45804457      0.23183124       4.47150034       7.59404954       7.57751520       7.65858696       7.46718179       8.03732373       8.07886536       8.11360161       7.77988493       7.51366262       7.52272629       7.59858925      
  0.05800000       2.72833338E-02   2899.49856162    -2.53889041      0.21346906       4.54317391       7.79351451       7.77560949       7.85029476       7.65691707       8.23828836       8.28055433       8.31472268       7.97394372       7.70670588       7.71648994       7.78920814      
  0.05800000       3.45510729E-02   2872.54806949    -2.62453245      0.19707365       4.61258778       7.99960086       7.97968891       8.04602390       7.84932545       8.44857097       8.49213332       8.52553168       8.17341180       7.90401413       7.91456976       7.98331317      
  0.05800000       4.37547938E-02   2838.89668933    -2.71170115      0.18250426       4.67929905       8.20838681       8.18592476       8.24101672       8.04013911       8.66274696       8.70807404       8.74040491       8.37328201       8.10137076       8.11278701       8.17620767      
  0.05800000       5.54102033E-02   2805.98092084    -2.79627634      0.16948049       4.74360539       8.41313111       8.38805361       8.42975038       8.22476493       8.87221102       8.91953078       8.95063415       8.56714258       8.29329292       8.30563125       8.36270288      
