# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03300000       1.00000000E-03   2818.10050519    -1.92295933      0.45923659       3.63285794       6.13633509       6.12578513       6.25251584       6.05556493       6.62465914       6.67256845       6.71435375       6.37247056       6.09024009       6.09220101       6.19521799      
  0.03300000       1.26638017E-03   2814.76488109    -1.97887094      0.43162652       3.68671345       6.27615908       6.26522286       6.39007319       6.19263956       6.76538034       6.81322935       6.85453671       6.51066961       6.22823518       6.23042873       6.33238404      
  0.03300000       1.60371874E-03   2812.45386164    -2.01527261      0.41458657       3.72169824       6.36728545       6.35607807       6.47955969       6.28177397       6.85710798       6.90491240       6.94588172       6.60062385       6.31804152       6.32039802       6.42159326      
  0.03300000       2.03091762E-03   2811.27281048    -2.03339093      0.40637526       3.73907403       6.41262443       6.40127640       6.52403434       6.32606319       6.90274657       6.95052715       6.99132085       6.64534530       6.36268592       6.36512705       6.46592374      
  0.03300000       2.57191381E-03   2810.55210670    -2.04341222      0.40191798       3.74865352       6.43769382       6.42626592       6.54861264       6.35053123       6.92799980       6.97576962       7.01646454       6.67006783       6.38735873       6.38984708       6.49041894      
  0.03300000       3.25702066E-03   2809.76778412    -2.05446520      0.39706062       3.75921458       6.46533637       6.45381913       6.57570178       6.37749778       6.95583936       7.00359612       7.04418028       6.69731830       6.41455537       6.41709683       6.51741547      
  0.03300000       4.12462638E-03   2808.47876811    -2.07120150      0.38983814       3.77515964       6.50718425       6.49552823       6.61668903       6.41828726       6.99801211       7.04575258       7.08616610       6.73856236       6.45570706       6.45832979       6.55825713      
  0.03300000       5.22334507E-03   2806.09842579    -2.10076355      0.37743365       3.80324742       6.58107176       6.56916162       6.68898661       6.49021552       7.07248999       7.12020279       7.16030508       6.81133826       6.52830815       6.53107887       6.63028709      
  0.03300000       6.61474064E-03   2800.16917568    -2.16830544      0.35066844       3.86713503       6.74996942       6.73743269       6.85390273       6.65418967       7.24280576       7.29046190       7.32980526       6.97746981       6.69398435       6.69711512       6.79454107      
  0.03300000       8.37677640E-03   2779.95547016    -2.32550509      0.29689117       4.01173490       7.14058718       7.12628729       7.23316199       7.03032559       7.63840062       7.68608062       7.72330370       7.36059370       7.07527316       7.07931985       7.17183454      
  0.03300000       1.06081836E-02   2744.02440139    -2.47532644      0.25644277       4.13894783       7.50575222       7.48906877       7.58307484       7.37512370       8.01272946       8.06106488       8.09556516       7.71654852       7.42765870       7.43265352       7.51893221      
  0.03300000       1.34339933E-02   2709.81067150    -2.60037164      0.22770104       4.24220064       7.81204068       7.79287763       7.87219632       7.65925565       8.32688565       8.37621089       8.40794544       8.01191190       7.72007626       7.72600949       7.80523906      
  0.03300000       1.70125428E-02   2665.03321358    -2.71841469      0.20550120       4.33130131       8.09990416       8.07777748       8.13621245       7.91716421       8.62389193       8.67563153       8.70428797       8.28396862       7.98940615       7.99633808       8.06579237      
  0.03300000       2.15443469E-02   2618.23395349    -2.82836290      0.18759634       4.41048078       8.36828286       8.34354048       8.37805196       8.15279429       8.90211656       8.95698820       8.98217242       8.53451182       8.23810490       8.24573743       8.30398837      
  0.03300000       2.72833338E-02   2560.73737249    -2.93863137      0.17273241       4.48218259       8.64585576       8.61510898       8.61251288       8.38041638       9.18561939       9.24614302       9.26696362       8.78014598       8.48421617       8.49293062       8.53391375      
  0.03300000       3.45510729E-02   2494.50972544    -3.04934386      0.16024373       4.54736866       8.93471565       8.89511387       8.84059883       8.60159777       9.47512165       9.54475882       9.56057910       9.02158335       8.73003025       8.73961150       8.75677984      
  0.03300000       4.37547938E-02   2419.90823278    -3.16167914      0.14961697       4.60696888       9.24156665       9.19096114       9.06428804       8.81925599       9.77380480       9.85829316       9.86909829       9.26077605       8.98057135       8.99000409       8.97467545      
  0.03300000       5.54102033E-02   2334.10981516    -3.27986460      0.14036358       4.66241951       9.58403563       9.51805254       9.29172959       9.04174427       10.09051850      10.19886434      10.20680260      9.50634084       9.24431662       9.25332540       9.19579513      
  0.03300000       7.01703829E-02   2234.30353063    -3.40572921      0.13251956       4.71237042       9.92965136       9.84860130       9.52148696       9.26657285       10.40615927      10.54746031      10.56167083      9.75755418       9.51493650       9.51712109       9.41902940      
  0.03300000       8.88623816E-02   2126.24562618    -3.53669379      0.12584980       4.75722394       10.26146108      10.16624697      9.76220809       9.49293869       10.71938732      10.89630089      10.92373587      10.03282241      9.78860123       9.77605588       9.65043248      
  0.03300000       1.12533558E-01   2015.68409310    -3.66907054      0.12023814       4.79684544       10.55381135      10.45182545      10.03683971      9.71566762       11.03270691      11.23601577      11.28314765      10.38606208      10.05196945      10.02036394      9.91016737      
  0.03300000       1.42510267E-01   1899.20252841    -3.80741056      0.11550049       4.83176072       10.81777168      10.71172681      10.37581112      9.94632177       11.36999680      11.58537362      11.65831705      10.87359708      10.31809594      10.26243029      10.23877229     
  0.03300000       1.80472177E-01   1788.32090888    -3.94330740      0.11140166       4.86314622       11.03235731      10.92373490      10.76941020      10.17772366      11.70507768      11.91646566      12.02112793      11.48411008      10.56505957      10.49020225      10.64775863     
  0.03300000       2.28546386E-01   1667.52125574    -4.09212594      0.10794909       4.89049123       11.23739658      11.12738763      11.25117912      10.44657759      12.07537939      12.28417855      12.44090686      12.23219786      10.82828750      10.74046506      11.18621279     
  0.03300000       2.89426612E-01   1560.47756681    -4.23125350      0.10502216       4.91436688       11.40865464      11.30090951      11.71556566      10.73146666      12.42579053      12.65289835      12.87911118      12.83487296      11.07346309      10.98859332      11.72114236     
  0.03300000       3.66524124E-01   1463.26760930    -4.36446971      0.10245765       4.93584001       11.55070396      11.44963398      12.15903698      11.02626882      12.76232313      13.02487890      13.33251244      13.32148558      11.29068275      11.22919041      12.21383816     
  0.03300000       4.64158883E-01   1367.67202310    -4.50153638      0.10015890       4.95554928       11.67097377      11.58443467      12.58968231      11.32677932      13.12596809      13.44167025      13.82824312      13.79410023      11.48471736      11.46113941      12.66149075     
  0.03300000       5.87801607E-01   1274.59568818    -4.64130518      0.09818398       4.97284764       11.78022634      11.71548143      13.00113569      11.62914165      13.52800150      13.91242318      14.37270653      14.28233385      11.68274259      11.68821078      13.07007721     
  0.03300000       7.44380301E-01   1203.33725475    -4.75744192      0.09636750       4.98906755       11.88736485      11.84369962      13.31110718      11.86807268      13.88561439      14.33068482      14.83916691      14.68602966      11.85883846      11.87501871      13.37674069     
  0.03300000       9.42668455E-01   1090.64492347    -4.94237113      0.09481426       5.00318098       12.04667962      12.03469151      13.71079461      12.18975370      14.40443004      14.93016077      15.49690387      15.22999307      12.11945684      12.13242600      13.77438284     
  0.03300000       1.19377664E+00   1014.66847431    -5.08000921      0.09349321       5.01536817       12.19364202      12.20528915      14.00575424      12.43279286      14.83040678      15.40060359      15.99427415      15.65795026      12.33811598      12.33801343      14.07869583     
  0.03300000       1.51177507E+00   945.75470907     -5.21324328      0.09231090       5.02642225       12.34509824      12.37736376      14.27485811      12.66224298      15.24629792      15.85070306      16.45619305      16.03164089      12.54923515      12.53686013      14.35547197     
  0.03300000       1.91448198E+00   877.27459531     -5.35403579      0.09123063       5.03664689       12.51314397      12.55872265      14.54630044      12.89903342      15.68389304      16.31541505      16.91846054      16.41029918      12.76768990      12.74389877      14.62422574     
  0.03300000       2.42446202E+00   810.97240370     -5.49982820      0.09025894       5.04594776       12.69864593      12.75817423      14.82960365      13.14745780      16.17230544      16.83051047      17.42257368      16.84002500      12.99982456      12.96606677      14.91433616     
  0.03300000       3.07029063E+00   751.94718179     -5.63936628      0.08940433       5.05421106       12.87966664      12.95415538      15.10484856      13.38556356      16.64486381      17.33181521      17.91304087      17.27201254      13.22064401      13.17984446      15.19597875     
  0.03300000       3.88815518E+00   698.11459275     -5.77593441      0.08863547       5.06171304       13.07568217      13.15658763      15.38480328      13.62165955      17.11953006      17.84259612      18.42238149      17.73621631      13.42918404      13.39312549      15.48552825     
  0.03300000       4.92388263E+00   653.77518866     -5.89691953      0.08792596       5.06869394       13.24589220      13.33972884      15.65225779      13.84341240      17.56755116      18.32825840      18.91278085      18.18662996      13.62762102      13.59093085      15.76376268     
  0.03300000       6.23550734E+00   610.90339030     -6.02117900      0.08727515       5.07514699       13.42638545      13.51488907      15.94664635      14.08500927      18.05980726      18.86605780      19.47122852      18.69039181      13.83765394      13.79923095      16.07790500     
  0.03300000       7.89652287E+00   573.99741541     -6.13532234      0.08668454       5.08104492       13.60464871      13.70169995      16.23481634      14.31612571      18.53331168      19.38581618      20.03002787      19.18709047      14.03661397      14.00064653      16.38899556     
  0.03300000       1.00000000E+01   542.67692713     -6.23830839      0.08613601       5.08655868       13.77561531      13.88812616      16.51530722      14.53419193      18.98471904      19.88170764      20.56703863      19.65538904      14.22334263      14.19267858      16.69142619     
