# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05000000       1.00000000E-03   2938.04567660    -1.63078965      0.59145218       3.59354578       5.49834526       5.48848294       5.60519862       5.41642772       5.95278688       5.99255915       6.03058448       5.72061469       5.44991808       5.45342820       5.54923327      
  0.05000000       1.26638017E-03   2937.64965196    -1.65241300      0.57706673       3.61493255       5.55248733       5.54253235       5.65907183       5.47037027       6.00671959       6.04661438       6.08468996       5.77442703       5.50387730       5.50744696       5.60311700      
  0.05000000       1.60371874E-03   2937.40058071    -1.66353438      0.56981137       3.62592259       5.58035416       5.57034959       5.68678888       5.49811781       6.03448949       6.07444771       6.11254759       5.80211816       5.53163889       5.53524054       5.63083664      
  0.05000000       2.03091762E-03   2937.17619694    -1.67455543      0.56271514       3.63680747       5.60795079       5.59789568       5.71422175       5.52558099       6.06198235       6.10199953       6.14011992       5.82952750       5.55911990       5.56275548       5.65827018      
  0.05000000       2.57191381E-03   2936.83806150    -1.69077155      0.55242831       3.65283277       5.64860514       5.63847277       5.75461272       5.56601346       6.10248265       6.14258339       6.18072965       5.86988915       5.59958558       5.60327438       5.69865860      
  0.05000000       3.25702066E-03   2936.29712576    -1.71922407      0.53482528       3.68096062       5.71998838       5.70971157       5.82545719       5.63692683       6.17356932       6.21380165       6.25197716       5.94069555       5.67057762       5.67437157       5.76948846      
  0.05000000       4.12462638E-03   2935.41831767    -1.78395916      0.49671710       3.74516622       5.88277565       5.87215258       5.98684518       5.79846869       6.33564001       6.37610444       6.41427780       6.10202149       5.83234451       5.83640001       5.93081989      
  0.05000000       5.22334507E-03   2933.47551871    -1.92921750      0.42077788       3.88928076       6.24870118       6.23726056       6.34893156       6.16073297       6.70015449       6.74097747       6.77892064       6.46418737       6.19542684       6.20011989       6.29265972      
  0.05000000       6.61474064E-03   2930.05219267    -2.05985922      0.36286373       4.01789995       6.57806235       6.56579785       6.67336202       6.48489777       7.02851723       7.06958762       7.10710749       6.78922947       6.52104667       6.52642282       6.61661653      
  0.05000000       8.37677640E-03   2917.65544083    -2.17472994      0.32062108       4.12540318       6.86223300       6.84909625       6.95215275       6.76232352       7.31440159       7.35598893       7.39304210       7.06957447       6.80066200       6.80667634       6.89458855      
  0.05000000       1.06081836E-02   2905.00485278    -2.27682191      0.28755504       4.21994399       7.11500058       7.10089787       7.19877686       7.00740611       7.56877715       7.61084575       7.64733825       7.31801276       7.04828840       7.05497678       7.14029181      
  0.05000000       1.34339933E-02   2888.97867343    -2.37266516      0.26037898       4.30617535       7.35092643       7.33562082       7.42749024       7.23412462       7.80698074       7.84969853       7.88555767       7.54904055       7.27815909       7.28553966       7.36789386      
  0.05000000       1.70125428E-02   2866.46194522    -2.46657617      0.23737972       4.38649976       7.57930726       7.56245896       7.64700854       7.45081102       8.03927855       8.08290934       8.11796280       7.77175917       7.49900226       7.50709906       7.58594556      
