# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F460M     NIRCAM-F480M     NIRCAM-F356W     NIRCAM-F410M     NIRCAM-F300M     NIRCAM-F277W     NIRCAM-F250M     NIRCAM-F335M     NIRCAM-F430M     NIRCAM-F444W     NIRCAM-F360M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05400000       1.00000000E-03   2958.62552686    -1.57202158      0.62408434       3.58032238       5.36782495       5.35798618       5.47182633       5.28437833       5.81675544       5.85479273       5.89176778       5.58675180       5.31800122       5.32196444       5.41582042      
  0.05400000       1.26638017E-03   2958.55740277    -1.58919067      0.61189472       3.59745531       5.41096548       5.40106213       5.51480716       5.32744716       5.85965418       5.89779708       5.93482531       5.62964946       5.36105301       5.36505802       5.45882804      
  0.05400000       1.60371874E-03   2958.48928026    -1.59946502      0.60471340       3.60770912       5.43681042       5.42686844       5.54055080       5.35323990       5.88536388       5.92356995       5.96062893       5.65534694       5.38683988       5.39086975       5.48458587      
  0.05400000       2.03091762E-03   2958.43002097    -1.61162975      0.59632164       3.61984705       5.46739632       5.45740845       5.57100410       5.38375119       5.91578520       5.95406219       5.99115422       5.68574778       5.41734859       5.42140899       5.51505417      
  0.05400000       2.57191381E-03   2958.35303993    -1.63066199      0.58343557       3.63882236       5.51521603       5.50515587       5.61859363       5.43142904       5.96334571       6.00172781       6.03886591       5.73326076       5.46503153       5.46914138       5.56266332      
  0.05400000       3.25702066E-03   2958.08057809    -1.66651168      0.55994156       3.67452272       5.60532529       5.59512517       5.70821566       5.52119742       6.05300464       6.09157994       6.12879496       5.82276196       5.55483808       5.55904425       5.65230971      
  0.05400000       4.12462638E-03   2957.12715926    -1.75849899      0.50400846       3.76593242       5.83664797       5.82603782       5.93781045       5.75108229       6.28319229       6.32219259       6.35951205       6.05217854       5.78499501       5.78950636       5.88188580      
  0.05400000       5.22334507E-03   2956.92289520    -1.90611049      0.42529760       3.91342465       6.20970301       6.19831841       6.30697939       6.12066942       6.65405916       6.69345364       6.73063850       6.42123789       6.15532155       6.16048117       6.25088415      
  0.05400000       6.61474064E-03   2953.68292729    -2.02820417      0.37033290       4.03362652       6.51705247       6.50494896       6.61019852       6.42374988       6.96038430       7.00013509       7.03708260       6.72486752       6.45958073       6.46532178       6.55374990      
  0.05400000       8.37677640E-03   2942.81833834    -2.13731762      0.32903658       4.13632265       6.78710605       6.77424517       6.87566646       6.68811375       7.23169582       7.27199465       7.30864454       6.99157751       6.72576249       6.73207453       6.81855502      
  0.05400000       1.06081836E-02   2931.42139039    -2.23584387      0.29604270       4.22810211       7.03092844       7.01723771       7.11426181       6.92540455       7.47682676       7.51762075       7.55386962       7.23167154       6.96517483       6.97210199       7.05638210      
  0.05400000       1.34339933E-02   2919.47828035    -2.32725056      0.26865062       4.31243533       7.25719199       7.24255383       7.33471317       7.14441242       7.70435790       7.74566474       7.78145926       7.45381096       7.18656569       7.19413632       7.27599437      
  0.05400000       1.70125428E-02   2902.46411495    -2.41705824      0.24511371       4.39207357       7.47693973       7.46109368       7.54762291       7.35527284       7.92654993       7.96860443       8.00387450       7.66900832       7.40045730       7.40869510       7.48783799      
  0.05400000       2.15443469E-02   2884.26911749    -2.50305846      0.22481629       4.46715562       7.68777362       7.67048984       7.75028539       7.55562617       8.13983956       8.18269766       8.21731129       7.87435325       7.60444783       7.61340245       7.68926663      
  0.05400000       2.72833338E-02   2864.29141227    -2.58694415      0.20697231       4.53898482       7.89354075       7.87455598       7.94650075       7.74925763       8.34817086       8.39197185       8.42581295       8.07365129       7.80233333       7.81205323       7.88408834      
  0.05400000       3.45510729E-02   2830.15210979    -2.67683143      0.19115516       4.60803881       8.10848444       8.08702685       8.14796609       7.94644474       8.56910120       8.61456085       8.64724031       8.28005440       8.00601798       8.01656924       8.08341229      
  0.05400000       4.37547938E-02   2797.57024999    -2.76294876      0.17716865       4.67403548       8.31629843       8.29237031       8.34079723       8.13517084       8.78218019       8.82942423       8.86078821       8.47790545       8.20170252       8.21312607       8.27404544      
  0.05400000       5.54102033E-02   2757.09896114    -2.85183470      0.16466745       4.73759505       8.53141829       8.50447057       8.53491395       8.32432872       9.00312196       9.05313087       9.08262157       8.67846062       8.40029671       8.41283702       8.46541866      
  0.05400000       7.01703829E-02   2709.38695952    -2.94310044      0.15350780       4.79854943       8.75372511       8.72370261       8.72989132       8.51364591       9.23229769       9.28628770       9.31339821       8.88136308       8.60170660       8.61548511       8.65706494      
  0.05400000       8.88623816E-02   2653.36024240    -3.03768167      0.14354822       4.85681369       8.99011832       8.95527284       8.92623479       8.70405521       9.47359889       9.53375373       9.55770724       9.08740401       8.80835290       8.82358602       8.84931352      
  0.05400000       1.12533558E-01   2589.22392711    -3.13552262      0.13468541       4.91216712       9.23830140       9.19724861       9.12447076       8.89570777       9.72604954       9.79410394       9.81396394       9.29727040       9.02020868       9.03682561       9.04280896      
  0.05400000       1.42510267E-01   2513.27524881    -3.23994171      0.12675907       4.96485183       9.52185063       9.47073528       9.32823960       9.09345133       10.00262754      10.08540696      10.10201781      9.51542322       9.24704048       9.26551497       9.24079001      
  0.05400000       1.80472177E-01   2430.16020456    -3.34762827      0.11976950       5.01411644       9.82743636       9.76266180       9.53150764       9.29174516       10.28881389      10.39270953      10.40745959      9.73479240       9.48071624       9.50030094       9.43792055      
  0.05400000       2.28546386E-01   2328.01752996    -3.46773917      0.11365500       5.05963305       10.16439558      10.08456542      9.74680166       9.50157131       10.59670574      10.73198172      10.75023883      9.97053747       9.73308482       9.75081086       9.64609696      
