# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00300000       1.00000000E-03   1492.05269067    -3.80730137      0.18716201       3.37110135       11.47138150      11.11110912      12.36363998      12.03714035      10.87688094     
  0.00300000       1.26638017E-03   1424.22180184    -3.92343734      0.17970434       3.40642051       11.78697072      11.40673355      12.72395545      12.37659318      11.15965253     
  0.00300000       1.60371874E-03   1352.78023303    -4.04543885      0.17308199       3.43903364       12.13776776      11.73931634      13.09956059      12.73500831      11.48078370     
  0.00300000       2.03091762E-03   1283.33708892    -4.16686149      0.16723065       3.46890569       12.49890637      12.08391639      13.46958694      13.09218643      11.81523916     
  0.00300000       2.57191381E-03   1222.90417427    -4.27870924      0.16191775       3.49694837       12.83923750      12.41130252      13.80157835      13.42484071      12.13646425     
  0.00300000       3.25702066E-03   1161.10124741    -4.39514590      0.15707861       3.52330355       13.19064396      12.74868755      14.15218043      13.78249200      12.47137969     
  0.00300000       4.12462638E-03   1097.81413219    -4.51712518      0.15269310       3.54789737       13.55775955      13.09947116      14.53347020      14.17823388      12.82456530     
  0.00300000       5.22334507E-03   1038.21799114    -4.63692847      0.14872447       3.57077089       13.92023750      13.44572347      14.91211084      14.57896762      13.17681919     
  0.00300000       6.61474064E-03   979.14880571     -4.75985084      0.14514730       3.59191799       14.28440789      13.79229179      15.29742801      14.99172095      13.53182416     
  0.00300000       8.37677640E-03   921.88050787     -4.88410791      0.14191740       3.61146575       14.65579606      14.14261799      15.71368829      15.43310243      13.89313172     
  0.00300000       1.06081836E-02   868.67060501     -5.00555237      0.13897762       3.62964670       15.02709649      14.49337767      16.13851454      15.87880048      14.25529784     
  0.00300000       1.34339933E-02   816.62663784     -5.12994331      0.13627081       3.64673031       15.41715685      14.86278815      16.59153080      16.34948718      14.63752073     
  0.00300000       1.70125428E-02   766.37956222     -5.25609367      0.13381418       3.66253222       15.82607246      15.24942252      17.07196025      16.85729161      15.03824354     
  0.00300000       2.15443469E-02   717.49368602     -5.38519400      0.13158112       3.67714882       16.27007739      15.67054527      17.60784756      17.41509877      15.47511426     
  0.00300000       2.72833338E-02   668.84063622     -5.52060986      0.12956198       3.69058069       16.76732092      16.14462179      18.21762328      18.04226064      15.96727920     
  0.00300000       3.45510729E-02   621.51283679     -5.66032759      0.12775415       3.70278599       17.34679424      16.70190979      18.91764187      18.75781471      16.54324254     
  0.00300000       4.37547938E-02   582.19315427     -5.78501819      0.12612040       3.71396522       17.90985121      17.24719267      19.59013778      19.44267013      17.10232026     
  0.00300000       5.54102033E-02   548.32136909     -5.89986317      0.12457314       3.72468690       18.45490632      17.77737998      20.24285071      20.10476545      17.64256148     
  0.00300000       7.01703829E-02   513.95976689     -6.02247103      0.12312125       3.73486979       19.08047704      18.39009178      20.97739751      20.84420923      18.26178408     
  0.00300000       8.88623816E-02   481.84222432     -6.14415561      0.12176940       3.74445934       19.80216731      19.10024060      21.80457285      21.67815622      18.97393441     
  0.00300000       1.12533558E-01   451.12441209     -6.26767152      0.12050485       3.75352663       20.60959902      19.89773045      22.71891127      22.59406860      19.77108110     
  0.00300000       1.42510267E-01   425.48776073     -6.37804387      0.11929906       3.76226166       21.40037976      20.68281864      23.59142806      23.46200638      20.55255632     
  0.00300000       1.80472177E-01   399.75192407     -6.49482375      0.11814949       3.77067185       22.37312399      21.64997422      24.64237830      24.50941532      21.50962444     
  0.00300000       2.28546386E-01   379.68650692     -6.59252901      0.11703564       3.77889937       23.19726048      22.47000833      25.51879691      25.38145665      22.31805990     
  0.00300000       2.89426612E-01   359.15706761     -6.69719867      0.11594575       3.78702595       24.20535622      23.47356846      26.57413281      26.43559150      23.30339370     
  0.00300000       3.66524124E-01   342.76733554     -6.78633735      0.11488279       3.79502569       25.06101717      24.32668745      27.46586083      27.31753805      24.15168276     
  0.00300000       4.64158883E-01   328.84843266     -6.86665698      0.11379086       3.80332090       25.93753011      25.20064156      28.37716656      28.21927694      25.02093549     
  0.00300000       5.87801607E-01   313.66290959     -6.95728848      0.11268358       3.81181437       26.82850318      26.08995544      29.30004600      29.12062984      25.91333932     
  0.00300000       7.44380301E-01   297.93856902     -7.05511002      0.11158805       3.82030028       27.98828037      27.24809991      30.51070689      30.30332054      27.09092753     
  0.00300000       9.42668455E-01   283.72230806     -7.14850452      0.11050693       3.82875662       29.13350979      28.38593718      31.69307247      31.50323939      28.24742108     
  0.00300000       1.19377664E+00   268.31726320     -7.25392300      0.10943698       3.83720742       30.42813793      29.67702525      33.03404139      32.78034851      29.55938676     
  0.00300000       1.51177507E+00   252.22747807     -7.36955632      0.10840794       3.84541333       31.86849820      31.12107602      34.54482115      34.12708035      31.02843554     
  0.00300000       1.91448198E+00   241.40793878     -7.45388751      0.10739466       3.85357015       32.99267323      32.25104713      35.76829466      35.16780032      32.17556467     
  0.00300000       2.42446202E+00   230.19320760     -7.54496246      0.10635485       3.86202094       34.30288347      33.56742358      37.23057171      36.37170024      33.50734159     
  0.00300000       3.07029063E+00   217.87380261     -7.64898633      0.10532452       3.87047651       35.84880656      35.11605038      38.97663955      37.80167379      35.06678504     
  0.00300000       3.88815518E+00   204.64614930     -7.76599444      0.10433167       3.87870322       37.52701636      36.78953801      40.87196569      39.38334816      36.74365716     
