# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04400000       1.00000000E-03   2904.47235522    -1.72460664      0.54322559       3.61190779       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.26638017E-03   2903.62753926    -1.75556147      0.52451209       3.64235616       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.60371874E-03   2903.23908437    -1.77054877      0.51568135       3.65710468       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.03091762E-03   2903.00753796    -1.78051546      0.50989176       3.66691125       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.57191381E-03   2902.63287067    -1.79319349      0.50261727       3.67939242       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       3.25702066E-03   2902.10006496    -1.81346870      0.49120035       3.69934990       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       4.12462638E-03   2901.06453844    -1.85251536      0.46995391       3.73775666       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       5.22334507E-03   2897.34358770    -1.95556372      0.41844535       3.83858949       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       6.61474064E-03   2890.52634887    -2.10649964      0.35336814       3.98541300       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       8.37677640E-03   2874.04076689    -2.23410089      0.30859569       4.10309015       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.06081836E-02   2856.07853068    -2.34509499      0.27500680       4.20318006       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.34339933E-02   2831.50407921    -2.44977252      0.24802461       4.29287891       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.70125428E-02   2813.92352692    -2.54193590      0.22585852       4.37419594       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.15443469E-02   2782.66423178    -2.63791051      0.20680187       4.45075993       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.72833338E-02   2747.42046107    -2.73151539      0.19046215       4.52225102       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       3.45510729E-02   2707.25343209    -2.82467365      0.17620843       4.58981528       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       4.37547938E-02   2656.89244126    -2.92124207      0.16370640       4.65373723       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       5.54102033E-02   2600.40100037    -3.01889737      0.15271716       4.71409270       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       7.01703829E-02   2534.09114228    -3.12053438      0.14305905       4.77083807       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       8.88623816E-02   2458.77559001    -3.22679570      0.13446025       4.82468064       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.12533558E-01   2374.34576165    -3.33771922      0.12690498       4.87491185       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.42510267E-01   2271.95056236    -3.46043047      0.12034245       4.92103074       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.80472177E-01   2161.99080991    -3.58793474      0.11474997       4.96236183       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.28546386E-01   2050.75428496    -3.71684052      0.10994399       4.99952393       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.89426612E-01   1932.80534907    -3.85287667      0.10583123       5.03264056       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       3.66524124E-01   1812.15352925    -3.99436727      0.10229560       5.06215396       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       4.64158883E-01   1694.56885190    -4.13672350      0.09930035       5.08796637       12.35051771      12.04182808      12.99028604      12.73571484      11.84560882     
  0.04400000       5.87801607E-01   1583.78969080    -4.27707029      0.09671457       5.11088350       12.75515127      12.42306092      13.42227319      13.15695577      12.21889525     
  0.04400000       7.44380301E-01   1480.37895262    -4.41486652      0.09446060       5.13136640       13.16629739      12.80708860      13.87096662      13.59755044      12.59588149     
  0.04400000       9.42668455E-01   1389.47150776    -4.54368153      0.09244664       5.15008538       13.56380862      13.17452943      14.32625035      14.04449770      12.95850573     
  0.04400000       1.19377664E+00   1287.22893767    -4.69304475      0.09069741       5.16667751       14.00702000      13.57988917      14.85270889      14.56418830      13.35782799     
