# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04200000       1.00000000E-03   2890.82738980    -1.75808625      0.52763834       3.61699195       5.51935760       5.51686772       5.47079739       5.39953870      
  0.04200000       1.26638017E-03   2889.63016205    -1.79312991      0.50719969       3.65130634       5.60595476       5.60353845       5.55789556       5.48691677      
  0.04200000       1.60371874E-03   2888.99815147    -1.81052282      0.49735769       3.66832649       5.64894502       5.64656858       5.60114922       5.53031202      
  0.04200000       2.03091762E-03   2888.61419821    -1.82061535      0.49173890       3.67819448       5.67388537       5.67153302       5.62624692       5.55549275      
  0.04200000       2.57191381E-03   2888.15391378    -1.83239527      0.48526921       3.68969810       5.70296970       5.70064638       5.65551904       5.58486259      
  0.04200000       3.25702066E-03   2887.45049084    -1.85057528      0.47545316       3.70744852       5.74785583       5.74557941       5.70070386       5.63020030      
  0.04200000       4.12462638E-03   2886.03535773    -1.88392667      0.45798261       3.73996568       5.83018270       5.82799819       5.78360806       5.71339169      
  0.04200000       5.22334507E-03   2882.54153258    -1.96612479      0.41764772       3.82004343       6.03314126       6.03121804       5.98814949       5.91868615      
  0.04200000       6.61474064E-03   2874.52024902    -2.12058895      0.35156212       3.96966204       6.41389142       6.41258321       6.37254974       6.30472925      
  0.04200000       8.37677640E-03   2857.98077309    -2.25332558      0.30524518       4.09236689       6.73208306       6.73143711       6.69496376       6.62895366      
  0.04200000       1.06081836E-02   2837.54515814    -2.36884675      0.27109126       4.19543537       7.00355291       7.00361395       6.97099753       6.90686664      
  0.04200000       1.34339933E-02   2813.23252039    -2.47484913      0.24411178       4.28648919       7.24746234       7.24830433       7.21993254       7.15775733      
  0.04200000       1.70125428E-02   2792.51998710    -2.57011453      0.22201131       4.36891423       7.46836490       7.47003223       7.44588309       7.38560169      
  0.04200000       2.15443469E-02   2755.95827699    -2.66976678      0.20323077       4.44568725       7.68530221       7.68815845       7.67030445       7.61262901      
  0.04200000       2.72833338E-02   2720.67421875    -2.76358536      0.18718730       4.51711229       7.88965031       7.89391300       7.88305093       7.82806969      
  0.04200000       3.45510729E-02   2675.39992144    -2.86006515      0.17322587       4.58444030       8.09119012       8.09721340       8.09510504       8.04345807      
  0.04200000       4.37547938E-02   2621.85690881    -2.95845462      0.16105497       4.64771653       8.28923026       8.29737863       8.30621889       8.25877942      
  0.04200000       5.54102033E-02   2560.31938731    -3.05920344      0.15039612       4.70719224       8.48541323       8.49634242       8.52088055       8.48005158      
  0.04200000       7.01703829E-02   2490.31994070    -3.16317329      0.14103564       4.76300608       8.68019835       8.69435384       8.73899416       8.70658575      
  0.04200000       8.88623816E-02   2411.25483882    -3.27202300      0.13271417       4.81582989       8.87570262       8.89347064       8.96284076       8.93964388      
  0.04200000       1.12533558E-01   2318.85903787    -3.38855579      0.12548569       4.86447544       9.06950320       9.08967747       9.18297147       9.16748136      
  0.04200000       1.42510267E-01   2209.16824790    -3.51695578      0.11925840       4.90868735       9.25967994       9.27878019       9.38813815       9.37766631      
  0.04200000       1.80472177E-01   2103.30758891    -3.64177043      0.11395355       4.94820937       9.43524067       9.45042221       9.56776514       9.55807155      
  0.04200000       2.28546386E-01   1986.16892236    -3.77667554      0.10941051       4.98354719       9.60930481       9.61659721       9.73566201       9.72236935      
  0.04200000       2.89426612E-01   1868.67678589    -3.91421493      0.10550049       5.01515487       9.77577065       9.77183886       9.88611944       9.86782992      
  0.04200000       3.66524124E-01   1749.00330563    -4.05703617      0.10217087       5.04301054       9.93811122       9.91940037       10.02798736      10.00821004     
  0.04200000       4.64158883E-01   1635.70638544    -4.19783971      0.09933374       5.06747082       10.09388607      10.05860468      10.16296769      10.14430407     
  0.04200000       5.87801607E-01   1527.33478691    -4.33875949      0.09686922       5.08929256       10.25271944      10.19786119      10.30092581      10.28789723     
  0.04200000       7.44380301E-01   1434.05637271    -4.46794333      0.09469586       5.10900195       10.40750486      10.32984895      10.43498381      10.43417468     
  0.04200000       9.42668455E-01   1332.80553669    -4.61300538      0.09276768       5.12687057       10.62003548      10.49445948      10.59966500      10.61135392     
  0.04200000       1.19377664E+00   1247.61115664    -4.74366045      0.09108370       5.14278239       10.86322557      10.66693451      10.76324122      10.78003179     
  0.04200000       1.51177507E+00   1153.33388437    -4.89490102      0.08955182       5.15751480       11.19533551      10.89125433      10.94863716      10.95230609     
  0.04200000       1.91448198E+00   1064.10699658    -5.04721273      0.08827746       5.16996391       11.54957539      11.12981023      11.13413863      11.11074110     
  0.04200000       2.42446202E+00   990.45309705     -5.18316315      0.08713121       5.18131606       11.89130430      11.37199908      11.31374676      11.25161513     
  0.04200000       3.07029063E+00   912.96009726     -5.33503672      0.08609837       5.19167371       12.23743482      11.63454800      11.50448412      11.39513361     
  0.04200000       3.88815518E+00   846.69097259     -5.47499700      0.08520889       5.20069374       12.53442567      11.87291582      11.67685490      11.52748634     
  0.04200000       4.92388263E+00   791.65612748     -5.59977499      0.08442370       5.20873474       12.78236593      12.07903766      11.82571758      11.64678298     
  0.04200000       6.23550734E+00   745.38856410     -5.71182437      0.08370277       5.21618385       12.98429588      12.25521362      11.95430870      11.75360224     
  0.04200000       7.89652287E+00   703.04826771     -5.82037628      0.08303580       5.22313278       13.19504407      12.42167101      12.07515522      11.85797744     
  0.04200000       1.00000000E+01   667.79447379     -5.91641938      0.08239958       5.22981353       13.38059049      12.56992094      12.18482607      11.95372179     
